total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,simulated_warning_days,disqualified,complete_period,rejected_trade_count,official_compliance,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,planner,universe_track,no_valid_plan_days,hold_without_envelope_days,unfilled_orders,target_count,replacement_margin,max_replacements_per_day,volatility_spike_ratio,one_day_chase_return,volume_low,volume_high,four_hour_mode,return_short,return_long,ema_fast,ema_slow,macd_fast,macd_slow,macd_signal,momentum_weight,long_return_fraction,cash_guard_ratio,candidate_id,phase,track,status,elapsed_seconds,eligible,research_eligible
1.125152597430629,0.26589981917100736,0.25974746153780215,1.8853126937767577,1.125152597430629,0.26477809021304377,0.25453137962379097,1.9186969176839412,140015492.06332844,68642597.23661272,71372894.82671571,37.322145869214985,0.0,9.339528501933392,179,26,1954,417,2025-01-02,2026-09-21,2125152597.430629,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,3,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,399,140015492.06332844,2125152597.430629,0,0,0,0,0,0,0.20812614096803161,0.012249464484153108,0.8934631642936917,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,0,11,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,5,20,5,20,8,21,5,0.55,0.2,0.08,z0000,exhaustive_four_axis_grid,historical_pit,COMPLETE,13.782790106000903,False,False
1.1383711392951876,0.24953516307830614,0.2592472765061656,1.9031271283729903,1.1383711392951876,0.24842168059171799,0.25382158508188746,1.9383434134473922,145070531.37830192,71209942.95081489,73860588.42748705,37.879384543596416,0.0,7.142409623457177,186,24,2002,417,2025-01-02,2026-09-21,2138371139.2951877,0,0,7,7,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,3,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,7,398,145070531.37830192,2138371139.2951877,0,0,0,0,0,0,0.20638430323368054,0.015554439180257479,0.8904459511335114,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,7,0,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,5,20,10,30,8,21,5,0.55,0.2,0.08,z0001,exhaustive_four_axis_grid,historical_pit,COMPLETE,11.431439029998728,False,False
1.1715997126830833,0.31036735945208416,0.2711956326101429,1.8656864825134025,1.1715997126830833,0.30894276995746817,0.2666879921213737,1.8926996910445484,143916737.5744621,70644529.38618565,73272208.18827645,37.50390685660169,0.0,6.891798759476223,173,24,1995,417,2025-01-02,2026-09-21,2171599712.683083,1,0,0,1,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,1,False,True,0,UNKNOWN_BLOCK_SUBMISSION,1,1,404,143916737.5744621,2171599712.683083,1,1,1,0,0,0,1.0,0.047976099489243335,0.8896772623944623,0,30,False,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,1,0,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,5,20,15,40,8,21,5,0.55,0.2,0.08,z0002,exhaustive_four_axis_grid,historical_pit,COMPLETE,11.986541857000702,False,False
1.8801037124066666,0.2054488438915434,0.27871401398594936,2.4358077118492933,1.8801037124066666,0.20520905484737118,0.2734865464278526,2.47714370432439,147872607.46944785,72541598.24499542,75331009.22445245,32.97793758092413,0.0,11.163776973930398,188,21,1837,417,2025-01-02,2026-09-21,2880103712.4066668,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,403,147872607.46944785,2880103712.4066668,0,0,0,0,0,0,0.21074815183884926,0.008416563062294876,0.8955992322132447,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,0,0,1,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,10,30,5,20,8,21,5,0.55,0.2,0.08,z0003,exhaustive_four_axis_grid,historical_pit,COMPLETE,10.219428501999573,False,False
1.7120429599564537,0.20205429017757093,0.2816824792427229,2.2839316432834575,1.7120429599564537,0.20181794258861951,0.27665541941731864,2.32039518095132,144059213.44853163,70674591.54378517,73384621.90474644,33.35698804243181,0.0,12.762483263120082,190,27,1846,417,2025-01-02,2026-09-21,2712042959.956454,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,404,144059213.44853163,2712042959.956454,0,0,0,0,0,0,0.20587765472054778,0.010485807258786846,0.8954811460487638,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,0,0,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,10,30,10,30,8,21,5,0.55,0.2,0.08,z0004,exhaustive_four_axis_grid,historical_pit,COMPLETE,10.381217349999133,True,True
1.4147176400665953,0.21937016943153376,0.27187939758973406,2.0979024444795624,1.4147176400665953,0.21912947420813544,0.2663781322271866,2.135701910546047,137765067.60763013,67636368.46335727,70128699.14427286,34.46601401147744,0.0,11.59741458910434,203,26,1812,417,2025-01-02,2026-09-21,2414717640.066595,1,0,0,1,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,1,False,True,0,UNKNOWN_BLOCK_SUBMISSION,1,1,399,137765067.60763013,2414717640.066595,1,1,1,0,0,0,1.0,0.045580051292158516,0.8926749361686278,0,30,False,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,1,7,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,10,30,15,40,8,21,5,0.55,0.2,0.08,z0005,exhaustive_four_axis_grid,historical_pit,COMPLETE,11.770336748000773,False,False
1.3839139399872797,0.19797376186626015,0.277377025349621,2.033368651484014,1.3839139399872797,0.1977399878722218,0.27030769380720227,2.0794454283997124,112503780.17984685,55370924.897805214,57132855.282041624,28.667126311822024,0.0,11.9852388883446,157,21,1663,417,2025-01-02,2026-09-21,2383913939.98728,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,2,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,362,112503780.17984685,2383913939.98728,0,0,0,0,0,0,0.20808974061899915,0.049944884184529165,0.9003796915538036,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,0,26,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,15,40,5,20,8,21,5,0.55,0.2,0.08,z0006,exhaustive_four_axis_grid,historical_pit,COMPLETE,19.43619524099995,False,False
1.721399919109794,0.23089944480448243,0.2986779700766475,2.1773378259846283,1.721399919109794,0.23062617268512864,0.2941084009363587,2.2065625010705703,117815228.35062358,57936741.810507886,59878486.5401157,28.28604753374626,0.0,12.851517580234868,131,13,1577,417,2025-01-02,2026-09-21,2721399919.109794,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,2,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,383,117815228.35062358,2721399919.109794,0,0,0,0,0,0,0.20136636646251907,0.008259362158972878,0.9039720403834518,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,0,0,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,15,40,10,30,8,21,5,0.55,0.2,0.08,z0007,exhaustive_four_axis_grid,historical_pit,COMPLETE,9.551352403999772,False,False
2.0384981633216994,0.2168942049062773,0.29431874431491606,2.431946868166642,2.0384981633216994,0.21665641700610438,0.2879371248206055,2.4794476778266508,114540653.05584991,56324054.16146503,58216598.894384876,26.45489379306965,0.0,10.818846872838071,150,14,1417,417,2025-01-02,2026-09-21,3038498163.3216996,1,0,0,1,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,3,SELF_FINANCING,1,False,True,0,UNKNOWN_BLOCK_SUBMISSION,1,1,364,114540653.05584991,3038498163.3216996,1,1,1,0,0,0,1.0,0.04821359454951792,0.9025339931763319,0,30,False,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,1,0,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,15,40,15,40,8,21,5,0.55,0.2,0.08,z0008,exhaustive_four_axis_grid,historical_pit,COMPLETE,9.509161235000647,False,False
0.9897579483635244,0.23712526565429426,0.25025712050898774,1.7880817688506743,0.9897579483635244,0.23686623142165875,0.24510279303742474,1.8204813184465,116859021.77870753,57442148.50276596,59416873.27594157,30.72617705313884,0.0,3.3994550686257035,138,9,1928,417,2025-01-02,2026-09-21,1989757948.3635244,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,409,116859021.77870753,1989757948.3635244,0,0,0,0,0,0,0.2061420808060624,0.0160960069172199,0.8647667677734424,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,0,0,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,5,20,5,20,8,21,5,0.55,0.2,0.12,z0009,exhaustive_four_axis_grid,historical_pit,COMPLETE,12.367411922001338,False,False
1.0409851526757725,0.21639241697679246,0.2327674339753784,1.9703123219946237,1.0409851526757725,0.21615609638329236,0.2283064380899185,2.0043419211579976,108854961.65447482,53539834.8945013,55315126.75997353,28.411099259556913,0.0,11.110022533555403,157,24,1824,417,2025-01-02,2026-09-21,2040985152.6757724,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,410,108854961.65447482,2040985152.6757724,0,0,0,0,0,0,0.2111583485715127,0.06773993251254859,0.8614119210746941,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,0,0,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,5,20,10,30,8,21,5,0.55,0.2,0.12,z0010,exhaustive_four_axis_grid,historical_pit,COMPLETE,11.804973141999653,False,False
1.3769175677565686,0.23105220325005515,0.26333763463846394,2.1207102565750398,1.3769175677565686,0.23079962657303887,0.25853563324423834,2.155286618366996,113805449.8450338,55927564.32244015,57877885.52259365,28.385387416235478,0.0,6.68580313359646,120,8,1876,417,2025-01-02,2026-09-21,2376917567.7565684,1,0,7,8,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,2,SELF_FINANCING,1,False,True,0,UNKNOWN_BLOCK_SUBMISSION,1,8,401,113805449.8450338,2376917567.7565684,1,1,1,0,0,0,1.0,0.0143266032975572,0.860741936014089,0,30,False,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,8,1,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,5,20,15,40,8,21,5,0.55,0.2,0.12,z0011,exhaustive_four_axis_grid,historical_pit,COMPLETE,11.7593576700001,False,False
1.554068614586988,0.26876916429617603,0.2812810827642936,2.1575069238029063,1.554068614586988,0.2675199667945425,0.2757019472487836,2.195593939216001,114000596.75809747,55998794.605917186,58001802.15218028,25.971103404493967,0.0,11.723980274974691,155,27,1699,417,2025-01-02,2026-09-21,2554068614.586988,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,401,114000596.75809747,2554068614.586988,0,0,0,0,0,0,0.207161558916474,0.014587608441964838,0.8701915917211339,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,0,0,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,10,30,5,20,8,21,5,0.55,0.2,0.12,z0012,exhaustive_four_axis_grid,historical_pit,COMPLETE,11.719599804000609,False,False
1.779049309311438,0.2984320155003046,0.28986983382873405,2.2786012321901294,1.779049309311438,0.2966650287233368,0.2845423185518442,2.3159278644404364,117805723.91750732,57835376.75434537,59970347.16316193,26.678711641837012,0.0,11.72668513388735,158,23,1733,417,2025-01-02,2026-09-21,2779049309.311438,1,0,0,1,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,1,False,True,0,UNKNOWN_BLOCK_SUBMISSION,1,1,405,117805723.91750732,2779049309.311438,1,1,1,0,0,0,1.0,0.055196406524736,0.866018333109542,0,30,False,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,1,0,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,10,30,15,40,8,21,5,0.55,0.2,0.12,z0013,exhaustive_four_axis_grid,historical_pit,COMPLETE,10.780874083000526,False,False
1.1133641339698435,0.21429114274803707,0.27567173908854836,1.779851914379534,1.1133641339698435,0.21312017479570344,0.2696761939974814,1.8134055441422683,92158497.98180556,45434680.9633089,46723817.01849666,24.84512977802391,0.0,14.498944021261954,126,15,1577,417,2025-01-02,2026-09-21,2113364133.9698436,0,0,7,7,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,7,367,92158497.98180556,2113364133.9698436,0,0,0,0,0,0,0.20685592482335594,0.06656191861398429,0.8703979993281417,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,7,22,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,15,40,5,20,8,21,5,0.55,0.2,0.12,z0014,exhaustive_four_axis_grid,historical_pit,COMPLETE,12.112180916999932,False,False
1.3935573361278348,0.2792313170537236,0.2905239523580865,1.9627912378564898,1.3935573361278348,0.27797187358953557,0.28533238464459965,1.993281757905441,87871756.72044732,43238017.37391817,44633739.34652913,21.98316574026627,0.0,13.31245105716523,101,15,1441,417,2025-01-02,2026-09-21,2393557336.127835,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,379,87871756.72044732,2393557336.127835,0,0,0,0,0,0,0.2045180917202312,0.013711122569480694,0.8731129339165888,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,0,0,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,15,40,10,30,8,21,5,0.55,0.2,0.12,z0015,exhaustive_four_axis_grid,historical_pit,COMPLETE,10.254006801000287,True,True
1.5403796272188912,0.21894116690245902,0.2821791923970947,2.1401146852624544,1.5403796272188912,0.21870117546695966,0.27615492415650267,2.1807543390187774,96457091.5509955,47327136.698135644,49129954.85285984,24.262765287382408,0.0,8.236653106323137,128,11,1549,417,2025-01-02,2026-09-21,2540379627.218891,1,0,0,1,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,1,False,True,0,UNKNOWN_BLOCK_SUBMISSION,1,1,383,96457091.5509955,2540379627.218891,1,1,1,0,0,0,1.0,0.08108259338875262,0.868248356664126,0,30,False,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,1,8,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,15,40,15,40,8,21,5,0.55,0.2,0.12,z0016,exhaustive_four_axis_grid,historical_pit,COMPLETE,10.627821912999934,False,False
1.0131174882295437,0.2325743470024959,0.24139894779816318,1.873865820380466,1.0131174882295437,0.23232014055679695,0.23709879273855233,1.9035255488429679,72587792.75531809,35841816.58686301,36745976.16845508,19.731667423128364,0.0,8.137893168091615,109,12,1665,417,2025-01-02,2026-09-21,2013117488.229544,0,0,7,7,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,3,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,7,407,72587792.75531809,2013117488.229544,0,0,0,0,0,0,0.20961420725967306,0.01620224434878853,0.8369189340768752,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,7,0,1,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,5,20,5,20,8,21,5,0.55,0.2,0.16,z0017,exhaustive_four_axis_grid,historical_pit,COMPLETE,11.938922563000233,False,False
1.20558490238674,0.26383301628263156,0.2676780144582003,1.9215322719467414,1.20558490238674,0.2626494909115966,0.2640758612762957,1.9441139395459293,75761910.40363728,37266993.28680375,38494917.11683353,19.922189040975912,0.0,3.144814239515164,80,7,1644,417,2025-01-02,2026-09-21,2205584902.38674,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,413,75761910.40363728,2205584902.38674,0,0,0,0,0,0,0.21967979052945888,0.06679124317024288,0.8349376464921113,20,30,True,DOUBLE_CHECK_OFFICIAL_RULE_SHADOW,historical_pit,0,1,0,20,0.2,0,2.0,0.04,0.8,2.5,coverage_only,5,20,10,30,8,21,5,0.55,0.2,0.16,z0018,exhaustive_four_axis_grid,historical_pit,COMPLETE,14.676996039001097,False,False
