date,symbol,issue
2022-10-20,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1802.TW;ACTIVE_CAP:2408.TW;ACTIVE_CAP:3481.TW
2022-10-21,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2408.TW
2022-10-24,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1802.TW;ACTIVE_CAP:2408.TW;ACTIVE_CAP:2834.TW;ACTIVE_CAP:3045.TW;ACTIVE_CAP:5289.TWO;ACTIVE_CAP:6147.TWO
