date,nav,economic_nav,cash,cash_ratio,holdings,dividend_receivable,odd_residual_names,fees,taxes,costs,traded_notional,turnover,violations,active_cap_breaches,passive_cap_breaches,overdue_passive_caps,active_share_status,submission_status,stale_count,executed_plan,terminal_dividend_credit
2017-07-03,999486356.1219474,999486356.1219474,97630836.12194744,0.09768100937441461,22,0.0,0,1284046.292559328,0.0,1284046.292559328,901085117.5854932,0.9010851175854933,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-04,991959896.1219474,992299684.4139475,97630836.12194744,0.09842216051640168,22,339788.292,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-05,994262099.4062082,996941385.775185,95535299.40620819,0.09608663496603526,22,2679286.368976854,0,117931.95975142709,121354.52966201346,239286.48941344055,82759270.00100145,0.083430056320369,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-06,991953779.4062082,996159065.775185,95535299.40620819,0.09631023278463278,22,4205286.368976854,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-07,982022481.3573508,987334767.7263277,93674511.35735086,0.0953893756361606,22,5312286.368976854,0,117690.52594176277,121452.29630931458,239142.82225107733,82589842.76614931,0.08325976923601046,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-10,983206933.2643019,988519219.6332787,88837563.26430191,0.09035489911503801,22,5312286.368976854,0,119028.59918692494,118393.97402226663,237422.57320919156,83528841.53468417,0.08505797282688544,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-11,990695777.0587628,997668363.9601218,85983707.05876276,0.08679123203092312,22,6972586.901359014,0,119515.71077503747,121887.33159739462,241403.04237243207,83870674.22809646,0.0853031761580862,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-12,997730310.972529,1004702897.873888,80508290.97252901,0.08069143543815387,22,6972586.901359014,0,115020.11335910615,113203.01409773584,228223.127456842,80715869.02393413,0.08147392054457753,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-13,998581034.0860335,1007902620.9873924,74865284.08603348,0.07497166632506201,22,9321586.901359014,0,114883.84132793522,112807.38580351729,227691.22713145253,80620239.5283756,0.08080363866042288,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-14,1000158807.233608,1010860870.2502673,72959037.23360796,0.0729474526504538,22,10702063.016659265,0,120261.99781276603,124098.74748432422,244360.74529709027,84394384.43001124,0.08451430735138535,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-17,1002726353.0071934,1015187916.0238527,68433813.00719348,0.06824774556084948,22,12461563.016659265,0,116808.99619377297,116518.9937439933,233327.98993776628,81971225.39913893,0.08195820984256237,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-18,1016484184.0859861,1031402747.1026454,65873674.08598611,0.06480540978138204,22,14918563.016659265,0,121272.12164576241,124182.83894935783,245454.96059512024,85103243.26018414,0.08487185262954151,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-19,1019317925.6919621,1034236488.7086214,61466475.69196217,0.06030157435937935,22,14918563.016659265,0,121791.0498081686,121955.92793681167,243746.97774498025,85467403.3741534,0.08408139025891972,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-20,1021569322.3645394,1036487885.3811986,57781642.36453943,0.056561645988739355,22,14918563.016659265,0,120042.8599252144,121195.51275231842,241238.37267753284,84240603.45629081,0.08264409104657336,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-21,1021208154.2541212,1036126717.2707804,52465774.25412119,0.05137618029738667,22,14918563.016659265,0,119191.27182494456,117846.25077611062,237037.52260105519,83642997.77189092,0.08187696707482328,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-24,1021930634.2541212,1036849197.2707804,52465774.25412119,0.05133985859266711,22,14918563.016659265,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-25,1030420847.9656311,1045339410.9822904,47173207.96563116,0.04578052555784914,22,14918563.016659265,0,120910.60710002005,119696.38431757032,240606.99141759035,84849548.84211932,0.0830286772879146,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-26,1030080827.7193266,1044999390.7359859,42373747.71932662,0.04113633277996753,22,14918563.016659265,0,124627.66625457568,124361.3102053127,248988.9764598884,87458011.40671977,0.08487601117484074,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-27,1039662918.7028359,1055729331.8074952,45720788.702835925,0.043976550361035024,22,16066413.104659265,0,110587.7221871679,121777.23753291553,232364.95972008345,77605419.07871431,0.07533915493848994,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-28,1017810778.1422639,1033877191.2469232,45418078.142263874,0.044623302403185586,22,16066413.104659265,0,111848.64720969174,117625.56359080768,229474.21080049942,78490278.74364333,0.0754958913429113,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-31,1016106938.3772194,1032173351.4818788,45637048.37721949,0.044913627349208396,22,16066413.104659265,0,119513.78742930194,126501.46499876176,246015.25242806372,83869324.51179083,0.08240168635752848,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-08-01,1019777100.5476241,1035843513.6522834,42582100.547624156,0.04175628235303323,22,16066413.104659265,0,112576.23498195442,114259.13128601361,226835.36626796803,79000866.6540031,0.07774857514522239,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-08-02,1034597369.2687265,1050663782.3733858,47001089.26872642,0.04542935316174997,22,16066413.104659265,0,119495.92177240674,132792.09592125364,252288.0176936604,83856787.20870648,0.08223050621912874,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-08-03,1037596737.7554783,1037596737.7554783,44177154.650818914,0.0425764201479494,22,0.0,0,126613.67548740098,129425.71029644711,256039.3857838481,88851702.09642173,0.08588046397143252,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,16066413.104659265
