date,symbol,issue
2013-07-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2360.TW;ACTIVE_CAP:3131.TWO;ACTIVE_CAP:3324.TWO;ACTIVE_CAP:3481.TW
2013-07-08,3680.TWO,STALE_HELD_PRICES
