date,nav,economic_nav,cash,cash_ratio,holdings,dividend_receivable,odd_residual_names,fees,taxes,costs,traded_notional,turnover,violations,active_cap_breaches,passive_cap_breaches,overdue_passive_caps,active_share_status,submission_status,stale_count,executed_plan,terminal_dividend_credit
2017-07-03,999425077.8046278,999425077.8046278,96518717.80462775,0.09657424047898033,22,0.0,0,1285628.8060797423,0.0,1285628.8060797423,902195653.3892927,0.9021956533892928,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-04,986562217.8046278,986902006.0966278,96518717.80462775,0.09783338147634361,22,339788.292,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-05,988044515.9310807,990725802.2984136,95325225.9310807,0.09647867519536937,22,2681286.367332893,0,118554.9577622269,123367.33801463617,241922.29577686306,83196461.58752763,0.08432966526192605,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-06,983079895.9310807,990970382.2984136,95325225.9310807,0.09696589903387011,22,7890486.3673328925,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-07,970770257.7425245,981455447.0238574,92576417.74252446,0.09536387935679662,22,10685189.281332891,0,115415.12845581994,117716.0934508888,233131.22190670873,80993072.60057539,0.08238707040577448,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-10,972148295.0852063,982833484.3665391,89480215.08520627,0.09204379160831996,22,10685189.281332891,0,116030.61272044876,117843.9949997596,233874.60772020835,81424991.38277104,0.08387668527476377,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-11,980431001.4200467,992777691.2341716,86062941.42004672,0.08778072224908637,22,12346689.814124892,0,115958.74075474564,117285.78866981395,233244.5294245596,81374554.91561097,0.08370590714092514,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-12,991791521.4200467,1004138211.2341716,86062941.42004672,0.08677523407018224,22,12346689.814124892,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-13,994024362.4878279,1007959552.3019528,80972872.48782787,0.08145964580301662,22,13935189.814124892,0,115675.28002903183,114473.57254266803,230148.85257169986,81175635.10809252,0.08184747838120786,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-14,1002715622.9209558,1016650812.7350807,75411392.92095575,0.07520715863714077,22,13935189.814124892,0,114207.36562748226,112215.6948482815,226423.06047576375,80145519.73858404,0.08062731937273362,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-17,1004666693.7407707,1018601883.5548956,71541903.74077065,0.07120959039101007,22,13935189.814124892,0,116376.63906986197,117047.62796697443,233424.2670368364,81667816.8911312,0.08144663853269701,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
