date,symbol,shares,close,weight
2025-04-02,1402.TW,1328000.0,33.79999923706055,0.04500237105402714
2025-04-02,1815.TWO,1505000.0,30.7,0.046322875034048624
2025-04-02,2303.TW,987000.0,45.25,0.04477714164623721
2025-04-02,2412.TW,349000.0,130.0,0.04548722153721657
2025-04-02,2812.TW,2186000.0,20.49999816253868,0.044928778400687645
2025-04-02,2880.TW,1629000.0,28.05000074520111,0.04581150844540777
2025-04-02,2884.TW,1562000.0,29.300000036295124,0.04588484628133088
2025-04-02,2886.TW,1142000.0,39.5,0.045225547196876846
2025-04-02,2891.TW,1137000.0,40.400001525878906,0.04605348253878384
2025-04-02,3034.TW,82000.0,531.0,0.043654498571159
2025-04-02,3044.TW,225000.0,202.0,0.04556742823157358
2025-04-02,3045.TW,391000.0,116.0,0.0454731853657041
2025-04-02,3163.TWO,264000.0,168.0,0.044466591351523685
2025-04-02,3264.TWO,615000.0,74.0,0.045627583252341335
2025-04-02,3481.TW,2927000.0,15.649999618530272,0.045925900906718685
2025-04-02,4904.TW,490000.0,92.6999969482422,0.04554035697300324
2025-04-02,4991.TWO,408000.0,112.0,0.045814063816721366
2025-04-02,5876.TW,1000000.0,45.80000007629395,0.04591833259587654
2025-04-02,6290.TWO,542000.0,84.0,0.04564562975857166
2025-04-02,6548.TWO,1271000.0,35.04999923706055,0.04466364820152062
2025-04-07,1402.TW,1328000.0,30.450000762939453,0.04416478162419248
2025-04-07,1815.TWO,1505000.0,27.65,0.04544879154240009
2025-04-07,2303.TW,987000.0,40.75,0.0439273971158998
2025-04-07,2412.TW,349000.0,124.0,0.0472647991394305
2025-04-07,2812.TW,2186000.0,18.449999440011787,0.04404911825476732
2025-04-07,2880.TW,1629000.0,25.25000050086976,0.04492345810534674
2025-04-07,2884.TW,1562000.0,26.39999969080704,0.045037643181576124
2025-04-07,2886.TW,1142000.0,35.54999923706055,0.044340073037290595
2025-04-07,2891.TW,1137000.0,36.400001525878906,0.04520147127795156
2025-04-07,3034.TW,83000.0,478.0,0.043330798619506554
2025-04-07,3044.TW,225000.0,182.0,0.04472440902023475
2025-04-07,3045.TW,391000.0,113.0,0.04825539838195438
2025-04-07,3163.TWO,264000.0,151.5,0.04368247773316994
2025-04-07,3264.TWO,615000.0,66.5999984741211,0.044734237535768384
2025-04-07,3481.TW,2927000.0,14.100000381469728,0.04507466953086626
2025-04-07,4904.TW,490000.0,88.4000015258789,0.047308486802443574
2025-04-07,4991.TWO,408000.0,101.0,0.04500618917962963
2025-04-07,5876.TW,1000000.0,41.249999084472655,0.04505205936845578
2025-04-07,6290.TWO,542000.0,75.6,0.04475193173347797
2025-04-07,6548.TWO,1271000.0,31.549999237060547,0.04379611708334022
2025-04-08,1402.TW,1328000.0,30.950000762939453,0.045834166558916624
2025-04-08,1815.TWO,1505000.0,24.9,0.04178942990958397
2025-04-08,2303.TW,987000.0,41.70000076293945,0.045896948825040876
2025-04-08,2412.TW,349000.0,127.0,0.049426487394961645
2025-04-08,2812.TW,2186000.0,18.84999945751142,0.04595069656006237
2025-04-08,2880.TW,1629000.0,25.8499995803833,0.04695828466361695
2025-04-08,2884.TW,1562000.0,26.749999234283788,0.0465945801717143
2025-04-08,2886.TW,1142000.0,38.25,0.04871112309958751
2025-04-08,2891.TW,1137000.0,35.849998474121094,0.045454847570655064
2025-04-08,3034.TW,83000.0,475.0,0.043964516516173606
2025-04-08,3044.TW,225000.0,164.0,0.04114878020156769
2025-04-08,3045.TW,391000.0,113.0,0.049270367361676566
2025-04-08,3163.TWO,264000.0,136.5,0.04018529656757976
2025-04-08,3264.TWO,615000.0,60.0,0.04114878020156769
2025-04-08,3481.TW,2927000.0,12.800000190734863,0.04177950575860256
2025-04-08,4904.TW,490000.0,88.30000305175781,0.04824889795429604
2025-04-08,4991.TWO,408000.0,90.9,0.041357534988931736
2025-04-08,5876.TW,1000000.0,45.34999942779541,0.050571738715327205
2025-04-08,6290.TWO,542000.0,68.1,0.0411601546611356
2025-04-08,6548.TWO,1271000.0,30.0,0.042520406208286614
2025-04-09,1402.TW,1328000.0,30.350000381469727,0.04692920779518381
2025-04-09,1815.TWO,1505000.0,22.45,0.03934044719607283
2025-04-09,2303.TW,987000.0,39.900001525878906,0.04585392455470888
2025-04-09,2412.TW,349000.0,126.0,0.051201468749309476
2025-04-09,2812.TW,2186000.0,17.749998862523945,0.04517882526862964
2025-04-09,2880.TW,1629000.0,25.04999951057434,0.04751330635429207
2025-04-09,2884.TW,1562000.0,25.90000089339767,0.04710502685403435
2025-04-09,2886.TW,1142000.0,36.84999847412109,0.048999316862583714
2025-04-09,2891.TW,1137000.0,34.0,0.04501174282327752
2025-04-09,3034.TW,83000.0,458.5,0.04431021726450509
2025-04-09,3044.TW,225000.0,148.0,0.03877311387074193
2025-04-09,3045.TW,391000.0,115.0,0.05235534730324057
2025-04-09,3163.TWO,264000.0,123.0,0.03780902563395591
2025-04-09,3264.TWO,615000.0,55.79999923706055,0.03995726518046861
2025-04-09,3481.TW,2927000.0,11.949999809265137,0.04072649804008006
2025-04-09,4904.TW,490000.0,86.5,0.04935130424658849
2025-04-09,4991.TWO,408000.0,81.9,0.03890724788629477
2025-04-09,5876.TW,1000000.0,44.999999351501465,0.05239609907024262
2025-04-09,6290.TWO,542000.0,61.3,0.03868532129459016
2025-04-09,6548.TWO,1271000.0,29.100000381469727,0.043065053625637104
2025-04-10,1402.TW,1328000.0,31.75,0.04602007995281535
2025-04-10,1815.TWO,1505000.0,24.65,0.04049104523075448
2025-04-10,2303.TW,987000.0,43.84999847412109,0.047238086757557515
2025-04-10,2412.TW,349000.0,127.0,0.048376529829917345
2025-04-10,2812.TW,2186000.0,19.49999921251657,0.04652542142415116
2025-04-10,2880.TW,1629000.0,26.64999965019226,0.04738314205852491
2025-04-10,2884.TW,1562000.0,27.79999979116505,0.04739487545838425
2025-04-10,2886.TW,1142000.0,38.04999923706055,0.04742707276590101
2025-04-10,2891.TW,1137000.0,37.400001525878906,0.04641278711077899
2025-04-10,3034.TW,83000.0,504.0,0.04565771711854121
2025-04-10,3044.TW,225000.0,162.5,0.0399062985787594
2025-04-10,3045.TW,391000.0,119.0,0.050784278060064164
2025-04-10,3163.TWO,264000.0,135.0,0.03889943196846454
2025-04-10,3264.TWO,615000.0,61.29999923706055,0.04114728162859747
2025-04-10,3481.TW,2927000.0,13.100000381469728,0.04185039823240285
2025-04-10,4904.TW,490000.0,91.9000015258789,0.04914928030460943
2025-04-10,4991.TWO,408000.0,90.0,0.040078202634175594
2025-04-10,5876.TW,1000000.0,46.85000030517578,0.051134635229902595
2025-04-10,6290.TWO,542000.0,67.4,0.03987169947681214
2025-04-10,6548.TWO,1271000.0,32.0,0.04439163010722194
2025-04-11,1402.TW,1328000.0,32.400001525878906,0.04676647808399213
2025-04-11,1815.TWO,1505000.0,25.25,0.041303746039545924
2025-04-11,2303.TW,987000.0,44.09999847412109,0.04730938325803249
2025-04-11,2412.TW,349000.0,128.5,0.04874388202394648
2025-04-11,2812.TW,2186000.0,19.099999195016945,0.04538110494283304
2025-04-11,2880.TW,1629000.0,26.64999965019226,0.04718564014911368
2025-04-11,2884.TW,1562000.0,27.5999995016209,0.04685777504967392
2025-04-11,2886.TW,1142000.0,38.20000076293945,0.04741557645378942
2025-04-11,2891.TW,1137000.0,37.25,0.046033956302737364
2025-04-11,3034.TW,83000.0,510.0,0.04600868576307303
2025-04-11,3044.TW,225000.0,168.0,0.04108500642202127
2025-04-11,3045.TW,391000.0,117.0,0.04972263991503194
2025-04-11,3163.TWO,264000.0,132.5,0.03801993451434667
2025-04-11,3264.TWO,615000.0,67.4000015258789,0.045053297347989726
2025-04-11,3481.TW,2927000.0,13.199999809265137,0.04199409310018007
2025-04-11,4904.TW,490000.0,89.69999694824219,0.04777273084206802
2025-04-11,4991.TWO,408000.0,84.7,0.03756082587115456
2025-04-11,5876.TW,1000000.0,47.79999996185303,0.05195405569855419
2025-04-11,5903.TWO,4000.0,195.5,0.0008499596566672125
2025-04-11,6290.TWO,542000.0,67.5,0.039764416929884874
2025-04-11,6548.TWO,1271000.0,32.29999923706055,0.04462103318267718
2025-04-14,1402.TW,1328000.0,32.900001525878906,0.047156561036271256
2025-04-14,1815.TWO,1505000.0,26.0,0.042233588177219596
2025-04-14,2303.TW,987000.0,44.29999923706055,0.047192067493400935
2025-04-14,2412.TW,349000.0,127.5,0.04802681037351978
2025-04-14,2812.TW,2186000.0,18.99999973750553,0.04482826034036445
2025-04-14,2880.TW,1629000.0,26.54999915504456,0.04668030970747915
2025-04-14,2884.TW,1562000.0,27.55000039246036,0.046446262440052975
2025-04-14,2886.TW,1142000.0,37.79999923706055,0.04659142867880902
2025-04-14,2891.TW,1137000.0,37.04999923706055,0.045467052488609425
2025-04-14,3034.TW,83000.0,503.0,0.045060313641981625
2025-04-14,3044.TW,225000.0,169.5,0.04116236823686973
2025-04-14,3045.TW,391000.0,115.0,0.04853139004315562
2025-04-14,3163.TWO,264000.0,138.5,0.039464066396929655
2025-04-14,3264.TWO,615000.0,70.0,0.046464502198551076
2025-04-14,3481.TW,2927000.0,13.649999618530272,0.0431224566767579
2025-04-14,4904.TW,490000.0,87.5,0.04627562210831307
2025-04-14,5876.TW,1000000.0,47.49999824523926,0.051267451170664155
2025-04-14,5903.TWO,4000.0,194.0,0.0008375482858554155
2025-04-14,6290.TWO,542000.0,70.9,0.04147569332370456
2025-04-14,6548.TWO,1271000.0,31.799999237060547,0.04362352873180381
2025-04-15,1402.TW,1328000.0,32.900001525878906,0.046289782142304996
2025-04-15,1815.TWO,1505000.0,28.0,0.04464632074666965
2025-04-15,2303.TW,987000.0,44.70000076293945,0.0467429186998071
2025-04-15,2412.TW,349000.0,129.0,0.047698671246697064
2025-04-15,2451.TW,47000.0,96.8,0.004820192237044334
2025-04-15,2454.TW,3000.0,1385.0,0.0044021229877174274
2025-04-15,2812.TW,2186000.0,19.099999195016945,0.04423587786055014
2025-04-15,2880.TW,1629000.0,26.699999897766112,0.04608116898472994
2025-04-15,2884.TW,1562000.0,27.74999875555351,0.04592351706549873
2025-04-15,2886.TW,1142000.0,37.70000076293945,0.04561404709382945
2025-04-15,2891.TW,1137000.0,37.75,0.04547456614875102
