date,nav,economic_nav,cash,cash_ratio,holdings,dividend_receivable,odd_residual_names,fees,taxes,costs,traded_notional,turnover,violations,active_cap_breaches,passive_cap_breaches,overdue_passive_caps,active_share_status,submission_status,stale_count,executed_plan,terminal_dividend_credit
2017-07-03,999990273.1945672,999990273.1945672,93906953.19456714,0.09390786661811434,22,0.0,0,1289345.2746813209,0.0,1289345.2746813209,904803701.5307515,0.9048037015307515,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-04,984553803.1945672,984553803.1945672,93906953.19456714,0.0953802147631431,22,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-05,986832873.8683971,989173371.944552,92271443.86839712,0.093502604454888,22,2340498.0761548737,0,117683.66576245379,121783.47963668976,239467.14539914357,82585028.60523072,0.08388066587856173,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-06,983863974.2156563,991405672.2918111,89672234.21565628,0.09114291870189033,22,7541698.076154874,0,116400.62676390773,118981.23385276925,235381.86061667698,81684650.360637,0.08277455334501793,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-07,972379764.2156563,982712614.1448112,89672234.21565628,0.09221935453170187,22,10332849.929154873,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-10,974094187.7640157,984427037.6931705,85453427.76401573,0.08772604213989799,22,10332849.929154873,0,117392.55142049765,117595.37897655336,234987.930397051,82380737.83894572,0.08472074478575344,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-11,980824272.0984015,992818022.5601435,83222102.09840158,0.08484914623937069,22,11993750.461741952,0,117656.22803531434,120859.44610259018,238515.67413790454,82565774.0598697,0.08476159194563648,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-12,991638826.140214,1003632576.6019559,81383216.14021401,0.08206941276894571,22,11993750.461741952,0,120225.2013057358,124161.09398537721,244386.29529111303,84368562.3198146,0.08601802047507882,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-13,994700077.4866289,1008282327.9483708,76698097.48662886,0.07710675732571244,22,13582250.461741952,0,114987.26118607265,114355.558550356,229342.81973642865,80692814.86741939,0.08137319025869781,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-14,998828737.1518539,1012410987.6135958,70982327.15185396,0.07106556360628857,22,13582250.461741952,0,114355.45927259137,112140.25572569443,226495.7149982858,80249445.10357288,0.08067702709578971,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-17,1002076367.6679935,1015658618.1297355,66041937.66799351,0.06590509446069925,22,13582250.461741952,0,117857.85801418111,117002.60964852558,234860.46766270668,82707268.78188148,0.08280425432864506,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-18,1024226816.2139353,1037809066.6756772,62901326.21393531,0.0614134732836333,22,13582250.461741952,0,121611.800279516,123669.42600519872,245281.2262847147,85341614.23123929,0.0851647808338641,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-19,1023826505.0163368,1037408755.4780787,58284835.01633676,0.056928429505159896,22,13582250.461741952,0,122543.19971907629,122435.57317249353,244978.77289156982,85995227.873036,0.08396111731473525,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-20,1027454626.7568295,1041036877.2185714,55585756.75682954,0.05410044911889347,22,13582250.461741952,0,121966.34864444009,124707.022819978,246673.37146441807,85590420.10136145,0.08359855862492613,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-21,1026891080.639172,1040473331.1009139,53834910.63917201,0.05242514192027389,22,13582250.461741952,0,123393.7355966775,127638.42179294287,251032.15738962038,86592095.15556316,0.08427826679694066,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-24,1027680098.3319083,1041262348.7936503,50743108.33190832,0.04937636567475874,22,13582250.461741952,0,122661.65809506376,124851.10051392714,247512.7586089909,86078356.55793947,0.08382423236587211,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-25,1037118252.3778924,1050700502.8396343,44525712.37789236,0.04293214614225942,22,13582250.461741952,0,120297.17091305534,117659.44194938059,237956.61286243593,84419067.30740725,0.08214527793661967,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-26,1036723405.23297,1050305655.6947119,42044985.23297005,0.040555643887987464,22,13582250.461741952,0,120594.72868734994,123587.00154886553,244181.73023621546,84627879.78059645,0.08159906508882922,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-27,1042257920.5832143,1058721644.5969563,44857700.58321424,0.04303896348239148,22,16463724.013741951,0,112530.01876388623,123025.05696937273,235555.07573325897,78968434.22027104,0.07617116949580727,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-28,1018854355.8768151,1035318079.890557,42322605.87681505,0.04153940711220955,22,16463724.013741951,0,115065.04583317107,117667.55772275728,232732.60355592833,80747400.58468145,0.07747353029420759,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-07-31,1016715069.7783089,1033178793.7920508,44129059.77830886,0.04340356614162417,22,16463724.013741951,0,113987.85130878737,123052.45321301011,237040.3045217975,79991474.6026578,0.07851119656235654,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-08-01,1020623067.2528375,1037086791.2665795,45562717.25283758,0.044642061025993246,22,16463724.013741951,0,117578.28249981231,126282.89112993488,243861.17362974718,82511075.43846478,0.08115457111937568,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-08-02,1039051836.7057899,1055515560.7195319,45657016.705789976,0.04394103844764953,22,16463724.013741951,0,121022.04448038916,127906.46771655469,248928.51219694386,84927750.51255378,0.08321167063287112,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2017-08-03,1043998996.1364975,1043998996.1364975,45306242.12275558,0.043396825370924035,22,0.0,0,123595.84960092203,129955.05880481703,253550.90840573906,86733929.54450668,0.08347411214775188,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,16463724.013741951
