date,symbol,issue
2010-07-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2603.TW;ACTIVE_CAP:2609.TW
2010-07-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1815.TWO
2010-07-05,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1815.TWO;ACTIVE_CAP:2618.TW;ACTIVE_CAP:6223.TWO;ACTIVE_CAP:8069.TWO
