date,symbol,issue
2025-07-14,6919.TW,STALE_HELD_PRICES
2025-07-15,6919.TW,STALE_HELD_PRICES
2025-07-16,6919.TW,STALE_HELD_PRICES
2025-07-17,6919.TW,STALE_HELD_PRICES
2025-07-18,6919.TW,STALE_HELD_PRICES
2025-07-22,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:8210.TW
2025-07-23,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:8210.TW
2025-07-24,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:8210.TW
