date,symbol,issue
2018-01-08,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1802.TW
2018-01-09,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:6510.TWO
2018-01-29,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:3324.TWO
