date,nav,economic_nav,cash,cash_ratio,holdings,dividend_receivable,odd_residual_names,fees,taxes,costs,traded_notional,turnover,violations,active_cap_breaches,passive_cap_breaches,overdue_passive_caps,active_share_status,submission_status,stale_count,executed_plan,terminal_dividend_credit
2025-07-01,993961603.4113199,993961603.4113199,90652203.41131988,0.09120292282941066,22,0.0,0,1293976.6933508443,0.0,1293976.6933508443,908053819.8953292,0.9080538198953292,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2025-07-02,993729003.4113199,993729003.4113199,90652203.41131988,0.09122427050043293,22,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2025-07-03,1005510703.4113199,1005510703.4113199,90652203.41131988,0.09015538383009851,22,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2025-07-04,1007391884.2320101,1009249642.0710101,85601884.23201013,0.0849737679763711,22,1857757.8390000002,0,120110.28348634636,119215.38709095011,239325.67057729646,84287918.23603255,0.08382597813238121,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2025-07-07,990741384.2320101,993374132.1510102,85601884.23201013,0.08640184572320643,22,2632747.919,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2025-07-08,998384884.2320101,1001017632.1510102,85601884.23201013,0.08574036484722809,22,2632747.919,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2025-07-09,1020067379.0782762,1022700126.9972762,75209779.07827619,0.07373020706361091,22,2632747.919,0,114929.51170325343,105721.2517864794,220650.76348973284,80652288.9145638,0.08078276242794295,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2025-07-10,1029432879.0782762,1035016111.0652761,75209779.07827619,0.07305942971786253,22,5583231.987,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2025-07-11,1026764979.0782762,1032348211.0652761,75209779.07827619,0.0732492640582578,22,5583231.987,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2025-07-14,1018123779.0782762,1023707011.0652761,75209779.07827619,0.07387095815242112,22,5583231.987,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,1,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
