date,signal_date,symbol,trade_symbol,shares,price,notional,fee,tax,slippage_cost,volume_participation,execution_volume
2017-07-03,2017-06-30,1303.TW,1303.TW,529000,75.29594925899444,39831557.15800806,56759.96895016149,0.0,0.0,0.08647326080041219,6117498.0
2017-07-03,2017-06-30,1326.TW,1326.TW,418000,96.01825719909027,40135631.509219736,57193.27490063813,0.0,0.0,0.06354295769969628,6578227.0
2017-07-03,2017-06-30,1590.TW,1590.TW,111000,359.76449718846413,39933859.18791952,56905.74934278532,0.0,0.0,0.2934466231167204,378263.0
2017-07-03,2017-06-30,2303.TW,2303.TW,2711000,14.500173521430895,39309970.416599154,56016.7078436538,0.0,0.0,0.017966832776033462,150889143.0
2017-07-03,2017-06-30,2317.TW,2317.TW,341000,116.6368247927941,39773157.25434279,56676.749087438475,0.0,0.0,0.00703862242806466,48446980.0
2017-07-03,2017-06-30,2383.TW,2383.TW,271000,144.81128911706242,39243859.350723915,55922.49957478158,0.0,0.0,0.12358216823318086,2192873.0
2017-07-03,2017-06-30,2408.TW,2408.TW,729000,54.68288459225977,39863822.86775737,56805.947586554255,0.0,0.0,0.07812983957553955,9330622.0
2017-07-03,2017-06-30,2409.TW,2409.TW,2877000,13.45694571961418,38715632.83533,55169.776790345255,0.0,0.0,0.01901162820434319,151328438.0
2017-07-03,2017-06-30,2880.TW,2880.TW,2266000,17.613548819564656,39912301.62513351,56875.02981581525,0.0,0.0,0.2225577940652892,10181625.0
2017-07-03,2017-06-30,2882.TW,2882.TW,798000,48.484397437805484,38690549.155368775,55134.03254640051,0.0,0.0,0.03915747827606405,20379249.0
2017-07-03,2017-06-30,2883.TW,2883.TW,4530000,8.800105754734673,39864479.06894807,56806.882673251,0.0,0.0,0.10607788584946995,42704471.0
2017-07-03,2017-06-30,2891.TW,2891.TW,2005000,19.96235631951347,40024524.42062451,57034.947299389925,0.0,0.0,0.08195306791003164,24465222.0
2017-07-03,2017-06-30,2892.TW,2892.TW,1965000,20.384008213371015,40054576.139274046,57077.770998465516,0.0,0.0,0.1261196083706964,15580448.0
2017-07-03,2017-06-30,3044.TW,3044.TW,412000,96.36206844338076,39701172.198672876,56574.17038310885,0.0,0.0,0.35648495451788437,1155729.0
2017-07-03,2017-06-30,3081.TWO,3081.TWO,114000,345.6477177472395,39403839.8231853,56150.47174803906,0.0,0.0,0.11308839445231984,1008061.0
2017-07-03,2017-06-30,3105.TWO,3105.TWO,239000,166.6429743342559,39827670.865887165,56754.430983889215,0.0,0.0,0.046943902821799964,5091183.0
2017-07-03,2017-06-30,3443.TW,3443.TW,310000,127.82480063474132,39625688.19676981,56466.605680396984,0.0,0.0,0.2605532469977542,1189776.0
2017-07-03,2017-06-30,3481.TW,3481.TW,2515000,16.10382833149523,40501128.2537105,57714.10776153747,0.0,0.0,0.01798403951174284,139846223.0
2017-07-03,2017-06-30,5274.TWO,5274.TWO,59000,682.433088953442,40263552.248253085,57375.56195376065,0.0,0.0,0.2473141266667505,238563.0
2017-07-03,2017-06-30,5880.TW,5880.TW,2476000,16.19490009748459,40098572.641371846,57140.46601395488,0.0,0.0,0.24366227149527347,10161606.0
2017-07-03,2017-06-30,6290.TWO,6290.TWO,938000,41.60020820603345,39020995.297259375,55604.91829859461,0.0,0.0,0.20217107595748374,4639635.0
2017-07-03,2017-06-30,8299.TWO,8299.TWO,106000,373.9318276407425,39636773.7299187,56482.40256513416,0.0,0.0,0.10503910229223068,1009148.0
2017-07-06,2017-07-05,3443.TW,3443.TW,-310000,126.78796506520074,39304269.17021223,56008.58356755243,117912.8075106367,0.0,0.12441739547835078,2491613.0
2017-07-06,2017-07-05,2603.TW,2603.TW,2378000,16.670709609110222,39642947.45046411,56491.20011691136,0.0,0.0,0.1781634806521053,13347292.0
2017-07-07,2017-07-06,3105.TWO,3105.TWO,-239000,156.23836799482612,37340969.95076344,53210.88217983791,112022.90985229032,0.0,0.05264646510927115,4539716.0
2017-07-07,2017-07-06,3533.TW,3533.TW,294000,140.86203505892814,41413438.30732487,59014.14958793794,0.0,0.0,0.0590697953834343,4977163.0
2017-07-11,2017-07-10,2409.TW,2409.TW,-2877000,13.025020039233755,37472982.65287551,53399.00028034761,112418.94795862654,0.0,0.026075475131954413,110333560.0
2017-07-11,2017-07-10,2356.TW,2356.TW,1505000,26.69232326890839,40171946.51970713,57245.02379058266,0.0,0.0,0.0558161524972944,26963521.0
2017-07-12,2017-07-11,6290.TWO,6290.TWO,-938000,38.94152531741859,36527150.74773864,52051.18981552756,109581.45224321591,0.0,0.25035832201204816,3746630.0
2017-07-12,2017-07-11,3008.TW,3008.TW,7000,5372.691373919441,37608839.61743608,53592.59645484642,0.0,0.0,0.010299797682545521,679625.0
2017-07-14,2017-07-13,3481.TW,3481.TW,-2515000,15.122836161201324,38033932.94542133,54198.3544472254,114101.79883626399,0.0,0.020033128980548875,125542046.0
2017-07-14,2017-07-13,3443.TW,3443.TW,277000,150.9348973220175,41808966.55819885,59577.77734543336,0.0,0.0,0.02342431325325657,11825320.0
2017-07-19,2017-07-18,2356.TW,2356.TW,-1505000,24.41821972376398,36749420.68426479,52367.92447507732,110248.26205279437,0.0,0.0912792972428133,16487857.0
2017-07-19,2017-07-18,3260.TWO,3260.TWO,500000,82.46341507718928,41231707.53859464,58755.18324249736,0.0,0.0,0.045640101510888174,10955278.0
2017-07-25,2017-07-24,2891.TW,2891.TW,-2005000,19.27478008334466,38645934.06710604,55070.45604562611,115937.80220131812,0.0,0.062070440817769544,32302010.0
2017-07-25,2017-07-24,6147.TWO,6147.TWO,786000,52.71217190493955,41431767.11728249,59040.26814212755,0.0,0.0,0.06481663818363,12126516.0
2017-07-26,2017-07-25,1326.TW,1326.TW,-418000,90.21501201585878,37709875.02262897,53736.57190724628,113129.62506788691,0.0,0.13683773238271485,3054713.0
2017-07-26,2017-07-25,2382.TW,2382.TW,521000,78.35116526692666,40820957.104068786,58169.863873298025,0.0,0.0,0.031519862353184595,16529260.0
2017-07-27,2017-07-26,2317.TW,2317.TW,-341000,117.8190161569788,40176284.50952977,57251.20542607993,120528.85352858932,0.0,0.007120684280636316,47888656.0
2017-07-27,2017-07-26,5483.TWO,5483.TWO,691000,61.04827574906416,42184358.542603336,60112.71092320976,0.0,0.0,0.02250997344930715,30697504.0
2017-07-28,2017-07-27,2303.TW,2303.TW,-2711000,13.998043983197391,37948697.23844813,54076.89356478858,113846.09171534439,0.0,0.020993386773415185,129135905.0
2017-07-28,2017-07-27,2313.TW,2313.TW,1490000,27.53059292117258,41020583.45254715,58454.33141987969,0.0,0.0,0.16195903914593454,9199857.0
2017-07-31,2017-07-28,5274.TWO,5274.TWO,-59000,706.627324662696,41691012.155099064,59409.69232101617,125073.03646529719,0.0,0.28686033791175397,205675.0
2017-07-31,2017-07-28,5536.TWO,5536.TWO,212000,194.8699509916055,41312429.610220365,58870.212194564025,0.0,0.0,0.18369483089677738,1154088.0
2017-08-01,2017-07-31,2880.TW,2880.TW,-2266000,17.776801096747988,40282231.28523094,57402.1795814541,120846.69385569282,0.0,0.21470306689023833,10554111.0
2017-08-01,2017-07-31,6274.TWO,6274.TWO,626000,67.69100154391673,42374566.96649187,60383.75792725092,0.0,0.0,0.08977260570294102,6973174.0
2017-08-02,2017-08-01,2882.TW,2882.TW,-798000,49.06709580462119,39155542.45208771,55796.647994224986,117466.62735626312,0.0,0.09049683442526799,8817988.0
2017-08-02,2017-08-01,2454.TW,2454.TW,139000,299.94511541632784,41692371.04286957,59411.62873608914,0.0,0.0,0.005225162790134682,26602042.0
2017-08-03,2017-08-02,3260.TWO,3260.TWO,-500000,78.22869157126722,39114345.78563361,55737.94274452789,117343.03735690082,0.0,0.13504381631664208,3702502.0
2017-08-03,2017-08-02,3661.TW,3661.TW,464000,84.86195161705432,39375945.550313205,56110.72240919632,0.0,0.0,0.050472779834035926,9193074.0
