model,month,sessions,book_return,book_max_drawdown,economic_return,economic_max_drawdown,ending_book_nav,ending_economic_nav,partial_period,track
v1_matched,2025-04,20,-0.0338147739364286,0.1170980869635386,-0.0337811072352037,0.1169834908788227,877878783.1668074,878784309.0013874,False,historical_pit
v1_matched,2025-05,20,0.0427205052196981,0.0139061118261315,0.0426764847237171,0.0138924896851497,915382208.3053472,916287734.1399271,False,historical_pit
v1_matched,2025-06,21,0.0655797188891751,0.0179291926343099,0.0759617997420316,0.0169419835195573,975412716.2021644,985890599.5067444,False,historical_pit
v1_matched,2025-07,23,0.0846622246924211,0.027606253718426,0.0914766476701509,0.0251308857348249,1057993326.7491168,1076076566.519137,False,historical_pit
v1_matched,2025-08,21,0.1276030896515987,0.0631434714970832,0.1276908769990552,0.0613964807704402,1192996544.0730774,1213481727.0160975,False,historical_pit
v1_matched,2025-09,21,0.0201771319517756,0.0441491669135861,0.0201371291909453,0.0431032563302208,1217067792.760852,1237917765.323872,False,historical_pit
v1_matched,2025-10,20,0.1338565144757721,0.0201237538766035,0.1316019990851871,0.0197947777375725,1379980245.380541,1400830217.943561,False,historical_pit
v1_matched,2025-11,20,0.0083664442224569,0.0691123250188205,0.008241917973484,0.0680952933664212,1391525773.1316097,1412375745.6946297,False,historical_pit
v1_matched,2025-12,22,0.0350595907976791,0.0396841726094461,0.0345420291584124,0.0391139027638738,1440312097.3220282,1461162069.8850482,False,historical_pit
v1_matched,2026-01,21,0.0923538320596666,0.0320101513526452,0.0910359940838387,0.0316047283299437,1573330438.871613,1594180411.434633,False,historical_pit
v1_matched,2026-02,12,0.0707372832101795,0.0486803898003485,0.0698121241732625,0.0480470391639071,1684623559.7092705,1705473532.2722905,False,historical_pit
v1_matched,2026-03,22,-0.045606688477248,0.1051127924650927,-0.045049131772059,0.1038277541473186,1607793457.820177,1628643430.383197,False,historical_pit
v1_matched,2026-04,20,0.406277176366586,0.0233809617706121,0.4014493330851536,0.0231574925598258,2261003244.0440283,2282461249.3440485,False,historical_pit
v1_matched,2026-05,20,0.1094395686298466,0.0939339417709663,0.1087369274622069,0.0930948157325695,2508446463.7428904,2530649072.6492705,False,historical_pit
v1_matched,2026-06,21,0.0134657086320841,0.1088148615191595,0.0187850899572481,0.1066598588247359,2542224472.942834,2578187543.129214,False,historical_pit
v1_matched,2026-07,22,-0.0834984882037558,0.1362486504848178,-0.0710256007249294,0.1275858453966317,2329952572.7775173,2395070224.0969315,False,historical_pit
v1_matched,2026-08,21,0.1587647770257165,0.0101687128531896,0.1563170244157172,0.009572347643769,2699866973.4750347,2769460474.794449,False,historical_pit
v1_matched,2026-09,15,0.0131767880622586,0.0562449562534264,-0.012283232320247,0.0548351862135717,2735442548.380807,2735442548.380807,True,historical_pit
0050,2025-01,15,0.0320692069619872,0.0456412857066219,0.0445891069619872,0.0456412857066219,1032069206.9619873,1044589106.9619873,False,historical_pit
0050,2025-02,19,-0.0395376723535012,0.0395376723535012,-0.0390637944422733,0.0390637944422733,991263592.8109864,1003783492.8109864,False,historical_pit
0050,2025-03,21,-0.0923878882107421,0.0923878882107421,-0.0912355609111862,0.0912355609111862,899682842.8109863,912202742.8109864,False,historical_pit
0050,2025-04,20,-0.0213892282727913,0.152349081336049,-0.0210956630525999,0.1502951683559737,880439321.1129882,892959221.1129882,False,historical_pit
0050,2025-05,20,0.0587235490943764,0.0222089371295215,0.0579002047076189,0.0219200544659008,932141842.8109864,944661742.8109864,False,historical_pit
0050,2025-06,21,0.0681017921141344,0.0191520744806003,0.0671992175856555,0.0188982459974268,995622372.8109864,1008142272.8109864,False,historical_pit
0050,2025-07,23,0.0594282606184781,0.0177531849359349,0.0653135848231059,0.0175365384539782,1054790478.6599852,1073987658.6599853,False,historical_pit
0050,2025-08,21,0.01670532158518,0.0281242494167583,0.0164067193965582,0.0276366939416273,1072411092.8109864,1091608272.8109865,False,historical_pit
0050,2025-09,21,0.0916666999325093,0.0188181827651008,0.0900546361707728,0.0185176291935956,1170715478.6599853,1189912658.6599853,False,historical_pit
0050,2025-10,20,0.1101109676097826,0.0149213302831954,0.1083345178428227,0.0146943962456133,1299624092.8109865,1318821272.8109865,False,historical_pit
0050,2025-11,20,-0.0342523877082943,0.0742134704061909,-0.033753799108139,0.0731331956341776,1255108864.508984,1274306044.508984,False,historical_pit
0050,2025-12,22,0.0480285031080416,0.0309940708149869,0.0473049627754278,0.0305384255667564,1315389864.5089843,1334587044.5089843,False,historical_pit
0050,2026-01,21,0.0987053586204025,0.0201211918214344,0.1111834772505189,0.0196191066892857,1445225892.8109865,1482971072.8109865,False,historical_pit
0050,2026-02,12,0.1097305277942044,0.0141173778448684,0.1069376219857072,0.0137580566297401,1603811292.8109865,1641556472.8109865,False,historical_pit
0050,2026-03,22,-0.1017715742067892,0.1017715742067892,-0.0994314863383892,0.0994314863383892,1440588892.8109865,1478334072.8109865,False,historical_pit
0050,2026-04,20,0.2336865164516925,0.0254276543659588,0.2277199762837654,0.0249120225662698,1777235092.8109865,1814980272.8109865,False,historical_pit
0050,2026-05,20,0.1555029097838065,0.0504765410090631,0.1522689984249667,0.0494987525420228,2053600321.112988,2091345501.112988,False,historical_pit
0050,2026-06,21,0.0216766757602939,0.0691176323535712,0.0212854491418617,0.0679307071364299,2098115549.41499,2135860729.41499,False,historical_pit
0050,2026-07,22,-0.0437595941422794,0.1382249416047731,-0.0377758173999036,0.1306734080882272,2006302864.5089843,2055176844.5089843,False,historical_pit
0050,2026-08,21,0.0314325565783588,0.0321376356548983,0.0306850617115963,0.0313990369304097,2069366092.8109865,2118240072.8109865,False,historical_pit
0050,2026-09,15,0.069329806937695,0.0316790488124596,0.0446572477370175,0.0309707581069492,2212834844.5089846,2212834844.5089846,True,historical_pit
A,2025-01,15,0.0259126072031541,0.0477069409698391,0.0270149864800341,0.0476555407721173,1025912607.203154,1027014986.480034,False,official_ex_post
A,2025-02,19,-0.0353721704852301,0.0353721704852301,-0.0353342026383783,0.0353342026383783,989623851.5582172,990726230.8350972,False,official_ex_post
A,2025-03,21,-0.0878101793328799,0.0879665696921794,-0.0877124731058892,0.0878687062123264,902724803.6807948,903827182.9576747,False,official_ex_post
A,2025-04,20,-0.0648818151247555,0.1693839453703971,-0.0648026801199797,0.169181563425026,844154379.8598461,845256759.1367261,False,official_ex_post
A,2025-05,20,0.0423242265893955,0.0159680627648863,0.0422690275628301,0.0159482772725537,879882561.1094649,880984940.3863449,False,official_ex_post
A,2025-06,21,0.1130221984971882,0.0154568534114626,0.1161219102645105,0.0143280799273893,979328822.5853932,983286594.5782732,False,official_ex_post
A,2025-07,23,0.1076738347289152,0.0232581987017161,0.1149163209948427,0.0215445217501232,1084776912.373716,1096282272.5107558,False,official_ex_post
A,2025-08,21,0.2249458464750422,0.082368350495166,0.2249804747864958,0.0806915189521707,1328792973.164204,1342924378.6802442,False,official_ex_post
A,2025-09,21,0.0160039634169339,0.0618138774827735,0.0158800654443673,0.061163418690681,1350058927.295403,1364250105.700523,False,official_ex_post
A,2025-10,20,0.2051386256433029,0.0493742886442032,0.2030047362471279,0.0489018176888627,1627008160.178254,1641199338.5833738,False,official_ex_post
A,2025-11,20,0.0114256741377996,0.0997352403799554,0.0113268782290538,0.0989263769016377,1645597825.2359917,1659789003.6411114,False,official_ex_post
A,2025-12,22,0.1077958536602343,0.0394932087388759,0.1071856556608485,0.0388672602428062,1822986447.5887303,1837694576.2550504,False,official_ex_post
A,2026-01,21,0.2515486108099598,0.0326318928828365,0.2495353223226168,0.0324082826999096,2281556156.0050592,2296264284.671379,False,official_ex_post
A,2026-02,12,0.0774081377023729,0.0793239066919461,0.0769123198399661,0.0788158178653555,2458167169.1047955,2472875297.771116,False,official_ex_post
A,2026-03,22,-0.0564501260927206,0.1404029853338672,-0.0547825629440578,0.1395678986736998,2319403322.451844,2337404851.118164,False,official_ex_post
A,2026-04,20,0.3895618882360503,0.03674910406937,0.3870562475732508,0.0365289230601253,3222954460.3271527,3242112001.851473,False,official_ex_post
A,2026-05,20,0.1591498725684688,0.0748885182960139,0.1585362342094285,0.074476380653529,3735887251.982197,3756104229.510197,False,official_ex_post
A,2026-06,21,0.0071579721966439,0.0855532830155434,0.0116467721041355,0.0836618892521888,3762628629.061682,3799850719.470682,False,official_ex_post
A,2026-07,22,-0.1401733273488242,0.1790034274734732,-0.1293400019627612,0.1705584752468134,3235208454.548161,3308378019.956145,False,official_ex_post
A,2026-08,21,0.1398230437234231,0.0152129463563054,0.139565945068907,0.013867426685436,3687565147.742837,3770114924.9565234,False,official_ex_post
A,2026-09,15,0.0237389115717208,0.0563661263613233,0.001323303358875,0.0549694015632308,3775103930.700063,3775103930.700063,True,official_ex_post
A_dplan_guard,2025-01,15,0.0259126072031541,0.0477069409698391,0.0270149864800341,0.0476555407721173,1025912607.203154,1027014986.480034,False,official_ex_post
A_dplan_guard,2025-02,19,-0.0353721704852301,0.0353721704852301,-0.0353342026383783,0.0353342026383783,989623851.5582172,990726230.8350972,False,official_ex_post
A_dplan_guard,2025-03,21,-0.0878101793328799,0.0879665696921794,-0.0877124731058892,0.0878687062123264,902724803.6807948,903827182.9576747,False,official_ex_post
A_dplan_guard,2025-04,20,-0.0648818151247555,0.1693839453703971,-0.0648026801199797,0.169181563425026,844154379.8598461,845256759.1367261,False,official_ex_post
A_dplan_guard,2025-05,20,0.0423242265893955,0.0159680627648863,0.0422690275628301,0.0159482772725537,879882561.1094649,880984940.3863449,False,official_ex_post
A_dplan_guard,2025-06,21,0.1130221984971882,0.0154568534114626,0.1161219102645105,0.0143280799273893,979328822.5853932,983286594.5782732,False,official_ex_post
A_dplan_guard,2025-07,23,0.1008340891021717,0.0232581987017161,0.1081041056464833,0.0215445217501232,1078078552.3422935,1089583912.4793336,False,official_ex_post
A_dplan_guard,2025-08,21,0.232538249232189,0.0755373951027684,0.2328725065730839,0.0739081583305507,1328773051.4387436,1343318049.3001037,False,official_ex_post
A_dplan_guard,2025-09,21,-0.0057639513978319,0.0553835504499976,-0.0054389945846469,0.054783875917768,1321114068.151502,1336011749.704502,False,official_ex_post
A_dplan_guard,2025-10,20,0.1871172303850641,0.037283141491038,0.1850307121250469,0.0368957579466914,1568317273.6067555,1583214955.1597557,False,official_ex_post
A_dplan_guard,2025-11,20,-0.0054188505676623,0.0907381981117111,-0.0053678604542368,0.089911575745724,1559818796.6583972,1574716478.2113972,False,official_ex_post
A_dplan_guard,2025-12,22,0.0542604201358389,0.0508908513632925,0.0537470868016796,0.0504239810134116,1644455219.9008603,1659352901.4538603,False,official_ex_post
A_dplan_guard,2026-01,21,0.1803632022358832,0.0265829373801147,0.1787439001884192,0.0263709180853412,1941054429.2956927,1955952110.848693,False,official_ex_post
A_dplan_guard,2026-02,12,0.1480985857540429,0.0573533638810542,0.1469705798295746,0.0569265851533472,2228521845.146006,2243419526.699006,False,official_ex_post
A_dplan_guard,2026-03,22,0.0060165950431414,0.1227332288023678,0.0059766411620596,0.1219233652648646,2241929958.633044,2256827640.186044,False,official_ex_post
A_dplan_guard,2026-04,20,0.4194368142388474,0.0322738439175653,0.4171270550125268,0.0321104211159479,3182277918.2287188,3198211507.4077187,False,official_ex_post
A_dplan_guard,2026-05,20,0.1946537941200423,0.0834835813139757,0.1936840228649334,0.0830926305426187,3801720388.956368,3817653978.135368,False,official_ex_post
A_dplan_guard,2026-06,21,0.0582586998374181,0.0807471077293084,0.0612200564885019,0.0804160549880087,4023203675.96237,4051370970.33037,False,official_ex_post
A_dplan_guard,2026-07,22,-0.0767839165917148,0.1281031442640308,-0.0669782468983786,0.1198894013981234,3714286340.475795,3780017245.202658,False,official_ex_post
A_dplan_guard,2026-08,21,0.0274663137480308,0.0190442089211596,0.0372423901886918,0.0144262608706793,3816304094.4533286,3920794122.36848,False,official_ex_post
A_dplan_guard,2026-09,15,0.049680058491792,0.0242823941690583,0.0217058534734655,0.0235060120271254,4005898305.0882354,4005898305.0882354,True,official_ex_post
v1_matched,2025-01,15,0.0310065728214889,0.0500887408257458,0.031912098656069,0.0500442763527523,1031006572.8214892,1031912098.656069,False,official_ex_post
v1_matched,2025-02,19,-0.0346939892014216,0.0549192319063625,-0.0346635444536883,0.0548710390579878,995236841.9174256,996142367.7520056,False,official_ex_post
v1_matched,2025-03,21,-0.0839845851572809,0.0839845851572809,-0.0839082404358552,0.0839082404358552,911652288.6157484,912557814.4503282,False,official_ex_post
v1_matched,2025-04,20,-0.0503611565089506,0.1323179845205447,-0.0503111834249925,0.1321891393247714,865740425.0270275,866645950.8616074,False,official_ex_post
v1_matched,2025-05,20,0.0564918263702924,0.0150562311981286,0.0564328001806817,0.0150412306539385,914647682.7993976,915553208.6339777,False,official_ex_post
v1_matched,2025-06,21,0.0810239417864964,0.0140760337502403,0.0890281393758716,0.0131238643536887,988756043.4056896,997063207.2982696,False,official_ex_post
v1_matched,2025-07,23,0.1137409277418803,0.0307009386239338,0.1197795479217671,0.0282413986516517,1101218073.0930438,1116490987.5178838,False,official_ex_post
v1_matched,2025-08,21,0.1952179446643642,0.0705666550268513,0.1938703150104994,0.0694357599839491,1316195601.9495194,1332945446.9743595,False,official_ex_post
v1_matched,2025-09,21,0.0045859977012676,0.0523036178179249,0.0047796337148608,0.051645615131224,1322231671.9544785,1339316437.9727886,False,official_ex_post
v1_matched,2025-10,20,0.2043638630896112,0.0341134257096518,0.2017569296685828,0.0337086648800071,1592448044.3345313,1609532810.3528414,False,official_ex_post
v1_matched,2025-11,20,-0.0031417526430916,0.0817010842745924,-0.0031084037679091,0.080858592163108,1587444966.4822571,1604529732.5005672,False,official_ex_post
v1_matched,2025-12,22,0.0372062712379555,0.055532203080813,0.036810105043189,0.0549581127538736,1646507874.480523,1663592640.4988332,False,official_ex_post
v1_matched,2026-01,21,0.214505563235132,0.0129734500287281,0.2123026337028162,0.0128641177553644,1999692973.467048,2016777739.4853575,False,official_ex_post
v1_matched,2026-02,12,0.1119002282261392,0.0625537876114643,0.1109522857834945,0.0620338267670513,2223459073.5802174,2240543839.5985274,False,official_ex_post
v1_matched,2026-03,22,-0.0073152375102024,0.1146666224772112,-0.0058026676325974,0.1137958297500092,2207193942.3627634,2227542708.381073,False,official_ex_post
v1_matched,2026-04,20,0.3849261031581503,0.0341972525869476,0.3817838329183163,0.0339578581322359,3056800505.510737,3077982501.576047,False,official_ex_post
v1_matched,2026-05,20,0.1081820071113293,0.0924422360537775,0.1074375224211805,0.0918363201026472,3387491319.535815,3408673315.601125,False,official_ex_post
v1_matched,2026-06,21,0.0292760429771399,0.0983061023015872,0.0322885816524807,0.097461000124341,3486663660.991234,3518734542.278544,False,official_ex_post
v1_matched,2026-07,22,-0.1141562948552852,0.1807587595398003,-0.1040751009639003,0.1734223793512517,3088639056.0459104,3152521889.5257406,False,official_ex_post
v1_matched,2026-08,21,0.095628982759498,0.0119300648512742,0.099977271391322,0.0116338101400595,3384002467.086837,3467702426.0419397,False,official_ex_post
v1_matched,2026-09,15,0.028809562908926,0.0367632586532902,0.0039771789242419,0.0358792693895594,3481494099.046336,3481494099.046336,True,official_ex_post
0050,2025-01,15,0.0320692069619872,0.0456412857066219,0.0445891069619872,0.0456412857066219,1032069206.9619873,1044589106.9619873,False,official_ex_post
0050,2025-02,19,-0.0395376723535012,0.0395376723535012,-0.0390637944422733,0.0390637944422733,991263592.8109864,1003783492.8109864,False,official_ex_post
0050,2025-03,21,-0.0923878882107421,0.0923878882107421,-0.0912355609111862,0.0912355609111862,899682842.8109863,912202742.8109864,False,official_ex_post
0050,2025-04,20,-0.0213892282727913,0.152349081336049,-0.0210956630525999,0.1502951683559737,880439321.1129882,892959221.1129882,False,official_ex_post
0050,2025-05,20,0.0587235490943764,0.0222089371295215,0.0579002047076189,0.0219200544659008,932141842.8109864,944661742.8109864,False,official_ex_post
0050,2025-06,21,0.0681017921141344,0.0191520744806003,0.0671992175856555,0.0188982459974268,995622372.8109864,1008142272.8109864,False,official_ex_post
0050,2025-07,23,0.0594282606184781,0.0177531849359349,0.0653135848231059,0.0175365384539782,1054790478.6599852,1073987658.6599853,False,official_ex_post
0050,2025-08,21,0.01670532158518,0.0281242494167583,0.0164067193965582,0.0276366939416273,1072411092.8109864,1091608272.8109865,False,official_ex_post
0050,2025-09,21,0.0916666999325093,0.0188181827651008,0.0900546361707728,0.0185176291935956,1170715478.6599853,1189912658.6599853,False,official_ex_post
0050,2025-10,20,0.1101109676097826,0.0149213302831954,0.1083345178428227,0.0146943962456133,1299624092.8109865,1318821272.8109865,False,official_ex_post
0050,2025-11,20,-0.0342523877082943,0.0742134704061909,-0.033753799108139,0.0731331956341776,1255108864.508984,1274306044.508984,False,official_ex_post
0050,2025-12,22,0.0480285031080416,0.0309940708149869,0.0473049627754278,0.0305384255667564,1315389864.5089843,1334587044.5089843,False,official_ex_post
0050,2026-01,21,0.0987053586204025,0.0201211918214344,0.1111834772505189,0.0196191066892857,1445225892.8109865,1482971072.8109865,False,official_ex_post
0050,2026-02,12,0.1097305277942044,0.0141173778448684,0.1069376219857072,0.0137580566297401,1603811292.8109865,1641556472.8109865,False,official_ex_post
0050,2026-03,22,-0.1017715742067892,0.1017715742067892,-0.0994314863383892,0.0994314863383892,1440588892.8109865,1478334072.8109865,False,official_ex_post
0050,2026-04,20,0.2336865164516925,0.0254276543659588,0.2277199762837654,0.0249120225662698,1777235092.8109865,1814980272.8109865,False,official_ex_post
0050,2026-05,20,0.1555029097838065,0.0504765410090631,0.1522689984249667,0.0494987525420228,2053600321.112988,2091345501.112988,False,official_ex_post
0050,2026-06,21,0.0216766757602939,0.0691176323535712,0.0212854491418617,0.0679307071364299,2098115549.41499,2135860729.41499,False,official_ex_post
0050,2026-07,22,-0.0437595941422794,0.1382249416047731,-0.0377758173999036,0.1306734080882272,2006302864.5089843,2055176844.5089843,False,official_ex_post
0050,2026-08,21,0.0314325565783588,0.0321376356548983,0.0306850617115963,0.0313990369304097,2069366092.8109865,2118240072.8109865,False,official_ex_post
0050,2026-09,15,0.069329806937695,0.0316790488124596,0.0446572477370175,0.0309707581069492,2212834844.5089846,2212834844.5089846,True,official_ex_post
