date,A,A_dplan_guard,v1_matched,0050
2025-05-05,837611888.6468267,837611888.6468267,880630528.5483257,895973228.6599853
2025-05-06,847065371.9701389,847065371.9701389,889369313.7812784,891568092.8109863
2025-05-07,843418509.0435916,843418509.0435916,885322974.5343685,888554071.1129882
2025-05-08,846869461.0767292,846869461.0767292,887307729.9103403,898987321.1129882
2025-05-09,855598202.201212,855598202.201212,896848280.0842867,908956842.8109864
2025-05-12,859724708.6070526,859724708.6070526,901882335.6212112,917998978.6599852
2025-05-13,861377951.310551,861377951.310551,903208234.867546,927968571.1129882
2025-05-14,869310541.9136828,869310541.9136828,913496142.5345384,946748364.5089842
2025-05-15,864682559.1340582,864682559.1340582,911146400.9944674,944893592.8109864
2025-05-16,870894747.3400185,870894747.3400185,913307546.0682572,947212092.8109864
2025-05-19,858983697.7048731,858983697.7048731,901110714.3075968,935387728.6599852
2025-05-20,864109077.4545947,864109077.4545947,907156864.9478812,937010706.9619873
2025-05-21,883244464.7132809,883244464.7132809,919504512.4933352,949994321.112988
2025-05-22,885432668.9721057,885432668.9721057,923497145.8075676,940720321.112988
2025-05-23,878897234.3484399,878897234.3484399,917286523.1284176,937242571.112988
2025-05-26,875272422.7095201,875272422.7095201,916662728.8933592,936315114.5089842
2025-05-27,869152530.7672802,869152530.7672802,910654891.2268542,928895956.9619873
2025-05-28,873742888.9428252,873742888.9428252,912290316.099132,930287071.1129882
2025-05-29,878869194.1202989,878869194.1202989,915382208.3053472,932141842.8109864
2025-06-02,872468508.9966451,872468508.9966451,910153350.9669144,914289392.8109864
2025-06-03,890595313.8437641,890595313.8437641,922497019.858951,920085642.8109864
2025-06-04,891739991.337465,891739991.337465,928046521.1636353,939329192.8109864
2025-06-05,888220319.0122254,888220319.0122254,925934092.5378152,940952142.8109864
2025-06-06,878658785.5991751,878658785.5991751,919940962.7063384,942343242.8109864
2025-06-09,892241351.959305,892241351.959305,932715397.5245224,950457992.8109864
2025-06-10,912374809.2941296,912374809.2941296,946972714.327862,973411142.8109864
2025-06-11,925796744.3117557,925796744.3117557,959863290.4941448,973411142.8109864
2025-06-12,924881807.6839812,924881807.6839812,958592592.7536148,973411142.8109864
2025-06-13,929218146.6522764,929218146.6522764,960021120.526364,973411142.8109864
2025-06-16,931853729.9142402,931853729.9142402,961356608.774948,973411142.8109864
2025-06-17,927961867.2276424,927961867.2276424,960121757.4214122,973411142.8109864
2025-06-18,925259522.0456347,925259522.0456347,960690420.488329,980969452.8109864
2025-06-19,915249518.7457786,915249518.7457786,952870693.9786372,972251892.8109864
2025-06-20,906316104.1917764,906316104.1917764,944120260.9459548,970953532.8109864
2025-06-23,915636534.7869686,915636534.7869686,948770927.3093314,963719812.8109864
2025-06-24,934387061.207056,934387061.207056,969814040.5356096,979485612.8109864
2025-06-25,946279882.9145564,946279882.9145564,978463818.398124,992283732.8109864
2025-06-26,935975992.3184428,935975992.3184428,975244676.6823316,993396612.8109864
2025-06-27,937326925.0484884,937326925.0484884,975133378.865312,994324012.8109864
2025-06-30,944471743.3460108,944471743.3460108,975412716.2021644,995622372.8109864
2025-07-01,945979400.6977444,945979400.6977444,977636034.8752676,1000815801.4901856
2025-07-02,945710833.279032,945710833.279032,977393143.542367,1001001321.1129882
2025-07-03,954820715.5090302,954820715.5090302,985001286.4756424,1013428447.150586
2025-07-04,957544037.1030316,957544037.1030316,983836627.0845634,1004896384.1317872
2025-07-07,942940141.3435208,942940141.3435208,969703188.604142,999517447.150586
2025-07-08,954274797.1983666,954274797.1983666,976999813.5631372,995436864.5089842
2025-07-09,974353695.1209792,974353695.1209792,999029453.0151649,1004710864.5089842
2025-07-10,982886410.7061148,982886410.7061148,1009293668.9000268,1015097769.980786
2025-07-11,973605572.1299452,973605572.1299452,1003313492.9157524,1018992832.9995848
2025-07-14,965726375.0777444,965726375.0777444,996178593.7379254,1013613966.7733886
2025-07-15,984388317.7714396,984388317.7714396,1016623294.7427628,1026041092.8109864
2025-07-16,985202728.333701,985202728.333701,1016938703.1904768,1033460321.1129882
2025-07-17,985467471.3421992,985467471.3421992,1016760383.8582392,1039024706.9619873
2025-07-18,997978864.032308,997978864.032308,1029258535.4277908,1052935706.9619873
2025-07-21,992791616.5030524,992791616.5030524,1025944357.8941392,1042734321.1129882
2025-07-22,968824837.5062628,968824837.5062628,1000844563.1569155,1036242478.6599852
2025-07-23,969647619.426998,969555915.9949569,1006726499.6709086,1039024706.9619873
2025-07-24,977954002.6079228,978241299.7755518,1013394943.1353348,1044589092.8109864
2025-07-25,975201275.5357602,975546297.7844256,1012861239.8896996,1042734321.1129882
2025-07-28,988956253.0979086,989928824.241838,1029075678.96015,1045516478.6599852
2025-07-29,990629093.7701812,992087228.8474996,1027726867.0330894,1034387706.9619873
2025-07-30,987073200.9642804,988598581.711498,1031363390.3078032,1044589092.8109864
2025-07-31,1019471568.1853894,1022005954.4713696,1057993326.7491168,1054790478.6599852
2025-08-01,1016774862.4785064,1020016815.7023504,1055964637.919132,1046443864.5089842
2025-08-04,1000878196.5395644,1005407838.4130968,1038094739.5548092,1040879478.6599852
2025-08-05,1013621006.8610178,1018176954.4643168,1053150116.2094845,1052935706.9619873
2025-08-06,1014432407.787243,1017444954.8701832,1053068218.386892,1044589092.8109864
2025-08-07,1035874446.7161944,1038573907.6482384,1077439739.446695,1071483706.9619873
2025-08-08,1064970330.1698166,1068599192.3195674,1105298927.21953,1071483706.9619873
2025-08-11,1087840254.1029117,1094624519.986281,1130407885.2135398,1078902864.508984
2025-08-12,1097873722.2358935,1099692445.4339464,1136197782.0605454,1079830321.1129882
2025-08-13,1116219194.0965908,1114172063.5058982,1149671675.5689988,1088176864.508984
2025-08-14,1114422894.04339,1112952192.9706151,1147459447.7307715,1084467321.1129882
2025-08-15,1137148499.3162277,1127825041.2462013,1163366584.5765436,1084467321.1129882
2025-08-18,1173610021.4357934,1159729572.2536883,1189285612.1793652,1087249478.6599853
2025-08-19,1142264664.188983,1122120269.0786035,1157159544.935141,1085394706.9619873
2025-08-20,1093804041.3037632,1072347790.7867188,1114189990.0248263,1057572706.9619873
2025-08-21,1119861426.424369,1104243663.5823731,1136551172.76228,1063137092.8109864
2025-08-22,1109947342.2292526,1092943905.6851523,1127522721.6085722,1058500092.8109864
2025-08-25,1126484734.3080893,1109645008.2066252,1147496777.605694,1076120706.9619873
2025-08-26,1133434520.5550148,1114416309.3888164,1157274658.6604989,1077048092.8109865
2025-08-27,1165155913.3958447,1142403817.6394355,1175733627.3914592,1081685092.8109865
2025-08-28,1162655568.3849382,1137702989.2992866,1174384333.8811972,1072411092.8109864
2025-08-29,1192262545.3427584,1169179609.0720985,1192996544.0730774,1072411092.8109864
2025-09-01,1155113249.9657102,1127081203.461795,1158293196.0501945,1063137092.8109864
2025-09-02,1135411239.937595,1115529959.1475124,1140326740.5214636,1063137092.8109864
2025-09-03,1132820548.7591107,1115011464.098858,1146122782.7402189,1062209706.9619873
2025-09-04,1133645706.4840877,1113250675.9712183,1144556712.7857118,1068701478.6599852
2025-09-05,1168591010.2540066,1152877101.2505062,1173227337.5299425,1078902864.508984
2025-09-08,1174942696.987938,1162097755.4891365,1178056979.544947,1088176864.508984
2025-09-09,1196960080.4529989,1182948114.4890225,1187774566.3030963,1098378321.1129882
2025-09-10,1224023819.8885667,1216289600.864526,1206370317.690636,1117853706.9619873
2025-09-11,1220918722.762118,1211694906.008798,1190682688.532995,1127127706.9619873
2025-09-12,1211138113.0277677,1203418113.5633123,1190452074.1524408,1137329092.8109865
2025-09-15,1191334533.8166363,1180896133.3186817,1179259806.1244533,1137329092.8109865
2025-09-16,1199027933.4161425,1187005691.214245,1187888648.6288352,1151240092.8109865
2025-09-17,1193317450.2387938,1180155896.197396,1182408797.9524257,1143820864.508984
2025-09-18,1214104422.6094203,1199733541.3879125,1201025778.122486,1154949706.9619873
2025-09-19,1209293321.8807642,1191636383.4664197,1202566490.316933,1155877092.8109865
2025-09-22,1233469815.217669,1214157533.556351,1229539200.296873,1163296321.1129882
2025-09-23,1234811313.192867,1219664938.731562,1228410544.308412,1182771706.9619873
2025-09-24,1224042967.6107812,1213467253.0969143,1225477926.598133,1181844321.1129882
2025-09-25,1209198935.3473938,1200271358.1715496,1215799921.0809078,1178134706.9619873
2025-09-26,1174524755.285736,1165126265.2201717,1182402637.198969,1160514092.8109865
2025-09-30,1215851571.8173654,1203277248.0348618,1217067792.760852,1170715478.6599853
2025-10-01,1227128443.9696822,1213452716.6278691,1220624172.1154034,1176279864.508984
2025-10-02,1253484796.8145618,1241191518.7139535,1242126930.6588,1196682706.9619873
2025-10-03,1266447898.899325,1253975883.4964485,1251071854.049509,1212448478.6599853
2025-10-07,1266303173.605478,1252088171.9616828,1254231942.4513798,1243052706.9619873
2025-10-08,1257663125.2841842,1245905509.1595757,1247250967.7240057,1232851321.1129882
2025-10-09,1264669880.3881073,1255652629.2741022,1254560813.8483567,1241197864.508984
2025-10-13,1254404332.826941,1248026243.518582,1246024293.3081596,1230069092.8109865
2025-10-14,1229894922.7188954,1225266384.9770317,1229314340.807241,1224504706.9619873
2025-10-15,1265460748.8066125,1267362122.6078076,1262319616.0632167,1244907478.6599853
2025-10-16,1281419919.6835124,1286766130.7076674,1280988160.6976717,1267165092.8109865
2025-10-17,1264869214.885424,1269631428.090016,1266912852.7547803,1249544478.6599853
2025-10-20,1279787308.1832864,1283953643.2026565,1278759960.7212284,1269019864.508984
2025-10-21,1290946225.9174871,1294318808.6872363,1292868855.847108,1270874706.9619873
2025-10-22,1294306018.6855693,1296870223.6836767,1294240862.2937312,1261600706.9619873
2025-10-23,1300576368.605587,1299837535.7848754,1293904349.9724643,1255108864.508984
2025-10-27,1346383786.8136628,1343210539.663654,1329600752.6279905,1282003478.6599853
2025-10-28,1359230299.921794,1357904341.6717448,1336043137.958701,1273656864.508984
2025-10-29,1374676231.901237,1373882596.2413192,1352518941.7209558,1293132321.1129882
2025-10-30,1391741767.8072677,1386008762.340258,1363063953.3573315,1293132321.1129882
2025-10-31,1406614336.945881,1402335627.6816964,1379980245.380541,1299624092.8109865
2025-11-03,1416552935.069282,1412319388.3997126,1393588759.7508483,1288495321.1129882
2025-11-04,1375845943.767282,1374521491.5599873,1357094360.2217376,1284785706.9619873
2025-11-05,1373233645.23726,1372382274.6268127,1353328087.1699977,1269947321.1129882
2025-11-06,1396767664.0038826,1395703320.772363,1366308892.779446,1272729478.6599853
2025-11-07,1376171915.9328554,1379418087.898986,1346972150.1369803,1258818478.6599853
2025-11-10,1412769616.722329,1417155244.5048227,1372092612.6385026,1273656864.508984
2025-11-11,1410584984.3171115,1412779660.4038658,1371377221.7573593,1265310321.1129882
2025-11-12,1410888763.117934,1413901117.898692,1383205152.4937055,1270874706.9619873
2025-11-13,1423897939.2451005,1428915764.8983126,1396008664.0483334,1265310321.1129882
2025-11-14,1386427076.8587258,1384211459.4574194,1360667714.9645898,1243052706.9619873
2025-11-17,1396080941.354001,1398345127.7948484,1371258628.3455796,1246762321.1129882
2025-11-18,1351442982.4238954,1354902113.2599554,1332659769.2324033,1219867706.9619873
2025-11-19,1338954589.523631,1348133568.5363307,1319267513.2448092,1212448478.6599853
2025-11-20,1377980020.4160044,1393524454.7778974,1363751676.0327554,1246762321.1129882
2025-11-21,1312642066.8888288,1328575397.8645098,1299527259.5295355,1208738864.508984
2025-11-24,1334829262.790802,1350095162.5630755,1318056591.029637,1203174478.6599853
2025-11-25,1351422595.4031172,1372365761.559744,1335614941.0370035,1218012864.508984
2025-11-26,1354145213.9638767,1373887462.9945717,1339781778.159341,1236560864.508984
2025-11-27,1379848578.044767,1399989500.0170324,1366182712.4324622,1246762321.1129882
2025-11-28,1409521036.7613406,1430370027.2166142,1391525773.1316097,1255108864.508984
2025-12-01,1386608726.5820992,1409435536.7189665,1373301786.7361972,1239343092.8109865
2025-12-02,1391493614.5461705,1407539270.3761704,1380961219.0549114,1243052706.9619873
2025-12-03,1395139105.4441872,1413974954.9971912,1378864434.266881,1254181478.6599853
2025-12-04,1382106296.5909095,1397550581.445404,1371367361.7371242,1252326706.9619873
2025-12-05,1410577457.247349,1419499738.3784094,1392430617.322389,1262528092.8109865
2025-12-08,1412348043.550764,1420144829.8958373,1393530141.1602535,1280148706.9619873
2025-12-09,1427375405.3131907,1432074275.7854092,1408158905.9100604,1278293864.508984
2025-12-10,1437770137.2911353,1445278562.420157,1415053931.4952295,1286640549.4149902
2025-12-11,1426313256.4767442,1440490033.2743387,1404805323.4136016,1273656864.508984
2025-12-12,1454776949.3455665,1463571071.5539763,1430066495.3466082,1275511706.9619873
2025-12-15,1447690891.767611,1453044885.4595852,1424579430.4587836,1263455478.6599853
2025-12-16,1409140600.0873342,1404973810.548584,1391302893.3093042,1253254092.8109865
2025-12-17,1402865154.7279763,1394884841.5132065,1386111326.805261,1246762321.1129882
2025-12-18,1392765025.0687757,1382684726.4873722,1373315489.7022877,1246762321.1129882
2025-12-19,1418967491.8867216,1404890338.8650346,1395578228.695168,1257891092.8109865
2025-12-22,1449789252.2492962,1439922422.7854583,1422337119.336214,1274584321.1129882
2025-12-23,1453442740.3155472,1445092450.3190334,1425772920.5057151,1280148706.9619873
2025-12-24,1464629281.431934,1466142182.4749842,1432998669.3143885,1282930864.508984
2025-12-26,1476328002.4283545,1478513073.4527657,1439517019.037608,1293132321.1129882
2025-12-29,1473706137.2640216,1475517066.8982563,1433322933.9143312,1308898092.8109865
2025-12-30,1478222994.0026338,1480607500.0512643,1431731973.4556355,1307043321.1129882
2025-12-31,1480614527.2333896,1490280953.4319954,1440312097.3220282,1315389864.5089843
2026-01-02,1471329528.0747175,1484763398.0327892,1431179392.8925476,1340429692.8109865
2026-01-05,1466853765.267276,1483762788.5381436,1428806674.9273713,1387727092.8109865
2026-01-06,1479766083.142121,1495320953.7560613,1440724644.0517724,1404420292.8109865
2026-01-07,1465768720.8888235,1478355965.9046676,1427601543.4810724,1394218892.8109865
2026-01-08,1473240512.7231054,1485717100.4180408,1425101554.1556027,1398855892.8109865
2026-01-09,1465297395.6806614,1482124017.0022025,1423305085.0356438,1394218892.8109865
2026-01-12,1501906779.2913885,1526423134.4030807,1458383386.0795074,1403492892.8109865
2026-01-13,1489818639.878734,1506643713.4557045,1449152664.9765368,1409984692.8109865
2026-01-14,1510236547.3637784,1534199813.8213477,1475808223.1038327,1410912092.8109865
2026-01-15,1517491809.6057289,1543469020.7011368,1476689792.0991075,1409057292.8109865
2026-01-16,1538819740.8261192,1550690195.4103937,1500514318.825703,1434097092.8109865
2026-01-19,1542052049.9814825,1551884929.140728,1510524052.750978,1445225892.8109865
2026-01-20,1563910982.9360268,1581219981.4091864,1532173088.2909477,1445225892.8109865
2026-01-21,1557239761.8675632,1556475527.845338,1519412991.655528,1431314892.8109865
2026-01-22,1585069612.457127,1586371885.987616,1538993913.7217908,1430387492.8109865
2026-01-23,1599770922.2920716,1596434610.0920222,1544808826.4990418,1438734092.8109865
2026-01-26,1627396052.9813466,1631590984.642881,1576096849.4828937,1438734092.8109865
2026-01-27,1654775603.6501231,1648930201.3310318,1592022073.001247,1453572492.8109865
2026-01-28,1689223009.1134608,1683704280.7999272,1625358407.4979155,1474902692.8109865
2026-01-29,1668644798.7819953,1659645736.6304026,1589888650.4038172,1466556092.8109865
2026-01-30,1660872909.157432,1644559289.0770996,1573330438.871613,1445225892.8109865
2026-02-02,1629046179.5466306,1604140968.0279253,1528051463.5704756,1424823092.8109865
2026-02-03,1666561820.514131,1645047604.0279253,1551193618.415032,1451717692.8109865
2026-02-04,1710540044.3836727,1666447311.9153855,1581713810.1111412,1450790292.8109865
2026-02-05,1658758974.68462,1603351971.0238276,1534372215.1312256,1434097092.8109865
2026-02-06,1615870479.419183,1562943084.9364364,1504715365.2823365,1432242292.8109865
2026-02-09,1670354551.9489362,1619564217.427867,1549769762.6575184,1470265692.8109865
2026-02-10,1681279278.671981,1630786875.890526,1558028200.2227964,1499015092.8109865
2026-02-11,1688651007.3349438,1635359701.3336256,1570342538.6113875,1530546692.8109865
2026-02-23,1734112145.3170955,1665589181.3925512,1602466476.383963,1534256292.8109865
2026-02-24,1797178476.1339087,1734123921.8026652,1663414218.6100714,1571352292.8109865
2026-02-25,1819692855.4486072,1756363762.0036263,1680986887.4385176,1602883892.8109865
2026-02-26,1829948417.3184729,1765228010.8932114,1684623559.7092705,1603811292.8109865
2026-03-02,1815678047.5883403,1755081776.6891763,1669687822.0942504,1588972892.8109865
2026-03-03,1798998548.153707,1727195735.785462,1644828714.2944236,1559296092.8109865
2026-03-04,1696544039.7440534,1635113620.4213252,1545872676.6582222,1500869892.8109865
2026-03-05,1756390912.7946668,1694160331.949189,1598965316.5683122,1534256292.8109865
2026-03-06,1766002790.6188118,1709200826.340795,1594876052.65125,1524054892.8109865
2026-03-09,1663872671.1996336,1600269622.9216166,1507548073.095744,1463773892.8109865
2026-03-10,1714889441.4478683,1655628825.9216166,1548733494.6502118,1493450692.8109865
2026-03-11,1786970216.1140697,1728208943.0324173,1619609195.8814712,1549094692.8109865
2026-03-12,1797341709.7454717,1722417498.8785782,1630247319.17947,1519417892.8109865
2026-03-13,1820476641.4175649,1734472615.9565945,1644026930.4770365,1507361692.8109865
2026-03-16,1824493467.645865,1750747346.9910493,1650842788.6312325,1500869892.8109865
2026-03-17,1823568179.0376232,1747062256.465721,1650961739.6419575,1520345292.8109865
2026-03-18,1874979591.939531,1797054115.1009862,1686425809.0816493,1541675492.8109865
2026-03-19,1900603221.8092277,1829303073.3035443,1716098540.1298738,1508289092.8109865
2026-03-20,1897944882.4035788,1833344311.9735096,1717877579.5819118,1506434292.8109865
2026-03-23,1818990522.9978237,1746493887.6234078,1655997908.057438,1475830092.8109865
2026-03-24,1783584593.141558,1709411816.1174033,1636284443.2641726,1478612292.8109865
2026-03-25,1869478084.13848,1808754009.3784015,1703654570.9161267,1511998692.8109865
2026-03-26,1889316439.8016837,1834232520.7988691,1708497139.1865606,1504579492.8109865
2026-03-27,1905601667.3166568,1859455042.646954,1720870208.5987322,1489741092.8109865
2026-03-30,1878340004.6249049,1844285260.079885,1689737473.4298882,1469338292.8109865
2026-03-31,1780578300.997497,1730379819.8755531,1607793457.820177,1440588892.8109865
2026-04-01,1890946565.4415448,1837380270.7760773,1700381067.8963337,1498087692.8109865
2026-04-02,1897540415.2982285,1838978129.0102284,1686752996.4989772,1470265692.8109865
2026-04-07,1965834688.403236,1902648941.694512,1734730232.5242035,1495305492.8109865
2026-04-08,2063956895.005324,2004259105.7572465,1834823359.7754447,1567642692.8109865
2026-04-09,2093595641.1915843,2036800363.0307336,1862469348.8860369,1566715292.8109865
2026-04-10,2148581749.1567163,2097254641.5476232,1905334834.366819,1596392092.8109865
2026-04-13,2156574381.344026,2120968385.9929392,1925561801.4628503,1593609892.8109865
2026-04-14,2182074319.4811234,2133666250.068827,1933489427.46025,1639979892.8109865
2026-04-15,2242348783.529384,2185895803.1067576,1979327403.7260091,1659455292.8109865
2026-04-16,2291491591.4513216,2243932021.175817,2027494505.196067,1675221092.8109865
2026-04-17,2343665817.095435,2323254327.7065444,2077555171.8148437,1659455292.8109865
2026-04-20,2422387811.3355703,2413749583.507246,2141901078.4027529,1666874492.8109865
2026-04-21,2474739822.759244,2452076497.93247,2201580818.902753,1693769092.8109865
2026-04-22,2494509726.817482,2477634064.184304,2223633387.0582013,1700260892.8109865
2026-04-23,2455354225.620161,2426399645.570846,2171995264.528534,1700260892.8109865
2026-04-24,2497631093.360862,2446495953.8845234,2212711134.043907,1767033692.8109865
2026-04-27,2457411386.573863,2383230589.8565946,2171642699.843537,1823605092.8109865
2026-04-28,2468441369.1888075,2413212687.137885,2198176377.044287,1805057092.8109865
2026-04-29,2485646384.2349763,2440706104.9108644,2219283638.8592763,1781872092.8109865
2026-04-30,2549866800.018458,2509167463.28942,2261003244.0440283,1777235092.8109865
2026-05-04,2657506505.911631,2620328610.4268866,2347236507.1474347,1853281892.8109865
2026-05-05,2695578189.6406565,2625131697.5575624,2346447138.400436,1853281892.8109865
2026-05-06,2682122180.593931,2608501809.23074,2328964252.882675,1874612092.8109865
2026-05-07,2732617712.148464,2651833597.587725,2370564642.3003225,1910780692.8109865
2026-05-08,2642135814.810226,2564918878.519999,2297343728.550893,1897797092.8109865
2026-05-11,2737157732.7480373,2657386076.7338777,2379445367.199029,1895942292.8109865
2026-05-12,2782089378.2555823,2672650374.5154576,2380606676.453752,1895014892.8109865
2026-05-13,2742021321.183866,2611206626.3456078,2335393767.464672,1869975092.8109865
2026-05-14,2740762905.2363696,2585576822.4814606,2330324210.3728437,1880176492.8109865
2026-05-15,2621891462.192034,2483555232.3006754,2245849848.489469,1868120292.8109865
2026-05-18,2588502048.979021,2452396204.8261704,2216978570.263089,1858846292.8109865
2026-05-19,2521317361.849274,2384052126.068325,2163737862.2218304,1825459892.8109865
2026-05-20,2511985814.923742,2400358182.8604183,2156986907.528171,1814331092.8109865
2026-05-21,2637310915.0343304,2542390433.637368,2262706611.479948,1876466892.8109865
2026-05-22,2768838330.1066227,2644309202.925044,2329048996.340003,1903361492.8109865
2026-05-25,2902868625.813067,2791604840.909489,2457857671.569036,1968279492.8109865
2026-05-26,2924327082.973871,2813428994.217699,2497247448.348844,1955295892.8109865
2026-05-27,2978563153.220797,2868389517.0102963,2544992974.328112,2000738549.41499
2026-05-28,2886013928.103236,2789119364.388706,2473595749.7341857,1962715092.8109865
2026-05-29,2972177039.363605,2848425706.934827,2508446463.7428904,2053600321.112988
2026-06-01,2986365153.588012,2887415744.1702337,2515288832.594633,2055455092.8109865
2026-06-02,2902970312.31787,2842426390.045928,2461822633.0180187,2059164636.2069824
2026-06-03,2952472526.028088,2883661595.1868877,2501960144.3989053,2094405864.5089843
