model,month,sessions,book_return,book_max_drawdown,economic_return,economic_max_drawdown,ending_book_nav,ending_economic_nav,partial_period
A_dplan_guard,2026-07,22,-0.1600428486591639,0.192001281011015,-0.144845231581973,0.1776806689975734,2431389353.689028,2504143608.868689,False
A_dplan_guard,2026-08,21,0.1611969418358718,0.0150177074148779,0.1582693427546753,0.0144016022324348,2823321881.915996,2900472772.007657,False
A_dplan_guard,2026-09,15,-0.0161385577562167,0.080584199426262,-0.0423087003372945,0.0784489507189274,2777757538.660304,2777757538.660304,True
v1_matched,2025-01,15,0.003051768949416,0.0557426388514863,0.003957294783996,0.0556635861751998,1003051768.9494162,1003957294.783996,False
v1_matched,2025-02,19,-0.0242026677807603,0.0343671795972244,-0.0241808380265914,0.0343365044984183,978775240.2186296,979680766.0532094,False
v1_matched,2025-03,21,-0.0716939390557366,0.0716939390557366,-0.0716276718427348,0.0716276718427348,908602987.7971312,909508513.631711,False
v1_matched,2025-04,20,-0.0338147739364286,0.1170980869635386,-0.0337811072352037,0.1169834908788227,877878783.1668074,878784309.0013874,False
v1_matched,2025-05,20,0.0427205052196981,0.0139061118261315,0.0426764847237171,0.0138924896851497,915382208.3053472,916287734.1399271,False
v1_matched,2025-06,21,0.0655797188891751,0.0179291926343099,0.0759617997420316,0.0169419835195573,975412716.2021644,985890599.5067444,False
v1_matched,2025-07,23,0.0846622246924211,0.027606253718426,0.0914766476701509,0.0251308857348249,1057993326.7491168,1076076566.519137,False
v1_matched,2025-08,21,0.1276030896515987,0.0631434714970832,0.1276908769990552,0.0613964807704402,1192996544.0730774,1213481727.0160975,False
v1_matched,2025-09,21,0.0201771319517756,0.0441491669135861,0.0201371291909453,0.0431032563302208,1217067792.760852,1237917765.323872,False
v1_matched,2025-10,20,0.1338565144757721,0.0201237538766035,0.1316019990851871,0.0197947777375725,1379980245.380541,1400830217.943561,False
v1_matched,2025-11,20,0.0083664442224569,0.0691123250188205,0.008241917973484,0.0680952933664212,1391525773.1316097,1412375745.6946297,False
v1_matched,2025-12,22,0.0350595907976791,0.0396841726094461,0.0345420291584124,0.0391139027638738,1440312097.3220282,1461162069.8850482,False
v1_matched,2026-01,21,0.0923538320596666,0.0320101513526452,0.0910359940838387,0.0316047283299437,1573330438.871613,1594180411.434633,False
v1_matched,2026-02,12,0.0707372832101795,0.0486803898003485,0.0698121241732625,0.0480470391639071,1684623559.7092705,1705473532.2722905,False
v1_matched,2026-03,22,-0.045606688477248,0.1051127924650927,-0.045049131772059,0.1038277541473186,1607793457.820177,1628643430.383197,False
v1_matched,2026-04,20,0.406277176366586,0.0233809617706121,0.4014493330851536,0.0231574925598258,2261003244.0440283,2282461249.3440485,False
v1_matched,2026-05,20,0.1094395686298466,0.0939339417709663,0.1087369274622069,0.0930948157325695,2508446463.7428904,2530649072.6492705,False
v1_matched,2026-06,21,0.0134657086320841,0.1088148615191595,0.0187850899572481,0.1066598588247359,2542224472.942834,2578187543.129214,False
v1_matched,2026-07,22,-0.0834984882037558,0.1362486504848178,-0.0710256007249294,0.1275858453966317,2329952572.7775173,2395070224.0969315,False
v1_matched,2026-08,21,0.1587647770257165,0.0101687128531896,0.1563170244157172,0.009572347643769,2699866973.4750347,2769460474.794449,False
v1_matched,2026-09,15,0.0131767880622586,0.0562449562534264,-0.012283232320247,0.0548351862135717,2735442548.380807,2735442548.380807,True
0050,2025-01,15,0.0320692069619872,0.0456412857066219,0.0445891069619872,0.0456412857066219,1032069206.9619873,1044589106.9619873,False
0050,2025-02,19,-0.0395376723535012,0.0395376723535012,-0.0390637944422733,0.0390637944422733,991263592.8109864,1003783492.8109864,False
0050,2025-03,21,-0.0923878882107421,0.0923878882107421,-0.0912355609111862,0.0912355609111862,899682842.8109863,912202742.8109864,False
0050,2025-04,20,-0.0213892282727913,0.152349081336049,-0.0210956630525999,0.1502951683559737,880439321.1129882,892959221.1129882,False
0050,2025-05,20,0.0587235490943764,0.0222089371295215,0.0579002047076189,0.0219200544659008,932141842.8109864,944661742.8109864,False
0050,2025-06,21,0.0681017921141344,0.0191520744806003,0.0671992175856555,0.0188982459974268,995622372.8109864,1008142272.8109864,False
0050,2025-07,23,0.0594282606184781,0.0177531849359349,0.0653135848231059,0.0175365384539782,1054790478.6599852,1073987658.6599853,False
0050,2025-08,21,0.01670532158518,0.0281242494167583,0.0164067193965582,0.0276366939416273,1072411092.8109864,1091608272.8109865,False
0050,2025-09,21,0.0916666999325093,0.0188181827651008,0.0900546361707728,0.0185176291935956,1170715478.6599853,1189912658.6599853,False
0050,2025-10,20,0.1101109676097826,0.0149213302831954,0.1083345178428227,0.0146943962456133,1299624092.8109865,1318821272.8109865,False
0050,2025-11,20,-0.0342523877082943,0.0742134704061909,-0.033753799108139,0.0731331956341776,1255108864.508984,1274306044.508984,False
0050,2025-12,22,0.0480285031080416,0.0309940708149869,0.0473049627754278,0.0305384255667564,1315389864.5089843,1334587044.5089843,False
0050,2026-01,21,0.0987053586204025,0.0201211918214344,0.1111834772505189,0.0196191066892857,1445225892.8109865,1482971072.8109865,False
0050,2026-02,12,0.1097305277942044,0.0141173778448684,0.1069376219857072,0.0137580566297401,1603811292.8109865,1641556472.8109865,False
0050,2026-03,22,-0.1017715742067892,0.1017715742067892,-0.0994314863383892,0.0994314863383892,1440588892.8109865,1478334072.8109865,False
0050,2026-04,20,0.2336865164516925,0.0254276543659588,0.2277199762837654,0.0249120225662698,1777235092.8109865,1814980272.8109865,False
0050,2026-05,20,0.1555029097838065,0.0504765410090631,0.1522689984249667,0.0494987525420228,2053600321.112988,2091345501.112988,False
0050,2026-06,21,0.0216766757602939,0.0691176323535712,0.0212854491418617,0.0679307071364299,2098115549.41499,2135860729.41499,False
0050,2026-07,22,-0.0437595941422794,0.1382249416047731,-0.0377758173999036,0.1306734080882272,2006302864.5089843,2055176844.5089843,False
0050,2026-08,21,0.0314325565783588,0.0321376356548983,0.0306850617115963,0.0313990369304097,2069366092.8109865,2118240072.8109865,False
0050,2026-09,15,0.069329806937695,0.0316790488124596,0.0446572477370175,0.0309707581069492,2212834844.5089846,2212834844.5089846,True
