episode_id,execution_mode,date,symbol,side,shares,open_price,official_average_price,official_minus_open,relative_difference,official_open,average_vs_official_open,official_open_vs_vendor_open
development_2010,open_proxy,2010-01-20,3481.TW,BUY,157000,54.32203070709229,54.34041781491555,0.0183871078232584,0.0003384834400319,55.2,-0.015572141034138731,0.01616230618552872
development_2010,open_proxy,2010-01-20,6223.TWO,BUY,45000,120.0,113.79379518621636,-6.206204813783643,-0.051718373448197,120.0,-0.051718373448197075,0.0
development_2010,open_proxy,2010-01-20,8046.TW,BUY,59000,138.49999923706056,133.8085364619678,-4.691462775092759,-0.0338733776240873,138.5,-0.03387338294608089,5.508588030167516e-09
development_2010,open_proxy,2010-01-20,8932.TWO,BUY,494000,12.27605114131616,12.06980198019802,-0.2062491611181389,-0.0168009369416838,12.3,-0.018715286162762634,0.0019508601266118308
development_2010,open_proxy,2010-01-21,1605.TW,SELL,-3863000,12.090069770812988,12.161280869145171,0.0712110983321832,0.0058900485838466,12.3,-0.011277978118278797,0.017363855888889113
development_2010,open_proxy,2010-01-21,2408.TW,SELL,-694000,29.65303705957032,30.042912196059103,0.3898751364887864,0.0131478990062825,30.8,-0.024580772855223976,0.038679442450550106
development_2010,open_proxy,2010-01-21,2883.TW,SELL,-3018000,9.7999987788587,9.770239202552784,-0.0297595763059153,-0.0030366918381781,9.8,-0.003036816066042558,1.2460627063504148e-07
development_2010,open_proxy,2010-01-22,2059.TW,BUY,125000,188.4999938964844,191.2905474464588,2.790553549974419,0.0148039980919407,188.5,0.014803965233203042,3.2379394054871113e-08
development_2010,open_proxy,2010-01-22,2449.TW,BUY,1413000,16.399999523162844,16.60629290730796,0.2062933841451162,0.0125788652526332,16.4,0.012578835811461131,2.907543716901273e-08
development_2010,open_proxy,2010-01-22,3189.TW,BUY,270000,87.9000015258789,87.49869273445304,-0.4013087914258619,-0.0045655151815635,87.9,-0.004565497901558135,-1.7359259141258576e-08
development_2010,open_proxy,2010-01-22,6239.TW,BUY,207000,112.50000076293946,111.32793723097274,-1.172063531966728,-0.010418342435717,112.5,-0.010418335724686756,-6.781684103174257e-09
development_2010,open_proxy,2010-01-25,2301.TW,SELL,-944000,43.99999967859189,43.60392938641368,-0.3960702921782086,-0.0090015976152589,44.0,-0.009001604854234513,7.304729710000402e-09
development_2010,open_proxy,2010-01-25,2345.TW,SELL,-2918000,13.849998596134188,14.093032786485027,0.2430341903508406,0.0175475967498419,13.85,0.017547493609027187,1.0136216266332099e-07
development_2010,open_proxy,2010-01-26,1815.TWO,BUY,1732000,16.77587054232637,16.687784064113565,-0.088086478212805,-0.0052507843328045,17.5,-0.04641233919351062,0.043164940731189816
development_2010,open_proxy,2010-01-26,2059.TW,BUY,32000,184.49999313354493,179.90557807880012,-4.594415054744815,-0.024901979543269,184.5,-0.02490201583306173,3.721656005595264e-08
development_2010,open_proxy,2010-01-26,2324.TW,BUY,12000,45.00000135601044,43.83568750029888,-1.1643138557115549,-0.0258736404583694,45.0,-0.025873611104469285,-3.0133564532519586e-08
development_2010,open_proxy,2010-01-26,2337.TW,BUY,1600000,18.149999683684044,17.559897037478404,-0.59010264620564,-0.0325125430572934,18.15,-0.03251255991854518,1.742787669734014e-08
development_2010,open_proxy,2010-01-26,2449.TW,BUY,386000,16.299999904632568,15.486489747504905,-0.8135101571276628,-0.0499085988887925,16.3,-0.04990860444755185,5.850762763159878e-09
development_2010,open_proxy,2010-01-26,3189.TW,BUY,54000,90.0,86.4104879243731,-3.5895120756268994,-0.0398834675069655,90.0,-0.039883467506965586,0.0
development_2010,open_proxy,2010-01-26,3324.TWO,BUY,152000,20.27356338500977,21.62817147856517,1.3546080935554097,0.0668164775885922,22.15,-0.023558849726177278,0.09255583635473097
development_2010,open_proxy,2010-01-26,6223.TWO,BUY,22000,106.0,100.0173397600195,-5.982660239980504,-0.0564401909432122,106.0,-0.05644019094321229,0.0
development_2010,open_proxy,2010-01-26,6239.TW,BUY,53000,112.00000228881837,109.3783813834222,-2.6216209053961705,-0.0234073290341164,112.0,-0.0234073090765875,-2.0435877878810516e-08
development_2010,open_proxy,2010-01-26,8932.TWO,BUY,45000,11.327902991959265,11.001041666666667,-0.3268613252925973,-0.0288545307568937,11.35,-0.030745227606461034,0.0019506706630891824
development_2010,open_proxy,2010-01-27,2356.TW,SELL,-1494000,18.1000002579689,18.127949992294305,0.0279497343254035,0.0015441841948646,18.1,0.001544198469298541,-1.4252425240002253e-08
development_2010,open_proxy,2010-01-27,3044.TW,SELL,-274000,97.49999931335452,100.36860403436252,2.868604721008012,0.0294215870893355,97.5,0.029421579839615575,7.042517680133642e-09
development_2010,open_proxy,2010-01-27,8046.TW,SELL,-221000,131.99999450683595,130.52474504540118,-1.475249461434771,-0.0111761327486901,132.0,-0.011176173898475916,4.161488087461862e-08
development_2010,open_proxy,2010-01-28,1303.TW,BUY,8000,61.50000129699707,61.582758129033856,0.0827568320367859,0.0013456395169348,61.5,0.001345660634696877,-2.1089382795658196e-08
development_2010,open_proxy,2010-01-28,1802.TW,BUY,132000,26.045840799541477,26.469629128337488,0.4237883287960144,0.0162708638226598,26.15,0.012222911217494747,0.0039990722994958094
development_2010,open_proxy,2010-01-28,2059.TW,BUY,18000,170.4999984741211,173.2889237615933,2.7889252874722104,0.016357333210742,170.5,0.01635732411491686,8.949436525185206e-09
development_2010,open_proxy,2010-01-28,2303.TW,BUY,95000,16.399999618530273,16.551997557358295,0.1519979388280212,0.0092681672172894,16.4,0.009268143741359536,2.3260349646392342e-08
development_2010,open_proxy,2010-01-28,2324.TW,BUY,35000,43.89999811580658,44.793047125779886,0.8930490099733035,0.0203428029226213,43.9,0.020342759129382326,4.292012523166022e-08
development_2010,open_proxy,2010-01-28,2337.TW,BUY,165000,16.899998966567207,17.1255931310724,0.2255941645051926,0.01334876794676,16.9,0.013348705980615438,6.114987316507836e-08
development_2010,open_proxy,2010-01-28,2449.TW,BUY,184000,15.449999141693116,15.521089540931708,0.0710903992385922,0.0046013205946884,15.45,0.004601264785223824,5.555384663402663e-08
development_2010,open_proxy,2010-01-28,3045.TW,BUY,482000,62.49999847412109,60.88021215068208,-1.6197863234390155,-0.0259165818077532,62.5,-0.025916605589086816,2.4414063215516535e-08
development_2010,open_proxy,2010-01-28,3189.TW,BUY,24000,84.9000015258789,80.24545510424521,-4.654546421633697,-0.0548238673495773,84.9,-0.05482385036224735,-1.7972660470988444e-08
development_2010,open_proxy,2010-01-28,3481.TW,BUY,37000,50.188836106567386,52.2562023097722,2.067366203204813,0.0411917542541755,51.0,0.02463141783867062,0.01616223758826063
development_2010,open_proxy,2010-01-28,4904.TW,BUY,774000,38.95000076293945,38.45192861223032,-0.4980721507091346,-0.0127874747356371,38.95,-0.012787455398451497,-1.9587662047904075e-08
development_2010,open_proxy,2010-01-28,6223.TWO,BUY,50000,92.5999984741211,93.012656655781,0.4126581816598929,0.0044563519272111,92.6,0.0044563353756048585,1.6478174158507386e-08
development_2010,open_proxy,2010-01-28,6239.TW,BUY,26000,105.99999542236328,107.08098649276852,1.0809910704052328,0.0101980294064916,106.0,0.010197985780834973,4.318525381741267e-08
development_2010,open_proxy,2010-01-28,8932.TWO,BUY,247000,10.679168470381692,10.83963963963964,0.1604711692579492,0.0150265603265844,10.7,0.013050433611181411,0.001950669630887747
development_2010,open_proxy,2010-01-29,3324.TWO,SELL,-1420000,18.85487174987793,20.91505515898767,2.06018340910974,0.1092653101245877,20.6,0.015293939756682917,0.09255582712374433
development_2010,open_proxy,2010-01-29,6274.TWO,SELL,-3230000,13.800000190734863,13.879465172238588,0.0794649815037242,0.0057583319134355,13.8,0.0057583458143903865,-1.3821366606769914e-08
development_2010,open_proxy,2010-02-01,2308.TW,BUY,135000,96.71179962158205,95.26363801076836,-1.4481616108136848,-0.0149739909347165,97.0,-0.017900639064243662,0.002979991888741873
development_2010,open_proxy,2010-02-01,2404.TW,BUY,457000,29.200000000000003,30.19163382234732,0.9916338223473176,0.0339600624091547,29.2,0.03396006240915472,-1.1102230246251565e-16
development_2010,open_proxy,2010-02-01,2834.TW,BUY,1585000,8.29999972111978,8.271884553037022,-0.028115168082758,-0.0033873697623407,8.3,-0.0033874032485515793,3.360002764907222e-08
development_2010,open_proxy,2010-02-01,3008.TW,BUY,31000,418.0,411.6382298652935,-6.361770134706489,-0.0152195457768097,418.0,-0.015219545776809729,0.0
development_2010,open_proxy,2010-02-01,3044.TW,BUY,119000,109.99999900817872,108.56994574044626,-1.430053267732461,-0.0130004843693328,110.0,-0.013000493268670366,9.016557278584969e-09
development_2010,open_proxy,2010-02-02,2377.TW,SELL,-2150000,20.200000762939453,19.726761633194123,-0.4732391297453304,-0.0234276788055163,20.2,-0.023427641921083042,-3.776927848253564e-08
development_2010,open_proxy,2010-02-02,5347.TWO,SELL,-2818000,14.800000190734863,14.429805840784518,-0.3701943499503457,-0.0250131314310452,14.8,-0.025013118865911066,-1.2887490519197797e-08
development_2010,open_proxy,2010-02-03,1303.TW,BUY,21000,58.00000053405762,58.284497275135685,0.2844967410780654,0.0049051161803181,58.0,0.004905125433373847,-9.207889895002097e-09
development_2010,open_proxy,2010-02-03,2303.TW,BUY,72000,16.299999237060547,16.440130988670074,0.1401317516095268,0.0085970403784385,16.3,0.008596993169943223,4.680610365959126e-08
development_2010,open_proxy,2010-02-03,2308.TW,BUY,179000,93.42160034179688,94.27631092091931,0.8547105791224539,0.0091489610111084,93.7,0.006150596808103703,0.002980035207966525
development_2010,open_proxy,2010-02-03,2404.TW,BUY,569000,29.1,29.7856595493235,0.6856595493234998,0.0235621838255497,29.1,0.023562183825549754,0.0
development_2010,open_proxy,2010-02-03,2834.TW,BUY,2047000,8.169998107370319,8.165534787714812,-0.0044633196555068,-0.0005463060819415,8.17,-0.000546537611406106,2.3165607343500483e-07
development_2010,open_proxy,2010-02-03,3008.TW,BUY,40000,420.0,425.9467645524933,5.946764552493278,0.0141589632202221,420.0,0.014158963220222143,0.0
development_2010,open_proxy,2010-02-03,3044.TW,BUY,166000,104.4999977874756,106.83144105835105,2.3314432708754538,0.022310462394621,104.5,0.022310440749770732,2.117248265598448e-08
development_2010,open_proxy,2010-02-03,3045.TW,BUY,5000,60.49999923706055,60.84639559256822,0.3463963555076716,0.0057255596673706,60.5,0.005725546984598706,1.2610569477544686e-08
development_2010,open_proxy,2010-02-03,3189.TW,BUY,26000,79.5,79.80677957246401,0.3067795724640092,0.003858862546717,79.5,0.003858862546717079,0.0
development_2010,open_proxy,2010-02-04,2059.TW,SELL,-175000,173.99999313354493,173.27552409474544,-0.7244690387994979,-0.0041636153298205,174.0,-0.004163654627899804,3.946238691376891e-08
development_2010,open_proxy,2010-02-04,2449.TW,SELL,-1983000,14.950000047683716,14.707553242350093,-0.242446805333623,-0.0162171775625636,14.95,-0.01621717442474291,-3.1895462937470143e-09
development_2010,open_proxy,2010-02-04,8932.TWO,SELL,-2812000,10.479558136514882,10.494583333333331,0.0150251968184491,0.0014337624375684,10.5,-0.0005158730158731917,0.0019506417368773121
development_2010,official_average,2010-01-14,3324.TWO,BUY,178000,21.6922550201416,24.23533462931758,2.5430796091759795,0.1172344510432266,23.7,0.022587959042935868,0.09255584437828968
development_2010,official_average,2010-01-18,6223.TWO,BUY,8000,118.0,118.43604588493704,0.4360458849370445,0.0036953041096359,118.0,0.003695304109635922,0.0
development_2010,official_average,2010-01-26,1303.TW,BUY,10000,63.40000061035156,62.576758858358026,-0.8232417519935353,-0.012984885553126,63.4,-0.012984876051135186,-9.62699620021823e-09
development_2010,official_average,2010-01-26,2303.TW,BUY,46000,17.5,16.876850425639464,-0.6231495743605358,-0.0356085471063163,17.5,-0.035608547106316335,0.0
development_2010,official_average,2010-01-26,3481.TW,BUY,26000,52.55066076797485,50.92618440687072,-1.6244763611041364,-0.0309125772609526,53.4,-0.04632613470279556,0.01616229405326064
development_2010,official_average,2010-02-03,2324.TW,BUY,20000,44.29999894042969,44.48954607741006,0.1895471369803729,0.0042787165127307,44.3,0.004278692492326597,2.3918066194283938e-08
development_2010,official_average,2010-02-03,2337.TW,BUY,49000,17.30000038813931,17.352359447076676,0.0523590589373661,0.0030265351307889,17.3,0.0030265576344898903,-2.2435797664144275e-08
development_2010,official_average,2010-02-03,3481.TW,BUY,22000,51.07451819000244,51.57708808754588,0.5025698975434381,0.0098399341854547,51.9,-0.0062218094885185815,0.016162302440654974
development_2010,official_average,2010-02-03,4904.TW,BUY,30000,38.59999847412109,38.98406404584238,0.3840655717212868,0.009949885671078,38.6,0.009949845747211805,3.953054350525065e-08
development_2010,official_average,2010-02-03,6239.TW,BUY,13000,104.00000152587891,102.4821851776324,-1.5178163482465123,-0.0145943877497811,104.0,-0.014594373291996088,-1.4671912462738135e-08
development_2010,official_average_official_close,2010-01-29,1815.TWO,SELL,-1665000,15.433800335438155,15.830573852716151,0.396773517277996,0.0257080893010483,16.1,-0.016734543309555927,0.04316497881809189
development_2018,open_proxy,2018-01-02,1101.TW,BUY,1245000,36.44999754604632,36.45324376827878,0.0032462222324625,8.905960085070497e-05,36.45,8.899227102276974e-05,6.732383672769515e-08
development_2018,open_proxy,2018-01-02,1301.TW,BUY,459000,98.5999984741211,97.79783112461548,-0.8021673495056092,-0.0081355716219017,98.6,-0.008135586971445341,1.547544536961709e-08
development_2018,open_proxy,2018-01-02,1303.TW,BUY,582000,78.0,77.00110123117574,-0.9988987688242617,-0.0128063944721059,78.0,-0.012806394472105964,0.0
development_2018,open_proxy,2018-01-02,1326.TW,BUY,440000,103.5,102.50697855234256,-0.9930214476574406,-0.0095944101222941,103.5,-0.009594410122294117,0.0
development_2018,open_proxy,2018-01-02,1402.TW,BUY,1693000,27.0,26.96077872169668,-0.039221278303323,-0.0014526399371601,27.0,-0.0014526399371599386,0.0
development_2018,open_proxy,2018-01-02,1519.TW,BUY,2176000,20.99999867725373,20.731640768752,-0.2683579085017271,-0.0127789488288111,21.0,-0.012779011011809449,6.298792176728796e-08
development_2018,open_proxy,2018-01-02,1802.TW,BUY,2030000,22.350000381469727,22.23862908197362,-0.1113712994961062,-0.0049830558208152,22.35,-0.004983038837869436,-1.706799634959566e-08
development_2018,open_proxy,2018-01-02,1815.TWO,BUY,2051000,23.00289273275441,23.44709187887571,0.4441991461212993,0.0193105776426454,23.65,-0.008579624571851463,0.02813156044170717
development_2018,open_proxy,2018-01-02,2327.TW,BUY,128000,353.0000197451428,348.83762112073924,-4.162398624403522,-0.0117914968599963,353.0,-0.011791441584308116,-5.59352456575013e-08
development_2018,open_proxy,2018-01-02,2345.TW,BUY,428000,106.5,110.51650619841207,4.016506198412074,0.0377136732245264,106.5,0.037713673224526456,0.0
development_2018,open_proxy,2018-01-02,2377.TW,BUY,592000,78.0999984741211,79.25250121347615,1.152502739355057,0.0147567575143672,78.09999999999998,0.014756737688555344,1.9537502060629208e-08
