episode_id,execution_mode,date,symbol,side,shares,open_price,official_average_price,official_minus_open,relative_difference,official_open,average_vs_official_open,official_open_vs_vendor_open
development_2010,open_proxy,2010-01-04,1605.TW,BUY,3863000,11.795190811157228,12.568521500165822,0.7733306890085956,0.0655632199079891,12.0,0.04737679168048525,0.017363787675994224
development_2010,open_proxy,2010-01-04,2301.TW,BUY,944000,48.049999514344655,47.5995750018117,-0.4504245125329547,-0.0093740794398652,48.05,-0.009374089452409917,1.010729122619125e-08
development_2010,open_proxy,2010-01-04,2327.TW,BUY,9150000,4.979996224870063,11.827144512154783,6.84714828728472,1.3749304172340762,11.75,0.006565490396151841,1.3594395395965542
development_2010,open_proxy,2010-01-04,2337.TW,BUY,2480000,18.29999897500825,18.086277657162405,-0.2137213178458488,-0.0116787611921574,18.3,-0.011678816548502446,5.6010481364054954e-08
development_2010,open_proxy,2010-01-04,2345.TW,BUY,2918000,15.599999602622988,15.627891000383832,0.027891397760845,0.0017879101584179,15.6,0.0017878846399892456,2.5472886022726016e-08
development_2010,open_proxy,2010-01-04,2368.TW,BUY,3288000,13.999999809265136,13.720619875534352,-0.2793799337307856,-0.0199557098240739,14.0,-0.019955723176117712,1.3623919103977755e-08
development_2010,open_proxy,2010-01-04,2376.TW,BUY,1447000,31.350000381469727,30.910242635145416,-0.4397577463243109,-0.0140273601586379,31.35,-0.014027348161230857,-1.21680931997048e-08
development_2010,open_proxy,2010-01-04,2377.TW,BUY,2150000,21.299999237060547,21.297936592933247,-0.0020626441272995,-9.683775592395084e-05,21.3,-9.687357120902185e-05,3.581875507308041e-08
development_2010,open_proxy,2010-01-04,2379.TW,BUY,480000,94.50000250251732,93.9438276128822,-0.5561748896351162,-0.0058854484117109,94.5,-0.005885422085902592,-2.6481664083810585e-08
development_2010,open_proxy,2010-01-04,2451.TW,BUY,378000,120.0,121.77739034072133,1.7773903407213254,0.0148115861726776,120.0,0.014811586172677638,0.0
development_2010,open_proxy,2010-01-04,2603.TW,BUY,2602000,17.539164375530437,18.05608515227325,0.5169207767428148,0.0294723719827834,17.95,0.005910036338342639,0.02342389954693247
development_2010,open_proxy,2010-01-04,2885.TW,BUY,1931000,23.699998668726156,23.412027655086728,-0.2879710136394244,-0.0121506763635148,23.7,-0.012150731852880625,5.6171895357337576e-08
development_2010,open_proxy,2010-01-04,2890.TW,BUY,3572000,12.703089015740543,12.715532757116645,0.0124437413761011,0.0009795838918142,12.9,-0.014299786270027592,0.015501031600696713
development_2010,open_proxy,2010-01-04,3211.TWO,BUY,401000,113.0,111.43801865004129,-1.5619813499587138,-0.0138228438049443,113.0,-0.013822843804944362,0.0
development_2010,open_proxy,2010-01-04,3260.TWO,BUY,444000,102.63957439004515,101.7332627065378,-0.9063116835073686,-0.0088300413256123,105.0,-0.031111783747259092,0.022997227180472146
development_2010,open_proxy,2010-01-04,3264.TWO,BUY,2135000,21.34999925282048,20.87056613345669,-0.4794331193637831,-0.0224558845968319,21.35,-0.02245591880764919,3.4996699982414725e-08
development_2010,open_proxy,2010-01-04,5347.TWO,BUY,2818000,16.100000381469727,15.638417426420252,-0.4615829550494741,-0.0286697480815424,16.1,-0.02866972506706511,-2.369377116728799e-08
development_2010,open_proxy,2010-01-04,6239.TW,BUY,418000,107.99999771118163,109.03683039530306,1.036832684121407,0.0096003028342106,108.0,0.009600281437991187,2.119276309997531e-08
development_2010,open_proxy,2010-01-04,6274.TWO,BUY,3230000,14.149999618530272,13.987275949373792,-0.162723669156481,-0.0114999062574803,14.15,-0.011499932906445798,2.6958992149772598e-08
development_2010,open_proxy,2010-01-04,8299.TWO,BUY,166000,275.0,275.2677530659035,0.2677530659034914,0.0009736475123762,275.0,0.0009736475123762744,0.0
development_2010,open_proxy,2010-01-06,3324.TWO,BUY,39000,21.326141357421875,23.490780911062902,2.1646395536410274,0.101501697722157,23.3,0.00818802193403001,0.09255582664939932
development_2010,open_proxy,2010-01-07,2368.TW,SELL,-3288000,13.149999618530272,13.322495553789048,0.1724959352587749,0.0131175619971655,13.15,0.013117532607532123,2.9009105784183475e-08
development_2010,open_proxy,2010-01-08,1303.TW,BUY,74000,64.49999919891357,64.21134289641228,-0.2886563025012947,-0.0044752915672308,64.5,-0.004475303931592567,1.2419944850350362e-08
development_2010,open_proxy,2010-01-08,2303.TW,BUY,256000,18.399999618530277,18.12360889261684,-0.276390725913437,-0.0150212354154121,18.4,-0.015021255836041192,2.0732050520777534e-08
development_2010,open_proxy,2010-01-08,2408.TW,BUY,149000,31.33786787768555,31.71518325656552,0.3773153788799668,0.0120402377198303,32.55,-0.025647211779861068,0.038679470059849175
development_2010,open_proxy,2010-01-08,2883.TW,BUY,472000,10.09999959309305,10.138963203361692,0.0389636102686417,0.0038577833503365,10.1,0.0038577429070982827,4.0287818414697085e-08
development_2010,open_proxy,2010-01-08,3324.TWO,BUY,187000,19.77015686035156,21.80734753857457,2.0371906782230127,0.1030437286164651,21.6,0.009599423082156111,0.09255582303032384
development_2010,open_proxy,2010-01-08,3481.TW,BUY,91000,51.66497291229248,52.74038194176591,1.0754090294734269,0.020815050678514,52.5,0.004578703652684091,0.0161623444403054
development_2010,open_proxy,2010-01-11,2379.TW,SELL,-480000,91.79999902851172,93.8850513279105,2.085052299398768,0.0227129882512435,91.8,0.022712977428219094,1.0582660969760127e-08
development_2010,open_proxy,2010-01-11,2451.TW,SELL,-378000,113.0,110.86947043977578,-2.1305295602242182,-0.0188542438957894,113.0,-0.01885424389578949,0.0
development_2010,open_proxy,2010-01-12,1303.TW,BUY,229000,65.00000205993652,64.81808672166112,-0.1819153382754024,-0.0027986974232347,65.0,-0.0027986658205981785,-3.16913301157129e-08
development_2010,open_proxy,2010-01-12,2303.TW,BUY,806000,18.600000381469727,18.398579320749132,-0.201421060720591,-0.0108290890639581,18.6,-0.010829068776928463,-2.0509124620815555e-08
development_2010,open_proxy,2010-01-12,2408.TW,BUY,497000,30.423245259033205,32.61533813048948,2.1920928714562717,0.0720532228824404,31.6,0.03213095349650241,0.03867946141010048
development_2010,open_proxy,2010-01-12,2883.TW,BUY,1427000,10.49999960875949,10.322961316429357,-0.177038292330133,-0.0168607903739769,10.5,-0.016860827006727974,3.7261002283628386e-08
development_2010,open_proxy,2010-01-12,3324.TWO,BUY,787000,19.90744972229004,22.571657141085662,2.6642074187956237,0.1338296695941194,21.75,0.03777733982003051,0.0925558172148433
development_2010,open_proxy,2010-01-12,3481.TW,BUY,268000,55.40453487945557,55.86601937729003,0.4614844978344621,0.0083293632703265,56.3,-0.0077083591955589,0.01616230733626245
development_2010,open_proxy,2010-01-13,2890.TW,SELL,-3572000,12.210722553027487,12.27419260780968,0.0634700547821918,0.0051978950882358,12.4,-0.010145757434703362,0.015500921108520638
development_2010,open_proxy,2010-01-13,6239.TW,SELL,-418000,104.00000152587891,103.24465102458826,-0.7553505012906498,-0.0072629854827712,104.0,-0.007262970917420564,-1.4671912462738135e-08
development_2010,open_proxy,2010-01-14,1303.TW,BUY,16000,64.39999862670898,64.22085718841883,-0.179141438290145,-0.0027816994116495,64.4,-0.002781720676726329,2.132439536062236e-08
development_2010,open_proxy,2010-01-14,2303.TW,BUY,91000,17.850000381469727,17.64564769587706,-0.2043526855926671,-0.0114483294804188,17.85,-0.011448308354226389,-2.13708525320655e-08
development_2010,open_proxy,2010-01-14,2408.TW,BUY,22000,30.80834935876465,32.001619588839965,1.1932702300753135,0.0387320403368458,32.0,5.061215124890772e-05,0.03867947053438403
development_2010,open_proxy,2010-01-14,2883.TW,BUY,139000,10.09999959309305,10.114269362382249,0.0142697692891982,0.0014128485013955,10.1,0.0014128081566582296,4.0287818414697085e-08
development_2010,open_proxy,2010-01-14,3044.TW,BUY,179000,115.99999649047852,114.11782432856918,-1.882172161909338,-0.0162256225763233,116.0,-0.016225652339920793,3.02544964636553e-08
development_2010,open_proxy,2010-01-14,3481.TW,BUY,31000,52.64907181243897,54.03274531488693,1.3836735024479625,0.0262810616562674,53.5,0.009957856353026706,0.016162263801961174
development_2010,open_proxy,2010-01-14,6223.TWO,BUY,208000,103.0,105.10195289407471,2.1019528940747136,0.0204073096512107,103.0,0.020407309651210737,0.0
development_2010,open_proxy,2010-01-14,8046.TW,BUY,145000,140.9999998474121,142.82074330576333,1.8207434583512168,0.012913074186678,141.0,0.012913073090520033,1.0821836760044334e-09
development_2010,open_proxy,2010-01-14,8932.TWO,BUY,1858000,11.278001969343306,11.162155388471175,-0.1158465808721302,-0.0102719064234101,11.3,-0.01219863818839162,0.001950525520078017
development_2010,open_proxy,2010-01-15,3260.TWO,SELL,-444000,95.89468996134188,96.91121436679671,1.0165244054548452,0.0106004243390811,98.1,-0.012118100236526819,0.02299720703562569
development_2010,open_proxy,2010-01-15,8299.TWO,SELL,-166000,264.0,259.34817133996387,-4.651828660036131,-0.0176205631061974,264.0,-0.017620563106197418,0.0
development_2010,open_proxy,2010-01-18,1303.TW,BUY,34000,63.50000118255616,64.14165323432373,0.6416520517675721,0.0101047565325689,63.5,0.010104775343680705,-1.862293130816539e-08
development_2010,open_proxy,2010-01-18,1802.TW,BUY,763000,29.681304446153643,30.68410576633988,1.0028013201862365,0.0337856215856506,29.8,0.0296679787362375,0.003999000585088508
development_2010,open_proxy,2010-01-18,2303.TW,BUY,105000,17.799999237060547,17.782931698355636,-0.0170675387049108,-0.000958850530138,17.8,-0.0009588933508070108,4.2861768800861455e-08
development_2010,open_proxy,2010-01-18,2324.TW,BUY,471000,47.99999781578064,48.30368504469139,0.3036872289107535,0.0063268175568731,48.0,0.006326771764403993,4.550457211038861e-08
development_2010,open_proxy,2010-01-18,2356.TW,BUY,1124000,19.949998698234555,20.00278306485437,0.0527843666198144,0.0026458330859182,19.95,0.0026457676618731885,6.525140494595405e-08
development_2010,open_proxy,2010-01-18,2408.TW,BUY,26000,31.963661657958987,33.63174574106615,1.6680840831071606,0.0521868896297681,33.2,0.01300438979114893,0.0386794965880628
development_2010,open_proxy,2010-01-18,2883.TW,BUY,193000,10.000000391660963,10.086301701172792,0.0863013095118265,0.0086301306131741,10.0,0.008630170117279068,-3.916609481180444e-08
development_2010,open_proxy,2010-01-18,3044.TW,BUY,19000,113.49999824523928,114.99550375647922,1.495505511239955,0.0131762602146356,113.5,0.013176244550477723,1.5460447144732825e-08
development_2010,open_proxy,2010-01-18,3324.TWO,BUY,5000,21.966840744018555,24.444348342395497,2.477507598376942,0.1127839741384546,24.0,0.0185145142664791,0.09255583357088182
development_2010,open_proxy,2010-01-18,3481.TW,BUY,14000,55.69976224060059,56.72381855197887,1.0240563113782812,0.0183852905323862,56.6,0.002187606925421859,0.016162326788950132
development_2010,open_proxy,2010-01-18,8046.TW,BUY,17000,137.99999282836913,140.5777976471714,2.577804818802264,0.0186797460345398,138.0,0.018679693095444927,5.196834229614922e-08
development_2010,open_proxy,2010-01-18,8932.TWO,BUY,168000,11.178193680708414,11.82359505735481,0.6454013766463955,0.0577375374842756,11.2,0.05567813012096523,0.0019507909698521786
development_2010,open_proxy,2010-01-19,2337.TW,SELL,-2480000,17.750000248936466,18.088161146165163,0.3381608972286969,0.0190513178865425,17.75,0.019051332178319003,-1.4024589489736172e-08
development_2010,open_proxy,2010-01-19,2885.TW,SELL,-1931000,22.9999998389087,22.626750163055096,-0.3732496758536037,-0.0162282468899057,23.0,-0.016228253780213198,7.003969626495632e-09
development_2010,open_proxy,2010-01-20,1303.TW,BUY,120000,64.39999862670898,64.21204813091472,-0.1879504957942543,-0.002918486021773,64.4,-0.0029185072839329473,2.132439536062236e-08
development_2010,open_proxy,2010-01-20,1802.TW,BUY,260000,29.731103864068988,29.04085683699295,-0.6902470270760368,-0.0232163269225339,29.85,-0.02710697363507708,0.003999048823569051
development_2010,open_proxy,2010-01-20,2303.TW,BUY,461000,17.799999237060547,17.889269287289974,0.0892700502294268,0.0050151715761628,17.8,0.0050151284994366385,4.2861768800861455e-08
development_2010,open_proxy,2010-01-20,2324.TW,BUY,164000,47.49999775749207,46.43481314306558,-1.0651846144264852,-0.0224249403097809,47.5,-0.022424986461777263,4.7210695575117256e-08
development_2010,open_proxy,2010-01-20,2356.TW,BUY,370000,20.349999425411223,20.00560530085651,-0.3443941245547144,-0.0169235446820046,20.35,-0.016923572439483725,2.8235321636316257e-08
development_2010,open_proxy,2010-01-20,2883.TW,BUY,787000,10.09999959309305,9.931525309416392,-0.1684742836766588,-0.0166806228182296,10.1,-0.016680662434020554,4.0287818414697085e-08
development_2010,open_proxy,2010-01-20,3044.TW,BUY,76000,112.0000009918213,111.0351624830048,-0.9648385088164986,-0.0086146294667172,112.0,-0.00861462068745722,-8.855547184438706e-09
development_2010,open_proxy,2010-01-20,3324.TWO,BUY,250000,24.25505256652832,26.324264970362304,2.0692124038339834,0.0853105718141988,26.5,-0.006631510552365882,0.09255586757909895
