phase,candidate_id,episode_id,day_1_invested_fraction,day_1_holding_count,day_3_invested_fraction,day_3_holding_count,day_5_invested_fraction,day_5_holding_count,days_to_valid_portfolio,valid_portfolio_reached
development,tune_d5f4e7219e82,monthly_2011-08-01,0.9084100343448522,28,0.9394773586759216,29,0.9306563916024708,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2011-09-01,0.905247540637843,28,0.9375634193360696,30,0.9487422770986008,26.0,1.0,True
development,tune_d5f4e7219e82,monthly_2011-10-03,0.8896560299635425,28,0.9444545906608507,29,0.9524236368609397,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2011-11-01,0.9053295346091398,28,0.9347138514231814,28,0.9438003700047575,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2011-12-01,0.93260065971167,26,0.9514222986349476,25,0.9305663290567209,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2012-01-02,0.9070773504214932,28,0.9417684347136791,29,0.9306769377055343,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2012-02-01,0.9081101939661564,28,0.9347605623144261,28,0.9305764520253178,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2012-03-01,0.9120365986135338,28,0.9414417638393194,28,0.9347916736413888,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2012-04-02,0.8996117574495528,28,0.9406161455986656,29,0.948447546436175,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2012-05-02,0.9112563668833203,28,0.951111440354156,28,0.9475275873198783,26.0,1.0,True
development,tune_d5f4e7219e82,monthly_2012-06-01,0.895928367966467,28,0.9444326017679675,29,0.9436363880602059,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2012-07-02,0.9139905166187495,28,0.9364008765819627,29,0.9306236317193504,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2012-08-01,0.9037035374579663,28,0.9393381423073818,28,0.9297990352302717,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2012-09-03,0.9100965816570369,28,0.9322058433420466,29,0.9442724566015458,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2012-10-01,0.9014206344763868,28,0.9487714167288795,28,0.9518476353834898,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2012-11-01,0.0,0,0.9353789485154714,29,0.9395922894826748,30.0,2.0,True
development,tune_d5f4e7219e82,monthly_2012-12-03,0.9021102681156764,28,0.9513774096332114,28,0.9324842499055335,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2013-01-02,0.9173178038943762,28,0.9323854362388702,28,0.9343163815619033,30.0,1.0,True
development,tune_d5f4e7219e82,monthly_2013-02-01,0.9085027203003377,28,0.935403593622541,28,0.9443760146245495,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2013-03-01,0.9152882684203002,28,0.9337133036586464,30,0.9323800146171616,30.0,1.0,True
development,tune_d5f4e7219e82,monthly_2013-04-01,0.9078235223671869,28,0.9437706856679613,25,0.9393455833032189,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2013-05-02,0.9041529695296251,28,0.8802276406417555,26,0.8674052708489931,26.0,1.0,True
development,tune_d5f4e7219e82,monthly_2013-06-03,0.895151012794289,28,0.9349828066825507,30,0.938913875337648,27.0,1.0,True
development,tune_d5f4e7219e82,monthly_2013-07-01,0.9003561028716959,28,0.9369295345025941,26,0.9435529229075047,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2013-08-01,0.9088122369186649,28,0.9374379855664227,30,0.9322740699933504,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2013-09-02,0.9097428693183026,28,0.9372269957577866,28,0.929721391283768,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2013-10-01,0.9079679176523852,28,0.9392081455982548,27,0.9374449929608101,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2013-11-01,0.9043215352601783,28,0.9509361636234815,25,0.9389931605266854,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2013-12-02,0.9131988041085862,28,0.9321296610644423,28,0.9315455618176313,30.0,1.0,True
development,tune_d5f4e7219e82,monthly_2014-01-02,0.9097468067705866,28,0.9403035450704825,29,0.9335223579124987,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2014-02-05,0.8876219802580425,28,0.9444507159692588,25,0.9346643208017668,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2014-03-03,0.9058283313020006,28,0.9394787080210663,28,0.9296696017070917,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2014-04-01,0.9108422804504083,28,0.9359316725991754,28,0.9334727237340199,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2014-05-02,0.9191804099626375,28,0.9322431959868667,30,0.9322684479910062,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2014-06-03,0.9135667566361974,28,0.9423299845354185,28,0.9352124187570101,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2014-07-01,0.9091800100425622,28,0.9353854081031315,28,0.9293793156864765,30.0,1.0,True
development,tune_d5f4e7219e82,monthly_2014-08-01,0.893424715131927,28,0.9418692484412825,25,0.9458067801708313,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2014-09-01,0.9118716814342878,28,0.9330719533919848,30,0.9453793092239758,26.0,1.0,True
development,tune_d5f4e7219e82,monthly_2014-10-01,0.904159621631552,28,0.9432575477723987,25,0.9360457531384505,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2014-11-03,0.9058409086910212,28,0.938294959676878,29,0.9382342984208748,27.0,1.0,True
development,tune_d5f4e7219e82,monthly_2014-12-01,0.8868145495044726,28,0.9431533593946069,29,0.9342808369015777,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2015-01-05,0.905113960732719,28,0.9380212855824946,27,0.9423312346918635,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2015-02-02,0.9009863389137581,28,0.9352278929185995,30,0.9435970667364412,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2015-03-02,0.9128081884485436,28,0.9386476774781609,28,0.9302863146229117,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2015-04-01,0.904007105711155,28,0.9445263822710913,28,0.928744540127322,30.0,1.0,True
development,tune_d5f4e7219e82,monthly_2015-05-04,0.9125527868110912,28,0.9359689320759005,29,0.9310668823195443,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2015-06-01,0.9067539106853946,28,0.9367645860756822,29,0.9383847744515393,27.0,1.0,True
development,tune_d5f4e7219e82,monthly_2015-07-01,0.904920750125459,28,0.934417467506958,29,0.9437942750431302,27.0,1.0,True
development,tune_d5f4e7219e82,monthly_2015-08-03,0.894132234979238,23,0.9404022032469984,28,0.9346178638264254,30.0,1.0,True
development,tune_d5f4e7219e82,monthly_2015-09-01,0.8905719513179187,28,0.9489783811922525,25,0.9385569758192767,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2015-10-01,0.9162490146090636,28,0.9334916482757137,29,0.9354781548364157,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2015-11-02,0.9101218818333999,28,0.9387630007633438,28,0.934571571768565,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2015-12-01,0.9099619285630742,26,0.9373731208809709,29,0.9326173579185811,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2016-01-04,0.8985106379828491,28,0.9446010318594512,25,0.937212162903037,27.0,1.0,True
development,tune_d5f4e7219e82,monthly_2016-02-01,0.9103390745256922,28,0.935453961092931,28,0.9361276673541834,30.0,1.0,True
development,tune_d5f4e7219e82,monthly_2016-03-01,0.9156984554587534,28,0.864510746129176,26,0.8729966441567739,26.0,1.0,True
development,tune_d5f4e7219e82,monthly_2016-04-01,0.8979265958948967,28,0.9460061098312598,26,0.9535144932975751,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2016-05-03,0.9083469295098399,28,0.9420939620763888,25,0.938572592172151,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2016-06-01,0.90798548776105,28,0.943739247659824,28,0.9337501341127553,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2016-07-01,0.9080361515093954,28,0.9487776012235629,28,0.9340490045162968,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2016-08-01,0.9097850583380073,28,0.9373991360164136,28,0.9305468396595296,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2016-09-01,0.9060533422378496,28,0.9434187037176764,25,0.9363122525308671,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2016-10-03,0.9113732760428119,28,0.9333173608027721,29,0.9368988333357342,27.0,1.0,True
development,tune_d5f4e7219e82,monthly_2016-11-01,0.9025281699286125,28,0.9369748369345291,27,0.9446321537230256,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2016-12-01,0.9070642052115835,28,0.9361643245567862,27,0.9384616826206067,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2017-01-03,0.9065636785249611,28,0.9340098521645184,29,0.9341780563116264,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2017-02-02,0.919829439221699,28,0.9363987881852928,28,0.9306360709656805,30.0,1.0,True
development,tune_d5f4e7219e82,monthly_2017-03-01,0.9088320532828988,28,0.936973200447763,28,0.930171955865011,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2017-04-05,0.9128428760860537,28,0.9332697238331706,29,0.9286460719781899,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2017-05-02,0.9032075023941466,28,0.9417623336990778,29,0.9594713708434373,27.0,1.0,True
development,tune_d5f4e7219e82,monthly_2017-06-01,0.9101162993282982,28,0.8803486793860775,27,0.9350496134955675,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2017-07-03,0.9036267296438929,28,0.9389887344735581,29,0.928589889222346,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2017-08-01,0.9100371037084152,28,0.9359256336602892,28,0.9380422834741469,26.0,1.0,True
development,tune_d5f4e7219e82,monthly_2017-09-01,0.9057257259495051,28,0.9359439629118685,28,0.9293619225501493,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2017-10-02,0.9262373750296093,28,0.9408972177057082,26,0.9398226328054735,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2017-11-01,0.9056267995128269,28,0.9397841253948361,30,0.9302850125760951,30.0,1.0,True
development,tune_d5f4e7219e82,monthly_2017-12-01,0.9098648769448981,28,0.939404072970842,25,0.9382862029040281,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2018-01-02,0.9102368117396255,28,0.939644224179747,28,0.9297618466926035,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2018-02-01,0.9047149279375928,28,0.9356233491107587,30,0.9462829813042823,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2018-03-01,0.9014509778476447,28,0.8700718867551314,30,0.939370645588202,27.0,1.0,True
development,tune_d5f4e7219e82,monthly_2018-04-02,0.9125651371928725,28,0.9417816918695365,25,0.9398486599339444,30.0,1.0,True
