phase,candidate_id,episode_id,day_1_invested_fraction,day_1_holding_count,day_3_invested_fraction,day_3_holding_count,day_5_invested_fraction,day_5_holding_count,days_to_valid_portfolio,valid_portfolio_reached
development,tune_21a3cc0abdbc,monthly_2010-01-04,0.9045856338191216,25,0.8975647325059888,27,0.9000113586329781,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2010-02-01,0.0,0,0.0,0,,,,False
development,tune_21a3cc0abdbc,monthly_2010-03-01,0.9101531847227162,24,0.8372824745186188,23,0.8221631867185129,23.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2010-04-01,0.8939844600213536,25,0.9001884946225717,27,0.9009447954909372,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2010-05-03,0.8992277677051332,25,0.8931365983572428,30,0.8992424646272787,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2010-06-01,0.8998138698932562,21,0.8982255686323012,24,0.8941414203367135,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2010-07-01,0.9065911014229118,23,0.8994137405130793,29,0.9015879413455014,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2010-08-02,0.9110725587725619,25,0.8963236950871434,26,0.8941820760608922,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2010-09-01,0.0,0,0.9117127631562494,23,0.8969076636001161,25.0,3.0,True
development,tune_21a3cc0abdbc,monthly_2010-10-01,0.905391804339877,25,0.8923012498345193,25,0.8990720881698196,30.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2010-11-01,0.9079435699832185,25,0.8019133096951807,22,0.8302596996019304,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2010-12-01,0.9065417272690384,25,0.8929137450445889,26,0.8953154674149582,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2011-01-03,0.910274231623348,25,0.8904388530546125,26,0.8971589474437177,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2011-02-08,0.9113896548243198,25,0.8977015033927751,25,0.8999543305457013,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2011-03-01,0.0,0,0.8562635251105959,20,0.8082665127967334,23.0,2.0,True
development,tune_21a3cc0abdbc,monthly_2011-04-01,0.8892802118681586,25,0.9116990274757638,25,0.8949066638125696,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2011-05-03,0.8902264890147861,25,0.900062545126668,28,0.9013750717795017,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2011-06-01,0.901120179398769,25,0.8975011502757416,26,0.8936573775399552,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2011-07-01,0.9082287134343489,25,0.8927955890492363,26,0.8980284407361165,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2011-08-01,0.9109964400999813,25,0.8906479546455673,26,0.8878987733928713,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2011-09-01,0.9117127583753494,20,0.8704766860193334,24,0.8018399779658109,22.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2011-10-03,0.0,0,0.0,0,,,,False
development,tune_21a3cc0abdbc,monthly_2011-11-01,0.8983396204234976,25,0.891150235495306,27,0.8992243817486183,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2011-12-01,0.0,0,0.9027626858090468,25,0.8990781753355365,25.0,3.0,True
development,tune_21a3cc0abdbc,monthly_2012-01-02,0.9032513384264585,25,0.8976053205854194,26,0.8969115716320346,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2012-02-01,0.9005013038201469,25,0.8985257462076626,25,0.894085004779681,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2012-03-01,0.8897434364059111,25,0.8944223955519326,28,0.8962474497465867,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2012-04-02,0.0,0,0.8153103046055883,20,0.8219311511985093,20.0,2.0,True
development,tune_21a3cc0abdbc,monthly_2012-05-02,0.9019066120069731,22,0.8255627520782975,23,0.8187982953422854,23.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2012-06-01,0.8886684405836012,25,0.9015915499167396,29,0.8984973222323924,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2012-07-02,0.9082354880221531,25,0.8973793984338556,26,0.8962335019838894,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2012-08-01,0.8845173343365212,25,0.896428118635082,27,0.9013681570281551,27.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2012-09-03,0.9036180766676739,25,0.8994429791781556,26,0.899544394000356,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2012-10-01,0.8885471331291636,25,0.9112053310521003,25,0.9000012292915955,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2012-11-01,0.0,0,0.8897747628063168,22,0.9012417532094823,26.0,3.0,True
development,tune_21a3cc0abdbc,monthly_2012-12-03,0.9049222473799392,25,0.8984206596575912,25,0.8971345873996004,27.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2013-01-02,0.9100264556712696,25,0.892367573793139,26,0.8974483429982514,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2013-02-01,0.9005367989914809,25,0.8989480021869036,26,0.8965509275443939,30.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2013-03-01,0.9086189580529647,25,0.8982409998322527,25,0.9002415904929874,30.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2013-04-01,0.9060289514906452,25,0.8978244963361062,26,0.8993039007027452,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2013-05-02,0.9018006739015094,25,0.8941962678975525,27,0.8945304153902025,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2013-06-03,0.8912753593192397,25,0.8986471044769587,29,0.8981900332322047,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2013-07-01,0.901296829088216,25,0.8971359442719471,30,0.9004597264818346,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2013-08-01,0.8990588384622249,25,0.898336692070873,25,0.8966701776846917,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2013-09-02,0.903090509046991,25,0.8961409839720041,25,0.897699920224669,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2013-10-01,0.9041812998467171,25,0.9033012600233989,29,0.8938308878228389,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2013-11-01,0.9052220837585963,25,0.899315864520013,25,0.8975357345816688,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2013-12-02,0.9080996637424817,25,0.8970342858390207,25,0.8990925233531475,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2014-01-02,0.9072729135581136,25,0.8940532432865045,26,0.8982287658556979,27.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2014-02-05,0.8795825905852563,25,0.9004981844919612,26,0.9069790690175172,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2014-03-03,0.8972516321233477,25,0.9013027676543904,27,0.8963977740700015,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2014-04-01,0.8922628465651261,25,0.9007975348616422,25,0.8984722011465723,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2014-05-02,0.9120022615020492,25,0.9011393673609845,29,0.8976746186206519,27.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2014-06-03,0.9020709825081235,25,0.8968203931295358,26,0.8928905197939904,27.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2014-07-01,0.8998701263276607,25,0.8935863371739671,28,0.897929970137092,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2014-08-01,0.8871173920875142,25,0.8976000959104671,25,0.8984237658681204,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2014-09-01,0.9033140118123814,25,0.8973163200588937,28,0.8975919968092781,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2014-10-01,0.0,0,0.0,0,,,,False
development,tune_21a3cc0abdbc,monthly_2014-11-03,0.9052642661462902,25,0.8924245590012161,28,0.8990776322464387,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2014-12-01,0.8901373044138452,25,0.9015966809417459,26,0.8947125717229152,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2015-01-05,0.899891618434142,25,0.8987476193874636,30,0.9019102092172506,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2015-02-02,0.9067290275428405,25,0.900942811593258,29,0.8981306706174573,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2015-03-02,0.8986365652253512,25,0.8948286217636394,25,0.8943553047291162,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2015-04-01,0.899370362275111,25,0.8986499575354036,30,0.8983937522860771,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2015-05-04,0.9142640962968036,25,0.8961901555668237,28,0.8976833828089155,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2015-06-01,0.9093772824548134,25,0.9005241067190939,27,0.9015166638717635,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2015-07-01,0.9100237506057055,25,0.8922254068494518,26,0.8999592639656806,30.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2015-08-03,0.0,0,0.9050518039002126,21,0.8946151486006654,28.0,3.0,True
development,tune_21a3cc0abdbc,monthly_2015-09-01,0.8805058863172325,25,0.9047165040780559,25,0.9009611789306193,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2015-10-01,0.8994231995307547,22,0.9009412191075006,27,0.9026589595508138,27.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2015-11-02,0.9003024745370957,25,0.8988567731738619,26,0.8958539437176747,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2015-12-01,0.0,0,0.822717800476466,23,0.8315811546385709,23.0,2.0,True
development,tune_21a3cc0abdbc,monthly_2016-01-04,0.9002216668795905,20,0.8557463849773357,20,0.8102027204782085,24.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2016-02-01,0.9116260937619434,25,0.8944211346783738,25,0.8990256682215554,27.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2016-03-01,0.910344317593853,25,0.8964741085957971,25,0.8935814481250672,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2016-04-01,0.8839009267207233,25,0.8999209887511219,25,0.8982630859702192,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2016-05-03,0.0,0,0.0,0,,,,False
development,tune_21a3cc0abdbc,monthly_2016-06-01,0.9001965078111113,25,0.8995240679887573,28,0.8987945197010392,27.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2016-07-01,0.9058214058533558,25,0.8963252275336948,26,0.8947676881163141,27.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2016-08-01,0.9049207553998827,25,0.8989418585035293,29,0.8988544144116066,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2016-09-01,0.9004053434456661,25,0.8976166475687515,27,0.7982395994946085,24.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2016-10-03,0.0,0,0.907013067453321,25,0.8996905644179407,27.0,3.0,True
development,tune_21a3cc0abdbc,monthly_2016-11-01,0.8985204201843925,25,0.8936421479843064,25,0.9004676202034472,30.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2016-12-01,0.9048038070343157,25,0.8980529074365563,26,0.8985973038540855,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2017-01-03,0.9098561100242664,25,0.8985761414096286,27,0.8925661100673633,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2017-02-02,0.9126043944504496,25,0.8923196503185293,26,0.9003130630021291,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2017-03-01,0.9039170852779154,25,0.8930566695363864,28,0.8977889456492353,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2017-04-05,0.9159050862847273,25,0.8972605300278216,26,0.8955230278538392,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2017-05-02,0.8908515805660783,25,0.8988068771125504,26,0.8977226387056475,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2017-06-01,0.9024319750754644,25,0.834211978479433,23,0.900412720299081,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2017-07-03,0.9012206807761085,25,0.8937441017397592,25,0.8971913134181044,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2017-08-01,0.9048673407228119,25,0.9007354696269795,28,0.8992635821290269,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2017-09-01,0.9090429782301761,25,0.8976053315459159,28,0.8256491563225505,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2017-10-02,0.9173328822971001,25,0.9000593730032436,30,0.8989444167807515,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2017-11-01,0.9070250436162461,25,0.900788654450648,28,0.9039992732213771,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2017-12-01,0.9076265071658444,25,0.8986669804405337,25,0.9004149176329599,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2018-01-02,0.9043056750472671,25,0.8996073082816822,26,0.8983775782903614,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2018-02-01,0.9115485911037592,25,0.8937541811845127,30,0.9047342879062207,27.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2018-03-01,0.9049970349496116,25,0.893416813216796,28,0.8980100781861419,29.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2018-04-02,0.9088717646131459,25,0.8999833393858802,30,0.9025169972673162,27.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2018-05-02,0.9015331044578152,25,0.8984229004022758,30,0.8988016777456849,27.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2018-06-01,0.9055571325626816,25,0.8960906383629741,25,0.8983735598261764,27.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2018-07-02,0.8989695851818353,25,0.8978065364033453,25,0.899730691050573,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2018-08-01,0.9043968351750254,25,0.8939527461945848,26,0.8978527214313263,28.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2018-09-03,0.8879858861414767,25,0.9002907771707095,28,0.8973646367677404,25.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2018-10-01,0.8918013945185008,25,0.8939891666524243,28,0.8951102899720139,26.0,1.0,True
development,tune_21a3cc0abdbc,monthly_2018-11-01,0.0,0,0.8623334791475533,22,0.8103527058406966,22.0,2.0,True
development,tune_d5f4e7219e82,monthly_2010-01-04,0.9093000475396665,28,0.9380191156679859,29,0.9331872877345734,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2010-02-01,0.0,0,0.0,0,,,,False
development,tune_d5f4e7219e82,monthly_2010-03-01,0.9118646711561127,28,0.9367538867548159,28,0.9388153135534221,26.0,1.0,True
development,tune_d5f4e7219e82,monthly_2010-04-01,0.9109481276561744,28,0.9355515655911704,28,0.9334594440243565,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2010-05-03,0.9075669980876244,28,0.9334473444650684,30,0.9424252519094098,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2010-06-01,0.8989384200471316,28,0.9508652191057889,28,0.9466390791080009,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2010-07-01,0.9101655744236055,28,0.9413985488886178,29,0.9309722880486061,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2010-08-02,0.9162791554612041,28,0.9368203677173708,28,0.9380098988516594,26.0,1.0,True
development,tune_d5f4e7219e82,monthly_2010-09-01,0.9042199390299659,25,0.9448093503770244,25,0.9379501884211768,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2010-10-01,0.9111173188256753,28,0.9363509864921987,30,0.9378666872914768,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2010-11-01,0.9133259421781541,28,0.9384252715032992,27,0.9442564652288873,25.0,1.0,True
development,tune_d5f4e7219e82,monthly_2010-12-01,0.9119062908173606,28,0.9345504283843035,28,0.9337012122855812,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2011-01-03,0.917140541406552,28,0.9369428477119266,28,0.9356884420490482,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2011-02-08,0.9159153792610806,28,0.935852257064246,26,0.9401286176557282,27.0,1.0,True
development,tune_d5f4e7219e82,monthly_2011-03-01,0.9088418892883835,24,0.9398914918625402,25,0.9391857371738481,30.0,1.0,True
development,tune_d5f4e7219e82,monthly_2011-04-01,0.9076434456565385,28,0.9347714878574195,28,0.9342305535694398,28.0,1.0,True
development,tune_d5f4e7219e82,monthly_2011-05-03,0.9077618811500583,28,0.9357597058400298,28,0.935048764552722,29.0,1.0,True
development,tune_d5f4e7219e82,monthly_2011-06-01,0.9075413351304671,28,0.9355942256725424,28,0.9293975760222082,30.0,1.0,True
development,tune_d5f4e7219e82,monthly_2011-07-01,0.9117481222472377,28,0.9334760656722487,30,0.9391667340122815,29.0,1.0,True
