date,nav,economic_nav,cash,cash_ratio,holdings,dividend_receivable,odd_residual_names,fees,taxes,costs,traded_notional,turnover,violations,active_cap_breaches,passive_cap_breaches,overdue_passive_caps,active_share_status,submission_status,stale_count,executed_plan,terminal_dividend_credit
2016-07-01,999671985.9985468,999671985.9985468,85841185.99854684,0.08586935234841284,22,0.0,0,1300822.6376933581,0.0,1300822.6376933581,912857991.3637601,0.9128579913637601,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-04,1004184424.2484851,1004656558.8484851,83304274.24848512,0.08295714635369758,22,472134.6,0,121148.36748414274,124087.08290221613,245235.4503863589,85016398.23448613,0.08504429395364663,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-05,1000460638.2139869,1000932772.8139869,81846438.2139869,0.08180875397566706,22,472134.6,0,123127.65386118318,127797.69066101828,250925.34452220146,86405371.13065486,0.0860453210029813,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-06,985980054.0579857,986452188.6579857,79657704.05798563,0.08079038082985496,22,472134.6,0,117468.27423383793,120725.0036658349,238193.27789967283,82433876.65532486,0.08239592194500031,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-07,990144891.6568935,993257576.2568935,75678441.65689349,0.07643168418538658,22,3112684.6000000006,0,118417.75642112891,119037.55928890464,237455.31571003355,83100179.94465187,0.08428180631305625,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-11,1005270110.2656076,1009147790.6454086,70910410.26560755,0.07053866372976308,22,3877680.3798010005,0,115790.34886530167,115078.8344409796,230869.18330628128,81256385.16863275,0.08206514607438871,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-12,996921094.507271,1004269287.8870721,66755594.50727105,0.06696176344855563,22,7348193.3798010005,0,117118.63291629974,117402.32929665652,234520.96221295628,82188514.32722789,0.08175764253600701,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-13,1004689093.6158715,1012037286.9956726,63270443.61587155,0.06297514725491993,22,7348193.3798010005,0,120098.05655585504,121553.75828606368,241651.8148419187,84279337.93393336,0.08453962745726479,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-14,1007778734.7367028,1015126928.1165038,63944984.73670285,0.06345141302610383,22,7348193.3798010005,0,116578.54434851301,124087.06730769231,240665.61165620532,81809504.80597404,0.08142768277850215,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-15,1011347261.5785486,1020543454.9583496,61919711.57854852,0.06122497576342069,22,9196193.379801001,0,122019.31453948462,125775.16570891437,247794.480248399,85627589.15051553,0.0849666560714709,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2016-07-18,1024401277.1367319,1033597470.5165329,59290547.1367318,0.05787824406315925,22,9196193.379801001,0,121823.77357032188,124661.53242291941,246485.3059932413,85490367.41776974,0.08453117011888991,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
