date,symbol,open,high,low,close,volume,dividend,split,split_restoration_factor,turnover,price_source,source_symbol,execution_volume,official_turnover,vwap_source,execution_vwap
2024-01-02,2377.TW,204.5,205.5,196.5,198.0,9604549.0,0.0,1.0,1.0,,yahoo_historical_units,2377.TW,,,,
2024-01-02,2379.TW,468.5,472.0,457.5,458.0,3128107.0,0.0,1.0,1.0,,yahoo_historical_units,2379.TW,,,,
2024-01-02,2382.TW,224.5,225.0,213.5,214.0,41990541.0,0.0,1.0,1.0,,yahoo_historical_units,2382.TW,,,,
2024-01-02,2383.TW,382.0,382.0,363.0,366.0,5018940.0,0.0,1.0,1.0,,yahoo_historical_units,2383.TW,,,,
2024-01-02,2385.TW,175.5,178.0,174.0,175.0,2717904.0,0.0,1.0,1.0,,yahoo_historical_units,2385.TW,,,,
2024-01-02,2395.TW,371.5,372.0,367.0,369.5,460038.0,0.0,1.0,1.0,,yahoo_historical_units,2395.TW,,,,
2024-01-02,2409.TW,18.299999237060547,18.5,18.14999961853028,18.350000381469727,30037607.0,0.0,1.0,1.0,,yahoo_historical_units,2409.TW,,,,
2024-01-02,2412.TW,120.0,120.5,119.5,120.5,3929586.0,0.0,1.0,1.0,,yahoo_historical_units,2412.TW,,,,
2024-01-02,2449.TW,85.10000381469727,85.60000190734864,84.0,84.0,8569488.57142857,0.0,1.0,1.05,,yahoo_historical_units,2449.TW,,,,
2024-01-02,2454.TW,1010.0,1015.0,980.0,981.0,10009034.0,0.0,1.0,1.0,,yahoo_historical_units,2454.TW,,,,
2024-01-02,2474.TW,194.0,196.0,192.0,196.0,1535564.0,0.0,1.0,1.0,,yahoo_historical_units,2474.TW,,,,
2024-01-02,2603.TW,151.0,155.0,148.0,151.0,60522711.0,0.0,1.0,1.0,,yahoo_historical_units,2603.TW,,,,
2024-01-02,2609.TW,54.20000076293945,55.20000076293945,52.20000076293945,53.0,165713343.0,0.0,1.0,1.0,,yahoo_historical_units,2609.TW,,,,
2024-01-02,2610.TW,21.89999961853028,22.700000762939453,21.850000381469727,22.350000381469727,126080734.0,0.0,1.0,1.0,,yahoo_historical_units,2610.TW,,,,
2024-01-02,2615.TW,57.59999847412109,58.59999847412109,54.70000076293945,54.70000076293945,37523374.0,0.0,1.0,1.0,,yahoo_historical_units,2615.TW,,,,
2024-01-02,2618.TW,31.950000762939453,33.599998474121094,31.89999961853028,33.5,292393898.0,0.0,1.0,1.0,,yahoo_historical_units,2618.TW,,,,
2024-01-02,2633.TW,30.700000762939453,30.799999237060547,30.549999237060547,30.799999237060547,1921363.0,0.0,1.0,1.0,,yahoo_historical_units,2633.TW,,,,
2024-01-02,2801.TW,17.849999727630614,17.899999928627015,17.749999325637816,17.899999928627015,5157702.869387498,0.0,1.0,1.11069,,yahoo_historical_units,2801.TW,,,,
2024-01-02,2812.TW,15.899999370013262,15.949998267536468,15.84999816253868,15.899999370013262,2653885.861517636,0.0,1.0,1.209004896,,yahoo_paid_rights_restored_official_20241231_calibration,2812.TW,,,,
2024-01-02,2834.TW,13.749999008155823,13.749999008155823,13.600000404834748,13.69999987573147,10450258.691652045,0.0,1.0,1.264633,,yahoo_historical_units,2834.TW,,,,
2024-01-02,2880.TW,22.29999898848152,22.35000009215736,22.19999874627304,22.35000009215736,4137145.3584923246,0.0,1.0,1.030301,,yahoo_historical_units,2880.TW,,,,
2024-01-02,2881.TW,64.8000015449524,64.8000015449524,64.19999742507935,64.59999880313873,5953989.3147502905,0.0,1.0,1.07625,,yahoo_historical_units,2881.TW,,,,
2024-01-02,2882.TW,45.59999847412109,45.59999847412109,45.25,45.5,8594338.0,0.0,1.0,1.0,,yahoo_historical_units,2882.TW,,,,
2024-01-02,2883.TW,12.550000129572483,12.550000129572483,12.39999924156246,12.449999537565802,26327947.261792623,0.0,1.0,1.0100002,,yahoo_historical_units,2883.TW,,,,
2024-01-02,2884.TW,25.79999966718613,25.89999879000446,25.7000005443678,25.89999879000446,12405336.288973792,0.0,1.0,1.0302489753026478,,yahoo_historical_units,2884.TW,,,,
2024-01-02,2885.TW,27.450000204437256,27.849999770874025,27.450000204437256,27.750000400268554,18723510.558069386,0.0,1.0,1.092624,,yahoo_historical_units,2885.TW,,,,
2024-01-02,2886.TW,39.00000087738037,39.299998435974125,38.84999816894531,39.299998435974125,10361637.86407767,0.0,1.0,1.03,,yahoo_historical_units,2886.TW,,,,
2024-01-02,2887.TW,18.04999948730469,18.09999830932617,17.949999839782716,18.04999948730469,7484972.391469916,0.0,1.0,1.0504,,yahoo_historical_units,2887.TW,,,,
2024-01-02,2888.TW,8.85,8.85,8.78,8.84,13899563.0,0.0,1.0,1.0,122448464.0,official_monthly,2888.TW,13899563.0,,official_monthly,8.809518975524627
2024-01-02,2890.TW,19.69999943453407,19.749999260398862,19.350000653480528,19.350000653480528,23994376.747726973,0.0,1.0,1.081047,,yahoo_historical_units,2890.TW,,,,
2024-01-02,2891.TW,28.200000762939453,28.350000381469727,28.0,28.350000381469727,42765847.0,0.0,1.0,1.0,,yahoo_historical_units,2891.TW,,,,
2024-01-02,2892.TW,27.300000123023985,27.44999939346313,27.20000060939789,27.24999835252762,11350789.486147288,0.0,1.0,1.05575,,yahoo_historical_units,2892.TW,,,,
2024-01-02,2912.TW,268.5,271.0,268.5,270.0,586023.0,0.0,1.0,1.0,,yahoo_historical_units,2912.TW,,,,
2024-01-02,3008.TW,2860.0,2860.0,2745.0,2785.0,1208345.0,0.0,1.0,1.0,,yahoo_historical_units,3008.TW,,,,
2024-01-02,3017.TW,337.0,338.5,327.0,329.5,10293261.0,0.0,1.0,1.0,,yahoo_historical_units,3017.TW,,,,
2024-01-02,3034.TW,518.0,521.0,506.0,510.0,3228130.0,0.0,1.0,1.0,,yahoo_historical_units,3034.TW,,,,
2024-01-02,3036.TW,114.0,114.5,111.5,111.5,4445329.0,0.0,1.0,1.0,,yahoo_historical_units,3036.TW,,,,
2024-01-02,3037.TW,176.0,177.0,172.0,173.0,7442862.0,0.0,1.0,1.0,,yahoo_historical_units,3037.TW,,,,
2024-01-02,3044.TW,196.0,196.5,192.0,192.0,3354099.0,0.0,1.0,1.0,,yahoo_historical_units,3044.TW,,,,
2024-01-02,3045.TW,98.5,99.5,98.4000015258789,99.5,2336791.0,0.0,1.0,1.0,,yahoo_historical_units,3045.TW,,,,
2024-01-02,3081.TWO,105.99999542236328,107.49999923706056,104.9999984741211,107.00000076293946,428000.0,0.0,1.0,1.1,,yahoo_historical_units,3081.TWO,,,,
2024-01-02,3105.TWO,159.0,159.0,156.0,156.0,1258000.0,0.0,1.0,1.0,,yahoo_historical_units,3105.TWO,,,,
2024-01-02,3131.TWO,598.0,604.0,567.0,569.0,634000.0,0.0,1.0,1.0,,yahoo_historical_units,3131.TWO,,,,
2024-01-02,3211.TWO,90.1999969482422,91.5,88.80000305175781,88.80000305175781,1249000.0,0.0,1.0,1.0,,yahoo_historical_units,3211.TWO,,,,
2024-01-02,3227.TWO,154.0,155.0,149.5,150.5,777000.0,0.0,1.0,1.0,,yahoo_historical_units,3227.TWO,,,,
2024-01-02,3231.TW,98.5999984741211,98.6999969482422,93.6999969482422,93.6999969482422,110290066.0,0.0,1.0,1.0,,yahoo_historical_units,3231.TW,,,,
2024-01-02,3260.TWO,103.0,103.5,100.0,100.5,8069000.0,0.0,1.0,1.0,,yahoo_historical_units,3260.TWO,,,,
2024-01-02,3264.TWO,74.4000015258789,74.4000015258789,72.80000305175781,73.30000305175781,8778000.0,0.0,1.0,1.0,,yahoo_historical_units,3264.TWO,,,,
2024-01-02,3293.TWO,735.0,739.0,725.0,725.0,1170000.0,0.0,1.0,2.0,,yahoo_historical_units,3293.TWO,,,,
2024-01-02,3324.TWO,352.0,360.0,344.0,344.5,4992000.0,0.0,1.0,1.0,,yahoo_historical_units,3324.TWO,,,,
2024-01-02,3362.TWO,173.0,176.5,171.5,171.5,1567000.0,0.0,1.0,1.0,,yahoo_historical_units,3362.TWO,,,,
2024-01-02,3363.TWO,69.30000305175781,70.69999694824219,68.80000305175781,69.0999984741211,1866000.0,0.0,1.0,1.0,,yahoo_historical_units,3363.TWO,,,,
2024-01-02,3374.TWO,127.5,127.5,125.0,126.0,763000.0,0.0,1.0,1.0,,yahoo_historical_units,3374.TWO,,,,
2024-01-02,3443.TW,1725.0,1760.0,1665.0,1670.0,3498524.0,0.0,1.0,1.0,,yahoo_historical_units,3443.TW,,,,
2024-01-02,3481.TW,14.39999969482422,14.499999389648435,14.3,14.39999969482422,45160452.27272727,0.0,1.0,0.88,,yahoo_historical_units,3481.TW,,,,
2024-01-02,3529.TWO,2460.0,2480.0,2365.0,2410.0,443000.0,0.0,1.0,1.0,,yahoo_historical_units,3529.TWO,,,,
2024-01-02,3533.TW,1075.0,1075.0,1005.0,1030.0,1472488.0,0.0,1.0,1.0,,yahoo_historical_units,3533.TW,,,,
2024-01-02,3653.TW,768.0,772.0,731.0,734.0,1228867.0,0.0,1.0,1.0,,yahoo_historical_units,3653.TW,,,,
2024-01-02,3661.TW,3340.0,3445.0,3310.0,3445.0,3206101.0,0.0,1.0,1.0,,yahoo_historical_units,3661.TW,,,,
2024-01-02,3665.TW,266.99999623864744,267.9999868749145,263.49998278291014,264.99998414691163,380361.6575217184,0.0,1.0,1.0098836,,yahoo_historical_units,3665.TW,,,,
2024-01-02,3680.TWO,370.5,371.5,366.5,366.5,353000.0,0.0,1.0,1.0,,yahoo_historical_units,3680.TWO,,,,
2024-01-02,3702.TW,80.80000305175781,81.4000015258789,80.0,80.4000015258789,7776289.0,0.0,1.0,1.0,,yahoo_historical_units,3702.TW,,,,
2024-01-02,3711.TW,134.5,135.0,132.0,133.5,11990282.0,0.0,1.0,1.0,,yahoo_historical_units,3711.TW,,,,
2024-01-02,4123.TWO,44.54999682317754,44.54999682317754,44.15000005382469,44.34999843850111,391999.7500089302,0.0,1.0,1.1031282545209502,,yahoo_historical_units,4123.TWO,,,,
2024-01-02,4147.TWO,82.0,83.19999694824219,81.69999694824219,83.0999984741211,582000.0,0.0,1.0,1.0,,yahoo_historical_units,4147.TWO,,,,
2024-01-02,4743.TWO,194.0000001486588,194.9999974241638,192.49999622478484,193.49999350028992,832999.1166393246,0.0,1.0,1.0499675,,yahoo_historical_units,4743.TWO,,,,
2024-01-02,4904.TW,79.4000015258789,79.9000015258789,79.30000305175781,79.9000015258789,1713800.0,0.0,1.0,1.0,,yahoo_historical_units,4904.TW,,,,
2024-01-02,4938.TW,87.4000015258789,87.69999694824219,86.30000305175781,87.4000015258789,6042109.0,0.0,1.0,1.0,,yahoo_historical_units,4938.TW,,,,
2024-01-02,4958.TW,109.5,109.5,107.0,108.5,4498880.0,0.0,1.0,1.0,,yahoo_historical_units,4958.TW,,,,
2024-01-02,4966.TWO,1200.0,1205.0,1130.0,1135.0,1057000.0,0.0,1.0,1.0,,yahoo_historical_units,4966.TWO,,,,
2024-01-02,4979.TWO,141.5,143.5,137.5,140.5,10618000.0,0.0,1.0,1.0,,yahoo_historical_units,4979.TWO,,,,
2024-01-02,5009.TWO,49.09999847412109,49.25,48.75,49.0,3018000.0,0.0,1.0,1.0,,yahoo_historical_units,5009.TWO,,,,
2024-01-02,5269.TW,1815.0,1840.0,1740.0,1745.0,819099.0,0.0,1.0,1.0,,yahoo_historical_units,5269.TW,,,,
2024-01-02,5274.TWO,3095.000122070313,3119.999877929688,2965.0000488281253,2965.0000488281253,348000.0,0.0,1.0,1.1,,yahoo_historical_units,5274.TWO,,,,
2024-01-02,5347.TWO,81.5999984741211,82.30000305175781,79.5999984741211,79.69999694824219,8879000.0,0.0,1.0,1.0,,yahoo_historical_units,5347.TWO,,,,
2024-01-02,5371.TWO,71.7,72.1,71.5,71.5,347000.0,0.0,1.0,1.0,24924000.0,official_monthly_thousand_units,5371.TWO,347000.0,,official_monthly_thousand_units,71.82708933717579
2024-01-02,5483.TWO,196.0,201.0,193.5,201.0,6742000.0,0.0,1.0,1.0,,yahoo_historical_units,5483.TWO,,,,
2024-01-02,5508.TWO,92.3000030517578,92.3000030517578,91.3000030517578,92.0,280000.0,0.0,1.0,1.0,,yahoo_historical_units,5508.TWO,,,,
2024-01-02,5530.TWO,40.5,40.59999847412109,40.0,40.09999847412109,668000.0,0.0,1.0,1.0,,yahoo_historical_units,5530.TWO,,,,
2024-01-02,5536.TWO,178.0,179.0,177.0,179.0,144000.0,0.0,1.0,1.0,,yahoo_historical_units,5536.TWO,,,,
2024-01-02,5871.TW,192.19047512475584,193.68806151818848,190.1936986644287,193.68806151818848,4452752.900468146,0.0,1.0,1.061208,,yahoo_historical_units,5871.TW,,,,
2024-01-02,5876.TW,46.74999973297119,46.95000087738037,46.35000129699707,46.60000080108642,2780978.217821782,0.0,1.0,1.01,,yahoo_historical_units,5876.TW,,,,
2024-01-02,5880.TW,26.649999095993035,26.800000420389168,26.600000043969143,26.800000420389168,4401550.744084901,0.0,1.0,1.0927012499999995,,yahoo_historical_units,5880.TW,,,,
2024-01-02,5903.TWO,189.0,190.0,189.0,190.0,70000.0,0.0,1.0,1.0,,yahoo_historical_units,5903.TWO,,,,
2024-01-02,5904.TWO,554.99998519516,556.999995098114,549.9999993515015,555.999990146637,116000.0,0.0,1.0,10.201,,yahoo_historical_units,5904.TWO,,,,
2024-01-02,6023.TWO,60.8,61.6,60.7,61.6,165000.0,0.0,1.0,1.15,10049000.0,official_monthly_thousand_units,6023.TWO,165000.0,,official_monthly_thousand_units,60.90303030303031
2024-01-02,6121.TWO,420.0,421.0,410.5,413.5,1291000.0,0.0,1.0,1.0,,yahoo_historical_units,6121.TWO,,,,
2024-01-02,6125.TWO,63.20000076293945,64.0999984741211,61.70000076293945,63.70000076293945,8865000.0,0.0,1.0,1.0,,yahoo_historical_units,6125.TWO,,,,
2024-01-02,6147.TWO,72.69999694824219,73.80000305175781,71.80000305175781,73.80000305175781,5085000.0,0.0,1.0,1.0,,yahoo_historical_units,6147.TWO,,,,
2024-01-02,6187.TWO,142.0,145.0,141.0,142.0,3018000.0,0.0,1.0,1.0,,yahoo_historical_units,6187.TWO,,,,
2024-01-02,6188.TWO,82.30000305175781,82.30000305175781,80.0,80.30000305175781,2331000.0,0.0,1.0,1.0,,yahoo_historical_units,6188.TWO,,,,
2024-01-02,6223.TWO,223.0,236.5,223.0,234.0,12372000.0,0.0,1.0,1.0,,yahoo_historical_units,6223.TWO,,,,
2024-01-02,6274.TWO,126.5,128.5,123.0,123.5,4863000.0,0.0,1.0,1.0,,yahoo_historical_units,6274.TWO,,,,
2024-01-02,6409.TW,1730.0,1730.0,1650.0,1715.0,67131.0,0.0,1.0,1.0,,yahoo_historical_units,6409.TW,,,,
2024-01-02,6415.TW,500.0,504.0,466.0,467.5,4138037.0,0.0,1.0,1.0,,yahoo_historical_units,6415.TW,,,,
2024-01-02,6446.TW,347.0000231479577,351.0000216825906,346.00002351429947,349.5000034485345,862999.2141018739,0.0,1.0,1.2309999622718002,,yahoo_historical_units,6446.TW,,,,
2024-01-02,6488.TWO,588.0,592.0,578.0,580.0,1401000.0,0.0,1.0,1.0,,yahoo_historical_units,6488.TWO,,,,
2024-01-02,6505.TW,80.4000015258789,81.0,80.19999694824219,80.9000015258789,931958.0,0.0,1.0,1.0,,yahoo_historical_units,6505.TW,,,,
2024-01-02,6510.TWO,562.0,568.0,547.0,549.0,327000.0,0.0,1.0,1.0,,yahoo_historical_units,6510.TWO,,,,
2024-01-02,6526.TW,574.0,576.0,543.0,553.0,1403125.0,0.0,1.0,1.0,,yahoo_historical_units,6526.TW,,,,
2024-01-02,6535.TWO,68.30000305175781,68.5,68.0,68.5,168000.0,0.0,1.0,1.0,,yahoo_historical_units,6535.TWO,,,,
2024-01-02,6548.TWO,33.5,33.599998474121094,33.0,33.5,708000.0,0.0,1.0,1.0,,yahoo_historical_units,6548.TWO,,,,
2024-01-02,6561.TWO,328.0,328.0,326.5,328.0,38000.0,0.0,1.0,1.0,,yahoo_historical_units,6561.TWO,,,,
2024-01-02,6589.TWO,101.0,102.5,100.5,102.5,1031000.0,0.0,1.0,1.0,104624000.0,official_monthly_thousand_units,6589.TWO,1031000.0,,official_monthly_thousand_units,101.47817652764309
2024-01-02,6643.TWO,1084.9999723995606,1089.999969909662,1039.9999948086488,1084.9999723995606,1309999.5025118983,0.0,1.0,1.2000287,,yahoo_historical_units,6643.TWO,,,,
2024-01-02,6669.TW,1830.000075328876,1844.999978949628,1759.9999789326782,1759.9999789326782,1575973.7001007814,0.0,1.0,2.9827947,,yahoo_historical_units,6669.TW,,,,
2024-01-02,8069.TWO,197.5,199.0,193.5,195.0,3551000.0,0.0,1.0,1.0,,yahoo_historical_units,8069.TWO,,,,
2024-01-02,8086.TWO,130.0,132.0,128.5,129.0,2515000.0,0.0,1.0,1.0,,yahoo_historical_units,8086.TWO,,,,
2024-01-02,8299.TWO,521.0,527.0,512.0,514.0,1510000.0,0.0,1.0,1.0,,yahoo_historical_units,8299.TWO,,,,
2024-01-02,8415.TWO,35.400001525878906,35.54999923706055,35.400001525878906,35.5,171000.0,0.0,1.0,1.0,,yahoo_historical_units,8415.TWO,,,,
2024-01-02,8464.TW,348.5,351.0,343.0,349.0,238000.0,0.0,1.0,1.0,,yahoo_historical_units,8464.TW,,,,
2024-01-02,9904.TW,31.0,31.299999237060547,30.799999237060547,31.100000381469727,4294142.0,0.0,1.0,1.0,,yahoo_historical_units,9904.TW,,,,
2024-01-02,9910.TW,174.5,177.0,172.0,174.5,2049050.0,0.0,1.0,1.0,,yahoo_historical_units,9910.TW,,,,
2024-01-02,9945.TW,37.95000076293945,39.34999847412109,37.79999923706055,39.25,14973563.0,0.0,1.0,1.0,,yahoo_historical_units,9945.TW,,,,
2024-01-02,^TWII,17939.7890625,17956.740234375,17784.970703125,17853.759765625,3254000.0,0.0,1.0,1.0,,yahoo_historical_units,^TWII,,,,
2024-01-03,0050.TW,133.7,133.9,132.3,132.55,14783894.0,0.0,1.0,4.0,1963126583.0,official_monthly,0050.TW,14783894.0,,official_monthly,132.7881938953296
2024-01-03,1101.TW,34.5,34.75,34.150001525878906,34.20000076293945,12618451.0,0.0,1.0,1.0,,yahoo_historical_units,1101.TW,,,,
2024-01-03,1102.TW,40.95000076293945,40.95000076293945,40.650001525878906,40.650001525878906,5987003.0,0.0,1.0,1.0,,yahoo_historical_units,1102.TW,,,,
2024-01-03,1216.TW,73.30000305175781,73.5,72.0999984741211,73.0,9562524.0,0.0,1.0,1.0,,yahoo_historical_units,1216.TW,,,,
2024-01-03,1301.TW,78.5999984741211,78.80000305175781,78.0,78.0999984741211,7019321.0,0.0,1.0,1.0,,yahoo_historical_units,1301.TW,,,,
2024-01-03,1303.TW,65.80000305175781,66.0999984741211,65.19999694824219,65.5999984741211,4754999.0,0.0,1.0,1.0,,yahoo_historical_units,1303.TW,,,,
2024-01-03,1326.TW,61.59999847412109,61.70000076293945,61.0,61.09999847412109,4951375.0,0.0,1.0,1.0,,yahoo_historical_units,1326.TW,,,,
2024-01-03,1402.TW,31.299999237060547,31.5,31.25,31.450000762939453,4241818.0,0.0,1.0,1.0,,yahoo_historical_units,1402.TW,,,,
2024-01-03,1476.TW,549.0,560.0,543.0,543.0,414128.0,0.0,1.0,1.0,,yahoo_historical_units,1476.TW,,,,
2024-01-03,1503.TW,119.0,120.5,117.0,117.5,5202699.0,0.0,1.0,1.0,,yahoo_historical_units,1503.TW,,,,
2024-01-03,1504.TW,47.5,47.5,46.34999847412109,46.54999923706055,10662069.0,0.0,1.0,1.0,,yahoo_historical_units,1504.TW,,,,
2024-01-03,1519.TW,340.00000590515145,347.00000250244153,332.9999889984132,339.50000759887706,14923367.392937636,0.0,1.0,1.3310000000000004,,yahoo_historical_units,1519.TW,,,,
2024-01-03,1590.TW,990.0,996.0,963.0,964.0,488181.0,0.0,1.0,1.0,,yahoo_historical_units,1590.TW,,,,
2024-01-03,1785.TWO,38.70000076293945,38.75,38.25,38.650001525878906,1499000.0,0.0,1.0,1.0,,yahoo_historical_units,1785.TWO,,,,
2024-01-03,2002.TW,26.799999237060547,26.850000381469727,26.5,26.700000762939453,22318324.0,0.0,1.0,1.0,,yahoo_historical_units,2002.TW,,,,
2024-01-03,2049.TW,234.0,234.0,228.5,231.0,1120559.0,0.0,1.0,1.0,,yahoo_historical_units,2049.TW,,,,
2024-01-03,2059.TW,880.0,885.0,871.0,872.0,758404.0,0.0,1.0,1.0,,yahoo_historical_units,2059.TW,,,,
2024-01-03,2105.TW,45.04999923706055,45.25,44.5,44.95000076293945,6321276.0,0.0,1.0,1.0,,yahoo_historical_units,2105.TW,,,,
2024-01-03,2207.TW,691.0,695.0,678.0,685.0,377014.0,0.0,1.0,1.0,,yahoo_historical_units,2207.TW,,,,
2024-01-03,2301.TW,113.5,114.5,112.5,112.5,9905846.0,0.0,1.0,1.0,,yahoo_historical_units,2301.TW,,,,
2024-01-03,2303.TW,51.20000076293945,51.29999923706055,50.5,50.59999847412109,75978300.0,0.0,1.0,1.0,,yahoo_historical_units,2303.TW,,,,
2024-01-03,2308.TW,308.0,308.5,303.0,304.5,4579539.0,0.0,1.0,1.0,,yahoo_historical_units,2308.TW,,,,
2024-01-03,2317.TW,104.5,105.0,104.0,104.5,18957682.0,0.0,1.0,1.0,,yahoo_historical_units,2317.TW,,,,
2024-01-03,2324.TW,39.0,39.29999923706055,38.09999847412109,38.09999847412109,65039505.0,0.0,1.0,1.0,,yahoo_historical_units,2324.TW,,,,
2024-01-03,2327.TW,581.0000048622894,585.0000161297912,575.0000061927948,578.000005527542,2067210.8694369483,0.0,1.0,4.779345999999999,,yahoo_historical_units,2327.TW,,,,
2024-01-03,2330.TW,584.0,585.0,576.0,578.0,37106763.0,0.0,1.0,1.0,,yahoo_historical_units,2330.TW,,,,
2024-01-03,2345.TW,486.0,494.5,481.0,490.0,3980899.0,0.0,1.0,1.0,,yahoo_historical_units,2345.TW,,,,
2024-01-03,2347.TW,69.80000305175781,70.5,69.0999984741211,70.0999984741211,4920500.0,0.0,1.0,1.0,,yahoo_historical_units,2347.TW,,,,
