date,nav,economic_nav,cash,cash_ratio,holdings,dividend_receivable,odd_residual_names,fees,taxes,costs,traded_notional,turnover,violations,active_cap_breaches,passive_cap_breaches,overdue_passive_caps,active_share_status,submission_status,stale_count,executed_plan,terminal_dividend_credit
2014-07-01,992402531.2127378,992402531.2127378,78478481.21273781,0.07907928360162018,22,0.0,0,1311299.5623954358,0.0,1311299.5623954358,920210219.2248669,0.9202102192248669,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-02,987536818.5934168,987536818.5934168,36683768.59341684,0.0371467350915248,22,0.0,0,99546.50941540021,42306.50998475056,141853.01940015078,69857199.58975454,0.07039200061731755,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-03,1006961929.5710099,1007954078.8440099,28152159.57100989,0.0279575212769001,22,992149.2729999999,0,84330.27570143962,76212.11131158238,160542.387013022,59179140.843115516,0.05992600957137622,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-04,997175742.1941793,998167891.4671793,29016442.19417927,0.02909862421074511,22,992149.2729999999,0,73187.25555938459,78563.26609553602,151750.5216549206,51359477.58553304,0.051004388624119504,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-07,985761545.772259,986753695.045259,17649555.772258945,0.01790448800519201,22,992149.2729999999,0,56679.88319468332,42761.86793558683,99441.75113027016,39775356.62784794,0.03988801065329416,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-08,985407267.9296025,986399417.2026025,71780017.92960253,0.07284299625718865,22,992149.2729999999,0,123683.23363311065,211891.93349524544,335575.16712835606,86795251.67235835,0.08804893236564809,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-09,965813404.07989,966805553.35289,41239374.07989007,0.04269911134561023,22,992149.2729999999,0,151713.08572751784,114286.01785714286,265999.1035846607,106465323.31755637,0.10804195055435926,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-10,968672999.333224,971479419.9915348,51198119.333224095,0.05285387263655102,22,2806420.6583108166,0,126357.62575064032,148358.21875269318,274715.8445033335,88672018.07062477,0.09181071384601534,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-11,936887107.917016,939693528.5753268,26372917.91701603,0.028149515234179086,22,2806420.6583108166,0,100267.15905180956,68559.8162879708,168826.97533978036,70362918.63284881,0.07263846383793333,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-14,956196516.0103674,959002936.6686782,38947826.01036744,0.04073203087255879,22,2806420.6583108166,0,88083.96168299817,111882.27115559886,199966.23283859703,61813306.44420923,0.06597732632017847,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-15,956794121.2588731,959600541.9171839,45968741.2588731,0.04804454818178764,22,2806420.6583108166,0,111231.8449608499,127976.33773717386,239208.18269802377,78057435.06024554,0.08163325608624077,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-16,952094390.8619348,955644336.7913588,9937250.861934781,0.01043725386611988,22,3549945.929424057,0,65351.366694321936,14863.999764092705,80215.36645841465,45860608.20654171,0.04793153217350666,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-17,944332508.8181022,947882454.7475263,7960148.818102283,0.008429391918387902,22,3549945.929424057,0,22390.603461866027,20667.991101745116,43058.59456361114,15712704.183765631,0.01650330506573078,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-18,941898513.2240324,945448459.1534564,34076513.22403245,0.03617854019897713,22,3549945.929424057,0,57856.75503333079,100313.64961938042,158170.4046527112,40601231.6023374,0.042994635071022455,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-21,947788711.1503147,951338657.0797387,27600461.15031473,0.029120900919801556,22,3549945.929424057,0,78128.46751140259,72752.73581167392,150881.2033230765,54826994.74484392,0.05820902568067141,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-22,954624759.0923889,958174705.0218129,32981689.092388876,0.034549375320776586,22,3549945.929424057,0,78651.77377499717,91117.83714527813,169769.6109202753,55194227.210524336,0.058234737933875645,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-24,962486819.0923889,966693915.0218129,32981689.092388876,0.034267159235998816,22,4207095.929424057,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-25,957427980.7777519,961635076.707176,34269880.77775198,0.035793690455874674,22,4207095.929424057,0,89328.14440051548,96240.26582814076,185568.41022865626,62686417.12316875,0.0651296369775548,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-28,941610280.4877695,945817376.4171935,39704330.48776946,0.042166415671674666,22,4207095.929424057,0,96078.68690188669,109595.64596104344,205674.33286293014,67423639.93114856,0.07042163095795258,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-29,904402045.1963433,908609141.1257674,79689075.1963433,0.08811244470266873,22,4207095.929424057,0,162581.23890041374,231706.6951749356,394287.93407534936,114092097.47397453,0.12116700490448443,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-30,917659510.20154,922666001.844964,33708860.20153993,0.036733515892116306,22,5006491.6434240565,0,143673.21685493502,82604.05853133224,226277.27538626725,100823310.0736386,0.11148063033376945,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2014-07-31,912133410.5397298,917139902.1831539,49487760.53972982,0.05425495872412655,22,5006491.6434240565,0,102593.53473539348,132013.45545087315,234606.99018626663,71995462.97220594,0.07845552971645661,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
