date,symbol,issue
2010-10-20,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1301.TW;ACTIVE_CAP:1402.TW;ACTIVE_CAP:1504.TW;ACTIVE_CAP:1802.TW;ACTIVE_CAP:3443.TW
2010-10-21,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1301.TW;ACTIVE_CAP:1326.TW;ACTIVE_CAP:1402.TW;ACTIVE_CAP:1504.TW;ACTIVE_CAP:1802.TW;ACTIVE_CAP:3231.TW;ACTIVE_CAP:3324.TWO
2010-10-22,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1301.TW;ACTIVE_CAP:1326.TW;ACTIVE_CAP:1504.TW;ACTIVE_CAP:3443.TW
