date,symbol,issue
2013-07-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3481.TW
2013-07-09,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:4966.TWO
2013-07-12,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3529.TWO
