candidate_id,attempted,passed,completed,failed,compliance_pass_rate,valid_episode_rate,metric_population,median_24d_return,mean_24d_return,p25_24d_return,p10_24d_return,worst_24d_return,positive_episode_rate,loss_episode_rate,positive_attempt_rate,median_mdd,worst_mdd,median_turnover,median_days_to_20_holdings,penalized_mean_return,penalized_median_return,penalized_p25_return,failed_episode_penalty_return
coarse_001_target_count_25,61,46,56,15,0.7540983606557377,0.9180327868852459,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.03910982283658726,0.039592419199795684,-0.005432180141392545,-0.03137136262354123,-0.10026584121509896,0.6956521739130435,0.30434782608695654,0.5245901639344263,0.04089263063598503,0.17731002264055795,2.5975788808421805,1.0,-0.2160450609313016,0.002760848741648836,-0.10026584121509896,-1.0
coarse_002_target_count_30,61,44,56,17,0.7213114754098361,0.9180327868852459,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.047277420780965196,0.03747861824123041,-0.017965396059685612,-0.04618251110159184,-0.12656342918453034,0.7045454545454546,0.29545454545454547,0.5081967213114754,0.038190364127102694,0.17711637644231581,2.6097274790733174,1.0,-0.25165476717026003,0.008985535655121613,-1.0,-1.0
coarse_003_return_short_5,61,42,56,19,0.6885245901639344,0.9180327868852459,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.03352267356362015,0.03788738470360703,-0.010916089148703428,-0.04615210790049616,-0.13210242412064088,0.6904761904761905,0.30952380952380953,0.47540983606557374,0.04248781178025568,0.21118468677526014,2.6109167130103716,1.0,-0.28538901381063125,-0.009392390610025059,-1.0,-1.0
coarse_004_return_short_15,61,46,56,15,0.7540983606557377,0.9180327868852459,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.03911159874556169,0.0414974386952518,-0.00957670364130539,-0.04756009242251358,-0.14288336173654004,0.6956521739130435,0.30434782608695654,0.5245901639344263,0.045726103494009074,0.20245547759077032,2.0942906729370834,1.0,-0.21460848885276096,0.007525294286810258,-0.14288336173654004,-1.0
coarse_005_return_long_20,61,45,56,16,0.7377049180327869,0.9180327868852459,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.038222572959278445,0.04116030259279545,-0.007116120577719265,-0.04295422334448349,-0.13813408586907439,0.7111111111111111,0.28888888888888886,0.5245901639344263,0.04638532741093271,0.2060681725687924,2.4123763299658707,1.0,-0.23193092431679024,0.0034313143580262384,-1.0,-1.0
coarse_006_return_long_50,61,45,56,16,0.7377049180327869,0.9180327868852459,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.037731105443551405,0.043582989934580825,-0.01047826444783484,-0.04934332534656884,-0.08919748557838247,0.7111111111111111,0.28888888888888886,0.5245901639344263,0.04221068808516382,0.21357045915388806,2.336176642759763,1.0,-0.2301436959498994,0.01331484170290853,-1.0,-1.0
coarse_007_ema_fast_8,61,46,56,15,0.7540983606557377,0.9180327868852459,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.03956994360362265,0.040810838029675646,-0.004793034646935035,-0.0407039694379982,-0.10243265321502937,0.6739130434782609,0.32608695652173914,0.5081967213114754,0.041537087285478835,0.216488896085968,2.4320361765490266,1.0,-0.21512625328909707,0.004117608286530183,-0.10243265321502937,-1.0
coarse_008_ema_fast_15,61,45,56,16,0.7377049180327869,0.9180327868852459,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.0370035850229431,0.041503875126666284,-0.009831042138987445,-0.03998995405751804,-0.10531589850520395,0.7111111111111111,0.28888888888888886,0.5245901639344263,0.044022675870910244,0.21467024850589822,2.4370699595637686,1.0,-0.23167746916885273,0.00434885970396981,-1.0,-1.0
coarse_009_ema_slow_20,61,45,56,16,0.7377049180327869,0.9180327868852459,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.03590819339508089,0.043071223316096356,-1.3245723416654975e-05,-0.044697070130655894,-0.11724714648375367,0.7333333333333333,0.26666666666666666,0.5409836065573771,0.044022675870910244,0.21604996082429184,2.4581346294299147,1.0,-0.2305212287012404,8.971561133508388e-05,-1.0,-1.0
coarse_010_ema_slow_50,61,46,56,15,0.7540983606557377,0.9180327868852459,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.035028929768450734,0.03548119730283056,-0.009182523500570805,-0.051150642913408595,-0.10906262992827431,0.6304347826086957,0.3695652173913043,0.47540983606557374,0.045771086874356326,0.2107438632615286,2.3700811436953386,1.0,-0.21914532662409497,-0.002450498875458673,-0.10906262992827431,-1.0
