total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,simulated_warning_days,disqualified,complete_period,rejected_trade_count,official_compliance,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,no_valid_plan_days,hold_without_envelope_days,unfilled_orders,status,measured_pass,episode_status,failure_reasons,episode_return,forensic_partial_return,episode_max_drawdown,episode_turnover,requested_sessions,observed_sessions,universe_interpretation,episode_id,kind,split,session_count,prior_session_date,candidate_id,phase,realized_start,realized_end,days_to_20_holdings,independent_audit,source_phase,test_year
-0.023147396970615408,0.04335412943598416,0.1263722678199916,-1.8840964240453086,-0.023147396970615408,0.04335412943598416,0.1263722678199916,-1.8840964240453086,6073083.069141993,3545711.164209785,2527371.904932209,2.5113541875472043,0.0,6.858030590291441,40,10,121,24,2015-01-05,2015-02-05,976852603.0293846,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,6073083.069141993,976852603.0293846,0,0,0,0,0,0,0.19676730747729682,0.09298361586790681,0.8660591406223815,20,29,True,0,0,0,COMPLETE,True,PASS,,-0.023147396970615408,,0.04335412943598416,2.488218360848972,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2015-01-05,monthly,development,24,2014-12-31,x0352_daily_baseline,development_coarse,2015-01-05,2015-02-05,1.0,PASS_INTERNAL_ACCOUNTING,development_coarse,2015
0.03662677043911455,0.01911039708645179,0.08357755776847384,4.562585676682742,0.03662677043911455,0.01911039708645179,0.08357755776847384,4.562585676682742,5768638.840107154,3461214.4984483253,2307424.3416588292,2.402536472639361,0.0,,48,12,126,24,2015-02-02,2015-03-16,1036626770.4391145,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,5768638.840107154,1036626770.4391145,0,0,0,0,0,0,0.19983749865936698,0.09138723167621171,0.8692793526046706,20,28,True,0,0,0,COMPLETE,True,PASS,,0.03662677043911455,,0.01911039708645179,2.4289224550514565,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2015-02-02,monthly,development,24,2015-01-30,x0352_daily_baseline,development_coarse,2015-02-02,2015-03-16,1.0,PASS_INTERNAL_ACCOUNTING,development_coarse,2015
0.027414404882376564,0.03324029764796643,0.1257275695589657,2.319960915526008,0.027414404882376564,0.03324029764796643,0.1257275695589657,2.319960915526008,5740681.150106408,3373561.5520196836,2367119.598086723,2.3380393861149606,0.0,,34,5,107,24,2015-03-02,2015-04-02,1027414404.8823766,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,21,5740681.150106408,1027414404.8823766,0,0,0,0,0,0,0.19997925877258596,0.09304878337792036,0.8681675563978979,20,28,True,0,0,0,COMPLETE,True,PASS,,0.027414404882376564,,0.03324029764796643,2.3674116154524096,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2015-03-02,monthly,development,24,2015-02-26,x0352_daily_baseline,development_coarse,2015-03-02,2015-04-02,1.0,PASS_INTERNAL_ACCOUNTING,development_coarse,2015
-0.0011191971066576434,0.032999451424748694,0.130599370856107,-0.02745333897693183,-0.0011191971066576434,0.032999451424748694,0.130599370856107,-0.02745333897693183,6215533.858357798,3678674.578014335,2536859.2803434636,2.574337652017004,0.0,19.29780876494024,56,6,140,24,2015-04-01,2015-05-07,998880802.8933424,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6215533.858357798,998880802.8933424,0,0,0,0,0,0,0.19463022954714704,0.01072744243209185,0.8721660621644839,20,29,True,0,0,0,COMPLETE,True,PASS,,-0.0011191971066576434,,0.032999451424748694,2.5815260196591825,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2015-04-01,monthly,development,24,2015-03-31,x0352_daily_baseline,development_coarse,2015-04-01,2015-05-07,1.0,PASS_INTERNAL_ACCOUNTING,development_coarse,2015
-0.027756707076574294,0.03771723743099509,0.16751192312020288,-1.6821483724194457,-0.027756707076574294,0.03771723743099509,0.16751192312020288,-1.6821483724194457,6574298.52867318,3854557.5782216606,2719740.9504515193,2.729924994202552,0.0,6.767438776863213,44,4,129,24,2015-05-04,2015-06-04,972243292.9234257,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6574298.52867318,972243292.9234257,0,0,0,0,0,0,0.20315880149971516,0.08692396981245509,0.863031973587732,20,30,True,0,0,0,COMPLETE,True,PASS,,-0.027756707076574294,,0.03771723743099509,2.7049526864713407,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2015-05-04,monthly,development,24,2015-04-30,x0352_daily_baseline,development_coarse,2015-05-04,2015-06-04,1.0,PASS_INTERNAL_ACCOUNTING,development_coarse,2015
-0.011088566883459716,0.06285975007540823,0.1915560811533081,-0.5178795004519924,-0.011088566883459716,0.06285975007540823,0.19182594637273961,-0.5168994727537082,6245115.638997507,3648017.9798984034,2597097.6590991043,2.61129053959462,0.0,,42,4,132,24,2015-06-01,2015-07-03,988911433.1165403,0,0,1,1,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,1,22,6245115.638997507,988911433.1165403,0,0,0,0,0,0,0.21181671219203127,0.08917153732246107,0.8566924052221233,20,29,True,1,0,0,COMPLETE,False,FAIL_MISSING_DATA,FAIL_MISSING_DATA,-0.011088566883459716,,0.06285975007540823,2.5600126174725637,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2015-06-01,monthly,development,24,2015-05-29,x0352_daily_baseline,development_coarse,2015-06-01,2015-07-03,1.0,PASS_INTERNAL_ACCOUNTING,development_coarse,2015
-0.0530199409762494,0.08317132710938535,0.16933792584340326,-3.2920993703377435,-0.0530199409762494,0.07223674534308977,0.1609490325993671,-3.471901518831704,6206653.200768736,3680678.9251764175,2525974.2755923187,2.670784931744768,0.0,7.567421138676584,46,10,129,24,2015-07-01,2015-08-04,946980059.0237505,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,6206653.200768736,946980059.0237505,0,0,0,0,0,0,0.20401828473989195,0.09051109630297145,0.8628788600105457,20,29,True,0,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,-0.0530199409762494,,0.07223674534308977,2.5829325790711697,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2015-07-01,monthly,development,24,2015-06-30,x0352_daily_baseline,development_coarse,2015-07-01,2015-08-04,1.0,PASS_INTERNAL_ACCOUNTING,development_coarse,2015
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2015-08-03,2015-09-03,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2015-08-03,monthly,development,24,2015-07-31,x0352_daily_baseline,development_coarse,2015-08-03,2015-08-05,,PASS_INTERNAL_ACCOUNTING,development_coarse,2015
0.056198342167912196,0.02780699501144701,0.17255827118316444,3.413223084117511,0.056198342167912196,0.02780699501144701,0.17255827118316444,3.413223084117511,4355219.765155073,2717599.1260597873,1637620.6390952868,1.8794066171348747,0.0,11.371699592934235,43,7,85,24,2015-09-01,2015-10-06,1056198342.1679122,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,4355219.765155073,1056198342.1679122,0,0,0,0,0,0,0.19919001663684607,0.07150200898601701,0.8800901630191779,20,29,True,0,0,0,COMPLETE,True,PASS,,0.056198342167912196,,0.02780699501144701,1.9070871060068681,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2015-09-01,monthly,development,24,2015-08-31,x0352_daily_baseline,development_coarse,2015-09-01,2015-10-06,1.0,PASS_INTERNAL_ACCOUNTING,development_coarse,2015
0.06056153895510197,0.01745549825922066,0.10373494425270505,6.008664361220009,0.06056153895510197,0.01745549825922066,0.10373494425270505,6.008664361220009,6288296.374387763,3648847.2322575795,2639449.142130185,2.5179342574414925,0.0,30.43188131411102,67,21,113,24,2015-10-01,2015-11-04,1060561538.955102,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6288296.374387763,1060561538.955102,0,0,0,0,0,0,0.19627500947418716,0.022568366080054452,0.873814464165903,20,24,True,0,0,0,COMPLETE,True,PASS,,0.06056153895510197,,0.01745549825922066,2.5605945489526873,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2015-10-01,monthly,development,24,2015-09-30,x0352_daily_baseline,development_coarse,2015-10-01,2015-11-04,1.0,PASS_INTERNAL_ACCOUNTING,development_coarse,2015
