total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,simulated_warning_days,disqualified,complete_period,rejected_trade_count,official_compliance,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,no_valid_plan_days,hold_without_envelope_days,unfilled_orders,status,measured_pass,episode_status,failure_reasons,episode_return,forensic_partial_return,episode_max_drawdown,episode_turnover,requested_sessions,observed_sessions,universe_interpretation,episode_id,kind,split,session_count,prior_session_date,candidate_id,phase,realized_start,realized_end,days_to_20_holdings,independent_audit,day_1_invested_fraction,day_1_holding_count,day_3_invested_fraction,day_3_holding_count,day_5_invested_fraction,day_5_holding_count,days_to_valid_portfolio,valid_portfolio_reached,execution_model,starting_cash,terminal_NAV,forensic_partial_NAV,requested_spec_split,split_interpretation,source_group,analysis_status,source_study,start_date,end_date,native_terminal_NAV,return,native_max_drawdown,turnover,trade_count,process_status,formal_compliance_status,alias_source_file,alias_source_sha256
-0.009793464000926955,0.025044723828701265,0.1075741100169093,-0.9089198478370227,-0.009793464000926955,0.025044723828701265,0.1075741100169093,-0.9089198478370227,6658860.914140652,3832752.422218343,2826108.491922309,2.710980916687965,0.0,4.068193468096565,31,5,114,24,2010-10-26,2010-11-26,990206535.999073,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6658860.914140652,990206535.999073,0,0,0,0,0,0,0.203818285091562,0.06209095929124062,0.8644741417066576,20,29,True,0,0,0,PASS,True,PASS,,-0.009793464000926955,,0.025044723828701265,2.689650822609363,24,24,COMPETITION_UNIVERSE_STRESS_TEST,oct_nov_2010-10-26,oct_nov,development,24,2010-10-25,x0352_daily_baseline,oct_nov,2010-10-26,2010-11-26,1.0,PASS_INTERNAL_ACCOUNTING,0.911962446505397,20,0.8244727514361379,20,0.9379090407087594,23.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,990206535.999073,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/oct_nov/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original,2010-10-26,2010-11-26,990206535.999073,-0.009793464000926955,0.025044723828701265,2.689650822609363,114,COMPLETE,UNKNOWN_ACTIVE_SHARE_NOT_VERIFIED,outputs/24d_supplement/enriched_episodes.csv,180c6486f58850e0bc3228b86204d825ec64415362cb7b7ad6d909ce977485e8
-0.055026550030291,0.11587707686911375,0.25017714469255936,-2.2521136710231153,-0.055026550030291,0.11587707686911375,0.25017714469255936,-2.2521136710231153,4330986.432690905,2743265.766047199,1587720.666643707,1.9288067093053793,0.0,30.74267587236425,37,11,91,24,2011-10-26,2011-11-28,944973449.969709,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,4330986.432690905,944973449.969709,0,0,0,0,0,0,0.1968026722079641,0.07719075359566628,0.881387697131239,20,24,True,0,0,0,PASS,True,PASS,,-0.055026550030291,,0.11587707686911375,1.9250987831910165,24,24,COMPETITION_UNIVERSE_STRESS_TEST,oct_nov_2011-10-26,oct_nov,development,24,2011-10-25,x0352_daily_baseline,oct_nov,2011-10-26,2011-11-28,1.0,PASS_INTERNAL_ACCOUNTING,0.8893055001914996,20,0.8050130185480491,20,0.8216216575300497,21.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,944973449.969709,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/oct_nov/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original,2011-10-26,2011-11-28,944973449.969709,-0.055026550030291,0.11587707686911375,1.9250987831910165,91,COMPLETE,UNKNOWN_ACTIVE_SHARE_NOT_VERIFIED,outputs/24d_supplement/enriched_episodes.csv,180c6486f58850e0bc3228b86204d825ec64415362cb7b7ad6d909ce977485e8
0.0,,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2012-10-26,2012-11-28,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAIL_CASH,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,oct_nov_2012-10-26,oct_nov,development,24,2012-10-25,x0352_daily_baseline,oct_nov,2012-10-26,2012-10-30,,PASS_INTERNAL_ACCOUNTING,0.0,0,0.0,0,,,,False,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,,1000000000.0,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/oct_nov/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original,2012-10-26,2012-11-28,,,-0.0,,0,FAILED,UNKNOWN_ACTIVE_SHARE_NOT_VERIFIED,outputs/24d_supplement/enriched_episodes.csv,180c6486f58850e0bc3228b86204d825ec64415362cb7b7ad6d909ce977485e8
-0.012584362215915301,0.06942428861389194,0.12396954187011758,-1.0129190780401023,-0.012584362215915301,0.06942428861389194,0.12396954187011758,-1.0129190780401023,3912182.144645266,2562190.8886751696,1349991.255970096,1.8279491762288138,0.0,,48,13,99,24,2013-10-28,2013-11-28,987415637.7840847,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,3912182.144645266,987415637.7840847,0,0,0,0,0,0,0.20226201506972924,0.06585649886377525,0.8823836731254343,20,30,True,0,0,0,PASS,True,PASS,,-0.012584362215915301,,0.06942428861389194,1.7980286938071368,24,24,COMPETITION_UNIVERSE_STRESS_TEST,oct_nov_2013-10-28,oct_nov,development,24,2013-10-25,x0352_daily_baseline,oct_nov,2013-10-28,2013-11-28,1.0,PASS_INTERNAL_ACCOUNTING,0.9125163314425453,20,0.9341435011362248,23,0.8902941872583182,23.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,987415637.7840847,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/oct_nov/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original,2013-10-28,2013-11-28,987415637.7840847,-0.012584362215915301,0.06942428861389194,1.7980286938071368,99,COMPLETE,UNKNOWN_ACTIVE_SHARE_NOT_VERIFIED,outputs/24d_supplement/enriched_episodes.csv,180c6486f58850e0bc3228b86204d825ec64415362cb7b7ad6d909ce977485e8
0.023988250680958778,0.017466069248057603,0.1002832380334767,2.531331606991394,0.023988250680958778,0.017466069248057603,0.1002832380334767,2.531331606991394,4921809.782563086,3051733.2325715777,1870076.549991508,2.1262326527089295,0.0,19.684498457464745,45,7,86,24,2014-10-27,2014-11-27,1023988250.6809589,2,0,0,2,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,2,False,True,0,UNKNOWN_BLOCK_SUBMISSION,2,2,20,4921809.782563086,1023988250.6809589,2,2,2,0,0,0,1.0,0.09458370889778192,0.7990035249699485,0,26,False,2,0,0,FAIL_CASH,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,0.023988250680958778,,0.017466069248057603,2.1415671807519843,24,24,COMPETITION_UNIVERSE_STRESS_TEST,oct_nov_2014-10-27,oct_nov,development,24,2014-10-24,x0352_daily_baseline,oct_nov,2014-10-27,2014-11-27,3.0,PASS_INTERNAL_ACCOUNTING,0.0,0,0.9045853242440604,20,0.9054162911022181,21.0,3.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,1023988250.6809587,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/oct_nov/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original,2014-10-27,2014-11-27,1023988250.6809589,0.023988250680958778,0.017466069248057603,2.1415671807519843,86,COMPLETE,UNKNOWN_ACTIVE_SHARE_NOT_VERIFIED,outputs/24d_supplement/enriched_episodes.csv,180c6486f58850e0bc3228b86204d825ec64415362cb7b7ad6d909ce977485e8
0.034690719968136774,0.040197370002040156,0.11794812994137528,3.0945933262885235,0.034690719968136774,0.040197370002040156,0.11794812994137528,3.0945933262885235,6300877.735414946,3722727.7719898196,2578149.963425127,2.608775066891657,0.0,94.46992176962503,68,19,130,24,2015-10-26,2015-11-26,1034690719.9681368,0,0,1,1,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,1,21,6300877.735414946,1034690719.9681368,0,0,0,0,0,0,0.20737350487095585,0.08106774777472983,0.8614912834873661,20,30,True,1,0,0,FAIL_MISSING_DATA,False,FAIL_MISSING_DATA,FAIL_MISSING_DATA,0.034690719968136774,,0.040197370002040156,2.612440541747242,24,24,COMPETITION_UNIVERSE_STRESS_TEST,oct_nov_2015-10-26,oct_nov,development,24,2015-10-23,x0352_daily_baseline,oct_nov,2015-10-26,2015-11-26,1.0,PASS_INTERNAL_ACCOUNTING,0.918438486961021,20,0.9189322522252702,21,0.8761078162867276,20.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,1034690719.9681368,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/oct_nov/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original,2015-10-26,2015-11-26,1034690719.9681368,0.034690719968136774,0.040197370002040156,2.612440541747242,130,COMPLETE,UNKNOWN_ACTIVE_SHARE_NOT_VERIFIED,outputs/24d_supplement/enriched_episodes.csv,180c6486f58850e0bc3228b86204d825ec64415362cb7b7ad6d909ce977485e8
-0.011851441602075408,0.055875039954506045,0.1790627312339482,-0.6129038907091003,-0.011851441602075408,0.055875039954506045,0.1790627312339482,-0.6129038907091003,6203627.972386751,3676961.268067609,2526666.704319142,2.629380773855595,0.0,,54,13,161,24,2016-10-26,2016-11-28,988148558.3979245,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,6203627.972386751,988148558.3979245,0,0,0,0,0,0,0.20198162839292183,0.09403190925387911,0.8648753974212775,20,30,True,0,0,0,PASS,True,PASS,,-0.011851441602075408,,0.055875039954506045,2.58032369688955,24,24,COMPETITION_UNIVERSE_STRESS_TEST,oct_nov_2016-10-26,oct_nov,development,24,2016-10-25,x0352_daily_baseline,oct_nov,2016-10-26,2016-11-28,1.0,PASS_INTERNAL_ACCOUNTING,0.905968090746121,20,0.9058397306395982,21,0.8938360225369285,22.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,988148558.3979245,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/oct_nov/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original,2016-10-26,2016-11-28,988148558.3979245,-0.011851441602075408,0.055875039954506045,2.58032369688955,161,COMPLETE,UNKNOWN_ACTIVE_SHARE_NOT_VERIFIED,outputs/24d_supplement/enriched_episodes.csv,180c6486f58850e0bc3228b86204d825ec64415362cb7b7ad6d909ce977485e8
0.05552233768117065,0.026149084018232904,0.16015038430577996,3.6234845275935452,0.05552233768117065,0.026149084018232904,0.16015038430577996,3.6234845275935452,6492250.579218598,3807174.629209767,2685075.9500088315,2.642779396998179,0.0,7.5554090796737245,41,7,130,24,2017-10-26,2017-11-28,1055522337.6811706,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,6492250.579218598,1055522337.6811706,0,0,0,0,0,0,0.2029372051016618,0.011599505037556863,0.8761420736579523,20,26,True,0,0,0,PASS,True,PASS,,0.05552233768117065,,0.026149084018232904,2.671701494182292,24,24,COMPETITION_UNIVERSE_STRESS_TEST,oct_nov_2017-10-26,oct_nov,development,24,2017-10-25,x0352_daily_baseline,oct_nov,2017-10-26,2017-11-28,1.0,PASS_INTERNAL_ACCOUNTING,0.9066851646820622,20,0.9053785362232207,20,0.9452382396981157,23.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,1055522337.6811707,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/oct_nov/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original,2017-10-26,2017-11-28,1055522337.6811706,0.05552233768117065,0.026149084018232904,2.671701494182292,130,COMPLETE,UNKNOWN_ACTIVE_SHARE_NOT_VERIFIED,outputs/24d_supplement/enriched_episodes.csv,180c6486f58850e0bc3228b86204d825ec64415362cb7b7ad6d909ce977485e8
0.0,,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2018-10-26,2018-11-28,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAIL_CASH,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,oct_nov_2018-10-26,oct_nov,development,24,2018-10-25,x0352_daily_baseline,oct_nov,2018-10-26,2018-10-30,,PASS_INTERNAL_ACCOUNTING,0.0,0,0.0,0,,,,False,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,,1000000000.0,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/oct_nov/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original,2018-10-26,2018-11-28,,,-0.0,,0,FAILED,UNKNOWN_ACTIVE_SHARE_NOT_VERIFIED,outputs/24d_supplement/enriched_episodes.csv,180c6486f58850e0bc3228b86204d825ec64415362cb7b7ad6d909ce977485e8
0.010831545522062225,0.02552757001510142,0.12295999354923402,0.9789947828529334,0.010831545522062225,0.02552757001510142,0.12295999354923402,0.9789947828529334,5686715.961962303,3422960.4300428242,2263755.531919479,2.3795841081966502,0.0,1.0528093904312197,29,1,126,24,2019-10-28,2019-11-28,1010831545.5220623,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,20,5686715.961962303,1010831545.5220623,0,0,0,0,0,0,0.20168276652587447,0.08034398835700614,0.8742665275026444,20,28,True,0,0,0,PASS,True,PASS,,0.010831545522062225,,0.02552757001510142,2.4020774947668944,24,24,COMPETITION_UNIVERSE_STRESS_TEST,oct_nov_2019-10-28,oct_nov,development,24,2019-10-25,x0352_daily_baseline,oct_nov,2019-10-28,2019-11-28,1.0,PASS_INTERNAL_ACCOUNTING,0.9175877376064663,20,0.919123852766555,21,0.9194416754336685,21.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,1010831545.5220622,,validation,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/oct_nov/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original,2019-10-28,2019-11-28,1010831545.5220623,0.010831545522062225,0.02552757001510142,2.4020774947668944,126,COMPLETE,UNKNOWN_ACTIVE_SHARE_NOT_VERIFIED,outputs/24d_supplement/enriched_episodes.csv,180c6486f58850e0bc3228b86204d825ec64415362cb7b7ad6d909ce977485e8
