candidate_id,attempted,passed,completed,failed,compliance_pass_rate,valid_episode_rate,metric_population,median_24d_return,mean_24d_return,p25_24d_return,p10_24d_return,worst_24d_return,positive_episode_rate,loss_episode_rate,positive_attempt_rate,median_mdd,worst_mdd,median_turnover,median_days_to_20_holdings,penalized_mean_return,penalized_median_return,penalized_p25_return,failed_episode_penalty_return
coarse_011_macd_fast_6,119,76,112,43,0.6386554621848739,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01895890925658661,0.015377649067278518,-0.013722246803020671,-0.05441160825437524,-0.09502264682729955,0.6710526315789473,0.32894736842105265,0.42857142857142855,0.031554877504204826,0.119818350184694,2.3851960997214148,1.0,-0.3515235182427465,-0.021357323078426194,-1.0,-1.0
coarse_012_macd_fast_10,119,79,112,40,0.6638655462184874,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.0198711080485241,0.016250039470610825,-0.015824661114954952,-0.0541102477106226,-0.08756109107435794,0.6835443037974683,0.31645569620253167,0.453781512605042,0.03259555031431338,0.10929474062625366,2.3797080747026302,1.0,-0.3253466124522836,-0.017045282527763272,-1.0,-1.0
coarse_013_macd_signal_3,119,76,112,43,0.6386554621848739,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01763346923664333,0.015256706066223114,-0.013786209449831693,-0.05246190447997101,-0.09502264682729955,0.6710526315789473,0.32894736842105265,0.42857142857142855,0.03131450910987754,0.119818350184694,2.374333712232399,1.0,-0.35160075915098354,-0.018444499442626938,-1.0,-1.0
coarse_014_macd_signal_7,119,79,112,40,0.6638655462184874,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019452756523905768,0.016124057500813256,-0.010570846548342061,-0.057364931946141694,-0.08756109107435794,0.6835443037974683,0.31645569620253167,0.453781512605042,0.03133987901176716,0.10929474062625366,2.396017048091054,1.0,-0.3254302475414769,-0.015641225472637688,-1.0,-1.0
coarse_015_momentum_weight_0p45,119,74,112,45,0.6218487394957983,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.024099632922394365,0.016012260604591273,-0.012836393345361435,-0.051637393212423596,-0.09524619046180682,0.6756756756756757,0.32432432432432434,0.42016806722689076,0.03146052545213818,0.11529250251817624,2.3509388105241915,1.0,-0.3681940564307584,-0.02320839866677238,-1.0,-1.0
coarse_016_momentum_weight_0p65,119,77,112,42,0.6470588235294118,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.021549828161794515,0.017055713964511564,-0.008099151444445174,-0.05835265548066184,-0.08959482012531828,0.6623376623376623,0.33766233766233766,0.42857142857142855,0.030761041121412203,0.11505576106724891,2.402989504311211,1.0,-0.3419051262582572,-0.018680148086554382,-1.0,-1.0
coarse_017_long_return_fraction_0p1,119,77,112,42,0.6470588235294118,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.020767183269571277,0.018289081383336396,-0.009483574208190237,-0.049596648437864085,-0.08793547842680982,0.7142857142857143,0.2857142857142857,0.46218487394957986,0.031067021930370475,0.11029142007264248,2.3571884715272886,1.0,-0.34110706498725296,-0.013505692751355602,-1.0,-1.0
coarse_018_long_return_fraction_0p3,119,77,112,42,0.6470588235294118,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019050530451194536,0.016544611021504594,-0.005113988180329043,-0.051427368034942855,-0.08710698848584875,0.7142857142857143,0.2857142857142857,0.46218487394957986,0.030614911452848226,0.11764777593761933,2.3929452777311244,1.0,-0.3422358399272617,-0.01846829048914911,-1.0,-1.0
coarse_019_volume_low_0p6,119,84,117,35,0.7058823529411765,0.9831932773109243,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01910258571317569,0.015387550217474774,-0.011786970893559345,-0.04667159560153757,-0.08584729634850685,0.6785714285714286,0.32142857142857145,0.4789915966386555,0.03410361358273062,0.10941989822034148,2.3600802193517025,1.0,-0.2832558469053119,-0.0036605326056367016,-1.0,-1.0
coarse_020_volume_high_3p0,119,77,112,42,0.6470588235294118,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019257306073825475,0.01715116845775022,-0.010851996611573655,-0.05366456878498538,-0.09235503198151884,0.7012987012987013,0.2987012987012987,0.453781512605042,0.03148664052735983,0.1387016272875914,2.395858980980195,1.0,-0.3418433615861616,-0.01502852824536538,-1.0,-1.0
coarse_021_volatility_spike_ratio_1p5,119,74,110,45,0.6218487394957983,0.9243697478991597,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.020131524988349803,0.016785987306936992,-0.005776621084485789,-0.05900783012264803,-0.08712939205102443,0.6756756756756757,0.32432432432432434,0.42016806722689076,0.030322450852421523,0.11461204905285349,2.408117623358283,1.0,-0.36771291545619045,-0.018492717143211657,-1.0,-1.0
coarse_022_volatility_spike_ratio_2p5,119,78,112,41,0.6554621848739496,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.020304694146819235,0.01725401859268566,-0.010499309242764016,-0.04947868636636328,-0.08948744663447494,0.6923076923076923,0.3076923076923077,0.453781512605042,0.0301958874205433,0.11070749248409661,2.394350938440244,1.0,-0.3332284584014329,-0.015446694636369718,-1.0,-1.0
coarse_023_one_day_chase_return_0p03,119,74,110,45,0.6218487394957983,0.9243697478991597,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01905467605898148,0.016023624204563894,-0.009269893766429421,-0.04988517495080538,-0.08948744663447494,0.6891891891891891,0.3108108108108108,0.42857142857142855,0.03106599371823171,0.1107178779730903,2.3511969137120845,1.0,-0.36818698999043925,-0.023109222179973243,-1.0,-1.0
coarse_024_one_day_chase_return_0p05,119,80,113,39,0.6722689075630253,0.9495798319327731,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.016346522496899163,0.015348287421485174,-0.015074173252525802,-0.05163010222681256,-0.090744108749367,0.6625,0.3375,0.44537815126050423,0.03180801411425399,0.11531795981964887,2.397173200350269,1.0,-0.3174129160191696,-0.013765496738572747,-1.0,-1.0
coarse_025_max_replacements_per_day_1,119,77,112,42,0.6470588235294118,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019629079812080175,0.014690150134234832,-0.008361100775990393,-0.0498995203448311,-0.0971156587458214,0.6753246753246753,0.3246753246753247,0.4369747899159664,0.03174436346959708,0.11520009020579836,2.467763161062365,1.0,-0.34343578520725987,-0.012519309600267037,-1.0,-1.0
coarse_026_cash_guard_ratio_0p1,119,78,112,41,0.6554621848739496,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.017879517301851555,0.015612948057853732,-0.011777800527176141,-0.05160506854229441,-0.09699991832945953,0.6794871794871795,0.32051282051282054,0.44537815126050423,0.0323524173299819,0.1201161294193821,2.5438004074651848,1.0,-0.3343041180797261,-0.015336706288955448,-1.0,-1.0
coarse_027_cash_guard_ratio_0p14,119,75,112,44,0.6302521008403361,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019159107554847177,0.015668584994385237,-0.011422699108620427,-0.04779582406504121,-0.09018116165773116,0.6666666666666666,0.3333333333333333,0.42016806722689076,0.029557049992170015,0.10540653889340956,2.1156588587936342,1.0,-0.3598727405497572,-0.015681215254547243,-1.0,-1.0
x0352_daily_baseline,119,78,112,41,0.6554621848739496,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019176746490200514,0.016663895093193038,-0.011760375752247837,-0.0480681856583872,-0.08948744663447494,0.6794871794871795,0.32051282051282054,0.44537815126050423,0.0301958874205433,0.11070749248409661,2.3952549552946403,1.0,-0.3336152620397558,-0.014657547522684222,-1.0,-1.0
