date,proposed_nav,proposed_cash,proposed_holdings,warning_reasons,warning_today,cumulative_warnings,rolled_back,rejected_fills,disqualified,active_caps,passive_caps,overdue_caps,settled_nav,settled_cash,settled_holdings,stale_count,active_share_status,submission_status
2018-10-22,1001430282.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1001430282.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-10-23,987103502.0725446,87762252.0725446,22,,False,0,False,0,False,,,,987103502.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-10-24,989396912.0725446,87762252.0725446,22,,False,0,False,0,False,,,,989396912.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-10-25,975178092.0725446,87762252.0725446,22,,False,0,False,0,False,,,,975178092.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-10-26,970966462.0725446,87762252.0725446,22,,False,0,False,0,False,,,,970966462.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-10-29,966271862.0725446,87762252.0725446,22,,False,0,False,0,False,,,,966271862.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-10-30,972049822.0725446,87762252.0725446,22,,False,0,False,0,False,,,,972049822.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-10-31,989534522.0725446,87762252.0725446,22,,False,0,False,0,False,,,,989534522.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-01,995498602.0725446,87762252.0725446,22,,False,0,False,0,False,,,,995498602.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-02,999346212.0725446,87762252.0725446,22,,False,0,False,0,False,,,,999346212.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-05,1000386842.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1000386842.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-06,991705652.0725446,87762252.0725446,22,,False,0,False,0,False,,,,991705652.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-07,1003814342.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1003814342.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-08,1008528392.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1008528392.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-09,1002674222.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1002674222.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-12,1004908252.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1004908252.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-13,1008520692.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1008520692.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-14,1013273152.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1013273152.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-15,1019089942.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1019089942.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-16,1029014152.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1029014152.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-19,1037082152.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1037082152.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-20,1030177982.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1030177982.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-21,1037687422.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1037687422.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-11-22,1037378362.0725446,87762252.0725446,22,,False,0,False,0,False,,,,1037378362.0725446,87762252.0725446,22,0,UNKNOWN,BLOCK_SUBMISSION
