date,nav,economic_nav,cash,cash_ratio,holdings,dividend_receivable,odd_residual_names,fees,taxes,costs,traded_notional,turnover,violations,active_cap_breaches,passive_cap_breaches,overdue_passive_caps,active_share_status,submission_status,stale_count,executed_plan,terminal_dividend_credit
2015-07-01,995543364.8010907,995543364.8010907,90370714.8010907,0.09077526705142246,22,0.0,0,1294377.2438359796,0.0,1294377.2438359796,908334907.9550731,0.9083349079550731,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2015-07-02,1001397564.8010907,1001840414.8010907,90370714.8010907,0.09024459213563316,22,442850.0,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2015-07-03,996668214.8010907,997111064.8010907,90370714.8010907,0.09067281715121854,22,442850.0,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2015-07-06,987328675.7001181,987771525.7001181,86008775.7001181,0.08711260780421372,22,442850.0,0,121127.9921644562,121323.91886187655,242451.91102633276,85002099.76453066,0.08528625524743445,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2015-07-07,988766509.55232,989209359.55232,79660859.55231994,0.08056589577289353,22,442850.0,0,113049.35562449964,109811.73913043477,222861.09475493443,79332881.13999975,0.08035103516439907,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2015-07-08,951772122.4426929,953529161.0776929,76538472.44269288,0.08041680423068005,22,1757038.635,0,108795.957759815,110166.92445869243,218962.88221850744,76348040.53320351,0.07721543943450443,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2015-07-09,954201105.3282644,955958143.9632643,69692505.32826439,0.07303754411842645,22,1757038.635,0,107381.97136352515,103080.39694769266,210462.3683112178,75355769.37791239,0.07917417163313652,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2015-07-13,965981705.3282644,967738743.9632643,69692505.32826439,0.07214681700890097,22,1757038.635,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2015-07-14,965768946.9959056,969541985.6885056,66211546.99590568,0.06855837227098832,22,3773038.6925999997,0,113287.69722788452,114370.25704116502,227657.95426904954,79500138.40553299,0.08229983856528306,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2015-07-15,964866138.2468128,972407926.9394128,61858638.24681282,0.06411110909043984,22,7541788.6926,0,113049.47541416182,112808.87220216607,225858.34761632787,79332965.20292057,0.08214487062323915,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
