date,symbol,issue
2015-07-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3665.TW
2015-07-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2383.TW;ACTIVE_CAP:3665.TW
