date,symbol,issue
2018-07-19,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2327.TW
2018-07-20,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2408.TW
2018-07-23,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2327.TW
