date,proposed_nav,proposed_cash,proposed_holdings,warning_reasons,warning_today,cumulative_warnings,rolled_back,rejected_fills,disqualified,active_caps,passive_caps,overdue_caps,settled_nav,settled_cash,settled_holdings,stale_count,active_share_status,submission_status
2018-01-02,1002105148.181874,88806798.18187404,22,,False,0,False,0,False,,,,1002105148.181874,88806798.18187404,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-03,1010237698.181874,88806798.18187404,22,,False,0,False,0,False,,,,1010237698.181874,88806798.18187404,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-04,1026123402.5803111,86270252.580311,22,,False,0,False,0,False,,,,1026123402.5803111,86270252.580311,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-05,1028185240.4741058,83259490.47410588,22,,False,0,False,0,False,,,,1028185240.4741058,83259490.47410588,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-08,1029422570.9485068,82075270.94850682,22,,False,0,False,0,False,,,,1029422570.9485068,82075270.94850682,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-09,1025424941.3862381,76024691.38623814,22,,False,0,False,0,False,,,,1025424941.3862381,76024691.38623814,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-10,1018863477.9416385,75903877.9416385,22,,False,0,False,0,False,,,,1018863477.9416385,75903877.9416385,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-11,1016842391.4494627,73517311.44946262,22,,False,0,False,0,False,,,,1016842391.4494627,73517311.44946262,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-12,1020619986.5761364,72342876.57613638,22,,False,0,False,0,False,,,,1020619986.5761364,72342876.57613638,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-15,1016798514.7362186,70956334.73621859,22,,False,0,False,0,False,,,,1016798514.7362186,70956334.73621859,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-16,1020512208.3079169,65715698.30791683,22,,False,0,False,0,False,,,,1020512208.3079169,65715698.30791683,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-17,1023658395.5163813,62803705.516381234,22,,False,0,False,0,False,,,,1023658395.5163813,62803705.516381234,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-18,1017874636.8457403,61645346.84574026,22,,False,0,False,0,False,,,,1017874636.8457403,61645346.84574026,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-19,1014060055.6114316,61270805.61143161,22,,False,0,False,0,False,,,,1014060055.6114316,61270805.61143161,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-22,1020752076.802375,57087166.802374944,22,,False,0,False,0,False,,,,1020752076.802375,57087166.802374944,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-23,1017785574.537193,61348574.53719297,22,,False,0,False,0,False,,,,1017785574.537193,61348574.53719297,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-24,1016547071.0344341,54166901.03443404,22,,False,0,False,0,False,,,,1016547071.0344341,54166901.03443404,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-25,1021230090.630697,50443970.63069705,22,,False,0,False,0,False,,,,1021230090.630697,50443970.63069705,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-26,1019909976.2211785,49029356.22117851,22,,False,0,False,0,False,,,,1019909976.2211785,49029356.22117851,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-29,1029792230.475953,49038750.475952946,22,,False,0,False,0,False,,,,1029792230.475953,49038750.475952946,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-30,1010104456.6592079,48036786.65920799,22,,False,0,False,0,False,,,,1010104456.6592079,48036786.65920799,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-01-31,1015138958.8351327,48754058.83513277,22,,False,0,False,0,False,,,,1015138958.8351327,48754058.83513277,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-02-01,1011545493.176291,47273023.17629094,22,,False,0,False,0,False,,,,1011545493.176291,47273023.17629094,22,0,UNKNOWN,BLOCK_SUBMISSION
2018-02-02,1009231807.4007211,47352117.400721125,22,,False,0,False,0,False,,,,1009231807.4007211,47352117.400721125,22,0,UNKNOWN,BLOCK_SUBMISSION
