candidate,split,attempted,complete,canonical,measured_pass,median,mean,p25,p10,worst,positive,median_dq_as_minus100,mdd,mean_mdd,turnover,cost_total,day1,day3,day5,cash_violation_days,weight_violation_days,holding_count_violation_days,odd_lot_issue_days,missing_execution_price_days,unfilled_days,no_valid_plan_days,hold_without_envelope_days,rejected_trade_count,family
D13,recent_diagnostic,3,3,2,1,0.0417058,0.05875,0.0401861,0.0392742,0.0386663,3,0.0417058,0.0875191,0.0611257,0.881981,3.77047e+06,0.882591,0.884353,0.887256,0,0,0,28,0,0,29,0,0,direct
D13,rolling_diagnostic,2,2,2,1,0.0307368,0.0307368,-0.00537981,-0.0270498,-0.0414964,1,0.0307368,0.0908511,0.0682169,1.0161,3.33603e+06,0.858723,0.860818,0.862839,0,0,0,6,0,0,5,0,0,direct
D13,seasonal_diagnostic,16,16,14,14,0.0248683,0.0291389,0.0105227,-0.0530695,-0.0719606,12,0.0248683,0.100056,0.053981,1.03741,2.64899e+07,0.910462,0.910639,0.910573,0,0,0,0,0,0,2,0,0,direct
D13,validation,8,8,8,8,0.023534,0.019327,-0.00276619,-0.0460998,-0.0948127,6,0.023534,0.129237,0.0632743,1.05874,1.36754e+07,0.912559,0.912705,0.912925,0,0,0,0,0,0,0,0,0,direct
D14,development,18,18,15,6,-0.00777909,0.00767739,-0.0391432,-0.0972489,-0.155153,8,-0.00777909,0.157427,0.0548617,2.05812,8.27282e+07,0.858954,0.924997,0.943249,1,28,1,93,1,1,101,0,24,direct
D15,development,18,11,10,0,0.0161052,0.0230077,-0.0102175,-0.0393617,-0.0490754,6,-0.0265558,0.093062,0.0375293,1.74771,6.74761e+07,0.657583,0.923277,0.921386,5,213,5,38,0,0,38,0,176,direct
D16,development,18,18,17,12,0.0260536,0.028341,-0.00738941,-0.059791,-0.11014,13,0.0260536,0.113894,0.0357053,0.969804,2.64143e+07,0.910355,0.910492,0.910454,0,0,0,59,0,0,53,0,0,direct
D17,development,18,18,14,5,0.00657092,0.00642628,-0.0321178,-0.0822538,-0.156979,10,0.00657092,0.160628,0.0511376,1.64773,6.1303e+07,0.858869,0.914559,0.926598,1,25,1,57,0,0,59,0,24,direct
D18,development,18,10,10,0,0.0187277,0.00948022,-0.0607954,-0.0958049,-0.173848,6,-0.130491,0.173848,0.0450224,0.826421,2.40051e+07,0.2518,0.704894,0.902711,24,205,24,7,0,0,15,0,555,direct
D19,development,18,18,13,9,0.00759792,0.0165269,-0.0426606,-0.068832,-0.128116,10,0.00759792,0.133436,0.0475196,0.934059,2.46277e+07,0.910854,0.911201,0.911172,0,0,0,78,0,0,83,0,0,direct
D20,development,18,17,16,9,0.0175289,0.0195941,-0.0220617,-0.0848383,-0.115892,11,0.0167737,0.137504,0.0425392,1.65373,6.15402e+07,0.908814,0.918828,0.952431,0,23,0,79,0,0,73,0,0,direct
D21,development,18,12,9,0,-0.0118976,0.00215745,-0.0320091,-0.102202,-0.177968,5,-0.0341831,0.192296,0.0547105,1.77624,6.98476e+07,0.758331,0.885114,0.94014,6,162,6,47,0,0,50,0,168,direct
D22,development,18,18,12,7,0.00969388,0.0114235,-0.00923599,-0.0727247,-0.108103,12,0.00969388,0.108103,0.0380402,1.94974,7.75423e+07,0.909477,0.909519,0.910938,0,0,0,79,0,0,77,0,0,direct
D23,development,18,18,11,4,0.00262254,0.00114409,-0.036328,-0.0949488,-0.144478,10,0.00262254,0.147761,0.049367,2.36005,9.89673e+07,0.911776,0.921029,0.926726,0,14,0,36,0,0,41,0,2,direct
D24,development,18,10,9,0,-0.00402391,0.029016,-0.0438847,-0.119378,-0.12342,5,-0.121174,0.144458,0.0503301,0.829487,2.33827e+07,0.456027,0.755518,0.904032,17,190,17,35,0,0,39,0,384,direct
D25,development,18,18,15,7,0.0153686,0.015471,-0.0103916,-0.027236,-0.0534438,12,0.0153686,0.079943,0.0248896,0.942002,2.50685e+07,0.909011,0.909179,0.909197,0,0,0,85,0,0,77,0,0,direct
D26,development,18,18,18,12,0.0116374,0.0210443,-0.010719,-0.0792503,-0.0964121,12,0.0116374,0.127235,0.0411684,1.68421,6.32072e+07,0.909318,0.910747,0.915288,0,0,0,80,0,0,74,0,0,direct
D27,development,18,18,17,9,0.00368719,0.00773929,-0.0205999,-0.108436,-0.156585,10,0.00368719,0.170019,0.0541967,2.00894,8.01658e+07,0.758526,0.926866,0.95091,3,59,3,80,0,0,75,0,68,direct
D28,development,18,8,8,0,0.0582572,0.0629994,0.00705333,-0.0274657,-0.0366762,6,-1,0.112811,0.0458747,2.03996,8.26554e+07,0.554423,0.913466,0.934127,9,161,9,28,0,0,34,0,247,direct
D29,development,18,18,18,12,0.0113777,0.0228936,-0.0144644,-0.072727,-0.0986295,12,0.0113777,0.119812,0.0379838,1.05048,3.0568e+07,0.909459,0.909514,0.909658,0,0,0,81,0,0,75,0,0,direct
D29,validation,8,8,8,8,-0.000608156,0.0174078,-0.0186914,-0.0364745,-0.0459112,4,-0.000608156,0.0822449,0.0510567,1.17492,1.63026e+07,0.913903,0.91391,0.914807,0,0,0,0,0,0,0,0,0,direct
D30,development,18,18,13,6,-0.000141263,0.00813011,-0.0258364,-0.078891,-0.140497,9,-0.000141263,0.150098,0.0489471,1.41169,4.92252e+07,0.85859,0.909075,0.912556,1,32,1,76,0,0,76,0,22,direct
D31,development,18,14,12,0,0.0388895,0.0298637,-0.00457408,-0.0542884,-0.199213,9,0.00218776,0.202508,0.0385811,0.891879,2.60769e+07,0.453198,0.754557,0.903742,16,189,16,6,0,0,6,0,371,direct
D32,development,18,18,11,8,0.00649576,0.012997,-0.0245058,-0.0652284,-0.119822,10,0.00649576,0.125153,0.041999,1.20983,3.9368e+07,0.91143,0.911715,0.910558,0,0,0,67,0,0,72,0,0,direct
D33,development,18,18,17,11,0.0117121,0.0211099,-0.0336736,-0.0955731,-0.111019,11,0.0117121,0.133897,0.0451872,1.46083,5.15278e+07,0.90886,0.910969,0.916744,0,12,0,80,0,0,74,0,3,direct
D34,development,18,11,9,0,-0.00764312,-0.0167746,-0.0449584,-0.130913,-0.15835,5,-0.0890131,0.170173,0.0537371,1.6671,6.24018e+07,0.758974,0.937452,0.954414,4,172,4,56,0,0,53,0,120,direct
D35,development,18,18,12,7,0.0038515,0.00921231,-0.0226158,-0.0672382,-0.100086,10,0.0038515,0.111369,0.0409993,1.8879,7.44034e+07,0.909585,0.910065,0.911795,0,0,0,90,1,1,97,0,0,direct
M00,development,18,18,18,12,0.0156257,0.0201905,-0.0117519,-0.0879249,-0.0983397,11,0.0156257,0.135457,0.042842,1.86598,7.27622e+07,0.909894,0.912012,0.917386,0,0,0,81,0,0,75,0,0,momentum
M00,historical_holdout,4,4,4,4,0.0439884,0.0275977,0.00934743,-0.0506515,-0.0906509,3,0.0439884,0.149605,0.0881559,1.90993,1.66702e+07,0.910801,0.913291,0.918169,0,0,0,0,0,0,0,0,0,momentum
M00,recent_diagnostic,3,3,2,1,0.00809531,0.0290806,0.00454983,0.00242255,0.00100436,3,0.00809531,0.0761372,0.0582908,1.52447,9.21951e+06,0.888863,0.889488,0.895285,0,0,0,28,0,0,29,0,0,momentum
M00,rolling_diagnostic,2,2,2,1,0.00604665,0.00604665,-0.0203192,-0.0361387,-0.046685,1,0.00604665,0.0781054,0.0621795,2.16506,9.83123e+06,0.866276,0.867071,0.878055,0,0,0,6,0,0,5,0,0,momentum
M00,seasonal_diagnostic,16,16,14,13,0.0258627,0.0286232,-0.00427446,-0.0287148,-0.0411008,11,0.0258627,0.0951573,0.0451317,1.85345,6.3931e+07,0.908768,0.909403,0.914906,0,0,0,19,1,1,26,0,0,momentum
M00,validation,8,8,8,8,-0.0163765,0.00854448,-0.0240449,-0.0383578,-0.0701597,3,-0.0163765,0.10591,0.0604285,2.0676,3.69138e+07,0.913901,0.916116,0.92205,0,0,0,0,0,0,0,0,0,momentum
M01,development,18,18,17,12,0.011497,0.0204138,-0.00938743,-0.0872349,-0.106682,12,0.011497,0.134513,0.0418613,1.89275,7.41416e+07,0.909534,0.91302,0.917529,0,0,0,80,0,0,74,0,0,momentum
M02,development,18,18,17,12,0.0138782,0.0216424,-0.00419127,-0.0802334,-0.109971,12,0.0138782,0.134325,0.0397199,1.93904,7.66003e+07,0.909705,0.911636,0.91586,0,0,0,77,0,0,71,0,0,momentum
M03,development,18,18,17,12,0.011754,0.0187871,-0.0119451,-0.0690742,-0.103736,11,0.011754,0.134451,0.038498,1.9216,7.57199e+07,0.908956,0.911434,0.916785,0,0,0,80,0,0,74,0,0,momentum
M04,development,18,18,17,11,0.00869179,0.0187196,-0.00291692,-0.0648956,-0.118138,13,0.00869179,0.134108,0.0388008,2.00284,7.99843e+07,0.909289,0.911964,0.917012,0,0,0,84,0,0,77,0,0,momentum
M05,development,18,18,17,11,0.0175404,0.0200684,-0.017048,-0.0741157,-0.129449,11,0.0175404,0.148045,0.0425659,2.032,8.14518e+07,0.909395,0.93124,0.949365,0,7,0,66,0,0,60,0,0,momentum
M06,development,18,18,17,10,0.0146135,0.0181492,-0.0172361,-0.0639044,-0.128893,12,0.0146135,0.143878,0.0378595,2.03047,8.1437e+07,0.908982,0.911677,0.917443,0,0,0,84,0,0,76,0,0,momentum
M07,development,18,18,17,11,0.0121923,0.0173331,-0.00358266,-0.0674424,-0.122283,13,0.0121923,0.136087,0.0382972,1.99741,7.96804e+07,0.909571,0.911299,0.915157,0,0,0,78,0,0,71,0,0,momentum
M08,development,18,18,17,10,0.0126473,0.0139366,-0.013027,-0.0687572,-0.115525,11,0.0126473,0.132135,0.0397266,2.36682,9.91341e+07,0.909138,0.913981,0.920366,0,0,0,85,0,0,77,0,0,momentum
M09,development,18,18,17,11,0.0121369,0.0183494,-0.000998063,-0.0686232,-0.11826,13,0.0121369,0.133691,0.0374993,2.31053,9.61519e+07,0.909065,0.912919,0.918042,0,0,0,65,0,0,58,0,0,momentum
M10,development,18,18,17,10,0.0125709,0.0169827,-0.00911705,-0.0682652,-0.119439,12,0.0125709,0.137273,0.0382936,2.1491,8.76328e+07,0.908697,0.91182,0.917977,0,0,0,72,0,0,64,0,0,momentum
M11,development,18,18,17,12,0.0136489,0.0210547,-0.01221,-0.0654698,-0.123316,11,0.0136489,0.13708,0.0377878,2.05275,8.26192e+07,0.909115,0.911382,0.916493,0,0,0,81,0,0,75,0,0,momentum
M12,development,18,18,17,11,0.00931109,0.0171807,-0.0165526,-0.0803475,-0.12881,12,0.00931109,0.142586,0.04146,2.02421,8.10918e+07,0.909649,0.912492,0.917484,0,0,0,83,0,0,76,0,0,momentum
M13,development,18,18,17,11,0.00826727,0.0154475,-0.0183451,-0.0677085,-0.12417,11,0.00826727,0.137572,0.0389243,2.36022,9.8796e+07,0.909298,0.914036,0.920964,0,0,0,84,0,0,77,0,0,momentum
M14,development,18,18,17,11,0.00941816,0.015383,-0.014193,-0.0698967,-0.12879,11,0.00941816,0.140963,0.038596,2.3437,9.78946e+07,0.909413,0.913811,0.920217,0,0,0,67,0,0,60,0,0,momentum
M15,development,18,18,17,12,0.010842,0.0182891,-0.0131673,-0.0829464,-0.109595,10,0.010842,0.132972,0.0396219,2.125,8.63281e+07,0.909459,0.91126,0.915718,0,0,0,61,0,0,55,0,0,momentum
M16,development,18,18,17,12,0.0118346,0.0192035,-0.00754503,-0.0743997,-0.119867,11,0.0118346,0.136331,0.0371564,2.30876,9.60709e+07,0.909285,0.912856,0.9176,0,0,0,63,0,0,57,0,0,momentum
M17,development,18,18,17,11,0.00681073,0.0148669,-0.0106968,-0.0872604,-0.125689,12,0.00681073,0.136522,0.0417258,2.22179,9.15157e+07,0.909151,0.913429,0.917441,0,0,0,84,0,0,77,0,0,momentum
M18,development,18,18,17,11,0.0088253,0.0155752,-0.00328963,-0.0765753,-0.121851,13,0.0088253,0.136846,0.0401642,2.02615,8.12697e+07,0.909447,0.911686,0.916968,0,0,0,83,0,0,76,0,0,momentum
M19,development,18,18,17,11,0.010132,0.0201061,0.0027413,-0.0644396,-0.111402,14,0.010132,0.131525,0.0372333,1.97419,7.83377e+07,0.908905,0.911279,0.916189,0,0,0,67,0,0,60,0,0,momentum
M20,development,18,18,17,9,0.0102647,0.0199627,0.000520922,-0.0609496,-0.106414,14,0.0102647,0.129695,0.035913,1.88283,7.35493e+07,0.908598,0.911083,0.915935,0,0,0,91,0,0,82,0,0,momentum
M21,development,18,18,17,9,0.0113581,0.0211121,0.000460237,-0.0647731,-0.0983387,14,0.0113581,0.125883,0.0355572,1.83582,7.10632e+07,0.908647,0.911272,0.915832,0,0,0,96,0,0,87,0,0,momentum
M22,development,18,18,18,11,0.0126506,0.0210632,-0.0124578,-0.0623082,-0.101243,12,0.0126506,0.122292,0.0376399,0.908183,2.32949e+07,0.909289,0.909381,0.909251,0,0,0,80,0,0,73,0,0,momentum
M23,development,18,18,17,11,0.00843488,0.0184221,-0.00713031,-0.0625938,-0.129951,12,0.00843488,0.142244,0.0382144,2.20851,9.15241e+07,0.909289,0.912436,0.915535,0,0,0,84,0,0,77,0,0,momentum
M24,development,18,18,17,11,0.010484,0.0184385,-0.00807159,-0.0618951,-0.12572,12,0.010484,0.137922,0.0372329,2.21252,9.21687e+07,0.909289,0.912436,0.913461,0,0,0,84,0,0,77,0,0,momentum
M25,development,18,18,18,12,0.0105206,0.0168413,-0.0155074,-0.0666895,-0.120701,10,0.0105206,0.138594,0.0398877,2.4968,1.06005e+08,0.909289,0.916086,0.923162,0,0,0,75,0,0,69,0,0,momentum
M25,validation,8,8,7,7,-0.0078958,0.0145617,-0.0192401,-0.0354413,-0.0613642,4,-0.0078958,0.082628,0.0528415,2.75993,5.31961e+07,0.913621,0.921295,0.928782,0,0,0,0,0,0,1,0,0,momentum
M26,development,18,18,18,11,0.0126506,0.0210632,-0.0124578,-0.0623082,-0.101243,12,0.0126506,0.122292,0.0376399,0.908183,2.32949e+07,0.909289,0.909381,0.909251,0,0,0,80,0,0,73,0,0,momentum
M27,development,18,18,18,11,0.0126506,0.0210632,-0.0124578,-0.0623082,-0.101243,12,0.0126506,0.122292,0.0376399,0.908183,2.32949e+07,0.909289,0.909381,0.909251,0,0,0,80,0,0,73,0,0,momentum
M28,development,18,18,18,11,0.0126506,0.0210632,-0.0124578,-0.0623082,-0.101243,12,0.0126506,0.122292,0.0376399,0.908183,2.32949e+07,0.909289,0.909381,0.909251,0,0,0,80,0,0,73,0,0,momentum
M29,development,18,18,17,8,0.010939,0.0133449,-0.0199462,-0.0857667,-0.134995,10,0.010939,0.153052,0.0447526,2.03652,8.18856e+07,0.909567,0.925077,0.950025,0,18,0,83,0,0,76,0,0,momentum
M30,development,18,18,17,9,0.0144477,0.0187807,-0.0160811,-0.0754044,-0.127505,11,0.0144477,0.147263,0.0420655,1.94672,7.69111e+07,0.909207,0.926594,0.9558,0,1,0,85,0,0,77,0,0,momentum
M31,development,18,18,17,9,0.0174355,0.0220191,-0.0126875,-0.0694268,-0.121401,12,0.0174355,0.141731,0.040345,1.8669,7.23243e+07,0.90899,0.927388,0.961554,0,0,0,91,0,0,82,0,0,momentum
M32,development,18,18,18,12,0.0148989,0.0194627,-0.0112894,-0.083629,-0.0946054,11,0.0148989,0.129724,0.0410726,1.79308,6.99986e+07,0.881673,0.882733,0.8853,0,0,0,81,0,0,75,0,0,momentum
M32,validation,8,8,8,8,-0.0168324,0.00793562,-0.0231045,-0.0368012,-0.0677921,3,-0.0168324,0.101377,0.0582034,1.99627,3.56575e+07,0.885779,0.88699,0.890491,0,0,0,0,0,0,0,0,0,momentum
M33,development,18,18,17,12,0.0110984,0.0197311,-0.00893476,-0.083598,-0.102521,12,0.0110984,0.12874,0.0401478,1.82084,7.13942e+07,0.881363,0.883408,0.885582,0,0,0,80,0,0,74,0,0,momentum
M34,development,18,18,17,12,0.0136848,0.0206579,-0.00422272,-0.0769119,-0.104957,12,0.0136848,0.128076,0.0381093,1.86504,7.37495e+07,0.881488,0.882556,0.884654,0,0,0,77,0,0,71,0,0,momentum
M35,development,18,18,17,12,0.011589,0.0180267,-0.0112604,-0.0660896,-0.0997441,11,0.011589,0.128781,0.0368305,1.8448,7.27772e+07,0.880817,0.882187,0.88469,0,0,0,80,0,0,74,0,0,momentum
adaptive_de_seed_0,development,18,14,13,1,-0.0197139,0.00199432,-0.0520128,-0.107213,-0.14495,5,-0.0248334,0.145276,0.0478674,0.938008,2.58607e+07,0.503897,0.857718,0.907239,12,115,12,60,0,0,58,0,273,adaptive
adaptive_de_seed_0,historical_holdout,4,4,4,0,0.0250571,0.00736363,-0.0327676,-0.0764414,-0.105557,2,0.0250571,0.179038,0.0962222,1.0511,6.59785e+06,0.676547,0.899947,0.900897,2,38,2,8,0,0,7,0,44,adaptive
adaptive_de_seed_0,recent_diagnostic,3,3,2,0,0.0277766,0.0282096,0.0220951,0.0186862,0.0164136,3,0.0277766,0.0895787,0.0609668,0.998324,4.74183e+06,0.895069,0.896064,0.893896,0,12,0,28,0,0,29,0,2,adaptive
adaptive_de_seed_0,rolling_diagnostic,2,1,1,0,-0.0145491,-0.0145491,-0.0145491,-0.0145491,-0.0145491,0,-0.507275,0.12087,0.0725884,1.05328,3.37189e+06,0.891981,0.891446,0.890431,0,16,0,16,0,0,14,0,0,adaptive
adaptive_de_seed_0,seasonal_diagnostic,16,14,13,2,0.0341641,0.0348026,0.00151166,-0.0280771,-0.0889276,10,0.030582,0.110322,0.049838,1.02099,2.56301e+07,0.853672,0.909743,0.908947,1,101,1,16,0,0,17,0,33,adaptive
adaptive_de_seed_0,validation,8,8,8,0,-0.00534737,0.00660699,-0.0403328,-0.0679343,-0.0767443,4,-0.00534737,0.119873,0.0709185,1.02269,1.28159e+07,0.458606,0.911041,0.910438,6,52,6,2,0,0,1,0,133,adaptive
adaptive_de_seed_1,development,18,14,13,1,-0.0197139,0.00199432,-0.0520128,-0.107213,-0.14495,5,-0.0248334,0.145276,0.0478674,0.938008,2.58607e+07,0.503897,0.857718,0.907239,12,115,12,60,0,0,58,0,273,adaptive
adaptive_de_seed_1,historical_holdout,4,4,4,0,0.018475,0.00407254,-0.0327676,-0.0764414,-0.105557,2,0.018475,0.179038,0.0973228,1.04955,6.57031e+06,0.448665,0.899524,0.900827,4,38,4,8,0,0,7,0,88,adaptive
adaptive_de_seed_1,recent_diagnostic,3,3,2,0,0.0277766,0.0282096,0.0220951,0.0186862,0.0164136,3,0.0277766,0.0895787,0.0609668,0.998324,4.74183e+06,0.895069,0.896064,0.893896,0,12,0,28,0,0,29,0,2,adaptive
adaptive_de_seed_1,rolling_diagnostic,2,1,1,0,-0.0145491,-0.0145491,-0.0145491,-0.0145491,-0.0145491,0,-0.507275,0.12087,0.0725884,1.05328,3.37189e+06,0.891981,0.891446,0.890431,0,16,0,16,0,0,14,0,0,adaptive
adaptive_de_seed_1,seasonal_diagnostic,16,14,13,2,0.0341641,0.0349936,0.00151166,-0.0280771,-0.0889276,10,0.030582,0.110322,0.0496193,1.0207,2.56115e+07,0.85364,0.909705,0.908935,1,97,1,16,0,0,17,0,33,adaptive
adaptive_de_seed_1,validation,8,8,8,0,0.00184116,0.00885619,-0.0403328,-0.0679343,-0.0767443,5,0.00184116,0.119873,0.0703447,1.02517,1.29075e+07,0.571657,0.909845,0.909205,4,52,4,2,0,0,1,0,89,adaptive
adaptive_de_seed_2,development,18,13,12,1,-0.0147072,0.00405252,-0.0610488,-0.112393,-0.14495,5,-0.0429767,0.145276,0.0474532,0.937351,2.58449e+07,0.453336,0.857057,0.906501,13,120,13,50,0,0,48,0,295,adaptive
adaptive_de_seed_2,historical_holdout,4,4,4,0,0.0248263,0.0072482,-0.0327676,-0.0764414,-0.105557,2,0.0248263,0.179038,0.0958061,1.05215,6.61601e+06,0.676573,0.899996,0.90103,2,41,2,8,0,0,7,0,44,adaptive
adaptive_de_seed_2,recent_diagnostic,3,3,2,0,0.0277766,0.0282096,0.0220951,0.0186862,0.0164136,3,0.0277766,0.0895787,0.0609668,0.998324,4.74183e+06,0.895069,0.896064,0.893896,0,12,0,28,0,0,29,0,2,adaptive
adaptive_de_seed_2,rolling_diagnostic,2,1,1,0,-0.0145491,-0.0145491,-0.0145491,-0.0145491,-0.0145491,0,-0.507275,0.12087,0.0725884,1.05328,3.37189e+06,0.891981,0.891446,0.890431,0,16,0,16,0,0,14,0,0,adaptive
adaptive_de_seed_2,seasonal_diagnostic,16,15,13,2,0.0309221,0.0316086,-0.00974248,-0.0274099,-0.0889276,10,0.030582,0.110322,0.0499647,1.02765,2.58145e+07,0.853623,0.909696,0.908886,1,97,1,16,0,0,17,0,31,adaptive
adaptive_de_seed_2,validation,8,8,8,0,0.00813402,0.00997734,-0.0403328,-0.0679343,-0.0767443,5,0.00813402,0.119873,0.0711682,1.02351,1.28522e+07,0.571599,0.910098,0.909425,4,52,4,2,0,0,1,0,89,adaptive
adaptive_equal,development,18,18,18,13,0.00730258,0.0196175,-0.0177492,-0.0850186,-0.120959,10,0.00730258,0.123262,0.0419437,0.978252,2.67837e+07,0.910438,0.910478,0.910191,0,0,0,62,0,0,59,0,0,adaptive
adaptive_equal,historical_holdout,4,4,4,4,0.0358036,0.01414,-0.010149,-0.0787807,-0.124535,3,0.0358036,0.174749,0.086515,1.11582,7.5284e+06,0.912314,0.912209,0.913269,0,0,0,0,0,0,0,0,0,adaptive
adaptive_equal,recent_diagnostic,3,3,2,1,0.0368091,0.0387179,0.029027,0.0243578,0.021245,3,0.0368091,0.0836392,0.0576944,1.02061,4.89729e+06,0.887658,0.889559,0.891226,0,0,0,28,0,0,29,0,0,adaptive
adaptive_equal,rolling_diagnostic,2,2,2,0,0.0214949,0.0214949,-0.00482022,-0.0206093,-0.0311353,1,0.0214949,0.108631,0.0712468,1.11161,3.86939e+06,0.8636,0.864472,0.8668,0,0,0,26,0,0,24,0,0,adaptive
adaptive_equal,seasonal_diagnostic,16,16,14,13,0.027229,0.0301902,0.00461773,-0.0223496,-0.0580013,12,0.027229,0.102065,0.0445223,1.01659,2.55912e+07,0.90912,0.909528,0.909682,0,0,0,16,0,0,17,0,0,adaptive
adaptive_equal,validation,8,8,8,7,0.0157495,0.0187529,-0.0285467,-0.0407278,-0.0634306,5,0.0157495,0.0857486,0.0558303,1.00278,1.24286e+07,0.912311,0.912383,0.912611,0,0,0,2,0,0,1,0,0,adaptive
adaptive_no_confidence,development,18,18,17,12,0.0149663,0.0244599,-0.0171864,-0.0933436,-0.122666,11,0.0149663,0.123089,0.0436081,1.8336,7.10472e+07,0.9104,0.911867,0.91432,0,0,0,74,0,0,70,0,0,adaptive
adaptive_no_confidence,historical_holdout,4,4,4,4,0.0715211,0.0303694,-0.00807057,-0.0864627,-0.138724,3,0.0715211,0.183554,0.0925652,2.29235,2.11152e+07,0.910608,0.912467,0.919161,0,0,0,0,0,0,0,0,0,adaptive
adaptive_no_confidence,recent_diagnostic,3,3,2,1,0.0383556,0.0525353,0.0233185,0.0142962,0.00828131,3,0.0383556,0.0963977,0.0646771,1.72086,1.08575e+07,0.887836,0.891698,0.899894,0,0,0,28,1,1,29,0,0,adaptive
adaptive_no_confidence,rolling_diagnostic,2,2,2,0,0.0163773,0.0163773,-0.00886055,-0.0240032,-0.0340984,1,0.0163773,0.101979,0.0749038,2.19049,9.97356e+06,0.859075,0.865271,0.875796,0,0,0,12,0,0,10,0,0,adaptive
adaptive_no_confidence,seasonal_diagnostic,16,16,13,12,0.0148152,0.0241563,-0.00159328,-0.033732,-0.038921,12,0.0148152,0.108098,0.0460484,1.99387,7.05299e+07,0.90885,0.90917,0.91161,0,0,0,16,1,1,24,0,0,adaptive
adaptive_no_confidence,validation,8,8,8,6,0.00511938,0.0135921,-0.0365772,-0.0527047,-0.0598184,4,0.00511938,0.0959773,0.0576551,2.15122,3.89349e+07,0.913594,0.915421,0.920653,0,0,0,12,0,0,10,0,0,adaptive
adaptive_no_regime,development,18,18,18,13,0.00730258,0.0196175,-0.0177492,-0.0850186,-0.120959,10,0.00730258,0.123262,0.0419437,0.978252,2.67837e+07,0.910438,0.910478,0.910191,0,0,0,62,0,0,59,0,0,adaptive
adaptive_no_regime,historical_holdout,4,4,4,4,0.0358036,0.01414,-0.010149,-0.0787807,-0.124535,3,0.0358036,0.174749,0.086515,1.11582,7.5284e+06,0.912314,0.912209,0.913269,0,0,0,0,0,0,0,0,0,adaptive
adaptive_no_regime,recent_diagnostic,3,3,2,1,0.0368091,0.0387179,0.029027,0.0243578,0.021245,3,0.0368091,0.0836392,0.0576944,1.02061,4.89729e+06,0.887658,0.889559,0.891226,0,0,0,28,0,0,29,0,0,adaptive
adaptive_no_regime,rolling_diagnostic,2,2,2,0,0.0214949,0.0214949,-0.00482022,-0.0206093,-0.0311353,1,0.0214949,0.108631,0.0712468,1.11161,3.86939e+06,0.8636,0.864472,0.8668,0,0,0,26,0,0,24,0,0,adaptive
adaptive_no_regime,seasonal_diagnostic,16,16,14,13,0.027229,0.0301902,0.00461773,-0.0223496,-0.0580013,12,0.027229,0.102065,0.0445223,1.01659,2.55912e+07,0.90912,0.909528,0.909682,0,0,0,16,0,0,17,0,0,adaptive
adaptive_no_regime,validation,8,8,8,7,0.0157495,0.0187529,-0.0285467,-0.0407278,-0.0634306,5,0.0157495,0.0857486,0.0558303,1.00278,1.24286e+07,0.912311,0.912383,0.912611,0,0,0,2,0,0,1,0,0,adaptive
adaptive_remaining,development,18,18,18,13,0.00877826,0.0203707,-0.0166804,-0.08508,-0.123368,10,0.00877826,0.123368,0.0414877,1.03223,2.96197e+07,0.910257,0.910296,0.91126,0,0,0,62,0,0,59,0,0,adaptive
adaptive_remaining,historical_holdout,4,4,4,4,0.036462,0.0167271,-0.0144036,-0.0844876,-0.13121,3,0.036462,0.173246,0.0871858,1.18272,8.28958e+06,0.912857,0.913549,0.918357,0,0,0,0,0,0,0,0,0,adaptive
adaptive_remaining,recent_diagnostic,3,3,2,1,0.044199,0.0474977,0.0273002,0.0171609,0.0104014,3,0.044199,0.0921643,0.0612809,1.10624,5.6289e+06,0.888728,0.890551,0.894483,0,0,0,28,0,0,29,0,0,adaptive
adaptive_remaining,rolling_diagnostic,2,2,2,0,0.0244345,0.0244345,-0.00380828,-0.0207539,-0.0320511,1,0.0244345,0.0953157,0.0662369,1.4041,5.54704e+06,0.864954,0.86718,0.877185,0,0,0,26,0,0,24,0,0,adaptive
adaptive_remaining,seasonal_diagnostic,16,16,14,13,0.0284238,0.0284291,-0.00295273,-0.0230078,-0.0512184,12,0.0284238,0.101845,0.0451511,1.01868,2.57022e+07,0.909473,0.909841,0.909983,0,0,0,16,0,0,17,0,0,adaptive
adaptive_remaining,validation,8,8,8,7,0.0150815,0.0200172,-0.0207366,-0.0471519,-0.0748182,5,0.0150815,0.0954819,0.0569625,1.11531,1.49923e+07,0.912673,0.913682,0.914617,0,0,0,2,0,0,1,0,0,adaptive
