date,symbol,issue
2011-01-03,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2883.TW;ACTIVE_CAP:5903.TWO
2011-01-04,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2313.TW
