episode,period,start,end,mom20,mom25,resid20,resid25,ew20,ind20,shrink20,ew25,ind25,shrink25,turnover_mom20,turnover_mom25,turnover_resid20,turnover_resid25,turnover_ew20,turnover_ind20,turnover_shrink20,turnover_ew25,turnover_ind25,turnover_shrink25,cost_mom20,cost_mom25,cost_resid20,cost_resid25,cost_ew20,cost_ind20,cost_shrink20,cost_ew25,cost_ind25,cost_shrink25,mkt_r20,mkt_r60,mkt_vol20,dispersion,market_r2,beta_tilt,mkt_during
dev_2015_06,2015–2021,2015-06-01,2015-07-03,-0.02625673306741294,-0.00611543146077842,-0.012575491891269497,0.0022192799663713902,0.0011632444532916342,0.007942273246782872,-0.0264613981032763,0.006921442209480544,0.0051062789962201816,0.0043751577634905114,4.0876668377591034,2.609434125460824,3.3337730760736908,2.7018152237983917,2.999761590488964,3.4500507769154174,3.789770395396538,2.0462923024994106,3.1032863808151596,2.711296478473572,0.010037598880520415,0.006029250058939736,0.008021562228444187,0.006336583371579809,0.007068378899326953,0.008280291802244138,0.009212047951276219,0.00447551967529796,0.00740854920138867,0.006361372527808619,-0.004898509294193644,0.01716733794058518,0.11184721661721536,0.08564966305073435,0.13618354805657712,0.08757110763388154,-0.01406469791084411
dev_2015_06m,2015–2021,2015-06-15,2015-07-20,-0.023263478312701036,-0.019634333519001568,-0.014001821609950782,-0.028321313270815107,-0.013689902133161791,0.003117279517484306,-0.017145589849931087,-0.0171336581064081,0.007758328599749786,-0.029661477993629726,4.2700711884882505,3.182337600542237,4.095458689632069,3.1352612399907707,3.5491751725421326,4.171989994849113,4.653440397860937,2.9971799565420447,3.303493574317593,3.0680360877381183,0.010966394947688713,0.00789442506362832,0.010528308772555445,0.007724276686202719,0.008965164223494079,0.010807459832950932,0.012147955500458395,0.007363390755798379,0.008318704740088627,0.007537886063829431,-0.017142813546316655,-0.0050614384150101275,0.12173459651732163,0.09045918275451285,0.16237683889009744,0.12628772946456368,-0.011627950817908761
dev_2015_07,2015–2021,2015-07-01,2015-08-04,-0.1041219932393529,-0.11645783531258358,-0.11073135941425949,-0.11984985683715688,-0.11884936643096122,-0.12744883232646897,-0.11082678399770152,-0.12049525729109356,-0.12953061919023212,-0.12096373162111729,4.689990345185565,4.71725867822818,4.239362349833352,4.256633947187472,3.5765215524530274,4.505486388354102,4.851996886068693,3.9003975634652344,3.539683751970606,4.527071795032336,0.011640921172607637,0.011617319402085751,0.010459737518253394,0.010312167062028197,0.008673532035917409,0.01113085429474545,0.012101864373798777,0.009427638186911131,0.00840748676112646,0.01101659902858517,-0.015602815235760084,0.01092498154886842,0.1445595799900624,0.08329827304812894,0.18011265492590145,-0.09198496262718081,-0.05907778651261599
dev_2015_07m,2015–2021,2015-07-15,2015-08-17,-0.07837406163256344,-0.09102562127184488,-0.08643119310760483,-0.08392762178932966,-0.08378796163411129,-0.0840287115727324,-0.08322943513930448,-0.09809957923750945,-0.08128398966185935,-0.08088796611539684,3.6575238647962065,3.517319777709086,3.25947195558484,3.6223989997914723,2.9882576208841187,3.9597544955642516,3.4947738983081797,3.469566238413777,3.2316245136515898,3.8001655299261907,0.008782020538893723,0.008419363864067655,0.007720242012985454,0.008705073934107098,0.006956366158187818,0.009593080442977797,0.008364110088228403,0.008294925528928443,0.007582336425185212,0.009210500208827513,-0.010174484688759538,-0.022955502785878237,0.18001777591211882,0.08143362647862963,0.22081498338133596,-0.11120930231662596,-0.0763582535206407
dev_2015_08,2015–2021,2015-08-03,2015-09-03,-0.04313299508353774,-0.03451883400144484,-0.044227781974766844,-0.038583172626939666,-0.03366672047344299,-0.005082566779652464,-0.035451794228800404,-0.06163969857150042,-0.017679670687275717,-0.03268836408564746,3.226954155425209,3.012041173015123,3.281842311393807,3.027029156689244,3.124182903913806,2.6840578544929192,3.2750742332007015,3.1377395403053816,2.0693338168021107,2.8375494373331285,0.007703362726253053,0.007098076773296396,0.007870531779700062,0.0071336973044387715,0.00741639081336776,0.006246840341043612,0.00783068262741242,0.00735902362422894,0.004536263529503338,0.006547929710655856,-0.05634803187193245,-0.0722300323345066,0.16995200524153192,0.10233363314995915,0.21903793391864598,-0.27533997166423363,-0.06046863050237628
dev_2015_08m,2015–2021,2015-08-17,2015-09-17,-0.0002682714362679528,0.0023394012726931646,-0.004331266848986548,0.0018100013693229666,0.018191429083359134,0.02015665771440811,-0.002429112230260211,0.011215908435279198,0.01034516937723473,0.007821364902448114,4.64591514064881,3.499019047336959,4.163723394274712,3.180741906655407,3.7327442768470265,3.2077466009813285,4.1823288808044445,2.9546457671225785,3.067102186038459,2.98108802896105,0.011673170854673452,0.008516046782226425,0.010259775086019017,0.007563928822161484,0.00925551191536352,0.007720207360792923,0.01030565399632174,0.00698623843797913,0.0074135423862632405,0.007063468787726145,-0.07591241989692629,-0.10593225270363939,0.13356911156191648,0.10585029015518241,0.2063622699798276,-0.17953056875270856,0.026856252502830406
dev_2015_09,2015–2021,2015-09-01,2015-10-06,0.0674504095850117,0.05848048191216848,0.058857544196083245,0.07230084620583654,0.05739650353770598,0.07133122142587878,0.07507946085279271,0.06030901145403833,0.05451886924699356,0.06688561879197485,4.7342199067326804,4.080282673374241,4.5900540882899215,3.855026679291087,5.118793683590994,5.178914528828043,4.524910299192733,4.373739771721486,4.35489042178357,3.83921869498416,0.012708837361618168,0.010746050429572293,0.012270949300591506,0.010139092097473396,0.013939519446317827,0.014199476785450355,0.012132315122748014,0.011724968749911658,0.011681694676491723,0.010097348725455027,-0.04521073966190733,-0.09183672561504758,0.2712262921008545,0.09180306469063845,0.30134415100441847,0.14075883551839863,0.02568222003872189
dev_2015_09m,2015–2021,2015-09-15,2015-10-21,0.044914462497946506,0.038882985825770655,0.03657906457570381,0.055391514662257446,0.02710569274887331,0.04220835688577518,0.05169761466009959,0.0361810204568187,0.02212070927168197,0.04628570717139824,3.9046937444885392,3.1554004659611037,4.142766679990536,3.5942466595405564,4.6453558010025,5.661876998418487,3.835015885747782,4.513617391477816,5.1227095291139095,3.3869369170566492,0.00999568258929394,0.007844070042431758,0.010709761402227812,0.009216650547173244,0.012178755789068576,0.015271519967939105,0.009848392269884635,0.011837838038339318,0.013636218037849781,0.00851331806246369,0.011923688105022427,-0.06944444289526566,0.3125817789997619,0.07201394023651837,0.3137546254502887,0.19057923137864385,0.029065175644480412
dev_2015_10,2015–2021,2015-10-01,2015-11-04,0.07706899570126757,0.07588401648456133,0.07855369804131174,0.07470240122356842,0.07003150851473561,0.08121799069822266,0.0703548040625126,0.06501244317195587,0.04468528910747893,0.08404092746777825,3.189125568041897,2.3586364894606975,3.193130731128818,2.887140633951938,4.07584434010983,4.629485162915575,3.5724565639932226,4.021976648137088,4.640177836220259,2.3571468397161803,0.008125063030826439,0.005608603921150988,0.008165497753554296,0.007171740490803517,0.010794982994902152,0.012475054413375306,0.009298229306222353,0.01055294344107855,0.012357678878382374,0.005602148823644451,0.0016051731949123132,-0.10984304016903479,0.2252144935047622,0.094316370699385,0.31015229693633695,0.19055595334231623,0.08302860787279445
dev_2015_10m,2015–2021,2015-10-15,2015-11-17,-0.010699054635957994,0.01521495167146103,-0.008516853646258982,0.009725966679534626,-0.011973723018800841,-0.005282245532954533,-0.003084094963683115,0.005466622867039472,-0.015365218881844833,0.018342159229461252,3.9981646964440767,2.402532198413563,3.8544622727903644,3.2966478728243658,4.285439865535315,4.540287625144881,3.7858549032875777,3.849054115275682,3.9285735867013614,2.4076709542293626,0.010289829311883674,0.005717553633187108,0.00989328140224846,0.008350997615661951,0.01113778438135774,0.011920947518758482,0.009715288222767775,0.009918433018622183,0.010056955242758505,0.005710717317696996,0.024409496878076375,-0.05036491895243996,0.17943335971031177,0.06714892801095258,0.29171522131614447,0.099255620271688,-0.011808899215929905
dev_2015_11,2015–2021,2015-11-02,2015-12-03,0.04920132620876161,0.06294553427055938,0.0603477166721893,0.06156724995562546,0.0520920232426787,0.04172053427151612,0.05371250162958052,0.0666307265140218,0.0508893065052094,0.06475125328025655,3.4728471936787884,2.8858603467507224,3.541002222113004,3.3974840222185287,3.6117818520138316,3.93538856540425,3.6943692668689843,3.4740712473195092,3.8318631413479034,2.8767309365257105,0.008659447306277976,0.007076472341189155,0.008914778324001272,0.008541139455189637,0.009101073542773083,0.01003036872141656,0.00935502992499257,0.008758535383548267,0.009742857904226307,0.0070485583969415585,0.02449959460667141,-0.0021719814916911443,0.11681808997949412,0.0682599007752661,0.301010451510546,-0.0003144051592821606,-0.012658215623466595
dev_2015_11m,2015–2021,2015-11-16,2015-12-17,0.1263706391983468,0.11449221011104971,0.12238888076089571,0.11218886188254329,0.12986829856494264,0.12617673288914766,0.12001304022052128,0.11869248752697947,0.1125415103286953,0.11922739859198805,2.649961762151054,2.955354129909167,2.948885750029481,2.8810408920053394,2.710032801059371,2.9400730346124426,2.669079144214956,2.800630402203872,3.1833280020356565,2.798146526925777,0.0066516112986176375,0.007656278502400421,0.007624951997293132,0.007369770491224844,0.006845458664333422,0.007562959807912635,0.0067616113261857345,0.007174923129884938,0.008319159553218764,0.007162512288724187,-0.034089789769317334,0.01532529332212878,0.15109750535157063,0.07797516909785193,0.32959819949205466,-0.03454332883460165,-0.008928559264358031
dev_2015_12,2015–2021,2015-12-01,2016-01-04,0.006240985490443496,-0.018051625791982717,0.0012854782195821368,-0.005789153675732628,0.006246070849772467,0.031862566284470484,0.00560872026778747,0.0005686446674322276,-0.006420435534588265,0.002874414390337199,2.6850791797306,2.6562427782207045,2.684467000807903,2.376665964412792,2.3679271031136953,2.5286333357091073,2.3730506912020157,2.2969359220711483,2.5408391302332807,2.2970894227529675,0.006574556540701217,0.006467468714991283,0.006576392620237097,0.0056363078453174785,0.005588478709151508,0.006216161281372013,0.005634718951486984,0.0054471440166178236,0.0061448003308638985,0.005382346179408935,-0.03317533174457919,0.016041976488388406,0.19686159658285887,0.10208177352616953,0.2626846289476425,-0.23412478240193157,-0.026960808910285215
dev_2015_12m,2015–2021,2015-12-15,2016-01-18,-0.04237674177910267,-0.02896811642211561,-0.05071145857923276,-0.030028544369948396,-0.04709801973479533,-0.040483241739616704,-0.03326385074712834,-0.03530458821236171,-0.023128950456615227,-0.037425941739083424,3.779881843388896,3.3493280150877958,3.87120230317369,2.9127822419685074,3.9484338773641623,3.5548666171568137,3.9356691397185246,3.124228030315141,3.295433528507425,3.2123902877959116,0.009537426093714213,0.008457164771925723,0.009837150933801254,0.0071663558804952055,0.010009823959827186,0.008915499752221856,0.0100550570586458,0.00777401432829762,0.008303635122960258,0.007970018483926809,-0.028618151370926683,-0.041620754365504435,0.18800066328078147,0.11240125086836586,0.26298880219701887,-0.013042927493821299,-0.03872058910227098
dev_2016_01,2015–2021,2016-01-04,2016-02-15,-0.00701113654166774,-0.01620547823592544,-0.030475921524863114,-0.01635131379909449,-0.014538094730773943,-0.005087349165834643,-0.0019519123656795978,-0.008654184601926906,-0.012616770611308281,-0.01762593069863494,5.057674457390622,4.773843516715346,5.069280449808479,4.44428418351447,5.2373106058289896,5.070630301985831,4.7754190975515165,4.2418937333308575,4.120400582510027,5.084999248105814,0.012937716299729984,0.012106980690149424,0.01282113602756777,0.011200340080128926,0.013427731126318738,0.012965507321840104,0.012199696906742274,0.010631724631641649,0.01027442850556051,0.012924444195202308,-0.026442331498896236,-0.034197946071597804,0.13672595562102924,0.07998512655011665,0.2264532052993112,-0.11497787662874703,-0.037776452447488694
dev_2016_01m,2015–2021,2016-01-15,2016-02-26,0.1126132721646016,0.10390141326468982,0.11153105657242901,0.11291716189773049,0.10781610463155955,0.1170186782980196,0.1190029246100317,0.11830459161921247,0.10085669214971804,0.1015050431882476,3.7471726566271415,4.142284433644917,4.655674145301378,4.6624270506127505,4.665048527483472,4.7442018539512,4.1384012051229515,4.2165973406829185,4.1421432192711185,4.681857835288035,0.009821533282809864,0.010979951770508126,0.012554712127081247,0.012560254169068232,0.012498790097350113,0.012831944351744267,0.011006886662455318,0.011300709230400455,0.010983613279948738,0.012540248816263378,-0.06048049384370429,-0.1075301008361209,0.1426851095495605,0.0852802069617982,0.2539231448208118,-0.1815312480795287,0.0702698213298235
dev_2016_02,2015–2021,2016-02-01,2016-03-15,0.10121121844817527,0.11615508714868317,0.10270546577673434,0.11862738027001418,0.0855234140086083,0.10731964818127726,0.10827248746319373,0.10405705793509035,0.10512882520566036,0.11396285016810959,3.6297862222716977,2.8757787073771066,3.71478208758641,3.3241127295726045,3.917723581819439,3.1842087250967985,3.6932804697122457,3.2571004783426343,2.9614404601506106,3.040533771970707,0.009662708955878995,0.007317385331688056,0.009806775373469412,0.008619176180720702,0.010444945117967081,0.0082587163224664,0.00979352546644876,0.008434179097106595,0.007532515079857542,0.007790335712799363,-0.02880658436214002,-0.09785934826540386,0.20553174905935104,0.07685847309684424,0.27127572336447475,0.04974381125264404,0.05877414013167269
dev_2016_02m,2015–2021,2016-02-15,2016-03-18,0.10385801359969205,0.11119358529711088,0.11294900388167162,0.12746198810705933,0.10414031107228627,0.1193553676209278,0.11570305309391893,0.11603958494909206,0.11946617446029029,0.1259878227583313,3.095181089083942,2.891660058254471,3.0312468932637695,2.8187314089662534,3.3203058042913063,3.1784526825247457,3.092419497901635,3.118527590404477,2.800185596749027,2.734591288652344,0.008052910927246451,0.00740012721153103,0.007908143560066208,0.007174019319553111,0.008835313884724819,0.00842205226069041,0.008091010237052273,0.00813782249663334,0.007044968855476288,0.006926091812921569,-0.0007606107181584132,-0.07145402783729626,0.1949642682205922,0.0804353001652249,0.2626176264380156,0.12899950395471438,0.09754022240687815
dev_2016_03,2015–2021,2016-03-01,2016-04-01,-0.02027955957409522,-0.0018482892069103807,-0.012814794766024207,-0.0039170867947221355,-0.02398837795918707,-0.011686656941892082,-0.015888082215398835,-0.0036197956381243124,0.013671563228092598,-0.004547695883239888,3.7341506055028755,2.962316809283138,3.0611560918459295,2.61183820336386,3.495041834478365,3.8045480614887905,3.5748671076199354,2.8268079398590022,2.621018309881674,2.453531263787119,0.009520469508559094,0.0073388491996376065,0.007583956641376124,0.006284526949626926,0.008870966904249945,0.009813268667623044,0.00909529861423475,0.00690325105878465,0.0063866704620915505,0.00582132829599032,0.08558672682429665,-0.02043100986924572,0.1635224849678005,0.08734970550960218,0.2516697388046385,0.20823217225253332,0.043265331034758055
dev_2016_03m,2015–2021,2016-03-15,2016-04-19,-0.04705030565735491,-0.03181226100359591,-0.04087015442503539,-0.03818799320549349,-0.04908394124391302,-0.03472043236101474,-0.0381193282029475,-0.02983515401544523,-0.02450102421657452,-0.03302304741809259,5.489231395593648,3.859848927834112,4.671963844139349,3.4298363221621897,5.224289551212033,5.259098011830197,4.728477029234524,3.5938279273631397,4.175781539425788,3.8777825037741946,0.01409739676099054,0.009618795357697016,0.011822255005019293,0.008333445108951298,0.013411382507986225,0.013558999559175547,0.012032253466186341,0.0088271822473917,0.010560612248822224,0.009636535353340291,0.08566580443940164,0.031039038964906396,0.11326930263577585,0.10453729147326761,0.2319372848885823,0.035044381354342846,-0.006250023841857637
dev_2016_04,2015–2021,2016-04-01,2016-05-09,-0.06635361252655159,-0.05431694923700647,-0.07069621232557843,-0.06293057565591653,-0.08007773863007472,-0.06999898280022654,-0.06899440905298937,-0.06970564734980822,-0.05500098783650231,-0.05545360119270981,4.398963518103862,3.5922389767386265,4.491772165644224,4.182348401914837,4.282172178477766,4.114051603018916,4.370480507835463,3.365456501443806,3.6789644563136807,3.890339384553834,0.011329023623804177,0.008948881903277863,0.011582268972754845,0.010636532261250149,0.01096624058484501,0.010513645016336167,0.01123008829742834,0.008280984444793454,0.009229750935579683,0.009809259637739721,0.027005571760696834,0.03981981565739237,0.1063505695949544,0.061823763028597795,0.23854362825970335,-0.02532865699992648,-0.07656613528397217
dev_2016_04m,2015–2021,2016-04-15,2016-05-19,-0.07798231818149237,-0.07679186184515308,-0.08764521417939852,-0.07702494839814267,-0.08820238716500861,-0.0830647299439311,-0.08248443090890467,-0.07337087686039279,-0.08171454683544932,-0.07136586636631115,4.086867807900452,3.36681690678042,4.014248126296504,3.4421592699836174,4.233697332846269,3.7051190196288832,4.2454778651182785,3.145895896159704,3.0087807868013012,3.224684903501469,0.010198147622315759,0.008096346941746877,0.009923163004923352,0.008404898089940504,0.010487005714284103,0.00903100460224664,0.010594075944218411,0.007479086439445385,0.007098113099847498,0.007783906862243978,0.019032526208725312,0.10996675865985998,0.14973798748912945,0.07787301550358891,0.20400451490604135,-0.07855935025660332,-0.07159530699021152
dev_2016_05,2015–2021,2016-05-03,2016-06-03,-0.004108031808153778,0.0019059485894574735,-0.012702936667338016,-0.007643880443791273,-0.000968756811010385,0.0018324534377220925,0.0006011354175343708,0.013587735391083378,0.0032271574459810104,-0.005507493741750413,3.5112798973710566,3.298456170617188,3.8077361063493207,3.587512587170182,4.253101812712389,4.17589272202674,3.351752636723484,3.510189025454369,2.989044602226512,3.1339174445641285,0.008685143353373705,0.008101457155923125,0.009418563792435653,0.00888626384441834,0.010667209522426356,0.010500446699411053,0.008222296310575876,0.008684555803280286,0.007140053562571593,0.007562733199969431,-0.04791342535303335,0.07924078557627476,0.15271705952980055,0.07575542588384747,0.19231998389643754,-0.092096290602106,0.036525974930750264
dev_2016_05m,2015–2021,2016-05-16,2016-06-20,0.041425713149127574,0.048875596719191394,0.04497215085141604,0.051373853193961594,0.06504348654817771,0.05767768017210262,0.04834020130104122,0.04673911492144911,0.050979612190289236,0.047265549700987286,4.207842578156754,3.5705316927883235,4.2553369203427875,3.1238935540221062,4.27902959175492,4.357522364224046,3.8969132427168596,4.245017940224528,4.023372377612544,3.649044772025972,0.01118885876948329,0.00936266793574313,0.011362576098274686,0.008025582423090455,0.011524057878089937,0.011745757525736176,0.010288847709132937,0.011379032054508686,0.010787979245821916,0.009599290362022572,-0.07937740815752674,0.0025423987437104257,0.11168490855313608,0.10097536491228465,0.16493177893838987,-0.2381404488499997,0.08704291781703641
dev_2016_06,2015–2021,2016-06-01,2016-07-06,-0.0023122926526952803,-0.006947839869155481,-6.986853594947995e-05,-0.005054273487525518,0.002261749836674154,-0.0023687112121544285,-0.0009719637355248834,-0.004159199902407207,-0.013234520505889247,-0.00967840010394383,3.9751501863673044,3.417336056034546,4.1943844864913755,3.7856714005102376,3.8410652489966086,4.144248999632806,3.5259208423347532,3.868964698326716,4.084565994932562,3.4189292432874394,0.010183425795216392,0.00854746720539578,0.010887356927919456,0.009616077436758403,0.009849640503382417,0.01066835593522672,0.008901365613499626,0.009849152832021561,0.01047031539347227,0.008559708366606007,0.0395061979568545,0.0031771367834078977,0.1569629431150836,0.07758012572713481,0.18823937619498948,-0.08474882211690271,0.02450263107984981
dev_2016_06m,2015–2021,2016-06-15,2016-07-19,0.07493214931582881,0.07339649943027227,0.08074366192062388,0.0739731791743874,0.07508642371935359,0.076726821591806,0.07682128998563242,0.07902564643431553,0.07232418098975457,0.08638417169137291,3.607911728944988,2.491209716036818,3.609349649593235,2.8278644615359294,4.146464638954729,3.549006389158018,3.677875201589181,2.9093918550836824,3.3063809904862715,3.2153723367802254,0.009180517229001012,0.005875757699524723,0.009206837850945422,0.006862110847208258,0.010705053414596032,0.008993684408550683,0.009394110736826226,0.007090661599671154,0.008290228003862294,0.008033772764877167,0.08114426103346864,0.014269396727217203,0.1728446358556642,0.07331014412924143,0.24993224887318427,0.12887312355237535,0.0795011434577082
