date,symbol,issue
2011-07-12,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2912.TW
2011-07-13,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2912.TW
2011-07-14,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2912.TW
