date,signal_date,symbol,trade_symbol,shares,price,notional,fee,tax,slippage_cost,volume_participation,execution_volume
2018-07-02,2018-06-29,1216.TW,1216.TW,725000,77.09524604347874,55894053.38152208,79649.02606866897,0.0,0.0,0.08749961228620073,8285751.0
2018-07-02,2018-06-29,1301.TW,1301.TW,317000,112.79036864156096,35754546.85937482,50950.22927460912,0.0,0.0,0.03166869233076181,10009886.0
2018-07-02,2018-06-29,1303.TW,1303.TW,238000,87.17199851788183,20746935.647255875,29564.383297339624,0.0,0.0,0.024475723321898644,9723921.0
2018-07-02,2018-06-29,1326.TW,1326.TW,393000,122.60404946638707,48183391.440290116,68661.33280241342,0.0,0.0,0.03204711072056583,12263196.0
2018-07-02,2018-06-29,2327.TW,2327.TW,77000,1190.5202193471291,91670056.88972895,130629.83106786375,0.0,0.0,0.006843155498088849,11252119.0
2018-07-02,2018-06-29,2882.TW,2882.TW,481000,53.37050159960971,25671211.26941227,36581.476058912485,0.0,0.0,0.03495660112534093,13759919.0
2018-07-02,2018-06-29,2886.TW,2886.TW,352000,26.589628697781283,9359549.301619012,13337.357754807092,0.0,0.0,0.025148474234209312,13996873.0
2018-07-02,2018-06-29,2912.TW,2912.TW,277000,339.990265410234,94177303.51863481,134202.65751405462,0.0,0.0,0.24431288984222857,1133792.0
2018-07-02,2018-06-29,3008.TW,3008.TW,5000,4574.301683419668,22871508.41709834,32591.899494365134,0.0,0.0,0.009515146209736659,525478.0
2018-07-02,2018-06-29,3163.TWO,3163.TWO,1104000,42.46528964687794,46881679.77015325,66806.39367246837,0.0,0.0,0.5557885325320044,1986367.0
2018-07-02,2018-06-29,3363.TWO,3363.TWO,579000,28.423784992266064,16457371.51052205,23451.754402493923,0.0,0.0,0.501730928375527,1154005.0
2018-07-02,2018-06-29,3491.TWO,3491.TWO,229000,79.78700491750232,18271224.12610803,26036.494379703945,0.0,0.0,0.19197204752859043,1192882.0
2018-07-02,2018-06-29,3529.TWO,3529.TWO,200000,385.15812538590126,77031625.07718025,109770.06573498186,0.0,0.0,0.602382422480912,332015.0
2018-07-02,2018-06-29,4123.TWO,4123.TWO,473000,73.11690306490726,34584295.14970113,49282.62058832412,0.0,0.0,0.11805768403271072,4006516.0
2018-07-02,2018-06-29,4904.TW,4904.TW,254000,77.80677971481434,19762922.04756284,28162.16391777705,0.0,0.0,0.06016475193527978,4221741.0
2018-07-02,2018-06-29,5347.TWO,5347.TWO,386000,69.36109588772274,26773383.012660976,38152.070793041894,0.0,0.0,0.0789049626519917,4891961.0
2018-07-02,2018-06-29,5903.TWO,5903.TWO,107000,184.40288022479803,19731108.184053387,28116.829162276077,0.0,0.0,3.758342114506498,28470.0
2018-07-02,2018-06-29,6274.TWO,6274.TWO,437000,111.5353732860892,48740958.126020975,69455.86532957989,0.0,0.0,0.1082437391400196,4037185.0
2018-07-02,2018-06-29,6415.TW,6415.TW,128000,746.2527057206665,95520346.33224532,136116.49352344958,0.0,0.0,1.0994674454561073,116420.0
2018-07-02,2018-06-29,8046.TW,8046.TW,1577000,27.89634053339921,43992529.02117056,62689.35385516805,0.0,0.0,1.693859357042352,931010.0
2018-07-02,2018-06-29,8415.TWO,8415.TWO,983000,30.28379244948358,29768967.97784236,42420.77936842536,0.0,0.0,3.3529805029129656,293172.0
2018-07-02,2018-06-29,8932.TWO,8932.TWO,2800000,9.652435664578274,27026819.86081917,38513.218301667315,0.0,0.0,57.141690985898244,49001.0
