date,symbol,issue
2024-11-18,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3211.TWO
2024-11-19,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3211.TWO
2024-11-20,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3211.TWO
