date,symbol,issue
2010-07-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2603.TW;ACTIVE_CAP:2609.TW
2010-07-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2812.TW;ACTIVE_CAP:2834.TW
2010-07-05,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2603.TW;ACTIVE_CAP:2801.TW;ACTIVE_CAP:2812.TW;ACTIVE_CAP:2834.TW
