model,month,economic_return,economic_total_return,economic_max_drawdown,annualized_volatility,sharpe_zero_rf,hard_breach_days,infeasible_executed_days,raw_rule_breach_days,negative_cash_days,trade_days,costs,turnover_two_way,sessions,final_economic_nav,instrument_return,weak_month,excess_vs_0050,excess_vs_instrument,difference_vs_A,partial_month,track
B,2025-06,0.0604023212317128,0.0604023212317128,0.0221964554591646,0.1307444291285222,5.452357280137291,0,0,0,0,21,3296513.7341330512,1.1904159344161287,21,979659718.8206396,0.0761613351877608,False,-0.0067968963539426,-0.0157590139560479,-0.0227608997748889,False,historical_pit
B,2025-07,0.092712760377007,0.092712760377007,0.0284618052184303,0.188323053869501,5.25800827266152,0,0,0,0,23,4347466.231304076,1.5004515834328815,23,1070486675.5826638,0.0735028219653317,False,0.0273991755539011,0.0192099384116752,0.0075674180701839,False,historical_pit
B,2025-08,0.1658500409034724,0.1658500409034724,0.0653165577705289,0.2975004896305998,6.354603593945261,0,0,0,0,21,2688898.8430398973,0.8015760579637846,21,1248026934.5146708,0.0184287250630348,False,0.1494433215069142,0.1474213158404376,-0.0036162426407342,False,historical_pit
B,2025-09,0.0273426062088766,0.0273426062088766,0.0451204425398037,0.280543742085188,1.2877336284395964,0,0,0,0,21,4060458.349338968,1.1232893380986952,21,1282151243.523177,0.1009523664202012,False,-0.0627120299618961,-0.0736097602113245,0.0078412247712151,False,historical_pit
B,2025-10,0.1406780420196411,0.1406780420196411,0.0263772235626356,0.2010361635273125,8.37136550580343,0,0,0,0,20,4861940.353755184,1.241551356257434,20,1462521770.0350657,0.1202422293196707,False,0.0323435241768184,0.0204358126999704,-0.0140115697660014,False,historical_pit
B,2025-11,0.0229161656654097,0.0229161656654097,0.0683723271653601,0.3324263736916749,1.0183751843480244,0,0,0,0,20,5067556.035327104,1.1642123031671467,20,1496037161.2064576,-0.0370656606313346,True,0.0566699647735488,0.0599818262967444,0.02087488620837,False,historical_pit
B,2025-12,0.0451685989712522,0.0451685989712522,0.0435238941129882,0.185065593293447,2.82543070001643,0,0,0,0,22,6200213.494091686,1.4293877175989755,22,1563611063.787083,0.0521251015162245,False,-0.0021363638041755,-0.0069565025449722,-0.0046563091312059,False,historical_pit
B,2026-01,0.1454056469857727,0.1454056469857727,0.018016317348983,0.177513255707581,9.291051040978306,0,0,0,0,21,5783256.715142459,1.242451406664527,21,1790968942.151156,0.1221210941082655,False,0.0342221697352538,0.0232845528775071,0.0250697319191441,False,historical_pit
B,2026-02,0.0759455982918155,0.0759455982918155,0.0569821716784354,0.3556858320061736,4.498307905277244,0,0,0,0,12,2240441.127934237,0.3814418494761635,12,1926985149.9848852,0.1177685950413225,False,-0.0309920236938916,-0.0418229967495069,-0.0248014287404068,False,historical_pit
B,2026-03,-0.040217927476898,-0.040217927476898,0.0912625135106836,0.4879811417085113,-0.7272558914203645,0,0,0,0,22,3842460.05381801,0.7432147973361558,22,1849485800.973734,-0.1084411583487366,True,0.0592135588614912,0.0682232308718386,-0.0134922842063333,False,historical_pit
B,2026-04,0.361757857030047,0.361757857030047,0.0393158423909334,0.3311324329382602,11.995137858041444,0,0,0,0,19,3178960.333115437,0.4062238863239766,20,2518551820.941492,0.2508638562543184,False,0.1340378807462816,0.1108940007757286,-0.0667945627121457,False,historical_pit
B,2026-05,0.1248196184389891,0.1248196184389891,0.0982655900375955,0.4332622492238705,3.635680090650138,0,0,0,0,20,4893114.298724215,0.6999560051372844,20,2832916498.2502303,0.1646409008384406,False,-0.0274493799859776,-0.0398212823994514,-0.0396039866292867,False,historical_pit
B,2026-06,-0.0079879453189989,-0.0079879453189989,0.0931502415835111,0.4147858859649612,-0.0324749606562611,0,0,0,0,21,9600687.173550176,1.2150626614753792,21,2810287316.1689177,0.022770412629355,False,-0.0292733944608606,-0.030758357948354,-0.0022991755874445,False,historical_pit
B,2026-07,-0.1581386663035249,-0.1581386663035249,0.1929795696127358,0.3776216680901127,-5.019544871199631,0,0,0,0,22,10935569.529948032,1.4408259625916804,22,2365872228.0602527,-0.0403335406585595,True,-0.1203628489036212,-0.1178051256449653,-0.0123475374716879,False,historical_pit
B,2026-08,0.1355639528114014,0.1355639528114014,0.0065884125915222,0.08508941919966,18.02351386578963,0,0,0,0,21,12076979.364493776,1.6769451479380886,21,2686599219.142818,0.0330578665660787,False,0.104878891099805,0.1025060862453226,0.0039622061799313,False,historical_pit
B,2026-09,-0.0077838665176788,-0.0077838665176788,0.0495601602397396,0.1817600889686422,-0.6374119916585048,0,0,0,0,15,7075960.030064658,0.9800666750047252,15,2665687089.43451,0.0479999856387867,False,-0.0524411142546963,-0.0557838521564655,-0.0243395022623307,True,historical_pit
C,2025-01,-0.0008159867563535,-0.0008159867563535,0.0558764184792697,0.2325676790157645,0.0502061302610232,0,0,0,0,15,4612740.628318862,2.032359122074453,15,999184013.2436464,0.0424969365926124,False,-0.0454050937183407,-0.0433129233489659,0.0,False,historical_pit
C,2025-02,-0.0366844294171941,-0.0366844294171941,0.0421031881563787,0.1786658984273173,-2.6868577523849475,0,2,0,0,17,2542926.570537841,0.9086604401210172,19,962529517.8350213,-0.0437158614920393,True,0.0023793650250791,0.0070314320748451,0.0,False,historical_pit
C,2025-03,-0.0672949349164824,-0.0672949349164824,0.0672949349164824,0.141520386243411,-5.829813148854092,0,0,0,0,20,4502085.997122551,1.6404310680629175,21,897756156.5771202,-0.1025974025974028,True,0.0239406259947038,0.0353024676809203,0.0194628632040562,False,historical_pit
C,2025-04,-0.0480784213637356,-0.0480784213637356,0.1506599689188927,0.4400838107257554,-1.1952787291792564,0,0,0,0,20,3659839.614501767,1.472458847672938,20,854593457.7993176,-0.024023119516552,True,-0.0269827583111357,-0.0240553018471836,0.0027891420197186,False,historical_pit
C,2025-05,0.033554040329472,0.033554040329472,0.0190572206620051,0.1104750571939142,3.819679350708465,0,0,0,0,20,3358118.6205338286,1.291309236842318,20,883268521.1476189,0.0661328202422397,False,-0.0243461643781468,-0.0325787799127677,-0.021192901284053,False,historical_pit
C,2025-06,0.0520967417566147,0.0520967417566147,0.0246621024244372,0.1466837189974208,4.229132694044223,0,0,0,0,21,2816772.9580649165,1.112245054065403,21,929283933.1955934,0.0761613351877608,False,-0.0151024758290407,-0.024064593431146,-0.031066479249987,False,historical_pit
C,2025-07,0.0979755284000845,0.0979755284000845,0.0243166368798743,0.1965712852998968,5.313939730095793,0,0,0,0,23,4923836.079799823,1.7278190404190792,23,1020331017.5841404,0.0735028219653317,False,0.0326619435769786,0.0244727064347527,0.0128301860932613,False,historical_pit
C,2025-08,0.1598841696580879,0.1598841696580879,0.0702244162328791,0.2982214313992031,6.132293293049508,0,0,0,0,21,3687606.674348226,1.1825275872464422,21,1183465795.1069727,0.0184287250630348,False,0.1434774502615297,0.1414554445950531,-0.0095821138861187,False,historical_pit
C,2025-09,0.0217637561447416,0.0217637561447416,0.0462978033434484,0.2793966110222526,1.057709799285134,0,0,0,0,21,3551768.553206328,1.0451769081176707,21,1209222456.0773237,0.1009523664202012,False,-0.0682908800260311,-0.0791886102754595,0.0022623747070802,False,historical_pit
C,2025-10,0.1540940658686997,0.1540940658686997,0.0260258630629006,0.2186324842389534,8.392051845737813,0,0,0,0,20,4284799.626984128,1.1736377979576402,20,1395556460.8740137,0.1202422293196707,False,0.045759548025877,0.033851836549029,-0.0005955459169428,False,historical_pit
C,2025-11,0.005843262768616,0.005843262768616,0.0731096695245323,0.3328757843481632,0.3801567308032048,0,0,0,0,20,4365773.106563303,1.1058284056248744,20,1403711063.9833405,-0.0370656606313346,True,0.039597061876755,0.0429089233999506,0.0038019833115763,False,historical_pit
C,2025-12,0.0399845610454348,0.0399845610454348,0.0503120970880879,0.1914433473403614,2.4394587081675225,0,0,0,0,22,5049467.435879811,1.2445379176455909,22,1459837834.7113342,0.0521251015162245,False,-0.007320401729993,-0.0121405404707897,-0.0098403470570234,False,historical_pit
C,2026-01,0.140854861731771,0.140854861731771,0.0264212112476062,0.2190162241761357,7.346527472619992,0,0,0,0,21,4941024.942038536,1.1106946869527874,21,1665463091.0704074,0.1221210941082655,False,0.0296713844812521,0.0187337676235055,0.0205189466651425,False,historical_pit
C,2026-02,0.0905624408739369,0.0905624408739369,0.0601339087945254,0.3817080764364114,4.961931459030795,0,0,0,0,12,1316845.5361596053,0.2698902558954492,12,1816291493.7831955,0.1177685950413225,False,-0.0163751811117702,-0.0272061541673855,-0.0101845861582854,False,historical_pit
C,2026-03,-0.0404969284268015,-0.0404969284268015,0.0982160989068764,0.5073830417630109,-0.6877551529440998,0,0,0,0,21,3052431.767226233,0.5969049306242478,22,1742737267.1572487,-0.1084411583487366,True,0.0589345579115877,0.0679442299219351,-0.0137712851562368,False,historical_pit
C,2026-04,0.4053596177541327,0.4053596177541327,0.0335153823189757,0.3562080361786345,12.30617688041994,0,0,0,0,20,1467236.580516099,0.1987776606022851,20,2449172579.617993,0.2508638562543184,False,0.1776396414703673,0.1544957614998143,-0.02319280198806,False,historical_pit
C,2026-05,0.1319408092560083,0.1319408092560083,0.1031921820524573,0.4586083634604421,3.631769915983464,0,0,0,0,20,3897781.280466049,0.5378279664787019,20,2772318391.7804165,0.1646409008384406,False,-0.0203281891689584,-0.0327000915824322,-0.0324827958122675,False,historical_pit
C,2026-06,-0.0116356900253041,-0.0116356900253041,0.0965594166021049,0.4346607457732474,-0.1141466265624543,0,0,0,0,21,9054997.34431574,1.190156545888735,21,2740060554.32221,0.022770412629355,False,-0.0329211391671658,-0.0344061026546592,-0.0059469202937497,False,historical_pit
C,2026-07,-0.1546702028503445,-0.1546702028503445,0.1932434311479663,0.390297782328049,-4.724860689982925,0,0,0,0,22,12326408.4609097,1.6432264022346286,22,2316254832.5629663,-0.0403335406585595,True,-0.1168943854504408,-0.1143366621917849,-0.0088790740185075,False,historical_pit
C,2026-08,0.152129371564736,0.152129371564736,0.0038835164697412,0.0959028433106845,17.824706821181966,0,0,0,0,21,10636637.90190233,1.5013244203526346,21,2668625224.624553,0.0330578665660787,False,0.1214443098531397,0.1190715049986572,0.0205276249332659,False,historical_pit
C,2026-09,0.0167949321070863,0.0167949321070863,0.0312936435166726,0.1563745741285099,1.863207586836192,0,0,0,0,15,5962715.810385759,0.8189302804186932,15,2713444604.0913806,0.0479999856387867,False,-0.0278623156299311,-0.0312050535317003,0.0002392963624344,True,historical_pit
D,2025-01,0.00248766323101,0.00248766323101,0.0558764184792697,0.2380544852970515,0.2870078594543093,0,0,0,0,15,4606272.589296935,2.02031265469527,15,1002487663.23101,0.0424969365926124,False,-0.0421014437309772,-0.0400092733616024,0.0033036499873635,False,historical_pit
D,2025-02,-0.0389533013575286,-0.0389533013575286,0.0417617002706027,0.1758020285918853,-2.910874663537239,0,2,0,0,17,2562564.3345732763,0.923324095077113,19,963437459.177968,-0.0437158614920393,True,0.0001104930847447,0.0047625601345107,-0.0022688719403344,False,historical_pit
D,2025-03,-0.0467295680226621,-0.0467295680226621,0.0467295680226621,0.1218431765990047,-4.649709574194381,0,0,0,0,21,4620926.367485513,1.6590761488657069,21,918416442.8937304,-0.1025974025974028,True,0.044505992888524,0.0558678345747406,0.0400282300978764,False,historical_pit
D,2025-04,-0.0175833762485539,-0.0175833762485539,0.1034302082916179,0.3532851971647375,-0.4630222370602838,0,0,0,0,20,3035815.1376815126,1.182147682440453,20,902267581.0254712,-0.024023119516552,True,0.0035122868040459,0.006439743267998,0.0332841871349003,False,historical_pit
D,2025-05,0.0252296091382104,0.0252296091382104,0.0203252163323817,0.1054625646578236,3.028739417091088,0,0,0,0,20,3596301.4259039946,1.31541127043634,20,925031439.4328223,0.0661328202422397,False,-0.0326705955694084,-0.0409032111040292,-0.0295173324753146,False,historical_pit
D,2025-06,0.0533907017641943,0.0533907017641943,0.0221845644421043,0.1394696738431362,4.546942494885816,0,0,0,0,21,3413707.336710719,1.2848565973290162,21,974419517.1380836,0.0761613351877608,False,-0.0138085158214611,-0.0227706334235664,-0.0297725192424074,False,historical_pit
D,2025-07,0.1004884913670809,0.1004884913670809,0.0241345857048784,0.1972341523747662,5.42420516592662,0,0,0,0,23,4987773.1377540575,1.6605269522936623,23,1072337464.3739291,0.0735028219653317,False,0.035174906543975,0.0269856694017491,0.0153431490602577,False,historical_pit
D,2025-08,0.1559892877778659,0.1559892877778659,0.0700311473539855,0.296819406785638,6.022968708189192,0,0,0,0,21,3318496.243097392,1.014720265597408,21,1239610621.699141,0.0184287250630348,False,0.1395825683813076,0.137560562714831,-0.0134769957663407,False,historical_pit
D,2025-09,0.0139400990704436,0.0139400990704436,0.0463496366317703,0.2771287811627902,0.7311863517185005,0,0,0,0,21,3960625.310934522,1.0686735798663485,21,1256890916.5744014,0.1009523664202012,False,-0.0761145371003291,-0.0870122673497575,-0.0055612823672177,False,historical_pit
D,2025-10,0.1585836665959699,0.1585836665959699,0.0143820201632156,0.1842319819716307,10.190962827590814,0,0,0,0,20,4875793.260618702,1.3107667186789291,20,1456213286.6359391,0.1202422293196707,False,0.0502491487531471,0.0383414372762991,0.0038940548103272,False,historical_pit
D,2025-11,0.0175324594359231,0.0175324594359231,0.0696900115968095,0.329630473771524,0.8222857774480528,0,0,0,0,20,5183253.925347993,1.199503663831751,20,1481744287.013936,-0.0370656606313346,True,0.0512862585440622,0.0545981200672578,0.0154911799788834,False,historical_pit
D,2025-12,0.0482488711931925,0.0482488711931925,0.0413050148253285,0.1846173253126765,3.014826203942485,0,0,0,0,22,6361071.148613272,1.4815544034635413,22,1553236776.2593205,0.0521251015162245,False,0.0009439084177647,-0.0038762303230319,-0.0015760369092656,False,historical_pit
D,2026-01,0.1347291477284886,0.1347291477284886,0.0158834038656653,0.1679257982431289,9.138804340622068,0,0,0,0,21,5569381.144536468,1.2099580879753695,21,1762503043.345284,0.1221210941082655,False,0.0235456704779697,0.0126080536202231,0.0143932326618601,False,historical_pit
D,2026-02,0.0755596767743649,0.0755596767743649,0.051717862386306,0.3424411471682917,4.637429385154553,0,1,0,0,10,1590714.7733709668,0.3081851318696599,12,1895677203.6142883,0.1177685950413225,False,-0.0313779452113422,-0.0422089182669576,-0.0251873502578574,False,historical_pit
D,2026-03,-0.0456119015276828,-0.0456119015276828,0.0914903980363111,0.4805154008952769,-0.8798119001605436,0,0,0,0,22,3876853.499725141,0.7255310024847811,22,1809211761.6747603,-0.1084411583487366,True,0.0538195848107064,0.0628292568210538,-0.018886258257118,False,historical_pit
D,2026-04,0.3522500958305457,0.3522500958305457,0.0392802848344688,0.3344819159458096,11.609838734297904,0,0,0,0,19,2698510.698288519,0.3432894040169299,20,2446506778.102445,0.2508638562543184,False,0.1245301195467802,0.1013862395762272,-0.0763023239116471,False,historical_pit
D,2026-05,0.133234626365331,0.133234626365331,0.0926801429137993,0.4204758436331143,3.958693652636873,0,0,0,0,20,4189399.3402790586,0.5880962480975778,20,2772466194.583174,0.1646409008384406,False,-0.0190343720596357,-0.0314062744731096,-0.0311889787029449,False,historical_pit
D,2026-06,-0.01825060334007,-0.01825060334007,0.1002832309233033,0.4181869159358886,-0.3269919390739744,0,0,0,0,21,8511218.704790223,1.13931471656176,21,2721867013.7920837,0.022770412629355,False,-0.0395360524819317,-0.041021015969425,-0.0125618336085155,False,historical_pit
D,2026-07,-0.1514301014769384,-0.1514301014769384,0.1812684436679799,0.3550982797107241,-5.106000929116661,0,0,0,0,22,10377991.55325036,1.4496369212840077,22,2309694415.6868167,-0.0403335406585595,True,-0.1136542840770348,-0.1110965608183789,-0.0056389726451014,False,historical_pit
D,2026-08,0.0709239467151836,0.0709239467151836,0.0082460767003301,0.0892151148254708,9.274009093914389,0,0,0,0,21,11210289.816939138,1.5808866868399711,21,2473507059.353346,0.0330578665660787,False,0.0402388850035873,0.0378660801491048,-0.0606777999162864,False,historical_pit
D,2026-09,0.0128901232641542,0.0128901232641542,0.0306767659783921,0.1285830089739106,1.7341501007287108,0,0,0,0,15,6480707.200213926,0.9495352343574636,15,2505390870.2431664,0.0479999856387867,False,-0.0317671244728632,-0.0351098623746324,-0.0036655124804976,True,historical_pit
v1_matched,2025-01,0.003957294783996,0.003957294783996,0.0556635861751998,0.2390768080383209,0.3898503573494448,0,0,0,0,15,5667314.48473693,2.4248894939388768,15,1003957294.783996,0.0424969365926124,False,-0.0406318121779911,-0.0385396418086163,0.0047732815403496,False,historical_pit
v1_matched,2025-02,-0.0241808380265914,-0.0241808380265914,0.0343365044984183,0.1561963087182308,-2.0030232596758477,0,0,0,0,19,4208612.497274973,1.3691247416121846,19,979680766.0532094,-0.0437158614920393,True,0.0148829564156819,0.0195350234654478,0.0125035913906027,False,historical_pit
v1_matched,2025-03,-0.0716276718427348,-0.0716276718427348,0.0716276718427348,0.1357791854412752,-6.491914007019159,0,0,0,0,21,6741699.065074325,2.4897975557791567,21,909508513.631711,-0.1025974025974028,True,0.0196078890684513,0.0309697307546679,0.0151301262778037,False,historical_pit
v1_matched,2025-04,-0.0337811072352037,-0.0337811072352037,0.1169834908788227,0.3691386114583306,-0.9934005245046128,6,5,6,0,15,4072956.790421568,1.505964000410766,20,878784309.0013874,-0.024023119516552,True,-0.0126854441826038,-0.0097579877186517,0.0170864561482505,False,historical_pit
v1_matched,2025-05,0.0426764847237171,0.0426764847237171,0.0138924896851497,0.1206123486548344,4.427586114873039,0,0,0,0,19,3280049.4422626165,1.3139298475929655,20,916287734.1399271,0.0661328202422397,False,-0.0152237199839018,-0.0234563355185226,-0.012070456889808,False,historical_pit
v1_matched,2025-06,0.0759617997420316,0.0759617997420316,0.0169419835195573,0.1409194938007698,6.3121141032031725,0,0,0,0,21,4797910.267802935,1.6829538810432632,21,985890599.5067444,0.0761613351877608,False,0.0087625821563761,-0.0001995354457291,-0.0072014212645701,False,historical_pit
v1_matched,2025-07,0.0914766476701509,0.0914766476701509,0.0251308857348249,0.1797703348337475,5.430656226383284,0,0,0,0,22,5138293.109739606,1.761720034438801,23,1076076566.519137,0.0735028219653317,False,0.026163062847045,0.0179738257048192,0.0063313053633278,False,historical_pit
v1_matched,2025-08,0.1276908769990552,0.1276908769990552,0.0613964807704402,0.265194579434736,5.580361120407759,0,7,0,0,14,3234051.339871921,0.99314117857705,21,1213481727.0160975,0.0184287250630348,False,0.1112841576024969,0.1092621519360204,-0.0417754065451514,False,historical_pit
v1_matched,2025-09,0.0201371291909453,0.0201371291909453,0.0431032563302208,0.2418455421944108,1.1048959243049432,0,0,0,0,21,5439327.611510057,1.5068795651288214,21,1237917765.323872,0.1009523664202012,False,-0.0699175069798274,-0.0808152372292558,0.0006357477532838,False,historical_pit
v1_matched,2025-10,0.1316019990851871,0.1316019990851871,0.0197947777375725,0.1711603020453805,9.210284063967473,0,0,0,0,20,6193775.664909432,1.658565584431585,20,1400830217.943561,0.1202422293196707,False,0.0232674812423643,0.0113597697655163,-0.0230876127004555,False,historical_pit
v1_matched,2025-11,0.008241917973484,0.008241917973484,0.0680952933664212,0.3138459786772012,0.4800735742292727,0,0,0,0,18,5823300.655071045,1.489282142317769,20,1412375745.6946297,-0.0370656606313346,True,0.041995717081623,0.0453075786048187,0.0062006385164443,False,historical_pit
v1_matched,2025-12,0.0345420291584124,0.0345420291584124,0.0391139027638738,0.1644427088598198,2.445774532342318,0,0,0,0,22,6466317.368979841,1.570116817261522,22,1461162069.8850482,0.0521251015162245,False,-0.0127629336170154,-0.017583072357812,-0.0152828789440457,False,historical_pit
v1_matched,2026-01,0.0910359940838387,0.0910359940838387,0.0316047283299437,0.19481593114993,5.470406121680013,0,0,0,0,21,7557240.579600864,1.7345441884808972,21,1594180411.434633,0.1221210941082655,False,-0.0201474831666801,-0.0310851000244267,-0.0292999209827897,False,historical_pit
v1_matched,2026-02,0.0698121241732625,0.0698121241732625,0.0480470391639071,0.342596315256469,4.305284264370052,0,0,0,0,12,4076222.940156589,0.8756991292631058,12,1705473532.2722905,0.1177685950413225,False,-0.0371254978124446,-0.0479564708680599,-0.0309349028589598,False,historical_pit
v1_matched,2026-03,-0.045049131772059,-0.045049131772059,0.1038277541473186,0.4544798825901286,-0.9413019837745532,0,0,0,0,22,8691928.229467321,1.7980948661633729,22,1628643430.383197,-0.1084411583487366,True,0.0543823545663302,0.0633920265766776,-0.0183234885014943,False,historical_pit
v1_matched,2026-04,0.4014493330851536,0.4014493330851536,0.0231574925598258,0.317833999578315,13.641904457223935,0,0,0,0,19,9338416.706865244,1.5268004604043155,20,2282461249.3440485,0.2508638562543184,False,0.1737293568013882,0.1505854768308352,-0.0271030866570392,False,historical_pit
