candidate_id,attempted,passed,completed,failed,compliance_pass_rate,valid_episode_rate,metric_population,median_24d_return,mean_24d_return,p25_24d_return,p10_24d_return,worst_24d_return,positive_episode_rate,loss_episode_rate,positive_attempt_rate,median_mdd,worst_mdd,median_turnover,median_days_to_20_holdings,penalized_mean_return,penalized_median_return,penalized_p25_return,failed_episode_penalty_return,best_return,p90_MDD,median_trade_count,valid_episode_count,mean_return_excluding_top_5pct,median_return_without_tail_extremes,trimmed_each_tail_count,median_days_to_valid_portfolio,valid_portfolio_reached_count,valid_portfolio_unreached_count,analysis_status,median_day_1_invested_fraction,observed_day_1_invested_fraction_count,median_day_1_holding_count,observed_day_1_holding_count_count,median_day_3_invested_fraction,observed_day_3_invested_fraction_count,median_day_3_holding_count,observed_day_3_holding_count_count,median_day_5_invested_fraction,observed_day_5_invested_fraction_count,median_day_5_holding_count,observed_day_5_holding_count_count,source_study,phase
coarse_020_volume_high_3p0,119,77,112,42,0.6470588235294118,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019257306073825475,0.01715116845775022,-0.010851996611573655,-0.05366456878498538,-0.09235503198151884,0.7012987012987013,0.2987012987012987,0.453781512605042,0.03148664052735983,0.1387016272875914,2.395858980980195,1.0,-0.3418433615861616,-0.01502852824536538,-1.0,-1.0,0.14973752077075742,0.07249778536022367,111.0,77.0,0.011010470606259702,0.019257306073825475,4.0,1.0,112.0,7.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.9079024694845305,119.0,20.0,119.0,0.9040915750998223,119.0,20.0,119.0,0.8941043596530254,112.0,21.0,112.0,original,development_coarse
coarse_021_volatility_spike_ratio_1p5,119,74,110,45,0.6218487394957983,0.9243697478991597,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.020131524988349803,0.016785987306936992,-0.005776621084485789,-0.05900783012264803,-0.08712939205102443,0.6756756756756757,0.32432432432432434,0.42016806722689076,0.030322450852421523,0.11461204905285349,2.408117623358283,1.0,-0.36771291545619045,-0.018492717143211657,-1.0,-1.0,0.14284420820342825,0.07809768904248292,112.5,74.0,0.010347218946212699,0.020131524988349803,4.0,1.0,110.0,9.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.9071770142960413,119.0,20.0,119.0,0.8989055621700137,119.0,20.0,119.0,0.8933523935793031,110.0,21.0,110.0,original,development_coarse
coarse_022_volatility_spike_ratio_2p5,119,78,112,41,0.6554621848739496,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.020304694146819235,0.01725401859268566,-0.010499309242764016,-0.04947868636636328,-0.08948744663447494,0.6923076923076923,0.3076923076923077,0.453781512605042,0.0301958874205433,0.11070749248409661,2.394350938440244,1.0,-0.3332284584014329,-0.015446694636369718,-1.0,-1.0,0.14284420820342825,0.07197682315306311,112.5,78.0,0.011432513357467767,0.020304694146819235,4.0,1.0,112.0,7.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.9075402115181243,119.0,20.0,119.0,0.9039524579852468,119.0,20.0,119.0,0.8938127953957489,112.0,21.0,112.0,original,development_coarse
coarse_023_one_day_chase_return_0p03,119,74,110,45,0.6218487394957983,0.9243697478991597,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.01905467605898148,0.016023624204563894,-0.009269893766429421,-0.04988517495080538,-0.08948744663447494,0.6891891891891891,0.3108108108108108,0.42857142857142855,0.03106599371823171,0.1107178779730903,2.3511969137120845,1.0,-0.36818698999043925,-0.023109222179973243,-1.0,-1.0,0.14284420820342825,0.0714578069448949,115.0,74.0,0.009988338506115274,0.01905467605898148,4.0,1.0,110.0,9.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.9071630946964049,119.0,20.0,119.0,0.9013214618495946,119.0,20.0,119.0,0.8943075316581962,110.0,21.0,110.0,original,development_coarse
coarse_024_one_day_chase_return_0p05,119,80,113,39,0.6722689075630253,0.9495798319327731,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.016346522496899163,0.015348287421485174,-0.015074173252525802,-0.05163010222681256,-0.090744108749367,0.6625,0.3375,0.44537815126050423,0.03180801411425399,0.11531795981964887,2.397173200350269,1.0,-0.3174129160191696,-0.013765496738572747,-1.0,-1.0,0.14967533580776915,0.0740793321563683,113.0,80.0,0.009373302416244613,0.016346522496899163,4.0,1.0,113.0,6.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.9081124426634157,119.0,20.0,119.0,0.9046507769351975,119.0,20.0,119.0,0.8940100530675023,113.0,21.0,113.0,original,development_coarse
coarse_025_max_replacements_per_day_1,119,77,112,42,0.6470588235294118,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019629079812080175,0.014690150134234832,-0.008361100775990393,-0.0498995203448311,-0.0971156587458214,0.6753246753246753,0.3246753246753247,0.4369747899159664,0.03174436346959708,0.11520009020579836,2.467763161062365,1.0,-0.34343578520725987,-0.012519309600267037,-1.0,-1.0,0.13745087889041852,0.0763045727220608,117.0,77.0,0.008423156152849913,0.019629079812080175,4.0,1.0,112.0,7.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.9077345683182481,119.0,20.0,119.0,0.8672054012702641,119.0,20.0,119.0,0.8532585676891905,112.0,21.0,112.0,original,development_coarse
coarse_026_cash_guard_ratio_0p1,119,78,112,41,0.6554621848739496,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.017879517301851555,0.015612948057853732,-0.011777800527176141,-0.05160506854229441,-0.09699991832945953,0.6794871794871795,0.32051282051282054,0.44537815126050423,0.0323524173299819,0.1201161294193821,2.5438004074651848,1.0,-0.3343041180797261,-0.015336706288955448,-1.0,-1.0,0.12725915825470469,0.06884569994360336,119.0,78.0,0.009974903284435961,0.017879517301851555,4.0,1.0,112.0,7.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.907871838393655,119.0,20.0,119.0,0.9103825465261712,119.0,20.0,119.0,0.9122443048919592,112.0,21.0,112.0,original,development_coarse
coarse_027_cash_guard_ratio_0p14,119,75,112,44,0.6302521008403361,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019159107554847177,0.015668584994385237,-0.011422699108620427,-0.04779582406504121,-0.09018116165773116,0.6666666666666666,0.3333333333333333,0.42016806722689076,0.029557049992170015,0.10540653889340956,2.1156588587936342,1.0,-0.3598727405497572,-0.015681215254547243,-1.0,-1.0,0.1434167149534442,0.06568535976546576,113.0,75.0,0.009587350377747808,0.019159107554847177,4.0,1.0,112.0,7.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.9076964330951711,119.0,20.0,119.0,0.9036912006763861,119.0,20.0,119.0,0.8758179530908334,112.0,21.0,112.0,original,development_coarse
x0352_daily_baseline,119,78,112,41,0.6554621848739496,0.9411764705882353,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.019176746490200514,0.016663895093193038,-0.011760375752247837,-0.0480681856583872,-0.08948744663447494,0.6794871794871795,0.32051282051282054,0.44537815126050423,0.0301958874205433,0.11070749248409661,2.3952549552946403,1.0,-0.3336152620397558,-0.014657547522684222,-1.0,-1.0,0.14284420820342825,0.07242389036375796,113.0,78.0,0.010765274494211092,0.019176746490200514,4.0,1.0,112.0,7.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.9077345683182481,119.0,20.0,119.0,0.9037950284232931,119.0,20.0,119.0,0.8937331015500416,112.0,21.0,112.0,original,development_coarse
x0352_daily_baseline,23,18,22,5,0.782608695652174,0.9565217391304348,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.059441872642788995,0.05293206392723887,0.0030618844185145155,-0.029329969702183954,-0.03929843568317237,0.7777777777777778,0.2222222222222222,0.6086956521739131,0.037767567960744486,0.0929091069461585,2.3658304971861766,1.0,-0.1759662108395522,0.016946521445622365,-0.03868979671604311,-1.0,0.19360177041632443,0.07809413325166217,116.5,18.0,0.04465737531023384,0.059441872642788995,1.0,1.0,22.0,1.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.9070860812025048,23.0,20.0,23.0,0.9001593568485645,23.0,20.0,23.0,0.8926600210840734,22.0,20.5,22.0,original,holdout
x0352_daily_baseline,180,123,168,57,0.6833333333333333,0.9333333333333333,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.02237331309629531,0.025770579458073945,-0.011001441904228637,-0.050387337690597174,-0.10571518791897105,0.6910569105691057,0.3089430894308943,0.4722222222222222,0.0346902366872891,0.216488896085968,2.3960695513989667,1.0,-0.29905677070364944,-0.0057034610658804885,-1.0,-1.0,0.19360177041632443,0.08075722321179764,113.0,123.0,0.01790534489079929,0.02237331309629531,7.0,1.0,168.0,12.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.9079704915538578,180.0,20.0,180.0,0.9010721177315051,180.0,20.0,180.0,0.8937331015500416,168.0,21.0,168.0,original,monthly_comparison
x0352_daily_baseline,16,11,13,5,0.6875,0.8125,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.02412750278436726,0.017727569510667483,-0.010822452801501181,-0.012584362215915301,-0.055026550030291,0.6363636363636364,0.36363636363636365,0.4375,0.02753185025945948,0.11587707686911375,2.513539829601879,1.0,-0.30031229596141606,-0.010822452801501181,-1.0,-1.0,0.06132834472151227,0.06942428861389194,124.0,11.0,0.013367491989583003,0.02412750278436726,1.0,1.0,13.0,3.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.9074937692652103,16.0,20.0,16.0,0.885651482674394,16.0,20.0,16.0,0.8938360225369285,13.0,21.0,13.0,original,oct_nov
simple_momentum_reference,20,14,19,6,0.7,0.95,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.10482167015814725,0.08693602187130083,0.009826407706417128,-0.0005791013976809145,-0.1409805986323528,0.8571428571428571,0.14285714285714285,0.6,0.053815944476576116,0.1521100248600632,2.2012265655700025,1.0,-0.23914478469008943,0.012373159773138576,-1.0,-1.0,0.3680731347323962,0.10755425611975569,94.5,14.0,0.06531009011275503,0.10482167015814725,1.0,1.0,19.0,1.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.9016412574277334,20.0,20.0,20.0,0.8886606659601974,20.0,20.0,20.0,0.8971751078554463,19.0,21.0,19.0,original,recent_stress
x0352_daily_baseline,20,14,19,6,0.7,0.95,MEASURED_PASS_COMPLETE_EPISODES_ONLY,0.08702379947677541,0.0771308227647876,-0.0029982783067332985,-0.03265080096936549,-0.1496141437602143,0.7142857142857143,0.2857142857142857,0.5,0.06060158145407185,0.1555931585502227,2.28504484967478,1.0,-0.24600842406464868,0.00605885756067065,-1.0,-1.0,0.3828592936472064,0.10260866326319562,104.5,14.0,0.053613248081524616,0.08702379947677541,1.0,1.0,19.0,1.0,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,0.9024044180703297,20.0,20.0,20.0,0.898080222439288,20.0,21.0,20.0,0.89633292013199,19.0,21.0,19.0,original,recent_stress
