total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,simulated_warning_days,disqualified,complete_period,rejected_trade_count,official_compliance,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,no_valid_plan_days,hold_without_envelope_days,unfilled_orders,status,measured_pass,episode_status,failure_reasons,episode_return,forensic_partial_return,episode_max_drawdown,episode_turnover,requested_sessions,observed_sessions,universe_interpretation,episode_id,kind,split,session_count,prior_session_date,candidate_id,phase,realized_start,realized_end,days_to_20_holdings,independent_audit,day_1_invested_fraction,day_1_holding_count,day_3_invested_fraction,day_3_holding_count,day_5_invested_fraction,day_5_holding_count,days_to_valid_portfolio,valid_portfolio_reached,execution_model,starting_cash,terminal_NAV,forensic_partial_NAV,requested_spec_split,split_interpretation,source_group,analysis_status,source_study
-0.08948744663447494,0.11070749248409661,0.22170077358536827,-4.323878553749288,-0.08948744663447494,0.11070749248409661,0.22170077358536827,-4.323878553749288,6426825.969580942,3727650.76642314,2699175.203157802,2.692508867038828,0.0,23.38772951817326,47,6,132,24,2010-01-04,2010-02-04,910512553.365525,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,6426825.969580942,910512553.365525,0,0,0,0,0,0,0.19766602784134263,0.08882753077096352,0.8622965596943875,20,27,True,0,0,0,COMPLETE,True,PASS,,-0.08948744663447494,,0.11070749248409661,2.6158952746829054,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-01-04,monthly,development,24,2009-12-31,x0352_daily_baseline,monthly_comparison,2010-01-04,2010-02-04,1.0,PASS_INTERNAL_ACCOUNTING,0.9108746291332998,20,0.9111724692290365,21,0.8948348567558748,25.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,910512553.365525,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/monthly_comparison/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2010-02-01,2010-03-15,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-02-01,monthly,development,24,2010-01-29,x0352_daily_baseline,monthly_comparison,2010-02-01,2010-02-03,,PASS_INTERNAL_ACCOUNTING,0.0,0,0.0,0,,,,False,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,,1000000000.0,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/monthly_comparison/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original
0.04823655893037326,0.011194071992190135,0.09777516767038395,5.110637386509564,0.04823655893037326,0.011194071992190135,0.09777516767038395,5.110637386509564,5353371.388060819,3187764.833615695,2165606.5544451238,2.201979454211984,0.0,19.330708661417322,42,7,91,24,2010-03-01,2010-04-01,1048236558.9303732,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,5353371.388060819,1048236558.9303732,0,0,0,0,0,0,0.19389692051945678,0.08642358626043495,0.8709177119971576,20,25,True,0,0,0,COMPLETE,True,PASS,,0.04823655893037326,,0.011194071992190135,2.237027953414523,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-03-01,monthly,development,24,2010-02-26,x0352_daily_baseline,monthly_comparison,2010-03-01,2010-04-01,1.0,PASS_INTERNAL_ACCOUNTING,0.912087032607384,20,0.8696109970711509,20,0.8950028459971091,22.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,1048236558.9303732,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/monthly_comparison/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original
-0.009483574208190237,0.053036744458538565,0.2194802666289725,-0.34965290425712875,-0.009483574208190237,0.053036744458538565,0.2194802666289725,-0.34965290425712875,5581206.503837968,3321820.2047022833,2259386.2991356854,2.3077546312420814,0.0,3.639708535140673,49,6,109,24,2010-04-01,2010-05-05,990516425.7918098,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,21,5581206.503837968,990516425.7918098,0,0,0,0,0,0,0.19499433755101944,0.08576907896732967,0.8712711097610286,20,29,True,0,0,0,COMPLETE,True,PASS,,-0.009483574208190237,,0.053036744458538565,2.3311018980366898,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-04-01,monthly,development,24,2010-03-31,x0352_daily_baseline,monthly_comparison,2010-04-01,2010-05-05,1.0,PASS_INTERNAL_ACCOUNTING,0.9122416988645377,20,0.913419682734969,20,0.913330317429325,21.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,990516425.7918098,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/monthly_comparison/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original
-0.07002250953672917,0.10819732504443358,0.2435010942483674,-3.007976513895214,-0.07002250953672917,0.10819732504443358,0.2435010942483674,-3.007976513895214,5889425.912968792,3528575.287861075,2360850.6251077177,2.585442866874258,0.0,32.916666666666664,45,8,114,24,2010-05-03,2010-06-03,929977490.4632708,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,22,5889425.912968792,929977490.4632708,0,0,0,0,0,0,0.20523408973405688,0.019827004942345683,0.8720948039946786,20,27,True,0,0,0,COMPLETE,True,PASS,,-0.07002250953672917,,0.10819732504443358,2.4761931844639116,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-05-03,monthly,development,24,2010-04-30,x0352_daily_baseline,monthly_comparison,2010-05-03,2010-06-03,1.0,PASS_INTERNAL_ACCOUNTING,0.9071630946964049,20,0.9039751540472196,20,0.903600881069872,20.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,929977490.4632708,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/monthly_comparison/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2010-06-01,2010-07-05,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-06-01,monthly,development,24,2010-05-31,x0352_daily_baseline,monthly_comparison,2010-06-01,2010-06-03,,PASS_INTERNAL_ACCOUNTING,0.0,0,0.0,0,,,,False,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,,1000000000.0,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/monthly_comparison/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original
0.07421248329917463,0.00974536862231734,0.13435752349579225,5.666742126155338,0.07421248329917463,0.009670394177235031,0.13489413396319763,5.644682370522222,4839298.050119379,3009502.847354481,1829795.2027648976,2.079430604332934,0.0,5.916691022022018,41,7,81,24,2010-07-01,2010-08-03,1074212483.2991745,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,18,4839298.050119379,1074212483.2991745,0,0,0,0,0,0,0.19783646885729486,0.009644927512197048,0.881281517745846,20,27,True,0,0,0,COMPLETE,True,PASS,,0.07421248329917463,,0.009670394177235031,2.1119318227048987,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-07-01,monthly,development,24,2010-06-30,x0352_daily_baseline,monthly_comparison,2010-07-01,2010-08-03,1.0,PASS_INTERNAL_ACCOUNTING,0.9107680012290106,20,0.8167159569953819,20,0.812683308677125,22.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,1074212483.2991745,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/monthly_comparison/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original
-0.012859282116524762,0.04938176636208225,0.16964879762857488,-0.7190595815814256,-0.012859282116524762,0.04678975988874334,0.15644943513539347,-0.792980961064221,5839429.745733682,3430721.7158842217,2408708.02984946,2.421368628868354,0.0,19.302070307516544,41,13,107,24,2010-08-02,2010-09-02,987140717.8834752,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,21,5839429.745733682,987140717.8834752,0,0,0,0,0,0,0.19682093039843082,0.08236121613015548,0.8692219257304508,20,28,True,0,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,-0.012859282116524762,,0.04678975988874334,2.407524011146822,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-08-02,monthly,development,24,2010-07-30,x0352_daily_baseline,monthly_comparison,2010-08-02,2010-09-02,1.0,PASS_INTERNAL_ACCOUNTING,0.9169039753047797,20,0.9168690061771075,20,0.9176387838698445,21.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,987140717.8834752,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/monthly_comparison/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original
0.06535832380360862,0.01175006707269155,0.10800118166117585,6.214611666147371,0.06535832380360862,0.01175006707269155,0.10800118166117585,6.214611666147371,4298224.796104884,2743266.666436569,1554958.129668315,1.8807999897615209,0.0,11.125,26,6,68,24,2010-09-01,2010-10-05,1065358323.8036085,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,20,4298224.796104884,1065358323.8036085,0,0,0,0,0,0,0.19644895333666768,0.062248047709612224,0.8805924529217926,20,24,True,0,0,0,COMPLETE,True,PASS,,0.06535832380360862,,0.01175006707269155,1.925099415043206,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-09-01,monthly,development,24,2010-08-31,x0352_daily_baseline,monthly_comparison,2010-09-01,2010-10-05,1.0,PASS_INTERNAL_ACCOUNTING,0.9117790444766274,20,0.8035510466633323,20,0.9008973979206518,20.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,1065358323.8036085,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/monthly_comparison/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original
-0.022256916457285558,0.04324587974355143,0.13146022943669103,-1.7340259559294833,-0.022256916457285558,0.04324587974355143,0.13146022943669103,-1.7340259559294833,5797361.234296488,3412152.329059974,2385208.9052365143,2.431979118217081,0.0,1.4865772371337893,33,1,114,24,2010-10-01,2010-11-03,977743083.5427145,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,5797361.234296488,977743083.5427145,0,0,0,0,0,0,0.19685618287559964,0.08735670194136345,0.8669574124539395,20,28,True,0,0,0,COMPLETE,True,PASS,,-0.022256916457285558,,0.04324587974355143,2.394492862498227,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-10-01,monthly,development,24,2010-09-30,x0352_daily_baseline,monthly_comparison,2010-10-01,2010-11-03,1.0,PASS_INTERNAL_ACCOUNTING,0.912373294033463,20,0.9126432980586365,21,0.8925067274842844,21.0,1.0,True,DAILY_OPEN_RESEARCH_PROXY,1000000000.0,977743083.5427145,,development,DESCRIPTIVE_REPARTITION_ONLY_ORIGINAL_SELECTION_EXPOSURE_UNCHANGED,/home/bararesearch/Documents/dev/fintech_ETF/outputs/24d/ledgers/monthly_comparison/x0352_daily_baseline,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,original
