date,nav,economic_nav,cash,cash_ratio,holdings,dividend_receivable,odd_residual_names,fees,taxes,costs,traded_notional,turnover,violations,active_cap_breaches,passive_cap_breaches,overdue_passive_caps,active_share_status,submission_status,stale_count,executed_plan,terminal_dividend_credit
2018-01-02,1005063782.2452734,1005063782.2452734,85803882.24527337,0.0853715791584797,22,0.0,0,1300875.7198996288,0.0,1300875.7198996288,912895242.034827,0.912895242034827,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2018-01-03,1012718782.2452734,1012718782.2452734,85803882.24527337,0.08472626730101691,22,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2018-01-04,1023875832.2452734,1023875832.2452734,85803882.24527337,0.08380301550541797,22,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2018-01-05,1031474532.2452734,1031474532.2452734,85803882.24527337,0.08318565273589337,22,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2018-01-08,1033642132.2452734,1033642132.2452734,85803882.24527337,0.083011208201131,22,0.0,0,0.0,0.0,0.0,0.0,0.0,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2018-01-09,1039046545.2253542,1039046545.2253542,79907095.22535416,0.07690424995159718,22,0.0,0,117637.65771416944,115333.38942416495,232971.0471383344,82552742.2555575,0.07986588363637691,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2018-01-10,1026693347.3740422,1026693347.3740422,79914797.37404212,0.07783706554487664,22,0.0,0,126973.24809246394,134059.15244748813,261032.40053995207,89104033.7490975,0.08575557481861616,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2018-01-11,1029607666.1144582,1029607666.1144582,77277636.11445822,0.07505542029041916,22,0.0,0,122630.01106223694,125500.6763124619,248130.68737469884,86056148.11385047,0.08381874523094453,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2018-01-12,1030927659.8191992,1030927659.8191992,73117649.81919923,0.07092413237997938,22,0.0,0,124044.70701150683,124706.52320402095,248751.2302155278,87048917.20105743,0.08454571587405069,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
2018-01-15,1033300631.5594071,1033300631.5594071,72573401.5594071,0.0702345467938821,22,0.0,0,126152.74822934945,132363.7689432807,258516.51717263018,88528244.3714733,0.08587241163652462,,,,,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,BLOCK_SUBMISSION,0,D-1 estimated accounting; fill-day constraints require ledger audit,0.0
