date,symbol,issue
2011-07-18,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2912.TW
2011-07-19,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2912.TW
2011-07-20,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:2912.TW;OVERDUE_CAP:6121.TWO
