date,symbol,issue
2017-07-03,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:8358.TWO
2017-07-04,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:6488.TWO
2017-07-13,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3661.TW
