date,symbol,issue
2013-01-02,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3131.TWO;ACTIVE_CAP:3481.TW
2013-01-03,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:6182.TWO
2013-01-04,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:6182.TWO
