date,symbol,issue
2012-07-30,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:3491.TWO
2012-07-31,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:3491.TWO
2012-08-01,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:3491.TWO
