episode,start,end,mom20,mom20|turnover,mom20|cost,mom20|dq,mom20|warn,tsmc_formal,tsmc_formal|turnover,tsmc_formal|cost,tsmc_formal|dq,tsmc_formal|warn,tsmc_core_equal,tsmc_core_equal|turnover,tsmc_core_equal|cost,tsmc_core_equal|dq,tsmc_core_equal|warn,tsmc_blend_only,tsmc_blend_only|turnover,tsmc_blend_only|cost,tsmc_blend_only|dq,tsmc_blend_only|warn
dev_2016_02,2016-02-01,2016-03-15,0.10121121844817527,3.6297862222716977,0.009662708955878995,0,0,0.13928951618643515,3.754363245757755,0.010106365612593843,0,0,0.09754216201691612,2.97025433181024,0.007585402282854023,0,0,0.15107686907023,5.173168595903876,0.01468769130063839,0,0
dev_2016_02m,2016-02-15,2016-03-18,0.10385801359969205,3.095181089083942,0.008052910927246451,0,0,0.1305433206871538,3.398800524458163,0.009010462242841901,0,0,0.10786779226402321,2.5925078067997833,0.006460669107910493,0,0,0.13958757753680806,4.586120335606145,0.012878503037807241,0,0
dev_2016_03,2016-03-01,2016-04-01,-0.02027955957409522,3.7341506055028755,0.009520469508559094,0,0,-0.009341678992631719,3.684186467037575,0.009455402711558454,0,0,-0.0026014765093654857,2.9695833393534885,0.007352651063965388,0,0,-0.02603983384154751,5.096645851412915,0.013605082974142039,0,0
dev_2016_03m,2016-03-15,2016-04-19,-0.04705030565735491,5.489231395593648,0.01409739676099054,0,0,-0.044268474732516716,5.232399063150837,0.013446865349965297,0,0,-0.03434258828426995,4.376002278082211,0.011087332057408618,0,0,-0.06269999512322144,6.909752677173964,0.017922804093153766,0,0
dev_2016_04,2016-04-01,2016-05-09,-0.06635361252655159,4.398963518103862,0.011329023623804177,0,0,-0.0769013229470682,4.165087297901393,0.010625263671186706,0,0,-0.06240730285292817,3.184918664023484,0.007802395426823174,0,0,-0.08487853108145349,5.5572897109311,0.014614362852015766,0,0
dev_2016_04m,2016-04-15,2016-05-19,-0.07798231818149237,4.086867807900452,0.010198147622315759,0,0,-0.09526096374868698,4.453073861413113,0.011080543483689524,0,0,-0.07818106970089611,3.090366971972506,0.007357357646650665,0,0,-0.10384083392960664,5.856906100437662,0.014921473366548551,0,0
dev_2016_05,2016-05-03,2016-06-03,-0.004108031808153778,3.5112798973710566,0.008685143353373705,0,0,0.0011880961182946237,4.745875461725641,0.012192895218293205,0,0,0.015653977495416305,2.691517655805173,0.006374247670446055,0,0,-0.023847026333380872,6.539655853245376,0.017095098612474907,0,0
dev_2016_05m,2016-05-16,2016-06-20,0.041425713149127574,4.207842578156754,0.01118885876948329,0,0,0.060307704879700275,5.2419593902978345,0.014441478689775076,0,0,0.06062056548714789,3.293452936157908,0.008525227955667986,0,0,0.03857107044317787,6.963870951466972,0.019368455894324177,0,0
dev_2016_06,2016-06-01,2016-07-06,-0.0023122926526952803,3.9751501863673044,0.010183425795216392,0,0,0.004076065099251958,6.206713826465924,0.016779899908033902,0,0,0.012330479934767435,3.2430983367260433,0.008091013502172723,0,0,-0.014968485594246017,7.785558995873156,0.02128418649152318,0,0
dev_2016_06m,2016-06-15,2016-07-19,0.07493214931582881,3.607911728944988,0.009180517229001012,0,0,0.0835832406396877,5.920969090968649,0.015872807433361155,0,0,0.08051276045138067,2.88612108352773,0.007036328718948884,0,0,0.07749524723311052,7.651849520896649,0.02080065122425172,0,0
dev_2016_07,2016-07-01,2016-08-04,0.11546759708078014,3.6394422711271552,0.009519320651190124,0,0,0.12107376694707583,4.345960677612554,0.01163132719347354,0,0,0.10406457362323662,2.847643432413639,0.007144979176592605,0,0,0.13613277359044518,6.162973007231836,0.017145807118208494,0,0
dev_2016_07m,2016-07-15,2016-08-17,0.06911610452582795,3.1557851399443893,0.008149043065581316,0,0,0.09851338938707976,3.0179663184618137,0.007838659346454824,0,0,0.06265619224831886,2.6422015825617464,0.00654475277028576,0,0,0.10917340680287113,4.310014236557197,0.01193320886153298,0,0
dev_2016_08,2016-08-01,2016-09-01,0.016593232249459522,2.9924965423981797,0.007337234782881983,0,0,0.02454432544410179,3.3332706216535124,0.008412555147541615,0,0,0.009762431857794018,2.450403215514595,0.00573863894032703,0,0,0.031959233361115835,4.127661044533074,0.010822490162024852,0,0
dev_2016_08m,2016-08-15,2016-09-19,0.0045184097384032285,3.7466079684133833,0.00948675304738333,0,0,0.015331339489401019,4.0111707193613055,0.010276224791300624,0,0,0.022568600474218936,2.631968100490462,0.006232352898630686,0,0,0.006486447739624035,5.328428951897966,0.014065772588097271,0,0
dev_2016_09,2016-09-01,2016-10-11,-0.013738961815789819,3.758547787137515,0.009627257146348102,0,0,0.015171358165478432,4.4257304429622994,0.011640362281402309,0,0,0.007489933877932176,2.992855678057491,0.007424394629108566,0,0,-0.01300857335842287,5.908803949400704,0.015973181839628557,0,0
dev_2016_09m,2016-09-19,2016-10-25,0.006273825440208158,3.1632761607736892,0.00785289789733851,0,0,0.008884066727000706,4.059290094727168,0.010539424160043902,0,0,0.0170146419108832,2.710070392766778,0.006553402553044867,0,0,-0.014550652941631714,5.760641024538893,0.015470539637084932,0,0
dev_2016_10,2016-10-03,2016-11-04,-0.06226235483365772,3.367659758732913,0.008234894389164138,0,0,-0.05094429255739319,3.790926252484851,0.009521248315611202,0,0,-0.05129797470249764,2.810394728513107,0.006689672134326646,0,0,-0.07179452998241964,5.331869373246477,0.013772800584505644,0,0
dev_2016_10m,2016-10-17,2016-11-17,-0.01560748320835137,4.120208780812708,0.010612256523588279,0,0,-0.008671968311619316,4.585207512144612,0.012035895974449122,0,0,-0.015480708387819342,2.8746537006941617,0.006974869208117016,0,0,-0.0058352200539403265,6.398824788005384,0.017319471829765266,0,0
dev_2016_11,2016-11-01,2016-12-02,-0.020124024740930224,4.117176157517055,0.010337162418758265,0,0,-0.027180358719433695,4.187188077504695,0.01057371505437427,0,0,-0.025548826370889066,2.881649232735247,0.006820634130683947,0,0,-0.01971212270791134,6.188434714660394,0.01627771657324575,0,0
dev_2016_11m,2016-11-15,2016-12-16,0.04734170028784668,3.5446149112023972,0.009091740453967458,0,0,0.039943612991756305,4.065193975483504,0.010614746957116115,0,0,0.039710524577885487,2.8229786895084406,0.006907520741655592,0,0,0.03975340945875416,5.421567507703232,0.014627524046371606,0,0
dev_2016_12,2016-12-01,2017-01-04,0.04720050464712111,3.299999127739517,0.00826917639315713,0,0,0.05562970461827832,3.8049327386400407,0.009759064624403728,0,0,0.04094595919634769,2.394182762256754,0.005608837434633305,0,0,0.067369398961304,5.2220095453174755,0.013942252424434583,0,0
dev_2016_12m,2016-12-15,2017-01-18,0.07157906725687124,3.0814323282543485,0.007809750014481461,0,0,0.04919373041961528,3.3120656424543053,0.008359934498770793,0,0,0.04753568849711032,2.464372203085579,0.005859537838676003,0,0,0.0846125686460546,4.357083462121998,0.011593359931887799,0,0
dev_2017_01,2017-01-03,2017-02-13,0.10460922919431259,3.1028847664341446,0.007890881514244061,0,0,0.08296253979359491,3.241257941327625,0.00831307116469385,0,0,0.09692717018704755,2.3025361537169484,0.005456711038874486,0,0,0.0982912950616055,4.560973244432162,0.012368585584761721,0,0
dev_2017_01m,2017-01-16,2017-02-24,0.10940712385629792,2.4906802496458194,0.006173373049004908,0,0,0.09448246525478798,3.4496540174716865,0.009004804584075328,0,0,0.10468708562594609,2.037261087417458,0.0047483234128127974,0,0,0.09545711284224323,4.620386177784455,0.012612132949065429,0,0
dev_2017_02,2017-02-02,2017-03-09,0.06032516925265119,2.522505229112843,0.006132286879637738,0,0,0.018103502575991914,3.2179061462597285,0.008091607537022994,0,0,0.04419001397319633,2.0665048983327674,0.0047052624260904025,0,0,0.02544411402841118,4.588172159638051,0.01218208471663342,0,0
dev_2017_02m,2017-02-15,2017-03-22,0.08515323756312565,3.0960371653635237,0.007831380427048137,0,0,0.07137417643498001,3.426375863703106,0.008748639378084939,0,0,0.06994512689384713,2.410326004310038,0.005709895056256389,0,0,0.08946305985793002,4.653490699519308,0.01254023353686743,0,0
