date,symbol,shares,close,weight
2010-07-01,1101.TW,1511000.0,27.0,0.04074503128316328
2010-07-01,1216.TW,1158000.0,35.6,0.04117228633581267
2010-07-01,1504.TW,3103000.0,13.05,0.0404425670646152
2010-07-01,1519.TW,1994000.0,20.7,0.04122322137013974
2010-07-01,1785.TWO,577000.0,71.7,0.04131820022826727
2010-07-01,1802.TW,1394000.0,28.35,0.03946955810004374
2010-07-01,2002.TW,1385000.0,29.55,0.040874616002848314
2010-07-01,2059.TW,240000.0,169.0,0.04050833318246692
2010-07-01,2207.TW,527000.0,78.7,0.041422067749247955
2010-07-01,2330.TW,680000.0,60.0,0.04074802746165311
2010-07-01,2356.TW,2400000.0,17.2,0.0412274160200255
2010-07-01,2376.TW,1308000.0,31.65,0.041345465452524696
2010-07-01,2379.TW,580000.0,70.1,0.04060620834646794
2010-07-01,2412.TW,645000.0,64.2,0.04135625169508808
2010-07-01,2449.TW,3092000.0,13.35,0.0412256183129316
2010-07-01,2883.TW,4762000.0,8.519999999999998,0.0405205575907054
2010-07-01,2886.TW,2386000.0,17.2,0.04098692275990868
2010-07-01,3045.TW,628000.0,65.5,0.04108160200018723
2010-07-01,3211.TWO,456000.0,90.2,0.041078805566930054
2010-07-01,3293.TWO,187000.0,220.0,0.041087594357166884
2010-07-01,4123.TWO,994000.0,41.6,0.04129772634192012
2010-07-01,4904.TW,1039000.0,39.7,0.04119575640064965
2010-07-02,1101.TW,1511000.0,27.4,0.04085933265780619
2010-07-02,1216.TW,1158000.0,36.9,0.042170734717535886
2010-07-02,1504.TW,3103000.0,13.2,0.040423317132528815
2010-07-02,1519.TW,1994000.0,20.9,0.04112895565804562
2010-07-02,1785.TWO,577000.0,72.4,0.041227843742320844
2010-07-02,1802.TW,1394000.0,28.4,0.0390712545032169
2010-07-02,2002.TW,1385000.0,29.7,0.04059592717184754
2010-07-02,2059.TW,240000.0,169.5,0.040147377927305744
2010-07-02,2207.TW,527000.0,80.29999999999998,0.04176403033101073
2010-07-02,2330.TW,680000.0,60.3,0.040467135804602865
2010-07-02,2356.TW,2400000.0,17.3,0.0409763798314094
2010-07-02,2376.TW,1308000.0,32.0,0.04130798059305086
2010-07-02,2379.TW,580000.0,71.6,0.04098427508763896
2010-07-02,2412.TW,645000.0,65.0,0.0413760771780308
2010-07-02,2449.TW,3092000.0,13.4,0.04089032153850721
2010-07-02,2883.TW,4762000.0,8.75,0.04112194861814188
2010-07-02,2886.TW,2386000.0,18.0,0.04238568306838562
2010-07-02,3045.TW,628000.0,67.4,0.04177301118497187
2010-07-02,3211.TWO,456000.0,91.0,0.04095269406272072
2010-07-02,3293.TWO,187000.0,220.0,0.040601355160505365
2010-07-02,4123.TWO,994000.0,41.5,0.04071090184069049
2010-07-02,4904.TW,1039000.0,40.15,0.04116966557297928
2010-07-05,1101.TW,1511000.0,28.2,0.041629840914939834
2010-07-05,1216.TW,1158000.0,37.7,0.042652165746397866
2010-07-05,1504.TW,3103000.0,13.3,0.04032037802158815
2010-07-05,1519.TW,1994000.0,21.25,0.04139760982507212
2010-07-05,1785.TWO,577000.0,77.4,0.043632284506832396
2010-07-05,1802.TW,1394000.0,28.9,0.039359701409611196
2010-07-05,2002.TW,1385000.0,29.85,0.040391063420628655
2010-07-05,2059.TW,240000.0,169.0,0.03962681112761638
2010-07-05,2207.TW,527000.0,80.2,0.0412929739406597
2010-07-05,2330.TW,680000.0,61.4,0.040791386050301755
2010-07-05,2356.TW,2400000.0,17.65,0.04138539742026208
2010-07-05,2376.TW,1308000.0,32.3,0.041276365070118046
2010-07-05,2379.TW,580000.0,72.4,0.041025864222654515
2010-07-05,2412.TW,645000.0,65.4,0.04121246976815192
2010-07-05,2449.TW,3092000.0,13.45,0.040630573103763154
2010-07-05,2883.TW,4762000.0,8.88,0.041313647099522136
2010-07-05,2886.TW,2386000.0,18.5,0.04312542085759652
2010-07-05,3045.TW,628000.0,60.7,0.03724255891174274
2010-07-05,3211.TWO,456000.0,93.7,0.0417441490239618
2010-07-05,3293.TWO,187000.0,222.5,0.040650210650697696
2010-07-05,4123.TWO,994000.0,42.4,0.041175930252960284
2010-07-05,4904.TW,1039000.0,40.6,0.04121286056510584
2010-07-06,1101.TW,1511000.0,29.0,0.04218790418673961
2010-07-06,1216.TW,1158000.0,37.6,0.041920059759784384
2010-07-06,1504.TW,3103000.0,13.75,0.04107806355707522
2010-07-06,1519.TW,1994000.0,21.8,0.04185112496118627
2010-07-06,1785.TWO,577000.0,78.4,0.04355292873216418
2010-07-06,1802.TW,1394000.0,30.7,0.04120279125481802
2010-07-06,2002.TW,1385000.0,30.5,0.04067008700810945
2010-07-06,2059.TW,240000.0,171.5,0.03962788142874557
2010-07-06,2207.TW,527000.0,81.29999999999998,0.04125025613709297
2010-07-06,2330.TW,680000.0,59.9,0.03921581307958369
2010-07-06,2356.TW,2400000.0,17.95,0.041476412340873646
2010-07-06,2376.TW,1308000.0,32.8,0.0413054232315018
2010-07-06,2379.TW,580000.0,73.7,0.0411548449842847
2010-07-06,2412.TW,645000.0,66.0,0.04098539631733963
2010-07-06,2449.TW,3092000.0,13.9,0.04137897935738023
2010-07-06,2883.TW,4762000.0,8.96,0.04107928628325147
2010-07-06,2886.TW,2386000.0,18.5,0.04249791822512775
2010-07-06,3045.TW,628000.0,60.7,0.03670065570726943
2010-07-06,3211.TWO,456000.0,94.3,0.04140016044074837
2010-07-06,3293.TWO,187000.0,229.5,0.04131899838038774
2010-07-06,4123.TWO,994000.0,42.3,0.04048109397787469
2010-07-06,4904.TW,1039000.0,42.15,0.04216369035734376
2010-07-07,1101.TW,1511000.0,28.55,0.04173628868560756
2010-07-07,1216.TW,1158000.0,37.15,0.04162081961397461
2010-07-07,1504.TW,3103000.0,13.4,0.040228128129972715
2010-07-07,1519.TW,1994000.0,21.9,0.04224861919992031
2010-07-07,1785.TWO,577000.0,77.9,0.04348670693321467
2010-07-07,1802.TW,1394000.0,30.3,0.0408647318093567
2010-07-07,2002.TW,1385000.0,30.25,0.040533901067464066
2010-07-07,2059.TW,240000.0,169.0,0.03924110218208891
2010-07-07,2207.TW,527000.0,83.79999999999998,0.042726555700856005
2010-07-07,2330.TW,680000.0,59.5,0.03914435390254727
2010-07-07,2356.TW,2400000.0,18.1,0.042027452632888124
2010-07-07,2376.TW,1308000.0,32.65,0.04131751375761158
2010-07-07,2379.TW,580000.0,72.5,0.040682651547259335
2010-07-07,2412.TW,645000.0,65.7,0.04099853467996279
2010-07-07,2449.TW,3092000.0,13.8,0.04128210388729933
2010-07-07,2883.TW,4762000.0,8.87,0.04086544774662531
2010-07-07,2886.TW,2386000.0,18.4,0.04247481667748866
2010-07-07,3045.TW,628000.0,60.9,0.03700157300725904
2010-07-07,3211.TWO,456000.0,95.1,0.041955471912909145
2010-07-07,3293.TWO,187000.0,222.5,0.04025454041028758
2010-07-07,4123.TWO,994000.0,42.5,0.040871310692365534
2010-07-07,4904.TW,1039000.0,42.25,0.04247031788248998
2010-07-08,1101.TW,1511000.0,28.55,0.04156265291177992
2010-07-08,1216.TW,1158000.0,37.45,0.0417823694562224
