date,symbol,issue
2015-07-01,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:1815.TWO
2015-07-14,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:5289.TWO
2015-07-17,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3131.TWO
