date,signal_date,symbol,trade_symbol,shares,price,notional,fee,tax,slippage_cost,volume_participation,execution_volume,rejection
2016-07-01,2016-06-30,1590.TW,1590.TW,124000,248.53176954087317,30817939.423068274,43915.56367787229,0.0,0.0,0.0796760525913351,1556302.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,1815.TWO,1815.TWO,2334000,11.177347308684695,26087928.618470076,37175.29828131986,0.0,0.0,1.9432721072179986,1201067.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,2059.TW,2059.TW,81000,379.231211327153,30717728.117499392,43772.762567436635,0.0,0.0,0.5945434126791888,136239.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,2308.TW,2308.TW,146000,157.30529234015023,22966572.681661934,32727.36607136826,0.0,0.0,0.0199653669258381,7312663.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,2330.TW,2330.TW,112000,165.18859911888686,18501123.101315327,26364.100419374343,0.0,0.0,0.0030619647063731678,36577822.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,2344.TW,2344.TW,2383000,8.926682404099076,21272284.168968096,30313.004940779538,0.0,0.0,0.2120291438195551,11239021.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,2377.TW,2377.TW,762000,58.09925782266227,44271634.46086865,63087.07910673783,0.0,0.0,0.15846314868771924,4808689.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,2383.TW,2383.TW,713000,74.45468761228237,53086192.26755733,75647.8239812692,0.0,0.0,0.27253559781237624,2616172.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,2404.TW,2404.TW,633000,48.02725206603155,30401250.557797972,43321.78204486211,0.0,0.0,0.2578211869549811,2455190.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,2409.TW,2409.TW,8736000,11.057843383719447,96601319.80017309,137656.88071524666,0.0,0.0,0.05421721056709074,161129647.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,2454.TW,2454.TW,104000,245.43440433575876,25525178.05091891,36373.37872255945,0.0,0.0,0.007044375228942195,14763552.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,2615.TW,2615.TW,782000,17.65272791206068,13804433.227231452,19671.31734880482,0.0,0.0,0.22428817186783861,3486586.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,3034.TW,3034.TW,274000,121.23065810576036,33217200.320978336,47334.51045739413,0.0,0.0,0.0508252801233459,5391018.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,3045.TW,3045.TW,131000,113.01724340441194,14805258.885977965,21097.4939125186,0.0,0.0,0.027427311865913524,4776261.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,3227.TWO,3227.TWO,224000,70.13203704638369,15709576.298389945,22386.146225205674,0.0,0.0,0.2826427093322566,792520.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,3231.TW,3231.TW,811000,22.406227521037025,18171450.519561026,25894.316990374464,0.0,0.0,0.05221751227272505,15531188.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,3260.TWO,3260.TWO,2272000,42.27331215196237,96044965.20925851,136864.0754231934,0.0,0.0,0.571680622769546,3974247.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,3481.TW,3481.TW,5207000,10.880285949597207,56653648.93955266,80731.44973886255,0.0,0.0,0.049544054826648046,105098382.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,6187.TWO,6187.TWO,708000,66.35612119796836,46980133.8081616,66946.69067663029,0.0,0.0,0.666667922161812,1061998.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,6223.TWO,6223.TWO,1132000,85.32727924634294,96590480.1068602,137641.4341522758,0.0,0.0,1.022360985548765,1107241.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,6239.TW,6239.TW,318000,70.68732014146545,22478567.80498601,32031.95912210507,0.0,0.0,0.16142533494487935,1969951.0,ACTIVE_CAP:8358.TWO
2016-07-01,2016-06-30,8358.TWO,8358.TWO,5034000,19.916795092376795,100261146.49502479,142872.13375541032,0.0,0.0,1.6726908791495791,3009522.0,ACTIVE_CAP:8358.TWO
