date,symbol,open,high,low,close,volume,trading_value,average_execution_price,source,quality_flags,official_execution_available,source_url,raw_sha256
2009-12-31,1785.TWO,80.900000000000006,83.5,80.799999999999997,82.299999999999997,13242173,1089705430,82.290529658538674,TPEX_OFFICIAL,,True,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,398f3a4f8f76009dae325b53e1886e5e50336edbed3f17963502f2d73036a72e
2009-12-31,1802.TW,26.5,26.5,26,26.199999999999999,2402547,62865962,26.166381760689802,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,1815.TWO,19.050000000000001,19.050000000000001,18.199999999999999,18.399999999999999,26231984,492444073,18.772658331905053,TPEX_OFFICIAL,,True,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,398f3a4f8f76009dae325b53e1886e5e50336edbed3f17963502f2d73036a72e
2009-12-31,2002.TW,32.200000000000003,33,32.200000000000003,33,52370789,1710616896,32.663569303872812,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2059.TW,172.5,177,172.5,174,1845202,322539648,174.7990995023851,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2207.TW,76.5,77.099999999999994,76.5,76.900000000000006,142330,10940242,76.865327056839732,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2301.TW,48.5,48.899999999999999,47.700000000000003,48.049999999999997,14340207,693186031,48.338634930444172,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2303.TW,17.149999999999999,17.199999999999999,17,17.199999999999999,37148447,635500355,17.10705039701929,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2308.TW,100.5,103.5,100,100,10987017,1114576200,101.44484167085569,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2313.TW,10.949999999999999,11.699999999999999,10.9,11.65,67854509,771045015,11.363209702099532,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2317.TW,150,151.5,149.5,151.5,20781791,3124922870,150.36831378007795,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2324.TW,44,44.450000000000003,43.899999999999999,44.350000000000001,15368088,680278330,44.265645147268806,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2327.TW,11.75,11.9,11.65,11.699999999999999,25343275,299512115,11.818208775306269,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2330.TW,64.400000000000006,64.5,63.899999999999999,64.5,52178759,3355553413,64.30880069416753,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2337.TW,18,18.5,17.75,18.300000000000001,84300241,1537767626,18.241556699701487,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2344.TW,9.1899999999999995,9.7799999999999994,9.0999999999999996,9.7699999999999996,85529578,811961016,9.4933359311091188,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2345.TW,15.65,16.050000000000001,15.5,15.550000000000001,15320474,241240438,15.74627769349695,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2347.TW,69.400000000000006,70,69.299999999999997,69.5,4247941,295305097,69.517231289229301,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2356.TW,19.350000000000001,19.550000000000001,19.199999999999999,19.199999999999999,9719264,188241210,19.367846166129453,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2357.TW,62,62,61.200000000000003,61.799999999999997,14746775,908482272,61.605488115198071,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2360.TW,72.799999999999997,73.099999999999994,71.799999999999997,72.700000000000003,5211638,376590578,72.259542585267823,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2368.TW,13.699999999999999,13.949999999999999,13.65,13.800000000000001,15269817,211119638,13.825944214000732,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2376.TW,31.100000000000001,31.5,31.050000000000001,31.350000000000001,8222954,257488151,31.313339585749841,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2377.TW,21.25,21.350000000000001,21,21.100000000000001,13137569,277800464,21.145499901846378,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2379.TW,94.200000000000003,95.400000000000006,93.700000000000003,94.5,5374511,507153568,94.362737000631313,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2382.TW,69.299999999999997,69.799999999999997,69.099999999999994,69.599999999999994,5959636,413995417,69.466560877207939,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2383.TW,24.600000000000001,24.600000000000001,24.199999999999999,24.300000000000001,4362708,106145675,24.330226776580052,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2395.TW,72.700000000000003,73.400000000000006,71.599999999999994,71.799999999999997,1715192,123623293,72.075483677629094,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2404.TW,28,28,27.600000000000001,27.649999999999999,3337295,92544291,27.7303298030291,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2408.TW,30.899999999999999,32.700000000000003,30.649999999999999,32.700000000000003,37568616,1207858274,32.150725861181577,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2409.TW,38.75,38.899999999999999,38.549999999999997,38.799999999999997,31656808,1225417080,38.709432738765074,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2412.TW,59.399999999999999,59.5,59.100000000000001,59.5,24410251,1447981069,59.31856534371564,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2449.TW,15.300000000000001,15.300000000000001,15.199999999999999,15.199999999999999,12454334,189772070,15.237432206330745,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2451.TW,121,121.5,119,120,4298001,518032620,120.52873417200229,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2454.TW,555,558,553,558,3004809,1669063995,555.46425579795584,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2603.TW,17.649999999999999,17.949999999999999,17.600000000000001,17.850000000000001,20637344,368440588,17.853101057965599,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2609.TW,12.050000000000001,12.300000000000001,12.050000000000001,12.15,14949301,182515153,12.20894227763559,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2610.TW,11,11.4,10.949999999999999,11.35,62395664,705067460,11.29994321400282,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2615.TW,16.600000000000001,17.199999999999999,16.600000000000001,17.149999999999999,6826982,115529123,16.922429706127833,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2618.TW,13.699999999999999,14.300000000000001,13.699999999999999,14.1,23979485,339791240,14.170080800317438,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2801.TW,15.25,15.300000000000001,15.15,15.25,11263039,171484414,15.225412430872343,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2812.TW,8.1799999999999997,8.4100000000000001,8.1799999999999997,8.3599999999999994,3136997,26161185,8.3395632829741313,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2834.TW,8.25,8.3699999999999992,8.1999999999999993,8.3100000000000005,27393464,227039469,8.288089049271024,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2880.TW,20,20.199999999999999,19.800000000000001,20.149999999999999,5823084,116742241,20.048180826517356,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2881.TW,39.450000000000003,39.450000000000003,38.950000000000003,39.299999999999997,24546201,962372302,39.206568136551965,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2882.TW,59.299999999999997,59.799999999999997,59,59.700000000000003,22511262,1338452741,59.457028264341645,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2883.TW,9.4000000000000004,9.9900000000000002,9.3699999999999992,9.8000000000000007,92752742,900044583,9.7036978486307177,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2884.TW,13.199999999999999,13.4,13.15,13.35,8644455,114621625,13.259554824451049,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2885.TW,23.100000000000001,23.5,22.899999999999999,23.5,61294365,1424426932,23.239117201067341,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2886.TW,18.600000000000001,18.699999999999999,18.5,18.5,33388580,620174694,18.57445551742542,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2887.TW,12.6,12.699999999999999,12.449999999999999,12.6,29115707,366114369,12.574462608790506,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2890.TW,12.699999999999999,12.949999999999999,12.6,12.9,33922113,434291040,12.802593989354378,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2891.TW,20,20.199999999999999,19.899999999999999,19.949999999999999,41625605,833453642,20.022619298866648,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2892.TW,19.800000000000001,19.899999999999999,19.75,19.850000000000001,15132505,300078978,19.830092770496357,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,2912.TW,75.700000000000003,76.200000000000003,75.700000000000003,76.099999999999994,1617345,122995969,76.048071994534254,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,3008.TW,424,434,421,421,1797297,767068537,426.79008366452513,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,3017.TW,40.600000000000001,40.700000000000003,39.899999999999999,40,5017777,201462239,40.149699558190811,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,3034.TW,109,109.5,106.5,107,6818793,737688917,108.18467681890328,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,3036.TW,27.300000000000001,28,27.100000000000001,27.25,5646886,155934973,27.614329915638461,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,3037.TW,45.399999999999999,46.399999999999999,45.299999999999997,46.399999999999999,15667450,721178816,46.030388863535549,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,3044.TW,108,113,108,108,1781646,195658268,109.81882371694489,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,3045.TW,62.5,62.5,62.200000000000003,62.399999999999999,11240483,700735783,62.340362331405153,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,3081.TWO,,,,,,,,MISSING_OFFICIAL,INVALID_TRADING_VALUE|INVALID_VOLUME|MISSING_OFFICIAL_ROW|MISSING_OFFICIAL_SOURCE,False,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,
2009-12-31,3105.TWO,,,,,,,,MISSING_OFFICIAL,INVALID_TRADING_VALUE|INVALID_VOLUME|MISSING_OFFICIAL_ROW|MISSING_OFFICIAL_SOURCE,False,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,
2009-12-31,3131.TWO,,,,,,,,MISSING_OFFICIAL,INVALID_TRADING_VALUE|INVALID_VOLUME|MISSING_OFFICIAL_ROW|MISSING_OFFICIAL_SOURCE,False,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,
2009-12-31,3163.TWO,,,,,,,,MISSING_OFFICIAL,INVALID_TRADING_VALUE|INVALID_VOLUME|MISSING_OFFICIAL_ROW|MISSING_OFFICIAL_SOURCE,False,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,
2009-12-31,3189.TW,84.900000000000006,86.799999999999997,84.099999999999994,85.599999999999994,5729008,491835780,85.850077360687919,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,3211.TWO,113,113.5,111.5,113,2758154,310000902,112.39434128768734,TPEX_OFFICIAL,,True,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,398f3a4f8f76009dae325b53e1886e5e50336edbed3f17963502f2d73036a72e
2009-12-31,3227.TWO,270,274.5,268,270,4686460,1272184200,271.45952381968482,TPEX_OFFICIAL,,True,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,398f3a4f8f76009dae325b53e1886e5e50336edbed3f17963502f2d73036a72e
2009-12-31,3231.TW,61.5,62.799999999999997,61.200000000000003,62.100000000000001,21754053,1352392997,62.16740379367468,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,3260.TWO,105,107,102.5,104.5,14717186,1539062844,104.57589134227155,TPEX_OFFICIAL,,True,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,398f3a4f8f76009dae325b53e1886e5e50336edbed3f17963502f2d73036a72e
2009-12-31,3264.TWO,21.449999999999999,21.699999999999999,21.100000000000001,21.25,15152299,324146265,21.392546767985504,TPEX_OFFICIAL,,True,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,398f3a4f8f76009dae325b53e1886e5e50336edbed3f17963502f2d73036a72e
2009-12-31,3293.TWO,262,275,261.5,274.5,3018048,812021604,269.05523172593678,TPEX_OFFICIAL,,True,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,398f3a4f8f76009dae325b53e1886e5e50336edbed3f17963502f2d73036a72e
2009-12-31,3324.TWO,23.350000000000001,23.350000000000001,23.350000000000001,23.350000000000001,1039613,24274961,23.349997547164186,TPEX_OFFICIAL,AVERAGE_OUTSIDE_OHLC_RANGE,True,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,398f3a4f8f76009dae325b53e1886e5e50336edbed3f17963502f2d73036a72e
2009-12-31,3363.TWO,,,,,,,,MISSING_OFFICIAL,INVALID_TRADING_VALUE|INVALID_VOLUME|MISSING_OFFICIAL_ROW|MISSING_OFFICIAL_SOURCE,False,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,
2009-12-31,3374.TWO,,,,,,,,MISSING_OFFICIAL,INVALID_TRADING_VALUE|INVALID_VOLUME|MISSING_OFFICIAL_ROW|MISSING_OFFICIAL_SOURCE,False,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2009/12/31&id=&response=json,
2009-12-31,3443.TW,170.5,174.5,168.5,169.5,3862569,661446161,171.24513788620993,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
2009-12-31,3481.TW,47.5,47.649999999999999,47.25,47.450000000000003,13471171,638961686,47.431784957669976,TWSE_OFFICIAL,,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?response=json&date=20091231&type=ALLBUT0999,ef72970b67e1a53c75ebd36bb4c242da9763be106fb66212650c24933984f71d
