date,symbol,issue
2016-01-26,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2356.TW
2016-01-29,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:6415.TW
2016-02-03,,SIMULATED_DAY_ROLLBACK:OVERDUE_CAP:3293.TWO
