total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,simulated_warning_days,disqualified,complete_period,rejected_trade_count,official_compliance,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,no_valid_plan_days,hold_without_envelope_days,unfilled_orders,status,measured_pass,episode_status,failure_reasons,episode_return,forensic_partial_return,episode_max_drawdown,episode_turnover,requested_sessions,observed_sessions,universe_interpretation,episode_id,kind,split,session_count,prior_session_date,analysis_status,candidate_id,phase,realized_start,realized_end,days_to_20_holdings,independent_audit
-0.09291364584934869,0.10931478629485736,0.2078684641987333,-4.81552827157566,-0.09291364584934869,0.10931478629485736,0.2078684641987333,-4.81552827157566,6079429.320045041,3621439.0596386213,2457990.2604064206,2.625419804018186,0.0,28.50484639789323,40,5,138,24,2010-01-04,2010-02-04,907086354.1506513,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6079429.320045041,907086354.1506513,0,0,0,0,0,0,0.20084783068971543,0.08828737976746082,0.8638144439946637,20,29,True,0,0,0,COMPLETE,True,PASS,,-0.09291364584934869,,0.10931478629485736,2.5413607436060497,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-01-04,monthly,development,24,2009-12-31,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,diagnostic_replacement_2,replacement_development,2010-01-04,2010-02-04,1.0,PASS_INTERNAL_ACCOUNTING
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2010-02-01,2010-03-15,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-02-01,monthly,development,24,2010-01-29,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,diagnostic_replacement_2,replacement_development,2010-02-01,2010-02-03,,PASS_INTERNAL_ACCOUNTING
0.04754761757123305,0.011194071992190135,0.09784423569302686,5.03640247186657,0.04754761757123305,0.011194071992190135,0.09784423569302686,5.03640247186657,5674519.085421785,3377228.680997481,2297290.404424304,2.3283369751813554,0.0,19.330708661417322,47,8,104,24,2010-03-01,2010-04-01,1047547617.571233,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,5674519.085421785,1047547617.571233,0,0,0,0,0,0,0.19389692051945678,0.08642358626043495,0.8691621415712605,20,25,True,0,0,0,COMPLETE,True,PASS,,0.04754761757123305,,0.011194071992190135,2.3699850392964783,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-03-01,monthly,development,24,2010-02-26,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,diagnostic_replacement_2,replacement_development,2010-03-01,2010-04-01,1.0,PASS_INTERNAL_ACCOUNTING
-0.016376389557469673,0.04661240456720339,0.20974118011438,-0.7249666424783786,-0.016376389557469673,0.04661240456720339,0.20974118011438,-0.7249666424783786,3637050.0188658442,2431054.2345586256,1205995.7843072186,1.7039630153182803,0.0,3.639708535140673,32,2,70,24,2010-04-01,2010-05-05,983623610.4425303,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,3637050.0188658442,983623610.4425303,0,0,0,0,0,0,0.1943617028032975,0.08591360317962313,0.8870189077115845,20,24,True,0,0,0,COMPLETE,True,PASS,,-0.016376389557469673,,0.04661240456720339,1.706002971620088,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-04-01,monthly,development,24,2010-03-31,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,diagnostic_replacement_2,replacement_development,2010-04-01,2010-05-05,1.0,PASS_INTERNAL_ACCOUNTING
-0.08094410670076335,0.11776358167036116,0.23620522287648704,-3.6314119821090136,-0.08094410670076335,0.11776358167036116,0.23620522287648704,-3.6314119821090136,6778990.613210255,3963040.4017995764,2815950.211410678,2.913539191780752,0.0,30.333333333333332,53,8,153,24,2010-05-03,2010-06-03,919055893.2992367,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6778990.613210255,919055893.2992367,0,0,0,0,0,0,0.20722537668174054,0.09175089608190184,0.8596102337868361,20,29,True,0,0,0,COMPLETE,True,PASS,,-0.08094410670076335,,0.11776358167036116,2.7810809837190007,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-05-03,monthly,development,24,2010-04-30,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,diagnostic_replacement_2,replacement_development,2010-05-03,2010-06-03,1.0,PASS_INTERNAL_ACCOUNTING
0.0,-0.0,0.0,,0.0,-0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,2010-06-01,2010-07-05,1000000000.0,3,0,0,3,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,True,False,0,UNKNOWN_BLOCK_SUBMISSION,3,3,0,0.0,1000000000.0,3,3,3,0,0,0,1.0,1.0,0.0,0,0,False,3,0,0,FAILED,False,FAIL_CASH,FAIL_CASH;FAIL_HOLDING_COUNT,,0.0,-0.0,0.0,24,3,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-06-01,monthly,development,24,2010-05-31,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,diagnostic_replacement_2,replacement_development,2010-06-01,2010-06-03,,PASS_INTERNAL_ACCOUNTING
0.07455202265243188,0.009046360326925962,0.12297949648804989,6.206844046143776,0.07455202265243188,0.007814080648160915,0.12323182957957465,6.194342717586159,6281015.0778447185,3706929.226069987,2574085.8517747307,2.548381705214708,0.0,5.817714186453127,46,14,99,24,2010-07-01,2010-08-03,1074552022.652432,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6281015.0778447185,1074552022.652432,0,0,0,0,0,0,0.19614934101581014,0.009644927512197048,0.8724699057224662,20,25,True,0,0,0,COMPLETE,True,PASS,,0.07455202265243188,,0.007814080648160915,2.601353842856131,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-07-01,monthly,development,24,2010-06-30,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,diagnostic_replacement_2,replacement_development,2010-07-01,2010-08-03,1.0,PASS_INTERNAL_ACCOUNTING
-0.01953520009573384,0.04864823230463022,0.15437815222885326,-1.266870554489365,-0.01953520009573384,0.04617293861989846,0.14571125605283677,-1.350849695750809,6178446.184240568,3666690.7463781997,2511755.4378623683,2.583763444524496,0.0,274.4678711543593,38,17,111,24,2010-08-02,2010-09-02,980464799.9042661,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,23,6178446.184240568,980464799.9042661,0,0,0,0,0,0,0.20405355848942244,0.08139200607404137,0.8670402451625564,20,30,True,0,0,0,COMPLETE,False,FAIL_ROUND_LOT,FAIL_ROUND_LOT,-0.01953520009573384,,0.04617293861989846,2.57311631324786,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-08-02,monthly,development,24,2010-07-30,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,diagnostic_replacement_2,replacement_development,2010-08-02,2010-09-02,1.0,PASS_INTERNAL_ACCOUNTING
0.06847602349353776,0.012411120001479481,0.11101982674864896,6.325634491144466,0.06847602349353776,0.012411120001479481,0.11101982674864896,6.325634491144466,5288413.65126945,3225613.4137713644,2062800.2374980855,2.202954043350069,0.0,11.125,29,6,81,24,2010-09-01,2010-10-05,1068476023.4935378,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,5288413.65126945,1068476023.4935378,0,0,0,0,0,0,0.19644895333666768,0.062248047709612224,0.8753052191848052,20,24,True,0,0,0,COMPLETE,True,PASS,,0.06847602349353776,,0.012411120001479481,2.263588360541308,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-09-01,monthly,development,24,2010-08-31,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,diagnostic_replacement_2,replacement_development,2010-09-01,2010-10-05,1.0,PASS_INTERNAL_ACCOUNTING
-0.020339502677303223,0.04376885582761236,0.13701871375950833,-1.5084448220861824,-0.020339502677303223,0.04376885582761236,0.13701871375950833,-1.5084448220861824,6271606.778750576,3708922.912425233,2562683.866325343,2.6391006191103976,0.0,2.011914987652548,38,2,128,24,2010-10-01,2010-11-03,979660497.3226968,0,0,0,0,ACTIVE_SHARE_NOT_VERIFIED,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,False,True,0,UNKNOWN_BLOCK_SUBMISSION,0,0,24,6271606.778750576,979660497.3226968,0,0,0,0,0,0,0.20097029296684776,0.0870348671592698,0.864709581753204,20,29,True,0,0,0,COMPLETE,True,PASS,,-0.020339502677303223,,0.04376885582761236,2.6027529210001634,24,24,COMPETITION_UNIVERSE_STRESS_TEST,monthly_2010-10-01,monthly,development,24,2010-09-30,POST_FREEZE_DIAGNOSTIC_NEVER_SELECTION_INPUT,diagnostic_replacement_2,replacement_development,2010-10-01,2010-11-03,1.0,PASS_INTERNAL_ACCOUNTING
