date,symbol,issue
2015-01-05,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3481.TW
2015-01-14,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:3293.TWO
2015-01-16,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2409.TW
