date,symbol,issue
2017-01-05,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:2449.TW
2017-01-17,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:5274.TWO
2017-01-18,,SIMULATED_DAY_ROLLBACK:ACTIVE_CAP:8932.TWO
