date,symbol,issue
2010-01-04,2327.TW,EXECUTION_OUTSIDE_PREDECLARED_PRICE_BOUND
2010-01-12,3324.TWO,EXECUTION_OUTSIDE_PREDECLARED_PRICE_BOUND
2010-01-14,3324.TWO,EXECUTION_OUTSIDE_PREDECLARED_PRICE_BOUND
2010-01-20,3324.TWO,EXECUTION_OUTSIDE_PREDECLARED_PRICE_BOUND
2010-01-29,3324.TWO,EXECUTION_OUTSIDE_PREDECLARED_PRICE_BOUND
