total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,slippage_cost,max_daily_volume_participation,trades_above_10pct_daily_volume,trades_above_100pct_daily_volume,trades,sessions,start,end,final_nav,raw_rule_breach_days,negative_cash_days,stale_held_price_days,infeasible_signal_days,active_share_status,certification,execution_price_bound_breaches,accounting_status,hard_breach_days,infeasible_executed_days,trade_days,costs,final_economic_nav,measured_hard_breach_days,cash_breach_days,holding_count_breach_days,whitelist_breach_days,active_cap_breach_days,overdue_passive_cap_days,cash_ratio_max,cash_ratio_min,average_stock_exposure,holdings_min,holdings_max,observed_rule_eligible,official_compliance,trade_count,universe_track,planner,candidate_id,status,phase,varied,anchor,search_seed,pair_id,parent,elapsed_seconds,path,target_count,replacement_margin,max_replacements_per_day,volatility_spike_ratio,one_day_chase_return,volume_low,volume_high,four_hour_mode,return_short,return_long,ema_fast,ema_slow,macd_fast,macd_slow,macd_signal,momentum_weight,long_return_fraction,track
1.8920282511736743,0.2369684445829812,0.3049142602136622,2.2599694601395024,1.8920282511736743,0.236705377887728,0.3013325897562326,2.2832234035636003,98690685.20150444,48522646.28769877,50168038.91380567,22.5698535519724,0.0,5.57414545300521,124,10,1499,417,2025-01-02,2026-09-21,2892028251.1736746,0,0,0,2,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,2,415,98690685.20150444,2892028251.1736746,0,0,0,0,0,0,0.2089159578263093,0.0241794919535807,0.87117559479639,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1499,historical_pit,COMPLIANCE_GUARD_V2,a0010,COMPLETE,ofat,max_replacements_per_day,anchor_p052,,,,5.569488832996285,trials/a0010,20,0.0,1,3.0,0.095,0.5,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.79445643047961,0.2369684445829812,0.3026481513207321,2.205903812195102,1.79445643047961,0.236705377887728,0.2990237979984471,2.228985160822292,109153592.54063612,53519721.22637495,55633871.31426119,24.638356390640304,0.0,8.84058874890857,135,10,1508,417,2025-01-02,2026-09-21,2794456430.47961,0,0,0,2,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,2,415,109153592.54063612,2794456430.47961,0,0,0,0,0,0,0.2199068723300763,0.0241794919535807,0.86668526454454,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1508,historical_pit,COMPLIANCE_GUARD_V2,a0011,COMPLETE,ofat,max_replacements_per_day,anchor_p052,,,,5.749195791002421,trials/a0011,20,0.0,2,3.0,0.095,0.5,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.5571669800447072,0.2369684445829812,0.3080988714667818,1.9980131209626792,1.5571669800447072,0.236705377887728,0.3037146942553395,2.022421769615123,107394440.62780233,52704575.52375595,54689865.104046375,25.16544481875777,0.0,12.502746210229883,127,11,1575,417,2025-01-02,2026-09-21,2557166980.044708,0,0,0,13,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,13,404,107394440.62780233,2557166980.044708,0,0,0,0,0,0,0.2119896648613133,0.0241794919535807,0.866316875236701,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1575,historical_pit,COMPLIANCE_GUARD_V2,a0012,COMPLETE,ofat,max_replacements_per_day,anchor_p052,,,,6.357680374996562,trials/a0012,20,0.0,8,3.0,0.095,0.5,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.630544569685465,0.2262491441228286,0.2929114739279778,2.144703394623801,1.630544569685465,0.2251393341507821,0.2896517052923899,2.1655469350110343,111212049.50484328,54538932.09291482,56673117.411928445,25.8011185421084,0.0,13.880844434680142,119,17,1547,417,2025-01-02,2026-09-21,2630544569.685465,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,0,416,111212049.50484328,2630544569.685465,0,0,0,0,0,0,0.211957196912017,0.0113145319602929,0.8691651287171476,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1547,historical_pit,COMPLIANCE_GUARD_V2,a0013,COMPLETE,ofat,volatility_spike_ratio,anchor_p052,,,,5.692038625005807,trials/a0013,20,0.0,4,1.5,0.095,0.5,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.7113499584547105,0.2324002406820343,0.2988692064167617,2.1688669465795267,1.7113499584547105,0.2321422453046334,0.2956354615141562,2.189325677286438,104339253.75047342,51283542.44147706,53055711.308996364,24.76400084662519,0.0,2.4368271034248496,131,6,1557,417,2025-01-02,2026-09-21,2711349958.4547105,0,0,0,2,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,2,415,104339253.75047342,2711349958.4547105,0,0,0,0,0,0,0.2151160940990968,0.0123434335672865,0.8716242748087277,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1557,historical_pit,COMPLIANCE_GUARD_V2,a0014,COMPLETE,ofat,volatility_spike_ratio,anchor_p052,,,,5.679983333000564,trials/a0014,20,0.0,4,2.0,0.095,0.5,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.9220633670864424,0.2369684445829812,0.3049780309263586,2.2801528699868188,1.9220633670864424,0.236705377887728,0.301615173787842,2.302176395894325,111821651.73911726,54906046.986968994,56915604.752148286,25.15208527425001,0.0,5.723276476976093,126,6,1566,417,2025-01-02,2026-09-21,2922063367.086442,0,0,0,2,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,2,415,111821651.73911726,2922063367.086442,0,0,0,0,0,0,0.2086944027186268,0.0113912588350286,0.8694879178461523,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1566,historical_pit,COMPLIANCE_GUARD_V2,a0015,COMPLETE,ofat,volatility_spike_ratio,anchor_p052,,,,5.706181790999835,trials/a0015,20,0.0,4,5.0,0.095,0.5,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.961873835236244,0.2317438105696168,0.3071455864058632,2.2930375027693395,1.961873835236244,0.2306362071650221,0.3033833548897472,2.317674243018669,111846766.7628146,54918258.80146661,56928507.961348,25.531189102911544,0.0,18.336189039204157,143,13,1492,417,2025-01-02,2026-09-21,2961873835.236244,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,2,415,111846766.7628146,2961873835.236244,0,0,0,0,0,0,0.2116857058389598,0.0101639725222815,0.8684010267919258,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1492,historical_pit,COMPLIANCE_GUARD_V2,a0016,COMPLETE,ofat,one_day_chase_return,anchor_p052,,,,5.877706917002797,trials/a0016,20,0.0,4,3.0,0.03,0.5,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.4781247829449025,0.2377115352034733,0.2931342418830492,2.01984415984678,1.4781247829449025,0.2374089476696783,0.2886064226480477,2.046971471838809,106676304.41200107,52439636.53630887,54236667.87569221,25.648498839325956,0.0,12.802332780762548,138,12,1526,417,2025-01-02,2026-09-21,2478124782.9449024,0,0,0,3,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,4,413,106676304.41200107,2478124782.9449024,0,0,0,0,0,0,0.2089481712795644,0.0113298663863073,0.8688909705131728,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1526,historical_pit,COMPLIANCE_GUARD_V2,a0017,COMPLETE,ofat,one_day_chase_return,anchor_p052,,,,5.9130371659994125,trials/a0017,20,0.0,4,3.0,0.055,0.5,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.6712545540765538,0.2380724725982961,0.2978114012737842,2.1452109401229564,1.6712545540765538,0.2372022596642017,0.2933576173256743,2.17328369501112,106397126.94419962,52286545.09180789,54110581.852391735,24.93131943574288,0.0,6.880252798173055,135,7,1508,417,2025-01-02,2026-09-21,2671254554.076554,0,0,0,3,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,4,413,106397126.94419962,2671254554.076554,0,0,0,0,0,0,0.2155876436256378,0.0198491371533345,0.8695696117199876,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1508,historical_pit,COMPLIANCE_GUARD_V2,a0018,COMPLETE,ofat,one_day_chase_return,anchor_p052,,,,5.66737904099864,trials/a0018,20,0.0,4,3.0,0.07,0.5,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.5908548691478508,0.2456106098253339,0.2914558712576478,2.1222703107838865,1.5908548691478508,0.2453362068646981,0.2877730317695537,2.1457169966837752,109820937.24269553,53823016.064587146,55997921.17810836,25.699880219930314,0.0,12.982084723082147,144,13,1605,417,2025-01-02,2026-09-21,2590854869.147851,0,0,7,9,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,10,407,109820937.24269553,2590854869.147851,0,0,0,0,0,0,0.2083578464470917,0.0100754044438704,0.8705130816297597,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1605,historical_pit,COMPLIANCE_GUARD_V2,a0019,COMPLETE,ofat,volume_low,anchor_p052,,,,5.583544291999715,trials/a0019,20,0.0,4,3.0,0.095,0.2,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.7335510682686357,0.2518772744608381,0.2982097263889675,2.189821144229059,1.7335510682686357,0.2516041653861181,0.2947463114479593,2.2120528678570968,109038033.64952868,53565876.01121327,55472157.6383154,25.283101286387986,0.0,5.193424061665414,129,3,1594,417,2025-01-02,2026-09-21,2733551068.2686357,0,0,0,1,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,1,416,109038033.64952868,2733551068.2686357,0,0,0,0,0,0,0.2088256325949623,0.010833511353032,0.8680290276137372,20,29,True,UNKNOWN_BLOCK_SUBMISSION,1594,historical_pit,COMPLIANCE_GUARD_V2,a0020,COMPLETE,ofat,volume_low,anchor_p052,,,,5.749744083004771,trials/a0020,20,0.0,4,3.0,0.095,0.8,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.417478840662771,0.2305120622294966,0.3030436545153901,1.9141927938709211,1.417478840662771,0.2293834358269766,0.2980307375652796,1.9413331898017496,92668574.47380638,45628396.40923549,47040178.06457089,22.84763366751755,0.0,5.586391800647411,91,13,1533,417,2025-01-02,2026-09-21,2417478840.6627707,3,0,7,11,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,3,12,405,92668574.47380638,2417478840.6627707,3,3,3,0,0,0,1.0,0.0104196471264042,0.8680243166230067,0,30,False,UNKNOWN_BLOCK_SUBMISSION,1533,historical_pit,COMPLIANCE_GUARD_V2,a0021,COMPLETE,ofat,volume_low,anchor_p052,,,,5.60473779199674,trials/a0021,20,0.0,4,3.0,0.095,1.0,3.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.634617960830814,0.2379476025649137,0.3014117587309096,2.0956205542900186,1.634617960830814,0.2368324161029183,0.2979687923486293,2.116358162508196,111281341.20649536,54665815.99540885,56615525.21108653,25.996602800648965,0.0,13.161836665401744,127,12,1637,417,2025-01-02,2026-09-21,2634617960.830814,0,0,0,1,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,2,415,111281341.20649536,2634617960.830814,0,0,0,0,0,0,0.2097669803720616,0.0109027012851278,0.869827839531561,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1637,historical_pit,COMPLIANCE_GUARD_V2,a0022,COMPLETE,ofat,volume_high,anchor_p052,,,,5.920608083004481,trials/a0022,20,0.0,4,3.0,0.095,0.5,2.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.7218523756521784,0.2190321937779177,0.2894593068313165,2.238108259565598,1.7218523756521784,0.2187901219616862,0.2857371896652125,2.2635015006175587,118506313.60477464,57996126.95626664,60510186.64850801,26.21337167390092,0.0,13.920789310751164,147,12,1611,417,2025-01-02,2026-09-21,2721852375.6521783,0,0,0,4,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,4,413,118506313.60477464,2721852375.6521783,0,0,0,0,0,0,0.2190136245721155,0.0087554999402295,0.8709964564327338,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1611,historical_pit,COMPLIANCE_GUARD_V2,a0023,COMPLETE,ofat,volume_high,anchor_p052,,,,5.9645178749997285,trials/a0023,20,0.0,4,3.0,0.095,0.5,5.0,coverage_only,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.637179482422142,0.2357547501678413,0.2993010424556767,2.110096203345237,1.637179482422142,0.2351555832389078,0.2955018430507406,2.133392859584485,103228320.76219308,50658428.45338994,52569892.30880314,24.20028290275556,0.0,6.2264926198678845,134,7,1484,417,2025-01-02,2026-09-21,2637179482.422142,0,0,0,0,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,1,414,103228320.76219308,2637179482.422142,0,0,0,0,0,0,0.2212623374425389,0.0140678054776261,0.8715829915207607,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1484,historical_pit,COMPLIANCE_GUARD_V2,a0024,COMPLETE,ofat,four_hour_mode,anchor_p052,,,,5.6970183750017895,trials/a0024,20,0.0,4,3.0,0.095,0.5,3.0,strict,20,50,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.4720850408620718,0.2394036534338026,0.2911148265049397,2.0263885856833164,1.4720850408620718,0.2389311974134442,0.2864105434244774,2.0549549833247736,117312026.70852377,57628363.749613926,59683662.95890984,29.082459992390795,0.0,5.167382293351178,122,11,1798,417,2025-01-02,2026-09-21,2472085040.862072,0,0,7,30,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,2,SELF_FINANCING,0,45,372,117312026.70852377,2472085040.862072,0,0,0,0,0,0,0.2215021329057968,0.0184296413024707,0.8530440486352185,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1798,historical_pit,COMPLIANCE_GUARD_V2,a0025,COMPLETE,ofat,return_pair,anchor_p052,,,,7.722336124999856,trials/a0025,20,0.0,4,3.0,0.095,0.5,3.0,coverage_only,5,20,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.595070750919588,0.269384046766883,0.3010469087258737,2.0671333210735154,1.595070750919588,0.2671892087100667,0.2958841175789397,2.098022693521969,115967803.05914386,56957450.88795774,59010352.17118613,28.037266638959476,0.0,15.021000925464511,127,15,1761,417,2025-01-02,2026-09-21,2595070750.919588,0,0,7,16,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,1,SELF_FINANCING,0,25,392,115967803.05914386,2595070750.919588,0,0,0,0,0,0,0.2247975833974227,0.0188095333864978,0.8587394510001995,20,30,True,UNKNOWN_BLOCK_SUBMISSION,1761,historical_pit,COMPLIANCE_GUARD_V2,a0026,COMPLETE,ofat,return_pair,anchor_p052,,,,6.613527000001341,trials/a0026,20,0.0,4,3.0,0.095,0.5,3.0,coverage_only,10,30,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
1.4214083633435388,0.2837240665418071,0.3336070851357148,1.7707605680858818,1.4214083633435388,0.2754645595382647,0.3295090852589774,1.7886521051200297,83394706.74282151,41040246.3970071,42354460.34581441,22.162056017287924,0.0,2.7913802178871645,107,4,1252,417,2025-01-02,2026-09-21,2421408363.3435388,0,0,0,3,UNKNOWN_MISSING_HISTORICAL_ETF_HOLDINGS,RESEARCH_SHADOW_ONLY_BLOCK_SUBMISSION,0,SELF_FINANCING,0,3,414,83394706.74282151,2421408363.3435388,0,0,0,0,0,0,0.2083119730202925,0.0103147449413809,0.8757948300030676,20,28,True,UNKNOWN_BLOCK_SUBMISSION,1252,historical_pit,COMPLIANCE_GUARD_V2,a0027,COMPLETE,ofat,return_pair,anchor_p052,,,,5.62014620899572,trials/a0027,20,0.0,4,3.0,0.095,0.5,3.0,coverage_only,40,120,30,90,12,26,9,0.75,0.4666666666666666,historical_pit
