track,candidate_id,anchor,anchor_candidate_id,axis,value,anchor_value,conditional_active,return_delta_pp,mdd_delta_pp,costs_delta_ntd,turnover_delta,infeasible_days_delta,hard_days,anchor_hard_days,both_zero_hard
historical_pit,a0024,anchor_p052,a0000,four_hour_mode,strict,coverage_only,True,-28.48838846643005,-0.15497946488201852,-8593330.976924181,-0.9518023714944484,-1,0,0,True
historical_pit,a0025,anchor_p052,a0000,return_pair,5/20,20/50,True,-44.99783262243706,0.22258195257162106,5490374.9694065,3.9303747181407864,43,0,0,True
historical_pit,a0026,anchor_p052,a0000,return_pair,10/30,20/50,True,-32.69926161668544,3.048383082233869,4146151.3200265914,2.8851813647094673,23,0,0,True
historical_pit,a0027,anchor_p052,a0000,return_pair,40/120,20/50,True,-50.06550037429036,3.875918165053671,-28426944.99629575,-2.990029256962085,1,0,0,True
historical_pit,a0028,anchor_p052,a0000,ema_pair,5/20,30/90,True,-31.44917212392768,-2.140766581886261,6366147.993675113,2.040223281766348,10,0,0,True
historical_pit,a0029,anchor_p052,a0000,ema_pair,10/30,30/90,True,-49.85740995584782,0.22698089639711927,-7516144.856490031,0.9854976763681726,7,0,0,True
historical_pit,a0030,anchor_p052,a0000,ema_pair,50/150,30/90,True,-37.03722767915989,4.026720705127579,-13589170.907383084,-1.5865877739559195,17,0,0,True
historical_pit,a0031,anchor_p052,a0000,macd_tuple,6/13/4,12/26/9,True,-23.876507387585733,0.8375336569770908,-9620752.645153627,-0.9110363678851385,1,0,0,True
historical_pit,a0032,anchor_p052,a0000,macd_tuple,8/21/5,12/26/9,True,-51.69027357603759,1.7644325087688317,-13926164.933565259,-1.381770510504758,12,0,0,True
historical_pit,a0033,anchor_p052,a0000,macd_tuple,24/52/12,12/26/9,True,-29.33082166663137,1.1645850634481092,-6657896.29328382,-0.04273279091770732,0,0,0,True
historical_pit,a0034,anchor_p052,a0000,momentum_weight,0.55,0.75,True,-52.53744146426407,0.21194367327155017,-10471805.403834105,0.031712576194333764,1,0,0,True
historical_pit,a0035,anchor_p052,a0000,momentum_weight,0.95,0.75,True,-11.147891064785354,0.5806171823457912,1443778.030510828,0.25751800954812154,-2,0,0,True
historical_pit,a0036,anchor_p052,a0000,long_return_fraction,0.15,0.466667,True,8.120943426885784,1.2784448064282499,-1970412.7224413007,0.4696327753186189,-1,0,0,True
historical_pit,a0037,anchor_p052,a0000,long_return_fraction,0.7,0.466667,True,-40.684429168368005,0.6603369487862693,-7150869.678331152,0.11428219976541598,7,0,0,True
historical_pit,a0038,anchor_p052,a0000,long_return_fraction,0.9,0.466667,True,-34.904830739556324,-0.04173692244076044,1223746.2365530878,0.6084377249051975,14,0,0,True
historical_pit,a0039,anchor_p049,a0001,target_count,25,20,True,-6.340976852093805,0.8669687587864822,-50797092.63427102,-11.529727766861432,118,0,0,True
historical_pit,a0040,anchor_p049,a0001,target_count,30,20,True,-5.855353377167516,0.24085437111850128,-91964790.34454696,-19.992894156024814,283,4,0,False
historical_pit,a0041,anchor_p049,a0001,max_replacements_per_day,1,0,True,-51.51221970435793,3.2290754022897135,6145613.819923371,2.784887033156668,-7,0,0,True
historical_pit,a0042,anchor_p049,a0001,max_replacements_per_day,2,0,True,-34.730873192913236,3.2290754022897135,7760680.197433338,2.1759432048817082,-18,0,0,True
historical_pit,a0043,anchor_p049,a0001,max_replacements_per_day,4,0,True,-57.235871255791,3.2290754022897135,4540945.30685246,2.6768266763195108,-12,0,0,True
historical_pit,a0044,anchor_p049,a0001,max_replacements_per_day,8,0,True,-48.774414617431816,3.2290754022897135,4249254.600834861,2.465298030175674,-14,0,0,True
historical_pit,a0045,anchor_p049,a0001,volatility_spike_ratio,1.5,2,True,-37.48639247576469,4.28309130702477,-11023986.055345967,-1.0957858818887019,4,0,0,True
historical_pit,a0046,anchor_p049,a0001,volatility_spike_ratio,3,2,True,-24.309919922198418,0.0,10511475.737811133,2.7653984289231808,-20,0,0,True
historical_pit,a0047,anchor_p049,a0001,volatility_spike_ratio,5,2,True,-24.309919922198418,0.0,10511475.737811133,2.7653984289231808,-20,0,0,True
historical_pit,a0048,anchor_p049,a0001,one_day_chase_return,0.03,0.04,True,-11.893960547590021,0.8133585016636302,18427519.265297696,3.3092194311844985,-15,1,0,False
historical_pit,a0049,anchor_p049,a0001,one_day_chase_return,0.055,0.04,True,-22.78982649899557,1.10895202672143,13936364.230631903,2.433504512483154,-19,0,0,True
historical_pit,a0050,anchor_p049,a0001,one_day_chase_return,0.07,0.04,True,10.16580003750569,2.4579845271054417,10688672.826237276,1.0895459525739604,-8,0,0,True
historical_pit,a0051,anchor_p049,a0001,one_day_chase_return,0.095,0.04,True,-15.10305642705494,2.9482421998441892,8703839.33694692,1.4567422025162777,-14,0,0,True
historical_pit,a0052,anchor_p049,a0001,volume_low,0.2,0.8,True,-12.485664257939089,-1.25696644173236,5069239.318056852,1.0868866359195302,-3,0,0,True
historical_pit,a0053,anchor_p049,a0001,volume_low,0.5,0.8,True,-26.530381988182008,2.2426419901461685,-7193834.537448928,0.13493005260917812,4,0,0,True
historical_pit,a0054,anchor_p049,a0001,volume_low,1,0.8,True,-42.97890252496317,3.653687153778942,1905523.9185356945,2.0029043559664927,-11,3,0,False
historical_pit,a0055,anchor_p049,a0001,volume_high,2,3,True,-36.88077299858876,1.3797394023112197,6800695.050576419,2.1414167687225287,-2,0,0,True
historical_pit,a0056,anchor_p049,a0001,volume_high,5,3,True,-19.063428750778577,-3.365543528108858,5286355.248507202,1.3730248188679681,-2,0,0,True
historical_pit,a0057,anchor_p049,a0001,four_hour_mode,strict,coverage_only,True,-17.75170862825228,-0.18931575270607903,10247556.582250416,2.065060196690162,-15,1,0,False
historical_pit,a0058,anchor_p049,a0001,return_pair,5/20,10/30,True,-75.13410097195539,0.8772938024225019,-3786249.486120507,2.0650292792273994,33,0,0,True
historical_pit,a0059,anchor_p049,a0001,return_pair,20/50,10/30,True,-36.509693092813,2.2792393266873794,-20181677.867716044,-3.122413058716358,-33,0,0,True
historical_pit,a0060,anchor_p049,a0001,return_pair,40/120,10/30,True,-45.10362489871338,1.655358493302761,-30701980.15633419,-5.5477179727508314,-36,0,0,True
historical_pit,a0061,anchor_p049,a0001,ema_pair,5/20,10/30,True,-31.023984087928458,2.427819159311431,-6122836.87820594,0.2559176349360399,15,0,0,True
historical_pit,a0062,anchor_p049,a0001,ema_pair,30/90,10/30,True,-38.856987315006464,4.28154385438165,-4839936.782767296,0.38759049211564545,-2,1,0,False
historical_pit,a0063,anchor_p049,a0001,ema_pair,50/150,10/30,True,11.356977636640808,-3.588236526145389,21499359.221340165,3.30291209424988,-27,0,0,True
historical_pit,a0064,anchor_p049,a0001,macd_tuple,6/13/4,8/21/5,True,4.899151400068558,1.6707604917799408,20735491.18218349,2.7125884383495915,-24,0,0,True
historical_pit,a0065,anchor_p049,a0001,macd_tuple,12/26/9,8/21/5,True,-5.514077783162752,3.4522272310735986,13730366.50255905,1.4123878981948863,-15,0,0,True
historical_pit,a0066,anchor_p049,a0001,macd_tuple,24/52/12,8/21/5,True,9.351981476757132,2.2892578651325906,289586.32417295873,-1.0332224246281,-36,0,0,True
historical_pit,a0067,anchor_p049,a0001,momentum_weight,0.55,0.75,True,-38.27210905413967,-0.93834999748863,13594979.41836366,4.029225430149662,-28,0,0,True
historical_pit,a0068,anchor_p049,a0001,momentum_weight,0.95,0.75,True,-7.91072548700531,2.098370319551082,8668120.177566335,1.7178650757425906,-11,0,0,True
historical_pit,a0069,anchor_p049,a0001,long_return_fraction,0.15,0.2,True,-20.27899627911678,1.9119114199525806,11692574.089036614,1.9957653849146801,-5,0,0,True
historical_pit,a0070,anchor_p049,a0001,long_return_fraction,0.466667,0.2,True,21.53506885081411,3.080180154051862,7553633.041145921,-0.5404336705164994,3,0,0,True
historical_pit,a0071,anchor_p049,a0001,long_return_fraction,0.7,0.2,True,-31.93782324791947,3.8595064458609025,-9670593.714917883,-1.2277377856929377,18,0,0,True
historical_pit,a0072,anchor_p049,a0001,long_return_fraction,0.9,0.2,True,-31.00466261062156,2.60369164708448,4068296.3557796925,1.682339011075328,10,0,0,True
official_ex_post,a0002,anchor_p052,a0000,target_count,25,20,True,45.72195613522629,-0.3601645463249037,14432591.122409478,0.6238634033563599,33,0,0,True
official_ex_post,a0003,anchor_p052,a0000,target_count,30,20,True,54.4159239727587,-4.664733378795153,8532945.888688803,2.923251586634546,113,2,0,False
official_ex_post,a0004,anchor_p052,a0000,replacement_margin,0,0,True,0.0,0.0,0.0,0.0,0,0,0,True
official_ex_post,a0005,anchor_p052,a0000,replacement_margin,0.05,0,True,10.210939835451072,0.0,125120.70726680756,-0.10560638971993797,-4,0,0,True
official_ex_post,a0006,anchor_p052,a0000,replacement_margin,0.1,0,True,5.9788095944682595,-0.9630637522831831,-2419342.7476209253,-0.5951310163269277,-7,0,0,True
official_ex_post,a0007,anchor_p052,a0000,replacement_margin,0.2,0,True,35.67750283343389,-0.219865637359834,-1553214.9708675742,-1.8307306261933682,-6,0,0,True
official_ex_post,a0008,anchor_p052,a0000,replacement_margin,0.4,0,True,15.382007279440767,0.07869526599355581,-13384700.988369435,-3.2200488807227927,-4,0,0,True
official_ex_post,a0009,anchor_p052,a0000,max_replacements_per_day,0,4,True,13.751045735529587,-0.9133218798230924,-12289140.242990285,-3.358904323402154,-10,0,0,True
official_ex_post,a0010,anchor_p052,a0000,max_replacements_per_day,1,4,True,48.98014547314802,-0.3801084040952807,-1705864.4095548987,-2.9432908963501028,-8,0,0,True
official_ex_post,a0011,anchor_p052,a0000,max_replacements_per_day,2,4,True,22.023778365581247,-0.1928783046266036,-1334593.7656149566,-1.2808578845929262,-3,0,0,True
official_ex_post,a0012,anchor_p052,a0000,max_replacements_per_day,8,4,True,11.670055738632623,-0.226136119593634,-3610137.2058862,-1.6951269784219676,3,0,0,True
official_ex_post,a0013,anchor_p052,a0000,volatility_spike_ratio,1.5,3,True,41.58901202866934,-0.20595665245619066,6337060.667470217,-0.8153994108022715,-3,0,0,True
official_ex_post,a0014,anchor_p052,a0000,volatility_spike_ratio,2,3,True,35.010436463824114,0.6064383103860094,11452315.874798357,0.824213435611231,2,0,0,True
official_ex_post,a0015,anchor_p052,a0000,volatility_spike_ratio,5,3,True,0.0,0.0,0.0,0.0,0,0,0,True
official_ex_post,a0016,anchor_p052,a0000,one_day_chase_return,0.03,0.095,True,18.911865157465947,-1.4766210473556307,2365179.4864365608,-0.1441165253977701,-5,0,0,True
official_ex_post,a0017,anchor_p052,a0000,one_day_chase_return,0.055,0.095,True,43.51506905045876,0.09327902531974797,11858204.533255205,1.4261690340962971,-6,0,0,True
official_ex_post,a0018,anchor_p052,a0000,one_day_chase_return,0.07,0.095,True,27.057503370153157,-0.3312286620743121,-500825.4290801436,-0.505468478091089,-1,0,0,True
official_ex_post,a0019,anchor_p052,a0000,volume_low,0.2,0.5,True,20.931827322033293,0.3754560607824753,6576825.490855545,0.7944431295169139,0,0,0,True
official_ex_post,a0020,anchor_p052,a0000,volume_low,0.8,0.5,True,40.911899631342784,-1.6179985969351218,7556901.105743006,-0.390767782412599,-4,0,0,True
official_ex_post,a0021,anchor_p052,a0000,volume_low,1,0.5,True,43.6964979380839,-2.930098295638661,11442693.107120156,-0.21318995827590825,1,3,0,False
official_ex_post,a0022,anchor_p052,a0000,volume_high,2,3,True,-6.567288769857416,0.45210934465869657,-1371611.5882638395,0.4794956901222669,-2,0,0,True
official_ex_post,a0023,anchor_p052,a0000,volume_high,5,3,True,26.99856642479521,-1.091957379532582,2757024.706453845,-0.7754521925002678,-3,0,0,True
official_ex_post,a0024,anchor_p052,a0000,four_hour_mode,strict,coverage_only,True,-6.70359542879666,-1.7791520338042544,-1035805.9080329537,-0.7378779444272361,-2,0,0,True
official_ex_post,a0025,anchor_p052,a0000,return_pair,5/20,20/50,True,109.22966157679201,-1.0081061879105624,56200324.45105523,5.540052661055864,14,0,0,True
official_ex_post,a0026,anchor_p052,a0000,return_pair,10/30,20/50,True,98.17409123905286,1.4553411492460477,30812776.646804124,1.6887554364091137,23,0,0,True
official_ex_post,a0027,anchor_p052,a0000,return_pair,40/120,20/50,True,-61.27627884235689,3.1487636585920353,-18292394.971028805,-1.4949523244513578,-7,0,0,True
official_ex_post,a0028,anchor_p052,a0000,ema_pair,5/20,30/90,True,87.88467818249732,-2.5547049697774216,32174496.814426392,1.722697797057986,1,0,0,True
official_ex_post,a0029,anchor_p052,a0000,ema_pair,10/30,30/90,True,81.57935819892653,-2.6097322546944413,16577640.303282917,-0.05483401502449681,1,0,0,True
official_ex_post,a0030,anchor_p052,a0000,ema_pair,50/150,30/90,True,19.49605124874918,1.91852374451692,14203790.813174516,1.77496812662665,-1,0,0,True
official_ex_post,a0031,anchor_p052,a0000,macd_tuple,6/13/4,12/26/9,True,-9.95137150965184,-1.589417791269293,-9981792.302046597,-1.7241948452028701,-4,0,0,True
official_ex_post,a0032,anchor_p052,a0000,macd_tuple,8/21/5,12/26/9,True,58.63201902957529,-1.8983209644976906,5918278.033135459,-0.5779163054048411,-6,0,0,True
official_ex_post,a0033,anchor_p052,a0000,macd_tuple,24/52/12,12/26/9,True,22.035086665699865,-0.3696707998086024,5251773.5797916055,-0.14656029199621656,0,0,0,True
official_ex_post,a0034,anchor_p052,a0000,momentum_weight,0.55,0.75,True,61.50858608803043,-1.7826279574413018,3843529.33143124,-1.58950017950772,0,0,0,True
official_ex_post,a0035,anchor_p052,a0000,momentum_weight,0.95,0.75,True,-19.41888364829334,0.19447950905656652,-4056661.744955033,-0.6730090222986682,-6,0,0,True
official_ex_post,a0036,anchor_p052,a0000,long_return_fraction,0.15,0.466667,True,30.904272988875036,0.17045955777879596,-6779925.441452205,-1.6979738810820209,0,0,0,True
official_ex_post,a0037,anchor_p052,a0000,long_return_fraction,0.7,0.466667,True,47.55983422019094,-0.9494021399175712,6626199.059481204,0.08932961041877974,-6,0,0,True
official_ex_post,a0038,anchor_p052,a0000,long_return_fraction,0.9,0.466667,True,-5.7189751114950615,-1.6547165696324029,-1541771.8947086781,-0.09093264202089557,-1,0,0,True
official_ex_post,a0039,anchor_p049,a0001,target_count,25,20,True,-118.31561526774301,1.4797534833246861,-100064652.44823432,-16.01291734486112,177,3,0,False
official_ex_post,a0040,anchor_p049,a0001,target_count,30,20,True,-99.21284409231316,0.7709335729936151,-116415195.1316365,-17.28869577039123,256,6,0,False
official_ex_post,a0041,anchor_p049,a0001,max_replacements_per_day,1,0,True,-46.73567960733034,0.0,-13299525.610903382,0.9846538235104738,8,0,0,True
official_ex_post,a0042,anchor_p049,a0001,max_replacements_per_day,2,0,True,-3.3482515965798765,0.0,10724948.45950085,2.8889067909826487,-16,0,0,True
official_ex_post,a0043,anchor_p049,a0001,max_replacements_per_day,4,0,True,-2.8015272558814974,0.0,3439549.588852972,2.017440428064887,-15,0,0,True
official_ex_post,a0044,anchor_p049,a0001,max_replacements_per_day,8,0,True,-2.8015272558814974,0.0,3439549.588852972,2.017440428064887,-15,0,0,True
official_ex_post,a0045,anchor_p049,a0001,volatility_spike_ratio,1.5,2,True,-29.454147370734375,-2.0169979755074925,-3840975.4323880374,1.363345297822491,-14,2,0,False
official_ex_post,a0046,anchor_p049,a0001,volatility_spike_ratio,3,2,True,-16.29531070228407,-1.2000097761086708,18232049.54840648,4.180502457101873,-31,0,0,True
official_ex_post,a0047,anchor_p049,a0001,volatility_spike_ratio,5,2,True,-16.29531070228407,-1.2000097761086708,18232049.54840648,4.180502457101873,-31,0,0,True
official_ex_post,a0048,anchor_p049,a0001,one_day_chase_return,0.03,0.04,True,23.082156558464327,1.1723286454460302,26360863.133889258,4.107549158181282,-40,1,0,False
official_ex_post,a0049,anchor_p049,a0001,one_day_chase_return,0.055,0.04,True,35.83050140330077,-1.7711147656648412,33600633.94837138,4.251900100147505,-36,0,0,True
official_ex_post,a0050,anchor_p049,a0001,one_day_chase_return,0.07,0.04,True,-20.194852137409967,0.405182794306036,8349925.824728131,1.750927288819426,-14,0,0,True
official_ex_post,a0051,anchor_p049,a0001,one_day_chase_return,0.095,0.04,True,29.794958219778202,-0.3774159520032322,25302191.195830405,3.5894666080683493,-32,0,0,True
official_ex_post,a0052,anchor_p049,a0001,volume_low,0.2,0.8,True,-2.067009715405632,1.4995182610401891,8489673.813248098,2.149412430900263,-20,0,0,True
official_ex_post,a0053,anchor_p049,a0001,volume_low,0.5,0.8,True,-27.069704063156898,-0.8294248816862915,74604.22831451893,0.4150915216911919,-11,0,0,True
official_ex_post,a0054,anchor_p049,a0001,volume_low,1,0.8,True,-14.501898725584761,-2.8568027398793827,13602149.69417727,2.985211835884268,-36,3,0,False
official_ex_post,a0055,anchor_p049,a0001,volume_high,2,3,True,9.921557260820801,-1.4977658774644826,18501195.752819806,3.7468867415297957,-29,0,0,True
official_ex_post,a0056,anchor_p049,a0001,volume_high,5,3,True,2.3051813049388414,-3.852948290061653,21304396.39822492,3.7565139534883123,-33,0,0,True
official_ex_post,a0057,anchor_p049,a0001,four_hour_mode,strict,coverage_only,True,19.83286325416813,-2.923625926598122,26607200.082466155,3.935270056749001,-37,1,0,False
official_ex_post,a0058,anchor_p049,a0001,return_pair,5/20,10/30,True,-42.69030623628369,-1.2919607014886425,-24415597.16572249,-0.17991304684395715,31,0,0,True
official_ex_post,a0059,anchor_p049,a0001,return_pair,20/50,10/30,True,-38.346587403942365,-0.20347306497889295,-24274428.25376685,-2.419858419163713,-36,0,0,True
official_ex_post,a0060,anchor_p049,a0001,return_pair,40/120,10/30,True,-56.10045806845836,1.7344094523003173,-43491870.393441975,-5.398094844833633,-38,0,0,True
official_ex_post,a0061,anchor_p049,a0001,ema_pair,5/20,10/30,True,-15.185339981972978,1.1754130551602182,-12423141.80773379,-1.9533420318198473,-2,1,0,False
official_ex_post,a0062,anchor_p049,a0001,ema_pair,30/90,10/30,True,-32.21191689159997,0.18208876413738917,4221857.186732352,2.991715235218205,-33,1,0,False
official_ex_post,a0063,anchor_p049,a0001,ema_pair,50/150,10/30,True,30.71945083513765,-2.592815774207863,23720561.1492137,3.603462961584537,-33,1,0,False
official_ex_post,a0064,anchor_p049,a0001,macd_tuple,6/13/4,8/21/5,True,-49.44005375998817,0.19866689055307862,-7721539.125973016,0.7176463129260462,-16,0,0,True
official_ex_post,a0065,anchor_p049,a0001,macd_tuple,12/26/9,8/21/5,True,-6.603243969034489,-1.549301271228412,16475612.187811643,3.680497725131275,-32,0,0,True
official_ex_post,a0066,anchor_p049,a0001,macd_tuple,24/52/12,8/21/5,True,-4.012474449243042,-2.5604333663382635,-18318928.840509146,-1.058295762272195,-47,0,0,True
official_ex_post,a0067,anchor_p049,a0001,momentum_weight,0.55,0.75,True,-32.99274256225,-0.031780641861633985,6130194.570215404,2.1338822430567532,-17,0,0,True
official_ex_post,a0068,anchor_p049,a0001,momentum_weight,0.95,0.75,True,13.993239695668303,0.3038463247867662,-984600.2902501225,1.2558983973466127,-17,0,0,True
official_ex_post,a0069,anchor_p049,a0001,long_return_fraction,0.15,0.2,True,-0.7209286438148776,-1.6309148023064435,14195938.216424197,2.2729226862557894,-12,0,0,True
official_ex_post,a0070,anchor_p049,a0001,long_return_fraction,0.466667,0.2,True,-83.61497221120986,0.9838982659215678,-30670913.711595595,-0.8876365440176919,12,0,0,True
official_ex_post,a0071,anchor_p049,a0001,long_return_fraction,0.7,0.2,True,-29.68635799581385,2.6120543725351775,-15199594.847298443,0.12690503380734697,0,0,0,True
official_ex_post,a0072,anchor_p049,a0001,long_return_fraction,0.9,0.2,True,-24.982838015697872,-0.03662443415617389,-4414038.878494263,0.42889407516363676,5,0,0,True
