track,model,candidate_id,sessions,draws,block_sessions,seed,observed_mean_daily_excess_bps,ci95_low_bps,ci95_high_bps,fraction_draws_positive,scope,method
historical_pit,return_winner,a0036,417,1000,20,20260922,0.5887678379424148,-3.2717272625737546,4.5767416204453335,0.623,CONDITIONAL_FIXED_SELECTED_CURVES_NOT_POST_SELECTION_ADJUSTED,PAIRED_CIRCULAR_MOVING_BLOCK_RETURN_RESAMPLING
historical_pit,risk_controlled,a0016,417,1000,20,20260922,0.34811324010416184,-2.1543803770043666,3.13803059593329,0.605,CONDITIONAL_FIXED_SELECTED_CURVES_NOT_POST_SELECTION_ADJUSTED,PAIRED_CIRCULAR_MOVING_BLOCK_RETURN_RESAMPLING
historical_pit,strict_winner,a0139,417,1000,20,20260922,0.22407156892969107,-4.230820013819755,5.499534432467687,0.525,CONDITIONAL_FIXED_SELECTED_CURVES_NOT_POST_SELECTION_ADJUSTED,PAIRED_CIRCULAR_MOVING_BLOCK_RETURN_RESAMPLING
official_ex_post,return_winner,r0050,417,1000,20,20260922,4.77266064565575,-0.46878326535036213,9.697782505882778,0.962,CONDITIONAL_FIXED_SELECTED_CURVES_NOT_POST_SELECTION_ADJUSTED,PAIRED_CIRCULAR_MOVING_BLOCK_RETURN_RESAMPLING
official_ex_post,risk_controlled,r0050,417,1000,20,20260922,4.77266064565575,-0.46878326535036213,9.697782505882778,0.962,CONDITIONAL_FIXED_SELECTED_CURVES_NOT_POST_SELECTION_ADJUSTED,PAIRED_CIRCULAR_MOVING_BLOCK_RETURN_RESAMPLING
official_ex_post,strict_winner,r0050,417,1000,20,20260922,4.77266064565575,-0.46878326535036213,9.697782505882778,0.962,CONDITIONAL_FIXED_SELECTED_CURVES_NOT_POST_SELECTION_ADJUSTED,PAIRED_CIRCULAR_MOVING_BLOCK_RETURN_RESAMPLING
