episode_id,total_return,max_drawdown,annualized_volatility,sharpe_zero_rf,economic_total_return,economic_max_drawdown,economic_annualized_volatility,economic_sharpe_zero_rf,final_nav,sessions,transaction_costs,commission_cost,sell_tax_cost,turnover_two_way,max_daily_volume_participation,trades,simulated_warning_days,disqualified,complete_period,rejected_trade_count,measured_hard_breach_days,raw_rule_breach_days,cash_breach_days,holding_count_breach_days,active_cap_breach_days,overdue_passive_cap_days,stale_held_price_days,execution_price_bound_breaches,unfilled_orders,no_valid_plan_days,hold_without_envelope_days,official_compliance,independent_audit,episode_return,episode_max_drawdown,episode_turnover,measured_pass,active_share_status,ready_status,forensic_partial_return,source_accuracy_verified,universe_point_in_time
monthly_2010-01-04,-0.09229202472765752,0.10412280591195788,0.1961021444273038,-5.079593338667625,-0.09229202472765752,0.10412280591195788,0.1961021444273038,-5.079593338667625,907707975.2723424,24,6253225.213183106,3704321.8112902804,2548903.4018928255,2.677934534629879,33.11124712398601,164,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,-0.09229202472765752,0.10412280591195788,2.599524078098442,False,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2010-11-01,0.022940168979055375,0.035308143938777126,0.1160054769517433,2.109407031832259,0.022940168979055375,0.035308143938777126,0.1160054769517433,2.109407031832259,1022940168.9790554,24,6847234.8911990225,3987465.078574791,2859769.8126242314,2.833740353578271,66.38418079096046,165,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.022940168979055375,0.035308143938777126,2.798221107771783,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2011-08-01,-0.08891649204743679,0.1373829518508881,0.2831958884118975,-3.3088891501914177,-0.08891649204743679,0.13347406726452415,0.28014753526311337,-3.34788858529546,911083507.9525632,24,6712028.601208726,3864984.316874954,2847044.284333772,2.875188829309675,22.40492488932667,198,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,-0.08891649204743679,0.13347406726452415,2.712269696052599,False,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2012-06-01,0.008235835109281053,0.03992232771589599,0.16402789562892506,0.6037227185889251,0.008235835109281053,0.03992232771589599,0.16146171867658565,0.6108533208618979,1008235835.1092811,24,7298262.073398106,4153974.610086652,3144287.4633114543,2.9461254408600013,29.60714285714287,164,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.008235835109281053,0.03992232771589599,2.9150699018151935,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2013-04-01,0.03714685002558116,0.019942676341324295,0.10931548902066836,3.5584464287884665,0.03714685002558116,0.019942676341324295,0.10931548902066836,3.5584464287884665,1037146850.0255811,24,5695138.173141176,3401382.3683441165,2293755.8047970594,2.3795739998160594,28.872783512570585,139,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.03714685002558116,0.019942676341324295,2.386934995329205,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2014-01-02,0.015920764412001853,0.03875856247279452,0.10254558190695194,1.667011064726945,0.015920764412001853,0.03875856247279452,0.10254558190695194,1.667011064726945,1015920764.4120018,24,6250979.249332203,3698260.237244643,2552719.0120875603,2.593545305140268,42.58677543988198,156,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.015920764412001853,0.03875856247279452,2.5952703419260654,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2014-11-03,0.036985788291165056,0.019507612997122337,0.1317092410550812,2.960375292436755,0.036985788291165056,0.019507612997122337,0.1317092410550812,2.960375292436755,1036985788.291165,24,5857079.241449754,3506295.1149584767,2350784.126491277,2.4509099137944648,1.1348590883298657,141,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.036985788291165056,0.019507612997122337,2.4605579754094573,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2015-08-03,0.0,0.0,0.0,,0.0,0.0,0.0,,1000000000.0,3,0.0,0.0,0.0,0.0,0.0,0,3,True,False,0,3,3,3,3,0,0,0,0,0,3,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,,0.0,0.0,False,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,0.0,False,False
monthly_2016-06-01,0.022380270720434803,0.03458314491774339,0.14945496046119128,1.6279023829134784,0.022380270720434803,0.0328067671640091,0.15188892138043558,1.6040868605625365,1022380270.7204348,24,6222293.208658282,3681587.535645898,2540705.6730123837,2.561169595062195,,185,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,0.022380270720434803,0.0328067671640091,2.583570200453262,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
monthly_2017-04-05,-0.02133135118840368,0.04699914817743478,0.14502030885220574,-1.4907327553364744,-0.02133135118840368,0.04699914817743478,0.14502030885220574,-1.4907327553364744,978668648.8115963,24,5924942.663950584,3465605.250203118,2459337.4137474657,2.454271763585963,2.8797904764112134,164,0,False,True,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN_BLOCK_SUBMISSION,PASS_INTERNAL_ACCOUNTING,-0.02133135118840368,0.04699914817743478,2.4320036843530657,True,ACTIVE_SHARE_NOT_VERIFIED,BLOCK_READY,,False,False
