track,model,month,sessions,book_return,book_max_drawdown,economic_return,economic_max_drawdown,ending_book_nav,ending_economic_nav,partial_period
official_ex_post,expansion_selected,2025-01,15,0.029784266841871743,0.04418820036046045,0.030886646118751804,0.04414046968622953,1029784266.8418717,1030886646.1187518,False
official_ex_post,expansion_selected,2025-02,19,-0.0415180916113862,0.0415180916113862,-0.041473694214271495,0.041473694214271495,987029589.3111668,988131968.5880468,False
official_ex_post,expansion_selected,2025-03,21,-0.0780030062094228,0.0780030062094228,-0.07791598453588822,0.07791598453588822,910038314.1272438,911140693.4041238,False
official_ex_post,expansion_selected,2025-04,20,-0.050294031225174285,0.13238370478671813,-0.05023318102039831,0.13222580755794844,864268818.7404232,865371198.0173032,False
official_ex_post,expansion_selected,2025-05,20,0.04686736710883088,0.01216580431977532,0.046807663695566104,0.012151047660766578,904774822.7490463,905877202.0259264,False
official_ex_post,expansion_selected,2025-06,21,0.10878860555344416,0.009607144295478265,0.11647856847126348,0.007594773369936525,1003204014.0557797,1011392481.7286597,False
official_ex_post,expansion_selected,2025-07,23,0.08937023475446804,0.021417549275165815,0.0971091550660641,0.01937594729293668,1092860592.2985694,1109607951.0694995,False
official_ex_post,expansion_selected,2025-08,21,0.19638620285497121,0.0714325648377464,0.19646164048503367,0.07011474985538058,1307483334.2699203,1327603349.4318504,False
official_ex_post,expansion_selected,2025-09,21,0.021596502246379545,0.05458043779255517,0.02193827568457718,0.05375568785846041,1335720401.0355844,1356728677.7114544,False
official_ex_post,expansion_selected,2025-10,20,0.19455178309636922,0.035010311004093575,0.19153924436683734,0.03450516800563286,1595587186.7752547,1616595463.4511247,False
official_ex_post,expansion_selected,2025-11,20,0.021576723753849558,0.07668484585445623,0.021296325971826846,0.07573459864904442,1630014730.7294865,1651023007.4053564,False
official_ex_post,expansion_selected,2025-12,22,0.08493628710660084,0.033580699440270756,0.08385552383961237,0.033169484208357636,1768462129.8867147,1789470406.5625846,False
official_ex_post,expansion_selected,2026-01,21,0.18532213743594972,0.022075727838585912,0.18314646650943422,0.021839878762690446,2096197311.7718527,2117205588.4477227,False
official_ex_post,expansion_selected,2026-02,12,0.11801628379362761,0.06588561247621139,0.11684525025974568,0.06524055596455192,2343582728.605359,2364591005.281229,False
official_ex_post,expansion_selected,2026-03,22,-0.018183068283927795,0.10373436493122024,-0.01679213221000253,0.10281569946176838,2300969203.822094,2324884480.497964,False
official_ex_post,expansion_selected,2026-04,20,0.39501251564258566,0.02601904497136076,0.39126881028774596,0.025816447754463456,3209880837.4399767,3234539265.238847,False
official_ex_post,expansion_selected,2026-05,20,0.18329525895477206,0.080200352244158,0.18189791221133156,0.07963138051635632,3798236776.7524977,3822895204.5513678,False
official_ex_post,expansion_selected,2026-06,21,0.05480303107972495,0.08887516609404822,0.05888715628367347,0.08694451537394032,4006391664.8770194,4048014631.9178896,False
official_ex_post,expansion_selected,2026-07,22,-0.12365971990028402,0.19232842828970742,-0.11435424653804904,0.18539475198049682,3510962393.7874947,3585106968.7099214,False
official_ex_post,expansion_selected,2026-08,21,0.1435932701318865,0.011054467641166243,0.14391239255538335,0.010825008860415819,4015112965.221517,4101048290.143944,False
official_ex_post,expansion_selected,2026-09,15,0.019039312442500567,0.053051959867385645,-0.0023141241005251167,0.051863406889367636,4091557955.4583044,4091557955.4583044,True
historical_pit,expansion_selected,2025-01,15,-0.004143137290917642,0.05139723001037111,-0.003040758014037581,0.051341123746381,995856862.7090824,996959241.9859624,False
historical_pit,expansion_selected,2025-02,19,-0.030896598003008036,0.03405076010922092,-0.030862434350242496,0.03401323117788113,965088273.553423,966190652.8303031,False
historical_pit,expansion_selected,2025-03,21,-0.06684819905344452,0.06684819905344452,-0.06677192832041956,0.06677192832041956,900573860.5387787,901676239.8156587,False
historical_pit,expansion_selected,2025-04,20,-0.029032532741085526,0.1479784587675338,-0.02899703789156438,0.14779998727043586,874427920.4469208,875530299.7238008,False
historical_pit,expansion_selected,2025-05,20,0.06540211191311052,0.018259897219830235,0.06531976418298635,0.018238677607115283,931617353.1599387,932719732.4368187,False
historical_pit,expansion_selected,2025-06,21,0.05911233971401986,0.014540935541888955,0.0702143216509068,0.013352139531202956,986687434.6234051,998210015.7402852,False
historical_pit,expansion_selected,2025-07,23,0.1038024707324976,0.01841464920917546,0.11054988798218046,0.016535260461922663,1089108028.1780243,1108562021.1630642,False
historical_pit,expansion_selected,2025-08,21,0.1551017978550011,0.06606402148503943,0.1564486841131063,0.06439736421239961,1258030641.4067512,1281995090.631791,False
historical_pit,expansion_selected,2025-09,21,0.05114172619569257,0.04397081581757889,0.05018572932046772,0.043203351618161134,1322368500.0153668,1346332949.2404068,False
historical_pit,expansion_selected,2025-10,20,0.13707544684383666,0.024077404288520565,0.1346355321201107,0.02366882348254451,1503632753.047187,1527597202.272227,False
