track,model,month,sessions,book_return,book_max_drawdown,economic_return,economic_max_drawdown,ending_book_nav,ending_economic_nav,partial_period
official_ex_post,v2_double_check_fintuned,2025-01,15,0.02918326342687716,0.046916708463436874,0.03028564270375722,0.04686607633483453,1029183263.4268773,1030285642.7037573,False
official_ex_post,v2_double_check_fintuned,2025-02,19,-0.0330626490736704,0.037492621580207275,-0.0330272728851001,0.03745250543439982,995155738.3556995,996258117.6325796,False
official_ex_post,v2_double_check_fintuned,2025-03,21,-0.12232131909612498,0.12232131909612498,-0.12092146932064085,0.12092146932064085,873426975.7339522,875789122.2258322,False
official_ex_post,v2_double_check_fintuned,2025-04,20,-0.03605236212213503,0.20024492630907764,-0.03595512300537784,0.19972245256049526,841937870.1175505,844300016.6094306,False
official_ex_post,v2_double_check_fintuned,2025-05,20,0.049192656862018014,0.013837841693379649,0.04905502774968018,0.013801118752760022,883355030.8613815,885717177.3532616,False
official_ex_post,v2_double_check_fintuned,2025-06,21,0.10404362968569014,0.014291821763083523,0.11301959104041104,0.011202971809420537,975262494.5733144,985820570.5151944,False
official_ex_post,v2_double_check_fintuned,2025-07,23,0.10266683214499639,0.02009803362655016,0.11128643716303754,0.018100952727516106,1075389605.4009833,1095529029.4898634,False
official_ex_post,v2_double_check_fintuned,2025-08,21,0.2285845526908623,0.07174998800605181,0.2259050302293033,0.06975340315266765,1321207057.3199701,1343014548.0138502,False
official_ex_post,v2_double_check_fintuned,2025-09,21,0.015751167114312015,0.05681310054284561,0.015836585304983553,0.05590856221638618,1342017610.4724255,1364283312.4693055,False
official_ex_post,v2_double_check_fintuned,2025-10,20,0.189775781160614,0.043274326692155696,0.18667855718160076,0.04261645535947389,1596700050.8311305,1618965752.8280106,False
official_ex_post,v2_double_check_fintuned,2025-11,20,0.02127867760728841,0.08697841256021288,0.020986031086715595,0.08584761384079576,1630675716.448307,1652941418.445187,False
official_ex_post,v2_double_check_fintuned,2025-12,22,0.08473035543097374,0.03476349114489197,0.08358900775642009,0.03431458911777596,1768843449.4956298,1791109151.4925098,False
official_ex_post,v2_double_check_fintuned,2026-01,21,0.20338294201331153,0.016075981339649825,0.20085464050005997,0.015909884367909966,2128596034.2150254,2150861736.2119055,False
official_ex_post,v2_double_check_fintuned,2026-02,12,0.10026890007286804,0.07030495737264597,0.09923091729090205,0.06958706775968293,2342028017.265235,2364293719.262115,False
official_ex_post,v2_double_check_fintuned,2026-03,22,0.004167830917215731,0.10842954504668212,0.004128580429672679,0.10741437994901915,2351789194.0445786,2374054896.0414586,False
